document_number,company_code,document_date,posting_date,document_type,reference,currency,exchange_rate
DOC00011531,1000,2023-11-08,2023-11-08,SA,BD00011531,USD,1.0
DOC00011532,1000,2023-11-06,2023-11-06,SA,BD00011532,USD,1.0
DOC00011533,1000,2023-11-06,2023-11-06,SA,BD00011533,USD,1.0
DOC00011534,1000,2023-10-31,2023-10-31,SA,BD00011534,USD,1.0
DOC00011535,1000,2023-11-08,2023-11-08,SA,BD00011535,USD,1.0
DOC00011536,1000,2023-11-09,2023-11-09,SA,BD00011536,USD,1.0
DOC00011537,1000,2023-11-03,2023-11-03,SA,BD00011537,USD,1.0
DOC00011538,1000,2023-11-01,2023-11-01,SA,BD00011538,USD,1.0
DOC00011539,1000,2023-11-09,2023-11-09,SA,BD00011539,USD,1.0
DOC00011540,1000,2023-11-01,2023-11-01,SA,BD00011540,USD,1.0
DOC00011541,1000,2023-11-06,2023-11-06,SA,BD00011541,USD,1.0
DOC00011542,1000,2023-11-06,2023-11-06,SA,BD00011542,USD,1.0
DOC00011543,1000,2023-11-02,2023-11-02,SA,BD00011543,USD,1.0
DOC00011544,1000,2023-11-10,2023-11-10,SA,BD00011544,USD,1.0
DOC00011545,1000,2023-11-10,2023-11-10,SA,BD00011545,USD,1.0
DOC00011546,1000,2023-11-02,2023-11-02,SA,BD00011546,USD,1.0
DOC00011547,1000,2023-11-03,2023-11-03,SA,BD00011547,USD,1.0
DOC00011548,1000,2023-11-03,2023-11-03,SA,BD00011548,USD,1.0
DOC00011549,1000,2023-11-01,2023-11-01,SA,BD00011549,USD,1.0
DOC00011550,1000,2023-11-02,2023-11-02,SA,BD00011550,USD,1.0
DOC00011551,1000,2023-10-31,2023-10-31,SA,BD00011551,USD,1.0
DOC00011552,1000,2023-11-10,2023-11-10,SA,BD00011552,USD,1.0
DOC00011553,1000,2023-11-06,2023-11-06,SA,BD00011553,USD,1.0
DOC00011554,1000,2023-11-03,2023-11-03,SA,BD00011554,USD,1.0
DOC00011555,1000,2023-11-03,2023-11-03,SA,BD00011555,USD,1.0
DOC00011556,1000,2023-10-31,2023-10-31,SA,BD00011556,USD,1.0
DOC00011557,1000,2023-11-03,2023-11-03,SA,BD00011557,USD,1.0
DOC00011558,1000,2023-10-31,2023-10-31,SA,BD00011558,USD,1.0
DOC00011559,1000,2023-11-07,2023-11-07,SA,BD00011559,USD,1.0
DOC00011560,1000,2023-11-08,2023-11-08,SA,BD00011560,USD,1.0
DOC00011561,1000,2023-11-06,2023-11-06,SA,BD00011561,USD,1.0
DOC00011562,1000,2023-11-03,2023-11-03,SA,BD00011562,USD,1.0
DOC00011563,1000,2023-11-09,2023-11-09,SA,BD00011563,USD,1.0
DOC00011564,1000,2023-11-01,2023-11-01,SA,BD00011564,USD,1.0
DOC00011565,1000,2023-11-07,2023-11-07,SA,BD00011565,USD,1.0
DOC00011566,1000,2023-11-03,2023-11-03,SA,BD00011566,USD,1.0
DOC00011567,1000,2023-11-10,2023-11-10,SA,BD00011567,USD,1.0
DOC00011568,1000,2023-11-06,2023-11-06,SA,BD00011568,USD,1.0
DOC00011569,1000,2023-11-06,2023-11-06,SA,BD00011569,USD,1.0
DOC00011570,1000,2023-11-08,2023-11-08,SA,BD00011570,USD,1.0
DOC00011571,1000,2023-11-06,2023-11-06,SA,BD00011571,USD,1.0
DOC00011572,1000,2023-11-06,2023-11-06,SA,BD00011572,USD,1.0
DOC00011573,1000,2023-11-03,2023-11-03,SA,BD00011573,USD,1.0
DOC00011574,1000,2023-11-09,2023-11-09,SA,BD00011574,USD,1.0
DOC00011575,1000,2023-11-08,2023-11-08,SA,BD00011575,USD,1.0
DOC00011576,1000,2023-11-01,2023-11-01,SA,BD00011576,USD,1.0
DOC00011577,1000,2023-11-09,2023-11-09,SA,BD00011577,USD,1.0
DOC00011578,1000,2023-11-08,2023-11-08,SA,BD00011578,USD,1.0
DOC00011579,1000,2023-11-01,2023-11-01,SA,BD00011579,USD,1.0
DOC00011580,1000,2023-11-01,2023-11-01,SA,BD00011580,USD,1.0
DOC00011581,1000,2023-11-10,2023-11-10,SA,BD00011581,USD,1.0
DOC00011582,1000,2023-11-06,2023-11-06,SA,BD00011582,USD,1.0
DOC00011583,1000,2023-11-10,2023-11-10,SA,BD00011583,USD,1.0
DOC00011584,1000,2023-11-03,2023-11-03,SA,BD00011584,USD,1.0
DOC00011585,1000,2023-11-02,2023-11-02,SA,BD00011585,USD,1.0
DOC00011586,1000,2023-11-07,2023-11-07,SA,BD00011586,USD,1.0
DOC00011587,1000,2023-10-31,2023-10-31,SA,BD00011587,USD,1.0
DOC00011588,1000,2023-11-06,2023-11-06,SA,BD00011588,USD,1.0
DOC00011589,1000,2023-11-02,2023-11-02,SA,BD00011589,USD,1.0
DOC00011590,1000,2023-11-06,2023-11-06,SA,BD00011590,USD,1.0
DOC00011591,1000,2023-11-06,2023-11-06,SA,BD00011591,USD,1.0
DOC00011592,1000,2023-11-07,2023-11-07,SA,BD00011592,USD,1.0
DOC00011593,1000,2023-11-08,2023-11-08,SA,BD00011593,USD,1.0
DOC00011594,1000,2023-11-10,2023-11-10,SA,BD00011594,USD,1.0
DOC00011595,1000,2023-11-08,2023-11-08,SA,BD00011595,USD,1.0
DOC00011596,1000,2023-11-03,2023-11-03,SA,BD00011596,USD,1.0
DOC00011597,1000,2023-11-06,2023-11-06,SA,BD00011597,USD,1.0
DOC00011598,1000,2023-11-06,2023-11-06,SA,BD00011598,USD,1.0
DOC00011599,1000,2023-11-09,2023-11-09,SA,BD00011599,USD,1.0
DOC00011600,1000,2023-11-03,2023-11-03,SA,BD00011600,USD,1.0
DOC00011601,1000,2023-11-02,2023-11-02,SA,BD00011601,USD,1.0
DOC00011602,1000,2023-11-03,2023-11-03,SA,BD00011602,USD,1.0
DOC00011603,1000,2023-11-02,2023-11-02,SA,BD00011603,USD,1.0
DOC00011604,1000,2023-11-07,2023-11-07,SA,BD00011604,USD,1.0
DOC00011605,1000,2023-11-06,2023-11-06,SA,BD00011605,USD,1.0
DOC00011606,1000,2023-11-06,2023-11-06,SA,BD00011606,USD,1.0
DOC00011607,1000,2023-11-07,2023-11-07,SA,BD00011607,USD,1.0
DOC00011608,1000,2023-11-10,2023-11-10,SA,BD00011608,USD,1.0
DOC00011609,1000,2023-11-06,2023-11-06,SA,BD00011609,USD,1.0
DOC00011610,1000,2023-11-06,2023-11-06,SA,BD00011610,USD,1.0
DOC00011611,1000,2023-11-07,2023-11-07,SA,BD00011611,USD,1.0
DOC00011612,1000,2023-11-06,2023-11-06,SA,BD00011612,USD,1.0
DOC00011613,1000,2023-11-06,2023-11-06,SA,BD00011613,USD,1.0
DOC00011614,1000,2023-11-07,2023-11-07,SA,BD00011614,USD,1.0
DOC00011615,1000,2023-11-06,2023-11-06,SA,BD00011615,USD,1.0
DOC00011616,1000,2023-11-03,2023-11-03,SA,BD00011616,USD,1.0
DOC00011617,1000,2023-11-13,2023-11-13,SA,BD00011617,USD,1.0
DOC00011618,1000,2023-11-03,2023-11-03,SA,BD00011618,USD,1.0
DOC00011619,1000,2023-11-01,2023-11-01,SA,BD00011619,USD,1.0
DOC00011620,1000,2023-11-07,2023-11-07,SA,BD00011620,USD,1.0
DOC00011621,1000,2023-11-02,2023-11-02,SA,BD00011621,USD,1.0
DOC00011622,1000,2023-11-06,2023-11-06,SA,BD00011622,USD,1.0
DOC00011623,1000,2023-11-07,2023-11-07,SA,BD00011623,USD,1.0
DOC00011624,1000,2023-11-09,2023-11-09,SA,BD00011624,USD,1.0
DOC00011625,1000,2023-11-06,2023-11-06,SA,BD00011625,USD,1.0
DOC00011626,1000,2023-11-10,2023-11-10,SA,BD00011626,USD,1.0
DOC00011627,1000,2023-11-01,2023-11-01,SA,BD00011627,USD,1.0
DOC00011628,1000,2023-11-09,2023-11-09,SA,BD00011628,USD,1.0
DOC00011629,1000,2023-11-08,2023-11-08,SA,BD00011629,USD,1.0
DOC00011630,1000,2023-11-09,2023-11-09,SA,BD00011630,USD,1.0
DOC00011631,1000,2023-11-06,2023-11-06,SA,BD00011631,USD,1.0
DOC00011632,1000,2023-11-08,2023-11-08,SA,BD00011632,USD,1.0
DOC00011633,1000,2023-11-09,2023-11-09,SA,BD00011633,USD,1.0
DOC00011634,1000,2023-11-08,2023-11-08,SA,BD00011634,USD,1.0
DOC00011635,1000,2023-11-06,2023-11-06,SA,BD00011635,USD,1.0
DOC00011636,1000,2023-11-06,2023-11-06,SA,BD00011636,USD,1.0
DOC00011637,1000,2023-11-08,2023-11-08,SA,BD00011637,USD,1.0
DOC00011638,1000,2023-11-06,2023-11-06,SA,BD00011638,USD,1.0
DOC00011639,1000,2023-11-03,2023-11-03,SA,BD00011639,USD,1.0
DOC00011640,1000,2023-11-08,2023-11-08,SA,BD00011640,USD,1.0
DOC00011641,1000,2023-11-01,2023-11-01,SA,BD00011641,USD,1.0
DOC00011642,1000,2023-11-08,2023-11-08,SA,BD00011642,USD,1.0
DOC00011643,1000,2023-11-08,2023-11-08,SA,BD00011643,USD,1.0
DOC00011644,1000,2023-11-06,2023-11-06,SA,BD00011644,USD,1.0
DOC00011645,1000,2023-11-09,2023-11-09,SA,BD00011645,USD,1.0
DOC00011646,1000,2023-11-07,2023-11-07,SA,BD00011646,USD,1.0
DOC00011647,1000,2023-11-01,2023-11-01,SA,BD00011647,USD,1.0
DOC00011648,1000,2023-11-02,2023-11-02,SA,BD00011648,USD,1.0
DOC00011649,1000,2023-11-01,2023-11-01,SA,BD00011649,USD,1.0
DOC00011650,1000,2023-11-06,2023-11-06,SA,BD00011650,USD,1.0
DOC00011651,1000,2023-11-13,2023-11-13,SA,BD00011651,USD,1.0
DOC00011652,1000,2023-11-09,2023-11-09,SA,BD00011652,USD,1.0
DOC00011653,1000,2023-11-08,2023-11-08,SA,BD00011653,USD,1.0
DOC00011654,1000,2023-11-06,2023-11-06,SA,BD00011654,USD,1.0
DOC00011655,1000,2023-11-06,2023-11-06,SA,BD00011655,USD,1.0
DOC00011656,1000,2023-11-01,2023-11-01,SA,BD00011656,USD,1.0
DOC00011657,1000,2023-11-07,2023-11-07,SA,BD00011657,USD,1.0
DOC00011658,1000,2023-11-07,2023-11-07,SA,BD00011658,USD,1.0
DOC00011659,1000,2023-11-06,2023-11-06,SA,BD00011659,USD,1.0
DOC00011660,1000,2023-11-08,2023-11-08,SA,BD00011660,USD,1.0
DOC00011661,1000,2023-11-14,2023-11-14,SA,BD00011661,USD,1.0
DOC00011662,1000,2023-11-09,2023-11-09,SA,BD00011662,USD,1.0
DOC00011663,1000,2023-11-06,2023-11-06,SA,BD00011663,USD,1.0
DOC00011664,1000,2023-11-13,2023-11-13,SA,BD00011664,USD,1.0
DOC00011665,1000,2023-11-09,2023-11-09,SA,BD00011665,USD,1.0
DOC00011666,1000,2023-11-10,2023-11-10,SA,BD00011666,USD,1.0
DOC00011667,1000,2023-11-06,2023-11-06,SA,BD00011667,USD,1.0
DOC00011668,1000,2023-11-06,2023-11-06,SA,BD00011668,USD,1.0
DOC00011669,1000,2023-11-06,2023-11-06,SA,BD00011669,USD,1.0
DOC00011670,1000,2023-11-09,2023-11-09,SA,BD00011670,USD,1.0
DOC00011671,1000,2023-11-09,2023-11-09,SA,BD00011671,USD,1.0
DOC00011672,1000,2023-11-09,2023-11-09,SA,BD00011672,USD,1.0
DOC00011673,1000,2023-11-13,2023-11-13,SA,BD00011673,USD,1.0
DOC00011674,1000,2023-11-06,2023-11-06,SA,BD00011674,USD,1.0
DOC00011675,1000,2023-11-06,2023-11-06,SA,BD00011675,USD,1.0
DOC00011676,1000,2023-11-06,2023-11-06,SA,BD00011676,USD,1.0
DOC00011677,1000,2023-11-06,2023-11-06,SA,BD00011677,USD,1.0
DOC00011678,1000,2023-11-06,2023-11-06,SA,BD00011678,USD,1.0
DOC00011679,1000,2023-11-08,2023-11-08,SA,BD00011679,USD,1.0
DOC00011680,1000,2023-11-13,2023-11-13,SA,BD00011680,USD,1.0
DOC00011681,1000,2023-11-13,2023-11-13,SA,BD00011681,USD,1.0
DOC00011682,1000,2023-11-06,2023-11-06,SA,BD00011682,USD,1.0
DOC00011683,1000,2023-11-06,2023-11-06,SA,BD00011683,USD,1.0
DOC00011684,1000,2023-11-13,2023-11-13,SA,BD00011684,USD,1.0
DOC00011685,1000,2023-11-13,2023-11-13,SA,BD00011685,USD,1.0
DOC00011686,1000,2023-11-13,2023-11-13,SA,BD00011686,USD,1.0
DOC00011687,1000,2023-11-06,2023-11-06,SA,BD00011687,USD,1.0
DOC00011688,1000,2023-11-09,2023-11-09,SA,BD00011688,USD,1.0
DOC00011689,1000,2023-11-09,2023-11-09,SA,BD00011689,USD,1.0
DOC00011690,1000,2023-11-06,2023-11-06,SA,BD00011690,USD,1.0
DOC00011691,1000,2023-11-07,2023-11-07,SA,BD00011691,USD,1.0
DOC00011692,1000,2023-11-09,2023-11-09,SA,BD00011692,USD,1.0
DOC00011693,1000,2023-11-13,2023-11-13,SA,BD00011693,USD,1.0
DOC00011694,1000,2023-11-13,2023-11-13,SA,BD00011694,USD,1.0
DOC00011695,1000,2023-11-06,2023-11-06,SA,BD00011695,USD,1.0
DOC00011696,1000,2023-11-06,2023-11-06,SA,BD00011696,USD,1.0
DOC00011697,1000,2023-11-13,2023-11-13,SA,BD00011697,USD,1.0
DOC00011698,1000,2023-11-10,2023-11-10,SA,BD00011698,USD,1.0
DOC00011699,1000,2023-11-07,2023-11-07,SA,BD00011699,USD,1.0
DOC00011700,1000,2023-11-10,2023-11-10,SA,BD00011700,USD,1.0
DOC00011701,1000,2023-11-10,2023-11-10,SA,BD00011701,USD,1.0
DOC00011702,1000,2023-11-13,2023-11-13,SA,BD00011702,USD,1.0
DOC00011703,1000,2023-11-13,2023-11-13,SA,BD00011703,USD,1.0
DOC00011704,1000,2023-11-06,2023-11-06,SA,BD00011704,USD,1.0
DOC00011705,1000,2023-11-06,2023-11-06,SA,BD00011705,USD,1.0
DOC00011706,1000,2023-11-06,2023-11-06,SA,BD00011706,USD,1.0
DOC00011707,1000,2023-11-13,2023-11-13,SA,BD00011707,USD,1.0
DOC00011708,1000,2023-11-13,2023-11-13,SA,BD00011708,USD,1.0
DOC00011709,1000,2023-11-08,2023-11-08,SA,BD00011709,USD,1.0
DOC00011710,1000,2023-11-14,2023-11-14,SA,BD00011710,USD,1.0
DOC00011711,1000,2023-11-13,2023-11-13,SA,BD00011711,USD,1.0
DOC00011712,1000,2023-11-09,2023-11-09,SA,BD00011712,USD,1.0
DOC00011713,1000,2023-11-06,2023-11-06,SA,BD00011713,USD,1.0
DOC00011714,1000,2023-11-08,2023-11-08,SA,BD00011714,USD,1.0
DOC00011715,1000,2023-11-06,2023-11-06,SA,BD00011715,USD,1.0
DOC00011716,1000,2023-11-06,2023-11-06,SA,BD00011716,USD,1.0
DOC00011717,1000,2023-11-09,2023-11-09,SA,BD00011717,USD,1.0
DOC00011718,1000,2023-11-08,2023-11-08,SA,BD00011718,USD,1.0
DOC00011719,1000,2023-11-13,2023-11-13,SA,BD00011719,USD,1.0
DOC00011720,1000,2023-11-09,2023-11-09,SA,BD00011720,USD,1.0
DOC00011721,1000,2023-11-07,2023-11-07,SA,BD00011721,USD,1.0
DOC00011722,1000,2023-11-13,2023-11-13,SA,BD00011722,USD,1.0
DOC00011723,1000,2023-11-06,2023-11-06,SA,BD00011723,USD,1.0
DOC00011724,1000,2023-11-06,2023-11-06,SA,BD00011724,USD,1.0
DOC00011725,1000,2023-11-06,2023-11-06,SA,BD00011725,USD,1.0
DOC00011726,1000,2023-11-13,2023-11-13,SA,BD00011726,USD,1.0
DOC00011727,1000,2023-11-10,2023-11-10,SA,BD00011727,USD,1.0
DOC00011728,1000,2023-11-07,2023-11-07,SA,BD00011728,USD,1.0
DOC00011729,1000,2023-11-13,2023-11-13,SA,BD00011729,USD,1.0
DOC00011730,1000,2023-11-13,2023-11-13,SA,BD00011730,USD,1.0
DOC00011731,1000,2023-11-06,2023-11-06,SA,BD00011731,USD,1.0
DOC00011732,1000,2023-11-09,2023-11-09,SA,BD00011732,USD,1.0
DOC00011733,1000,2023-11-13,2023-11-13,SA,BD00011733,USD,1.0
DOC00011734,1000,2023-11-13,2023-11-13,SA,BD00011734,USD,1.0
DOC00011735,1000,2023-11-13,2023-11-13,SA,BD00011735,USD,1.0
DOC00011736,1000,2023-11-06,2023-11-06,SA,BD00011736,USD,1.0
DOC00011737,1000,2023-11-06,2023-11-06,SA,BD00011737,USD,1.0
DOC00011738,1000,2023-11-09,2023-11-09,SA,BD00011738,USD,1.0
DOC00011739,1000,2023-11-06,2023-11-06,SA,BD00011739,USD,1.0
DOC00011740,1000,2023-11-13,2023-11-13,SA,BD00011740,USD,1.0
DOC00011741,1000,2023-11-06,2023-11-06,SA,BD00011741,USD,1.0
DOC00011742,1000,2023-11-07,2023-11-07,SA,BD00011742,USD,1.0
DOC00011743,1000,2023-11-13,2023-11-13,SA,BD00011743,USD,1.0
DOC00011744,1000,2023-11-13,2023-11-13,SA,BD00011744,USD,1.0
DOC00011745,1000,2023-11-08,2023-11-08,SA,BD00011745,USD,1.0
DOC00011746,1000,2023-11-06,2023-11-06,SA,BD00011746,USD,1.0
DOC00011747,1000,2023-11-14,2023-11-14,SA,BD00011747,USD,1.0
DOC00011748,1000,2023-11-13,2023-11-13,SA,BD00011748,USD,1.0
DOC00011749,1000,2023-11-13,2023-11-13,SA,BD00011749,USD,1.0
DOC00011750,1000,2023-11-08,2023-11-08,SA,BD00011750,USD,1.0
DOC00011751,1000,2023-11-14,2023-11-14,SA,BD00011751,USD,1.0
DOC00011752,1000,2023-11-07,2023-11-07,SA,BD00011752,USD,1.0
DOC00011753,1000,2023-11-09,2023-11-09,SA,BD00011753,USD,1.0
DOC00011754,1000,2023-11-15,2023-11-15,SA,BD00011754,USD,1.0
DOC00011755,1000,2023-11-13,2023-11-13,SA,BD00011755,USD,1.0
DOC00011756,1000,2023-11-13,2023-11-13,SA,BD00011756,USD,1.0
DOC00011757,1000,2023-11-15,2023-11-15,SA,BD00011757,USD,1.0
DOC00011758,1000,2023-11-13,2023-11-13,SA,BD00011758,USD,1.0
DOC00011759,1000,2023-11-07,2023-11-07,SA,BD00011759,USD,1.0
DOC00011760,1000,2023-11-13,2023-11-13,SA,BD00011760,USD,1.0
DOC00011761,1000,2023-11-13,2023-11-13,SA,BD00011761,USD,1.0
DOC00011762,1000,2023-11-06,2023-11-06,SA,BD00011762,USD,1.0
DOC00011763,1000,2023-11-13,2023-11-13,SA,BD00011763,USD,1.0
DOC00011764,1000,2023-11-06,2023-11-06,SA,BD00011764,USD,1.0
DOC00011765,1000,2023-11-15,2023-11-15,SA,BD00011765,USD,1.0
DOC00011766,1000,2023-11-08,2023-11-08,SA,BD00011766,USD,1.0
DOC00011767,1000,2023-11-10,2023-11-10,SA,BD00011767,USD,1.0
DOC00011768,1000,2023-11-09,2023-11-09,SA,BD00011768,USD,1.0
DOC00011769,1000,2023-11-06,2023-11-06,SA,BD00011769,USD,1.0
DOC00011770,1000,2023-11-13,2023-11-13,SA,BD00011770,USD,1.0
DOC00011771,1000,2023-11-13,2023-11-13,SA,BD00011771,USD,1.0
DOC00011772,1000,2023-11-13,2023-11-13,SA,BD00011772,USD,1.0
DOC00011773,1000,2023-11-09,2023-11-09,SA,BD00011773,USD,1.0
DOC00011774,1000,2023-11-13,2023-11-13,SA,BD00011774,USD,1.0
DOC00011775,1000,2023-11-07,2023-11-07,SA,BD00011775,USD,1.0
DOC00011776,1000,2023-11-06,2023-11-06,SA,BD00011776,USD,1.0
DOC00011777,1000,2023-11-14,2023-11-14,SA,BD00011777,USD,1.0
DOC00011778,1000,2023-11-06,2023-11-06,SA,BD00011778,USD,1.0
DOC00011779,1000,2023-11-06,2023-11-06,SA,BD00011779,USD,1.0
DOC00011780,1000,2023-11-06,2023-11-06,SA,BD00011780,USD,1.0
DOC00011781,1000,2023-11-08,2023-11-08,SA,BD00011781,USD,1.0
DOC00011782,1000,2023-11-14,2023-11-14,SA,BD00011782,USD,1.0
DOC00011783,1000,2023-11-06,2023-11-06,SA,BD00011783,USD,1.0
DOC00011784,1000,2023-11-09,2023-11-09,SA,BD00011784,USD,1.0
DOC00011785,1000,2023-11-15,2023-11-15,SA,BD00011785,USD,1.0
DOC00011786,1000,2023-11-13,2023-11-13,SA,BD00011786,USD,1.0
DOC00011787,1000,2023-11-13,2023-11-13,SA,BD00011787,USD,1.0
DOC00011788,1000,2023-11-15,2023-11-15,SA,BD00011788,USD,1.0
DOC00011789,1000,2023-11-15,2023-11-15,SA,BD00011789,USD,1.0
DOC00011790,1000,2023-11-10,2023-11-10,SA,BD00011790,USD,1.0
DOC00011791,1000,2023-11-06,2023-11-06,SA,BD00011791,USD,1.0
DOC00011792,1000,2023-11-07,2023-11-07,SA,BD00011792,USD,1.0
DOC00011793,1000,2023-11-14,2023-11-14,SA,BD00011793,USD,1.0
DOC00011794,1000,2023-11-06,2023-11-06,SA,BD00011794,USD,1.0
DOC00011795,1000,2023-11-07,2023-11-07,SA,BD00011795,USD,1.0
DOC00011796,1000,2023-11-10,2023-11-10,SA,BD00011796,USD,1.0
DOC00011797,1000,2023-11-07,2023-11-07,SA,BD00011797,USD,1.0
DOC00011798,1000,2023-11-09,2023-11-09,SA,BD00011798,USD,1.0
DOC00011799,1000,2023-11-09,2023-11-09,SA,BD00011799,USD,1.0
DOC00011800,1000,2023-11-08,2023-11-08,SA,BD00011800,USD,1.0
DOC00011801,1000,2023-11-15,2023-11-15,SA,BD00011801,USD,1.0
DOC00011802,1000,2023-11-06,2023-11-06,SA,BD00011802,USD,1.0
DOC00011803,1000,2023-11-15,2023-11-15,SA,BD00011803,USD,1.0
DOC00011804,1000,2023-11-07,2023-11-07,SA,BD00011804,USD,1.0
DOC00011805,1000,2023-11-06,2023-11-06,SA,BD00011805,USD,1.0
DOC00011806,1000,2023-11-06,2023-11-06,SA,BD00011806,USD,1.0
DOC00011807,1000,2023-11-09,2023-11-09,SA,BD00011807,USD,1.0
DOC00011808,1000,2023-11-06,2023-11-06,SA,BD00011808,USD,1.0
DOC00011809,1000,2023-11-13,2023-11-13,SA,BD00011809,USD,1.0
DOC00011810,1000,2023-11-16,2023-11-16,SA,BD00011810,USD,1.0
DOC00011811,1000,2023-11-15,2023-11-15,SA,BD00011811,USD,1.0
DOC00011812,1000,2023-11-10,2023-11-10,SA,BD00011812,USD,1.0
DOC00011813,1000,2023-11-16,2023-11-16,SA,BD00011813,USD,1.0
DOC00011814,1000,2023-11-08,2023-11-08,SA,BD00011814,USD,1.0
DOC00011815,1000,2023-11-10,2023-11-10,SA,BD00011815,USD,1.0
DOC00011816,1000,2023-11-14,2023-11-14,SA,BD00011816,USD,1.0
DOC00011817,1000,2023-11-13,2023-11-13,SA,BD00011817,USD,1.0
DOC00011818,1000,2023-11-15,2023-11-15,SA,BD00011818,USD,1.0
DOC00011819,1000,2023-11-09,2023-11-09,SA,BD00011819,USD,1.0
DOC00011820,1000,2023-11-14,2023-11-14,SA,BD00011820,USD,1.0
DOC00011821,1000,2023-11-15,2023-11-15,SA,BD00011821,USD,1.0
DOC00011822,1000,2023-11-13,2023-11-13,SA,BD00011822,USD,1.0
DOC00011823,1000,2023-11-07,2023-11-07,SA,BD00011823,USD,1.0
DOC00011824,1000,2023-11-07,2023-11-07,SA,BD00011824,USD,1.0
DOC00011825,1000,2023-11-07,2023-11-07,SA,BD00011825,USD,1.0
DOC00011826,1000,2023-11-13,2023-11-13,SA,BD00011826,USD,1.0
DOC00011827,1000,2023-11-08,2023-11-08,SA,BD00011827,USD,1.0
DOC00011828,1000,2023-11-06,2023-11-06,SA,BD00011828,USD,1.0
DOC00011829,1000,2023-11-08,2023-11-08,SA,BD00011829,USD,1.0
DOC00011830,1000,2023-11-06,2023-11-06,SA,BD00011830,USD,1.0
DOC00011831,1000,2023-11-06,2023-11-06,SA,BD00011831,USD,1.0
DOC00011832,1000,2023-11-15,2023-11-15,SA,BD00011832,USD,1.0
DOC00011833,1000,2023-11-07,2023-11-07,SA,BD00011833,USD,1.0
DOC00011834,1000,2023-11-06,2023-11-06,SA,BD00011834,USD,1.0
DOC00011835,1000,2023-11-07,2023-11-07,SA,BD00011835,USD,1.0
DOC00011836,1000,2023-11-16,2023-11-16,SA,BD00011836,USD,1.0
DOC00011837,1000,2023-11-15,2023-11-15,SA,BD00011837,USD,1.0
DOC00011838,1000,2023-11-08,2023-11-08,SA,BD00011838,USD,1.0
DOC00011839,1000,2023-11-13,2023-11-13,SA,BD00011839,USD,1.0
DOC00011840,1000,2023-11-09,2023-11-09,SA,BD00011840,USD,1.0
DOC00011841,1000,2023-11-14,2023-11-14,SA,BD00011841,USD,1.0
DOC00011842,1000,2023-11-06,2023-11-06,SA,BD00011842,USD,1.0
DOC00011843,1000,2023-11-10,2023-11-10,SA,BD00011843,USD,1.0
DOC00011844,1000,2023-11-14,2023-11-14,SA,BD00011844,USD,1.0
DOC00011845,1000,2023-11-13,2023-11-13,SA,BD00011845,USD,1.0
DOC00011846,1000,2023-11-09,2023-11-09,SA,BD00011846,USD,1.0
DOC00011847,1000,2023-11-09,2023-11-09,SA,BD00011847,USD,1.0
DOC00011848,1000,2023-11-13,2023-11-13,SA,BD00011848,USD,1.0
DOC00011849,1000,2023-11-09,2023-11-09,SA,BD00011849,USD,1.0
DOC00011850,1000,2023-11-07,2023-11-07,SA,BD00011850,USD,1.0
DOC00011851,1000,2023-11-06,2023-11-06,SA,BD00011851,USD,1.0
DOC00011852,1000,2023-11-07,2023-11-07,SA,BD00011852,USD,1.0
DOC00011853,1000,2023-11-06,2023-11-06,SA,BD00011853,USD,1.0
DOC00011854,1000,2023-11-15,2023-11-15,SA,BD00011854,USD,1.0
DOC00011855,1000,2023-11-07,2023-11-07,SA,BD00011855,USD,1.0
DOC00011856,1000,2023-11-16,2023-11-16,SA,BD00011856,USD,1.0
DOC00011857,1000,2023-11-13,2023-11-13,SA,BD00011857,USD,1.0
DOC00011858,1000,2023-11-07,2023-11-07,SA,BD00011858,USD,1.0
DOC00011859,1000,2023-11-13,2023-11-13,SA,BD00011859,USD,1.0
DOC00011860,1000,2023-11-16,2023-11-16,SA,BD00011860,USD,1.0
DOC00011861,1000,2023-11-09,2023-11-09,SA,BD00011861,USD,1.0
DOC00011862,1000,2023-11-13,2023-11-13,SA,BD00011862,USD,1.0
DOC00011863,1000,2023-11-09,2023-11-09,SA,BD00011863,USD,1.0
DOC00011864,1000,2023-11-13,2023-11-13,SA,BD00011864,USD,1.0
DOC00011865,1000,2023-11-13,2023-11-13,SA,BD00011865,USD,1.0
DOC00011866,1000,2023-11-13,2023-11-13,SA,BD00011866,USD,1.0
DOC00011867,1000,2023-11-13,2023-11-13,SA,BD00011867,USD,1.0
DOC00011868,1000,2023-11-06,2023-11-06,SA,BD00011868,USD,1.0
DOC00011869,1000,2023-11-08,2023-11-08,SA,BD00011869,USD,1.0
DOC00011870,1000,2023-11-13,2023-11-13,SA,BD00011870,USD,1.0
DOC00011871,1000,2023-11-16,2023-11-16,SA,BD00011871,USD,1.0
DOC00011872,1000,2023-11-06,2023-11-06,SA,BD00011872,USD,1.0
DOC00011873,1000,2023-11-13,2023-11-13,SA,BD00011873,USD,1.0
DOC00011874,1000,2023-11-07,2023-11-07,SA,BD00011874,USD,1.0
DOC00011875,1000,2023-11-13,2023-11-13,SA,BD00011875,USD,1.0
DOC00011876,1000,2023-11-15,2023-11-15,SA,BD00011876,USD,1.0
DOC00011877,1000,2023-11-17,2023-11-17,SA,BD00011877,USD,1.0
DOC00011878,1000,2023-11-08,2023-11-08,SA,BD00011878,USD,1.0
DOC00011879,1000,2023-11-15,2023-11-15,SA,BD00011879,USD,1.0
