billing_document,item_number,sales_order_id,customer_id,material_id,billing_date,billing_quantity,net_value,tax_amount,gross_value,currency,cost_of_goods
BD00018949,000010,SO00022370,C001049,MAT010094,2024-04-02,53,74529.12,5962.33,80491.45,USD,39589.13
BD00018950,000010,SO00022371,C001031,MAT010083,2024-04-01,98,51302.67,4104.21,55406.88,USD,21024.42
BD00018951,000010,SO00022372,C001003,MAT010037,2024-04-03,64,67072.39,5365.79,72438.18,USD,41184.06
BD00018952,000010,SO00022374,C001024,MAT010001,2024-03-29,83,50063.87,4005.11,54068.98,USD,28031.45
BD00018953,000010,SO00022375,C001015,MAT010110,2024-03-27,64,136704.24,10936.34,147640.58,USD,92769.74
BD00018954,000010,SO00022376,C001010,MAT010024,2024-04-03,31,18276.34,1462.11,19738.45,USD,7806.77
BD00018955,000010,SO00022377,C001032,MAT010163,2024-04-01,3,4406.08,352.49,4758.57,USD,2600.01
BD00018956,000010,SO00022378,C001020,MAT010095,2024-04-01,74,25202.71,2016.22,27218.93,USD,10094.98
BD00018957,000010,SO00022379,C001021,MAT010085,2024-03-28,60,90782.51,7262.6,98045.11,USD,36327.33
BD00018958,000010,SO00022380,C001001,MAT010090,2024-04-01,4,4247.86,339.83,4587.69,USD,2788.64
BD00018959,000010,SO00022381,C001041,MAT010176,2024-03-28,35,24268.59,1941.49,26210.08,USD,12269.76
BD00018960,000010,SO00022382,C001017,MAT010083,2024-03-27,67,43288.23,3463.06,46751.29,USD,25029.63
BD00018961,000010,SO00022383,C001036,MAT010064,2024-04-01,92,22795.14,1823.61,24618.75,USD,9677.66
BD00018962,000010,SO00022385,C001007,MAT010009,2024-04-02,55,31939.01,2555.12,34494.13,USD,15976.32
BD00018963,000010,SO00022386,C001034,MAT010097,2024-04-01,44,35087.29,2806.98,37894.27,USD,23823.3
BD00018964,000010,SO00022387,C001013,MAT010044,2024-03-25,39,21663.08,1733.05,23396.13,USD,9806.4
BD00018965,000010,SO00022388,C001026,MAT010191,2024-04-01,71,60425.99,4834.08,65260.07,USD,38334.25
BD00018966,000010,SO00022389,C001021,MAT010171,2024-03-25,9,9115.75,729.26,9845.01,USD,4592.46
BD00018967,000010,SO00022390,C001022,MAT010007,2024-04-04,54,46167.88,3693.43,49861.31,USD,21011.3
BD00018968,000010,SO00022391,C001040,MAT010015,2024-03-26,88,12357.17,988.57,13345.74,USD,8290.83
BD00018969,000010,SO00022392,C001014,MAT010009,2024-04-01,11,7293.51,583.48,7876.99,USD,3294.84
BD00018970,000010,SO00022394,C001006,MAT010013,2024-03-28,11,3405.52,272.44,3677.96,USD,2309.37
BD00018971,000010,SO00022395,C001010,MAT010069,2024-04-01,67,111264.59,8901.17,120165.76,USD,76179.28
BD00018972,000010,SO00022396,C001034,MAT010065,2024-03-26,67,26771.44,2141.72,28913.16,USD,16757.34
BD00018973,000010,SO00022397,C001036,MAT010144,2024-03-27,50,62356.92,4988.55,67345.47,USD,42986.24
BD00018974,000010,SO00022399,C001018,MAT010002,2024-03-28,18,10266.71,821.34,11088.05,USD,6593.82
BD00018975,000010,SO00022400,C001011,MAT010100,2024-04-01,95,100532.68,8042.61,108575.29,USD,45998.2
BD00018976,000010,SO00022401,C001029,MAT010024,2024-04-05,3,1492.4,119.39,1611.79,USD,682.88
BD00018977,000010,SO00022402,C001003,MAT010188,2024-04-03,82,90850.56,7268.04,98118.6,USD,62145.7
BD00018978,000010,SO00022403,C001013,MAT010103,2024-04-01,9,597.1,47.77,644.87,USD,344.58
BD00018979,000010,SO00022404,C001028,MAT010180,2024-04-01,59,26736.57,2138.93,28875.5,USD,10908.62
BD00018980,000010,SO00022405,C001020,MAT010056,2024-03-28,67,1688.74,135.1,1823.84,USD,953.68
BD00018981,000010,SO00022406,C001047,MAT010070,2024-04-01,39,18416.48,1473.32,19889.8,USD,12257.3
BD00018982,000010,SO00022408,C001017,MAT010137,2024-04-01,26,7353.14,588.25,7941.39,USD,4648.33
BD00018983,000010,SO00022410,C001014,MAT010094,2024-04-01,46,89768.35,7181.47,96949.82,USD,56186.35
BD00018984,000010,SO00022411,C001043,MAT010154,2024-03-29,14,13703.23,1096.26,14799.49,USD,5607.97
BD00018985,000010,SO00022412,C001030,MAT010158,2024-04-02,78,82736.04,6618.88,89354.92,USD,53640.27
BD00018986,000010,SO00022413,C001004,MAT010082,2024-04-01,44,35794.33,2863.55,38657.88,USD,20919.32
BD00018987,000010,SO00022416,C001011,MAT010071,2024-04-01,12,5970.01,477.6,6447.61,USD,2801.61
BD00018988,000010,SO00022417,C001025,MAT010183,2024-03-28,29,14223.13,1137.85,15360.98,USD,9096.34
BD00018989,000010,SO00022418,C001028,MAT010105,2024-03-26,83,62497.34,4999.79,67497.13,USD,25271.98
BD00018990,000010,SO00022419,C001029,MAT010030,2024-04-04,60,10909.61,872.77,11782.38,USD,7521.78
BD00018991,000010,SO00022420,C001026,MAT010081,2024-03-27,12,10547.7,843.82,11391.52,USD,7274.66
BD00018992,000010,SO00022421,C001010,MAT010059,2024-04-01,26,8799.15,703.93,9503.08,USD,5129.87
BD00018993,000010,SO00022422,C001017,MAT010167,2024-04-05,95,94768.35,7581.47,102349.82,USD,44629.09
BD00018994,000010,SO00022423,C001038,MAT010196,2024-03-28,43,78056.27,6244.5,84300.77,USD,32577.91
BD00018995,000010,SO00022425,C001029,MAT010141,2024-04-01,72,59905.15,4792.41,64697.56,USD,28851.52
BD00018996,000010,SO00022426,C001033,MAT010121,2024-03-27,47,9903.01,792.24,10695.25,USD,5796.18
BD00018997,000010,SO00022427,C001036,MAT010171,2024-04-05,65,81028.15,6482.25,87510.4,USD,38567.19
BD00018998,000010,SO00022428,C001010,MAT010122,2024-03-27,73,43441.48,3475.32,46916.8,USD,30110.42
BD00018999,000010,SO00022429,C001000,MAT010033,2024-04-05,60,8949.78,715.98,9665.76,USD,5607.21
BD00019000,000010,SO00022430,C001004,MAT010135,2024-04-01,79,3730.12,298.41,4028.53,USD,2092.61
BD00019001,000010,SO00022431,C001018,MAT010124,2024-04-05,99,86022.43,6881.79,92904.22,USD,54926.99
BD00019002,000010,SO00022432,C001027,MAT010033,2024-03-29,7,1557.19,124.58,1681.77,USD,725.21
BD00019003,000010,SO00022434,C001042,MAT010095,2024-04-03,86,34227.45,2738.2,36965.65,USD,18686.19
BD00019004,000010,SO00022435,C001012,MAT010058,2024-04-01,61,75583.27,6046.66,81629.93,USD,34449.85
BD00019005,000010,SO00022436,C001012,MAT010027,2024-03-29,70,72357.6,5788.61,78146.21,USD,37916.08
BD00019006,000010,SO00022437,C001022,MAT010097,2024-03-27,36,36059.35,2884.75,38944.1,USD,14580.96
BD00019007,000010,SO00022438,C001031,MAT010005,2024-03-28,42,22637.82,1811.03,24448.85,USD,10238.64
BD00019008,000010,SO00022439,C001004,MAT010047,2024-04-01,1,258.11,20.65,278.76,USD,152.23
BD00019009,000010,SO00022440,C001000,MAT010170,2024-04-01,48,61270.89,4901.67,66172.56,USD,31596.1
BD00019010,000010,SO00022441,C001013,MAT010051,2024-03-27,43,26369.76,2109.58,28479.34,USD,17534.05
BD00019011,000010,SO00022442,C001036,MAT010000,2024-03-26,68,9038.33,723.07,9761.4,USD,4861.69
BD00019012,000010,SO00022443,C001013,MAT010082,2024-03-28,35,21959.32,1756.75,23716.07,USD,13658.73
BD00019013,000010,SO00022445,C001034,MAT010138,2024-04-01,81,160935.32,12874.83,173810.15,USD,96569.4
BD00019014,000010,SO00022446,C001044,MAT010008,2024-03-27,62,85225.41,6818.03,92043.44,USD,52231.52
BD00019015,000010,SO00022447,C001022,MAT010122,2024-03-26,77,41394.18,3311.53,44705.71,USD,20864.64
BD00019016,000010,SO00022448,C001022,MAT010032,2024-04-05,20,23199.7,1855.98,25055.68,USD,10747.62
BD00019017,000010,SO00022449,C001035,MAT010002,2024-03-29,4,2024.45,161.96,2186.41,USD,1232.79
BD00019018,000010,SO00022450,C001003,MAT010025,2024-04-03,52,59580.9,4766.47,64347.37,USD,33976.97
BD00019019,000010,SO00022451,C001008,MAT010100,2024-04-04,70,59607.5,4768.6,64376.1,USD,29834.83
BD00019020,000010,SO00022452,C001029,MAT010022,2024-04-05,44,25048.22,2003.86,27052.08,USD,14979.51
BD00019021,000010,SO00022453,C001041,MAT010041,2024-04-03,32,13701.98,1096.16,14798.14,USD,8228.49
BD00019022,000010,SO00022454,C001003,MAT010164,2024-04-02,64,77216.91,6177.35,83394.26,USD,37375.52
BD00019023,000010,SO00022455,C001033,MAT010161,2024-04-03,35,45881.93,3670.55,49552.48,USD,30944.35
BD00019024,000010,SO00022456,C001030,MAT010173,2024-04-05,40,68157.59,5452.61,73610.2,USD,37262.39
BD00019025,000010,SO00022457,C001034,MAT010167,2024-04-05,34,36104.85,2888.39,38993.24,USD,20713.66
BD00019026,000010,SO00022458,C001033,MAT010196,2024-03-27,27,37807.81,3024.62,40832.43,USD,25224.52
BD00019027,000010,SO00022460,C001045,MAT010081,2024-04-01,39,44497.79,3559.82,48057.61,USD,22836.66
BD00019028,000010,SO00022461,C001002,MAT010157,2024-04-03,60,44989.06,3599.12,48588.18,USD,22507.07
BD00019029,000010,SO00022462,C001016,MAT010135,2024-04-01,51,3708.47,296.68,4005.15,USD,2272.55
BD00019030,000010,SO00022463,C001008,MAT010138,2024-04-04,12,20706.38,1656.51,22362.89,USD,11642.56
BD00019031,000010,SO00022464,C001029,MAT010133,2024-04-01,36,48345.51,3867.64,52213.15,USD,26264.1
BD00019032,000010,SO00022467,C001041,MAT010172,2024-03-29,96,89590.89,7167.27,96758.16,USD,54158.99
BD00019033,000010,SO00022468,C001033,MAT010075,2024-04-01,79,121175.17,9694.01,130869.18,USD,55686.38
BD00019034,000010,SO00022470,C001028,MAT010034,2024-04-03,87,78452.45,6276.2,84728.65,USD,35004.19
BD00019035,000010,SO00022471,C001031,MAT010001,2024-04-03,77,44159.85,3532.79,47692.64,USD,27880.94
BD00019036,000010,SO00022472,C001027,MAT010002,2024-04-03,93,31893.61,2551.49,34445.1,USD,13026.84
BD00019037,000010,SO00022474,C001009,MAT010120,2024-03-29,21,28565.76,2285.26,30851.02,USD,16613.49
BD00019038,000010,SO00022475,C001003,MAT010068,2024-04-08,14,3359.97,268.8,3628.77,USD,2264.68
BD00019039,000010,SO00022476,C001003,MAT010108,2024-04-04,14,21398.97,1711.92,23110.89,USD,11508.11
BD00019040,000010,SO00022477,C001049,MAT010053,2024-03-28,77,1966.39,157.31,2123.7,USD,1294.15
BD00019041,000010,SO00022478,C001035,MAT010161,2024-03-27,86,81674.16,6533.93,88208.09,USD,40033.78
BD00019042,000010,SO00022479,C001009,MAT010110,2024-03-28,71,130801.7,10464.14,141265.84,USD,56006.39
BD00019043,000010,SO00022481,C001013,MAT010031,2024-04-08,19,5397.29,431.78,5829.07,USD,2671.0
BD00019044,000010,SO00022482,C001024,MAT010160,2024-03-27,12,12006.78,960.54,12967.32,USD,5559.44
BD00019045,000010,SO00022483,C001019,MAT010097,2024-04-08,46,38513.03,3081.04,41594.07,USD,17064.89
BD00019046,000010,SO00022485,C001011,MAT010151,2024-03-29,34,44215.42,3537.23,47752.65,USD,29789.37
BD00019047,000010,SO00022486,C001042,MAT010009,2024-03-27,75,57794.25,4623.54,62417.79,USD,32912.38
BD00019048,000010,SO00022487,C001006,MAT010129,2024-04-01,71,4899.69,391.98,5291.67,USD,2772.66
BD00019049,000010,SO00022488,C001036,MAT010152,2024-04-05,7,3525.55,282.04,3807.59,USD,2453.16
BD00019050,000010,SO00022489,C001020,MAT010068,2024-04-01,92,30901.06,2472.08,33373.14,USD,16583.58
BD00019051,000010,SO00022490,C001040,MAT010014,2024-04-01,56,84037.45,6723.0,90760.45,USD,46931.74
BD00019052,000010,SO00022491,C001037,MAT010059,2024-04-01,99,36001.18,2880.09,38881.27,USD,20596.67
BD00019053,000010,SO00022492,C001006,MAT010089,2024-04-01,16,13179.71,1054.38,14234.09,USD,5438.21
BD00019054,000010,SO00022493,C001031,MAT010004,2024-04-01,7,6312.69,505.02,6817.71,USD,4145.73
BD00019055,000010,SO00022495,C001049,MAT010025,2024-04-04,36,53970.7,4317.66,58288.36,USD,34421.32
BD00019056,000010,SO00022496,C001041,MAT010010,2024-03-27,26,52277.26,4182.18,56459.44,USD,33940.21
BD00019057,000010,SO00022497,C001010,MAT010086,2024-04-03,51,41597.5,3327.8,44925.3,USD,20320.07
BD00019058,000010,SO00022499,C001017,MAT010026,2024-04-02,57,44820.69,3585.66,48406.35,USD,30277.61
BD00019059,000010,SO00022500,C001028,MAT010175,2024-04-04,6,7101.74,568.14,7669.88,USD,3082.24
BD00019060,000010,SO00022502,C001018,MAT010094,2024-03-28,80,81313.21,6505.06,87818.27,USD,35600.47
BD00019061,000010,SO00022503,C001014,MAT010178,2024-04-01,59,101508.48,8120.68,109629.16,USD,61842.67
BD00019062,000010,SO00022504,C001000,MAT010080,2024-03-27,71,108992.98,8719.44,117712.42,USD,74385.13
BD00019063,000010,SO00022505,C001008,MAT010045,2024-03-27,37,32836.91,2626.95,35463.86,USD,20477.83
BD00019064,000010,SO00022506,C001023,MAT010122,2024-03-29,34,18352.74,1468.22,19820.96,USD,9344.13
BD00019065,000010,SO00022507,C001030,MAT010065,2024-03-27,76,30247.7,2419.82,32667.52,USD,18323.62
BD00019066,000010,SO00022508,C001042,MAT010089,2024-04-01,86,133233.3,10658.66,143891.96,USD,59296.09
BD00019067,000010,SO00022509,C001005,MAT010094,2024-04-04,54,96265.66,7701.25,103966.91,USD,63732.3
BD00019068,000010,SO00022510,C001031,MAT010040,2024-03-29,34,4729.3,378.34,5107.64,USD,2813.36
BD00019069,000010,SO00022511,C001005,MAT010067,2024-04-08,84,161860.72,12948.86,174809.58,USD,107812.4
BD00019070,000010,SO00022512,C001031,MAT010022,2024-03-27,32,23027.31,1842.18,24869.49,USD,13280.6
BD00019071,000010,SO00022513,C001049,MAT010012,2024-03-29,28,18678.5,1494.28,20172.78,USD,10739.33
BD00019072,000010,SO00022514,C001009,MAT010132,2024-03-27,88,162731.12,13018.49,175749.61,USD,80721.35
BD00019073,000010,SO00022515,C001048,MAT010033,2024-04-04,72,12844.92,1027.59,13872.51,USD,5478.27
BD00019074,000010,SO00022516,C001015,MAT010070,2024-03-27,4,1658.89,132.71,1791.6,USD,1133.48
BD00019075,000010,SO00022519,C001016,MAT010091,2024-04-08,29,13113.87,1049.11,14162.98,USD,6098.88
BD00019076,000010,SO00022520,C001042,MAT010110,2024-04-05,2,3816.46,305.32,4121.78,USD,1921.06
BD00019077,000010,SO00022522,C001004,MAT010115,2024-04-01,27,49705.84,3976.47,53682.31,USD,31529.89
BD00019078,000010,SO00022523,C001032,MAT010063,2024-04-09,64,34091.68,2727.33,36819.01,USD,17340.04
BD00019079,000010,SO00022524,C001035,MAT010163,2024-04-01,44,104565.35,8365.23,112930.58,USD,71924.94
BD00019080,000010,SO00022525,C001000,MAT010090,2024-04-03,11,16530.23,1322.42,17852.65,USD,10715.4
BD00019081,000010,SO00022526,C001030,MAT010075,2024-04-09,7,9063.88,725.11,9788.99,USD,4301.19
BD00019082,000010,SO00022527,C001015,MAT010034,2024-04-08,70,68065.47,5445.24,73510.71,USD,41897.57
BD00019083,000010,SO00022528,C001040,MAT010015,2024-04-08,47,6473.6,517.89,6991.49,USD,3237.06
BD00019084,000010,SO00022530,C001031,MAT010038,2024-04-04,97,206953.77,16556.3,223510.07,USD,112143.05
BD00019085,000010,SO00022531,C001006,MAT010043,2024-04-04,99,31291.72,2503.34,33795.06,USD,18326.58
BD00019086,000010,SO00022532,C001004,MAT010013,2024-04-03,17,9440.67,755.25,10195.92,USD,4937.15
BD00019087,000010,SO00022533,C001019,MAT010022,2024-04-05,5,4683.46,374.68,5058.14,USD,2419.73
BD00019088,000010,SO00022534,C001024,MAT010188,2024-04-01,59,66981.92,5358.55,72340.47,USD,39467.34
BD00019089,000010,SO00022535,C001023,MAT010074,2024-04-03,70,33790.34,2703.23,36493.57,USD,15318.43
BD00019090,000010,SO00022536,C001015,MAT010064,2024-04-01,98,33623.74,2689.9,36313.64,USD,22043.42
BD00019091,000010,SO00022537,C001034,MAT010144,2024-04-03,17,30575.61,2446.05,33021.66,USD,17367.18
BD00019092,000010,SO00022538,C001046,MAT010033,2024-04-01,38,4497.27,359.78,4857.05,USD,2805.21
BD00019093,000010,SO00022539,C001036,MAT010126,2024-04-08,1,516.91,41.35,558.26,USD,211.79
BD00019094,000010,SO00022541,C001000,MAT010189,2024-04-08,47,43891.05,3511.28,47402.33,USD,22517.54
BD00019095,000010,SO00022542,C001042,MAT010094,2024-04-08,18,31747.77,2539.82,34287.59,USD,14514.54
BD00019096,000010,SO00022543,C001008,MAT010185,2024-04-08,10,10731.68,858.53,11590.21,USD,6856.13
BD00019097,000010,SO00022544,C001013,MAT010031,2024-04-08,88,24928.25,1994.26,26922.51,USD,13831.98
BD00019098,000010,SO00022545,C001034,MAT010009,2024-04-03,28,16319.89,1305.59,17625.48,USD,7828.32
BD00019099,000010,SO00022546,C001001,MAT010139,2024-04-08,28,49850.08,3988.01,53838.09,USD,25941.72
BD00019100,000010,SO00022548,C001018,MAT010156,2024-04-01,88,104525.58,8362.05,112887.63,USD,54979.05
BD00019101,000010,SO00022549,C001035,MAT010065,2024-04-08,37,9731.94,778.56,10510.5,USD,6111.02
BD00019102,000010,SO00022550,C001006,MAT010165,2024-04-08,43,49656.87,3972.55,53629.42,USD,27356.43
BD00019103,000010,SO00022551,C001018,MAT010091,2024-04-04,58,23029.16,1842.33,24871.49,USD,11722.25
BD00019104,000010,SO00022552,C001009,MAT010192,2024-04-01,86,60973.54,4877.88,65851.42,USD,24682.39
BD00019105,000010,SO00022553,C001032,MAT010060,2024-04-03,13,6758.05,540.64,7298.69,USD,2994.03
BD00019106,000010,SO00022554,C001004,MAT010144,2024-04-08,80,126826.57,10146.13,136972.7,USD,87819.08
BD00019107,000010,SO00022555,C001010,MAT010117,2024-04-05,19,30151.57,2412.13,32563.7,USD,16286.83
BD00019108,000010,SO00022556,C001039,MAT010146,2024-04-01,100,119183.52,9534.68,128718.2,USD,61161.12
BD00019109,000010,SO00022557,C001044,MAT010165,2024-04-08,12,10774.57,861.97,11636.54,USD,7530.66
BD00019110,000010,SO00022558,C001001,MAT010145,2024-04-05,33,35238.09,2819.05,38057.14,USD,16576.0
BD00019111,000010,SO00022559,C001012,MAT010131,2024-04-08,72,99516.09,7961.29,107477.38,USD,48589.47
BD00019112,000010,SO00022560,C001000,MAT010124,2024-04-01,63,45904.6,3672.37,49576.97,USD,25632.38
BD00019113,000010,SO00022561,C001031,MAT010004,2024-04-01,97,109749.4,8779.95,118529.35,USD,67041.53
BD00019114,000010,SO00022563,C001018,MAT010016,2024-04-08,18,879.14,70.33,949.47,USD,529.78
BD00019115,000010,SO00022564,C001040,MAT010104,2024-04-05,31,23485.07,1878.81,25363.88,USD,10582.4
BD00019116,000010,SO00022565,C001007,MAT010171,2024-04-09,86,126827.63,10146.21,136973.84,USD,52996.32
BD00019117,000010,SO00022566,C001021,MAT010135,2024-04-03,54,4882.97,390.64,5273.61,USD,2207.62
BD00019118,000010,SO00022567,C001043,MAT010147,2024-04-08,64,115912.56,9273.0,125185.56,USD,54239.3
BD00019119,000010,SO00022568,C001045,MAT010063,2024-04-01,34,27179.49,2174.36,29353.85,USD,12566.11
BD00019120,000010,SO00022569,C001048,MAT010114,2024-04-05,7,7341.15,587.29,7928.44,USD,4709.16
BD00019121,000010,SO00022570,C001011,MAT010170,2024-04-01,60,55538.0,4443.04,59981.04,USD,28273.6
BD00019122,000010,SO00022571,C001013,MAT010131,2024-04-04,60,77402.76,6192.22,83594.98,USD,32859.32
BD00019123,000010,SO00022573,C001002,MAT010038,2024-04-01,20,40174.79,3213.98,43388.77,USD,23836.58
BD00019124,000010,SO00022575,C001042,MAT010148,2024-04-04,72,26016.99,2081.36,28098.35,USD,14217.32
BD00019125,000010,SO00022576,C001046,MAT010193,2024-04-04,58,81811.73,6544.94,88356.67,USD,52414.63
BD00019126,000010,SO00022577,C001005,MAT010163,2024-04-08,82,123729.33,9898.35,133627.68,USD,56995.49
BD00019127,000010,SO00022578,C001035,MAT010152,2024-04-10,62,26423.93,2113.91,28537.84,USD,15045.29
BD00019128,000010,SO00022579,C001027,MAT010088,2024-04-04,89,174371.31,13949.7,188321.01,USD,85975.95
BD00019129,000010,SO00022580,C001029,MAT010199,2024-04-01,50,19533.57,1562.69,21096.26,USD,9881.38
BD00019130,000010,SO00022581,C001008,MAT010183,2024-04-08,81,41182.4,3294.59,44476.99,USD,18644.4
BD00019131,000010,SO00022582,C001016,MAT010136,2024-04-01,78,75431.08,6034.49,81465.57,USD,46893.67
BD00019132,000010,SO00022583,C001046,MAT010054,2024-04-04,84,144319.11,11545.53,155864.64,USD,96142.42
BD00019133,000010,SO00022584,C001031,MAT010187,2024-04-09,60,20245.87,1619.67,21865.54,USD,12717.37
BD00019134,000010,SO00022586,C001041,MAT010196,2024-04-09,6,6067.53,485.4,6552.93,USD,3221.72
BD00019135,000010,SO00022587,C001026,MAT010165,2024-04-09,93,102710.23,8216.82,110927.05,USD,59399.22
BD00019136,000010,SO00022588,C001007,MAT010118,2024-04-09,74,35803.48,2864.28,38667.76,USD,22126.55
BD00019137,000010,SO00022590,C001030,MAT010020,2024-04-04,84,59804.11,4784.33,64588.44,USD,37818.28
BD00019138,000010,SO00022591,C001035,MAT010056,2024-04-08,65,1846.84,147.75,1994.59,USD,1093.32
BD00019139,000010,SO00022592,C001036,MAT010075,2024-04-08,5,7776.15,622.09,8398.24,USD,3138.73
BD00019140,000010,SO00022593,C001004,MAT010194,2024-04-09,44,53831.25,4306.5,58137.75,USD,26919.79
BD00019141,000010,SO00022594,C001011,MAT010170,2024-04-08,96,72950.5,5836.04,78786.54,USD,41304.69
BD00019142,000010,SO00022595,C001033,MAT010005,2024-04-04,94,86436.74,6914.94,93351.68,USD,44912.92
BD00019143,000010,SO00022597,C001007,MAT010085,2024-04-08,45,42438.49,3395.08,45833.57,USD,27457.65
BD00019144,000010,SO00022598,C001019,MAT010168,2024-04-09,19,31278.83,2502.31,33781.14,USD,16904.02
BD00019145,000010,SO00022599,C001049,MAT010098,2024-04-08,13,14059.01,1124.72,15183.73,USD,7413.45
BD00019146,000010,SO00022601,C001028,MAT010047,2024-04-02,49,9757.04,780.56,10537.6,USD,4681.29
BD00019147,000010,SO00022602,C001008,MAT010074,2024-04-10,7,3167.14,253.37,3420.51,USD,2166.92
BD00019148,000010,SO00022603,C001024,MAT010194,2024-04-01,15,24542.4,1963.39,26505.79,USD,14775.96
BD00019149,000010,SO00022604,C001019,MAT010060,2024-04-10,24,16665.56,1333.24,17998.8,USD,8268.32
BD00019150,000010,SO00022605,C001030,MAT010073,2024-04-08,75,41695.72,3335.66,45031.38,USD,21637.43
BD00019151,000010,SO00022606,C001005,MAT010189,2024-04-09,35,39358.8,3148.7,42507.5,USD,25727.69
BD00019152,000010,SO00022607,C001039,MAT010062,2024-04-08,55,12726.03,1018.08,13744.11,USD,5168.87
BD00019153,000010,SO00022608,C001026,MAT010097,2024-04-09,12,11472.66,917.81,12390.47,USD,6750.83
BD00019154,000010,SO00022609,C001031,MAT010101,2024-04-09,5,7629.57,610.37,8239.94,USD,3167.58
BD00019155,000010,SO00022610,C001024,MAT010186,2024-04-01,96,136811.97,10944.96,147756.93,USD,60281.13
BD00019156,000010,SO00022611,C001007,MAT010156,2024-04-01,30,56619.54,4529.56,61149.1,USD,33452.34
BD00019157,000010,SO00022612,C001027,MAT010048,2024-04-02,55,70719.5,5657.56,76377.06,USD,40883.9
BD00019158,000010,SO00022613,C001018,MAT010037,2024-04-08,97,152020.77,12161.66,164182.43,USD,104240.96
BD00019159,000010,SO00022614,C001038,MAT010020,2024-04-05,74,39193.24,3135.46,42328.7,USD,27203.9
BD00019160,000010,SO00022615,C001019,MAT010172,2024-04-08,5,5660.73,452.86,6113.59,USD,3312.44
BD00019161,000010,SO00022616,C001011,MAT010176,2024-04-05,46,49648.93,3971.91,53620.84,USD,21978.01
BD00019162,000010,SO00022617,C001041,MAT010098,2024-04-04,72,75837.56,6067.0,81904.56,USD,34545.3
BD00019163,000010,SO00022618,C001039,MAT010018,2024-04-01,98,92059.42,7364.75,99424.17,USD,60870.77
BD00019164,000010,SO00022619,C001012,MAT010045,2024-04-08,30,36594.45,2927.56,39522.01,USD,20491.62
BD00019165,000010,SO00022620,C001031,MAT010089,2024-04-08,3,3950.86,316.07,4266.93,USD,2187.39
BD00019166,000010,SO00022621,C001015,MAT010002,2024-04-04,15,8511.2,680.9,9192.1,USD,4824.95
BD00019167,000010,SO00022623,C001003,MAT010126,2024-04-03,56,33350.17,2668.01,36018.18,USD,17196.25
BD00019168,000010,SO00022624,C001024,MAT010105,2024-04-02,21,21262.5,1701.0,22963.5,USD,9259.5
BD00019169,000010,SO00022625,C001036,MAT010066,2024-04-08,92,4225.25,338.02,4563.27,USD,2904.42
BD00019170,000010,SO00022626,C001028,MAT010101,2024-04-05,20,40928.81,3274.3,44203.11,USD,24203.27
BD00019171,000010,SO00022627,C001029,MAT010076,2024-04-08,16,36706.15,2936.49,39642.64,USD,23757.03
BD00019172,000010,SO00022628,C001035,MAT010130,2024-04-08,82,59027.58,4722.21,63749.79,USD,30096.29
BD00019173,000010,SO00022629,C001010,MAT010113,2024-04-01,63,60816.19,4865.3,65681.49,USD,37823.58
BD00019174,000010,SO00022630,C001038,MAT010165,2024-04-01,30,36394.66,2911.57,39306.23,USD,23169.82
BD00019175,000010,SO00022632,C001017,MAT010194,2024-04-04,61,93541.14,7483.29,101024.43,USD,46169.35
BD00019176,000010,SO00022633,C001035,MAT010141,2024-04-01,96,75600.8,6048.06,81648.86,USD,40931.6
BD00019177,000010,SO00022634,C001030,MAT010016,2024-04-10,29,967.7,77.42,1045.12,USD,629.52
BD00019178,000010,SO00022636,C001048,MAT010044,2024-04-03,68,29288.4,2343.07,31631.47,USD,15449.32
BD00019179,000010,SO00022637,C001010,MAT010074,2024-04-09,25,17340.07,1387.21,18727.28,USD,8258.34
BD00019180,000010,SO00022638,C001003,MAT010097,2024-04-02,29,16876.49,1350.12,18226.61,USD,10325.46
BD00019181,000010,SO00022640,C001008,MAT010169,2024-04-08,47,16496.88,1319.75,17816.63,USD,6735.15
BD00019182,000010,SO00022641,C001002,MAT010173,2024-04-10,56,63049.83,5043.99,68093.82,USD,36626.12
BD00019183,000010,SO00022642,C001031,MAT010064,2024-04-10,44,15474.9,1237.99,16712.89,USD,7903.06
BD00019184,000010,SO00022643,C001049,MAT010182,2024-04-01,33,24830.25,1986.42,26816.67,USD,11735.41
BD00019185,000010,SO00022644,C001043,MAT010194,2024-04-10,64,89426.1,7154.09,96580.19,USD,38533.44
BD00019186,000010,SO00022645,C001031,MAT010103,2024-04-09,45,3664.11,293.13,3957.24,USD,2408.27
BD00019187,000010,SO00022646,C001003,MAT010051,2024-04-08,64,53014.67,4241.17,57255.84,USD,31195.85
BD00019188,000010,SO00022647,C001007,MAT010027,2024-04-04,49,57057.77,4564.62,61622.39,USD,33802.15
BD00019189,000010,SO00022648,C001035,MAT010134,2024-04-02,72,34849.08,2787.93,37637.01,USD,19640.29
BD00019190,000010,SO00022649,C001025,MAT010033,2024-04-05,10,1103.53,88.28,1191.81,USD,605.03
BD00019191,000010,SO00022650,C001024,MAT010159,2024-04-05,2,2303.53,184.28,2487.81,USD,1465.05
BD00019192,000010,SO00022653,C001007,MAT010052,2024-04-08,21,18085.18,1446.81,19531.99,USD,8533.9
BD00019193,000010,SO00022654,C001031,MAT010109,2024-04-08,70,73299.77,5863.98,79163.75,USD,34972.17
