sales_order_id,item_number,customer_id,material_id,order_date,requested_delivery_date,order_quantity,net_value,currency,sales_org,plant
SO00014873,000010,C001038,MAT010067,2023-11-15,2023-11-23,93,203464.76,USD,SO01,P002
SO00014874,000010,C001015,MAT010135,2023-11-15,2023-12-14,65,5985.0,USD,SO03,P002
SO00014875,000010,C001023,MAT010097,2023-11-15,2023-11-30,21,14505.18,USD,SO01,P003
SO00014876,000010,C001024,MAT010035,2023-11-15,2023-12-14,36,53854.23,USD,SO03,P003
SO00014877,000010,C001047,MAT010117,2023-11-15,2023-12-05,47,74201.19,USD,SO02,P001
SO00014878,000010,C001046,MAT010163,2023-11-15,2023-12-08,78,140105.72,USD,SO01,P001
SO00014879,000010,C001025,MAT010179,2023-11-15,2023-11-23,18,8520.86,USD,SO02,P001
SO00014880,000010,C001036,MAT010057,2023-11-15,2023-12-07,31,46566.43,USD,SO02,P003
SO00014881,000010,C001045,MAT010168,2023-11-15,2023-12-07,75,133642.27,USD,SO03,P002
SO00014882,000010,C001017,MAT010027,2023-11-15,2023-12-04,77,67099.34,USD,SO02,P002
SO00014883,000010,C001030,MAT010008,2023-11-15,2023-12-13,54,55495.47,USD,SO02,P002
SO00014884,000010,C001013,MAT010142,2023-11-15,2023-12-06,49,5025.92,USD,SO02,P003
SO00014885,000010,C001033,MAT010035,2023-11-15,2023-12-01,92,81770.43,USD,SO03,P003
SO00014886,000010,C001033,MAT010159,2023-11-15,2023-12-10,14,22564.8,USD,SO03,P002
SO00014887,000010,C001019,MAT010176,2023-11-15,2023-12-01,2,1387.86,USD,SO01,P001
SO00014888,000010,C001016,MAT010123,2023-11-15,2023-12-14,15,2356.72,USD,SO02,P003
SO00014889,000010,C001047,MAT010062,2023-11-15,2023-11-26,46,7503.81,USD,SO03,P002
SO00014890,000010,C001029,MAT010079,2023-11-15,2023-12-14,93,27248.39,USD,SO03,P001
SO00014891,000010,C001037,MAT010044,2023-11-15,2023-11-25,16,7913.11,USD,SO01,P001
SO00014892,000010,C001029,MAT010125,2023-11-15,2023-11-28,37,15953.14,USD,SO02,P003
SO00014893,000010,C001047,MAT010105,2023-11-15,2023-12-02,6,5768.95,USD,SO03,P001
SO00014894,000010,C001048,MAT010029,2023-11-15,2023-12-09,98,167455.04,USD,SO01,P002
SO00014895,000010,C001027,MAT010055,2023-11-15,2023-12-01,47,27299.77,USD,SO02,P003
SO00014896,000010,C001006,MAT010161,2023-11-15,2023-12-13,8,9071.98,USD,SO01,P003
SO00014897,000010,C001038,MAT010036,2023-11-15,2023-12-03,30,14949.94,USD,SO01,P003
SO00014898,000010,C001041,MAT010073,2023-11-15,2023-11-23,59,38532.62,USD,SO01,P002
SO00014899,000010,C001038,MAT010065,2023-11-15,2023-11-28,59,25080.25,USD,SO02,P001
SO00014900,000010,C001008,MAT010050,2023-11-15,2023-12-07,3,1997.95,USD,SO02,P001
SO00014901,000010,C001039,MAT010155,2023-11-15,2023-12-13,76,75613.96,USD,SO01,P002
SO00014902,000010,C001026,MAT010009,2023-11-15,2023-12-03,35,33947.02,USD,SO01,P001
SO00014903,000010,C001016,MAT010024,2023-11-15,2023-11-23,56,42017.57,USD,SO01,P003
SO00014904,000010,C001002,MAT010060,2023-11-15,2023-12-01,90,56445.84,USD,SO01,P003
SO00014905,000010,C001019,MAT010186,2023-11-15,2023-11-23,20,33309.77,USD,SO03,P003
SO00014906,000010,C001024,MAT010018,2023-11-15,2023-12-02,72,57682.47,USD,SO01,P001
SO00014907,000010,C001004,MAT010148,2023-11-15,2023-12-14,13,4186.98,USD,SO01,P002
SO00014908,000010,C001034,MAT010030,2023-11-15,2023-12-03,44,8104.85,USD,SO03,P003
SO00014909,000010,C001007,MAT010170,2023-11-15,2023-11-27,95,83978.64,USD,SO02,P001
SO00014910,000010,C001041,MAT010107,2023-11-15,2023-11-25,78,66537.47,USD,SO02,P002
SO00014911,000010,C001017,MAT010033,2023-11-15,2023-11-28,44,6495.67,USD,SO02,P001
SO00014912,000010,C001034,MAT010134,2023-11-15,2023-11-25,16,6942.87,USD,SO03,P002
SO00014913,000010,C001031,MAT010027,2023-11-15,2023-11-26,99,57281.85,USD,SO03,P001
SO00014914,000010,C001027,MAT010068,2023-11-15,2023-12-14,86,21960.89,USD,SO02,P001
SO00014915,000010,C001037,MAT010154,2023-11-15,2023-11-24,69,70752.27,USD,SO02,P002
SO00014916,000010,C001003,MAT010178,2023-11-15,2023-11-25,90,162750.54,USD,SO02,P003
SO00014917,000010,C001015,MAT010135,2023-11-15,2023-12-12,20,1758.48,USD,SO02,P002
SO00014918,000010,C001012,MAT010098,2023-11-15,2023-12-09,10,7679.19,USD,SO01,P001
SO00014919,000010,C001026,MAT010034,2023-11-15,2023-12-01,13,15936.28,USD,SO02,P003
SO00014920,000010,C001005,MAT010051,2023-11-15,2023-12-04,64,76944.43,USD,SO01,P001
SO00014921,000010,C001013,MAT010023,2023-11-15,2023-11-22,64,69463.61,USD,SO01,P001
SO00014922,000010,C001007,MAT010183,2023-11-15,2023-11-30,48,17585.19,USD,SO02,P001
SO00014923,000010,C001041,MAT010194,2023-11-15,2023-12-12,27,33638.11,USD,SO03,P003
SO00014924,000010,C001044,MAT010058,2023-11-15,2023-11-29,51,102571.08,USD,SO01,P001
SO00014925,000010,C001027,MAT010127,2023-11-15,2023-11-25,86,8252.33,USD,SO01,P001
SO00014926,000010,C001031,MAT010020,2023-11-15,2023-11-27,93,84783.32,USD,SO02,P001
SO00014927,000010,C001006,MAT010047,2023-11-15,2023-12-04,33,10005.26,USD,SO02,P003
SO00014928,000010,C001036,MAT010018,2023-11-15,2023-12-11,50,33534.47,USD,SO01,P001
SO00014929,000010,C001046,MAT010196,2023-11-15,2023-11-27,89,145461.3,USD,SO01,P002
SO00014930,000010,C001049,MAT010162,2023-11-15,2023-11-30,30,40630.96,USD,SO01,P002
SO00014931,000010,C001019,MAT010119,2023-11-15,2023-12-01,1,833.63,USD,SO02,P003
SO00014932,000010,C001043,MAT010010,2023-11-15,2023-11-22,15,27240.97,USD,SO02,P003
SO00014933,000010,C001031,MAT010154,2023-11-15,2023-12-09,71,77695.39,USD,SO02,P002
SO00014934,000010,C001015,MAT010024,2023-11-15,2023-12-11,58,29666.15,USD,SO01,P002
SO00014935,000010,C001021,MAT010043,2023-11-15,2023-12-01,8,1643.35,USD,SO03,P001
SO00014936,000010,C001036,MAT010094,2023-11-15,2023-11-28,26,50073.94,USD,SO02,P001
SO00014937,000010,C001030,MAT010043,2023-11-15,2023-11-29,28,11394.2,USD,SO02,P003
SO00014938,000010,C001027,MAT010172,2023-11-15,2023-12-06,36,22551.12,USD,SO02,P001
SO00014939,000010,C001010,MAT010093,2023-11-15,2023-11-22,65,46150.17,USD,SO02,P003
SO00014940,000010,C001029,MAT010048,2023-11-15,2023-12-09,45,57074.83,USD,SO01,P002
SO00014941,000010,C001019,MAT010093,2023-11-15,2023-12-15,42,37068.48,USD,SO01,P003
SO00014942,000010,C001024,MAT010054,2023-11-15,2023-12-04,55,103819.67,USD,SO01,P001
SO00014943,000010,C001043,MAT010038,2023-11-15,2023-12-13,26,57032.97,USD,SO02,P003
SO00014944,000010,C001020,MAT010130,2023-11-15,2023-12-02,63,60537.01,USD,SO01,P002
SO00014945,000010,C001039,MAT010004,2023-11-15,2023-12-15,27,16188.36,USD,SO03,P001
SO00014946,000010,C001033,MAT010186,2023-11-15,2023-12-10,62,114621.21,USD,SO02,P003
SO00014947,000010,C001004,MAT010060,2023-11-15,2023-12-04,87,51756.35,USD,SO01,P002
SO00014948,000010,C001048,MAT010024,2023-11-15,2023-11-28,55,28816.94,USD,SO01,P001
SO00014949,000010,C001014,MAT010054,2023-11-15,2023-12-04,97,188447.41,USD,SO03,P001
SO00014950,000010,C001028,MAT010063,2023-11-15,2023-11-29,89,68796.38,USD,SO01,P003
SO00014951,000010,C001024,MAT010147,2023-11-15,2023-12-01,74,99912.05,USD,SO02,P001
SO00014952,000010,C001023,MAT010058,2023-11-15,2023-11-27,16,27685.75,USD,SO01,P002
SO00014953,000010,C001047,MAT010139,2023-11-15,2023-12-03,26,54337.51,USD,SO03,P003
SO00014954,000010,C001019,MAT010122,2023-11-15,2023-11-29,25,16490.47,USD,SO03,P002
SO00014955,000010,C001034,MAT010064,2023-11-15,2023-11-27,21,8108.19,USD,SO03,P003
SO00014956,000010,C001010,MAT010009,2023-11-15,2023-12-09,99,56382.08,USD,SO03,P001
SO00014957,000010,C001027,MAT010185,2023-11-15,2023-12-05,99,78939.0,USD,SO02,P003
SO00014958,000010,C001006,MAT010008,2023-11-15,2023-12-04,80,114958.25,USD,SO01,P002
SO00014959,000010,C001049,MAT010038,2023-11-15,2023-12-13,7,9295.86,USD,SO02,P002
SO00014960,000010,C001028,MAT010031,2023-11-15,2023-11-22,40,9257.4,USD,SO02,P002
SO00014961,000010,C001012,MAT010067,2023-11-15,2023-11-29,70,84914.82,USD,SO02,P002
SO00014962,000010,C001000,MAT010097,2023-11-15,2023-11-27,67,74046.17,USD,SO03,P003
SO00014963,000010,C001035,MAT010159,2023-11-15,2023-12-15,20,29177.09,USD,SO02,P001
SO00014964,000010,C001025,MAT010191,2023-11-15,2023-11-23,30,25339.52,USD,SO02,P003
SO00014965,000010,C001022,MAT010041,2023-11-15,2023-12-10,67,29326.09,USD,SO01,P003
SO00014966,000010,C001044,MAT010087,2023-11-15,2023-12-11,29,19222.33,USD,SO02,P001
SO00014967,000010,C001010,MAT010191,2023-11-16,2023-12-06,90,44772.4,USD,SO01,P003
SO00014968,000010,C001046,MAT010084,2023-11-16,2023-12-12,91,66462.46,USD,SO01,P003
SO00014969,000010,C001035,MAT010076,2023-11-16,2023-12-08,18,33171.99,USD,SO03,P003
SO00014970,000010,C001041,MAT010116,2023-11-16,2023-12-08,65,113261.41,USD,SO02,P002
SO00014971,000010,C001004,MAT010037,2023-11-16,2023-12-06,33,48108.14,USD,SO03,P003
SO00014972,000010,C001025,MAT010009,2023-11-16,2023-11-29,91,83563.07,USD,SO03,P001
SO00014973,000010,C001026,MAT010116,2023-11-16,2023-12-10,84,141668.87,USD,SO02,P003
SO00014974,000010,C001029,MAT010175,2023-11-16,2023-11-28,50,73660.45,USD,SO02,P003
SO00014975,000010,C001040,MAT010067,2023-11-16,2023-12-09,77,167850.78,USD,SO01,P003
SO00014976,000010,C001019,MAT010044,2023-11-16,2023-12-06,23,14150.76,USD,SO02,P002
SO00014977,000010,C001022,MAT010167,2023-11-16,2023-11-27,37,30478.48,USD,SO02,P002
SO00014978,000010,C001034,MAT010011,2023-11-16,2023-12-16,16,6142.06,USD,SO02,P003
SO00014979,000010,C001035,MAT010009,2023-11-16,2023-11-26,11,10954.25,USD,SO03,P003
SO00014980,000010,C001036,MAT010024,2023-11-16,2023-12-16,76,35602.41,USD,SO01,P002
SO00014981,000010,C001003,MAT010080,2023-11-16,2023-12-07,39,45724.16,USD,SO02,P001
SO00014982,000010,C001001,MAT010085,2023-11-16,2023-12-10,75,71794.55,USD,SO03,P002
SO00014983,000010,C001042,MAT010174,2023-11-16,2023-11-26,40,42877.77,USD,SO02,P002
SO00014984,000010,C001023,MAT010149,2023-11-16,2023-12-10,100,201694.05,USD,SO01,P001
SO00014985,000010,C001047,MAT010134,2023-11-16,2023-12-05,12,5696.19,USD,SO01,P002
SO00014986,000010,C001047,MAT010141,2023-11-16,2023-12-09,84,50570.73,USD,SO03,P001
SO00014987,000010,C001037,MAT010085,2023-11-16,2023-12-01,88,131013.88,USD,SO03,P002
SO00014988,000010,C001030,MAT010163,2023-11-16,2023-12-07,94,131511.39,USD,SO01,P003
SO00014989,000010,C001013,MAT010162,2023-11-16,2023-12-01,65,102769.4,USD,SO02,P002
SO00014990,000010,C001008,MAT010128,2023-11-16,2023-11-28,79,172861.14,USD,SO03,P003
SO00014991,000010,C001017,MAT010182,2023-11-16,2023-11-28,73,64117.23,USD,SO01,P003
SO00014992,000010,C001011,MAT010140,2023-11-16,2023-12-02,87,144283.62,USD,SO03,P002
SO00014993,000010,C001013,MAT010125,2023-11-16,2023-12-06,57,30452.94,USD,SO03,P003
SO00014994,000010,C001022,MAT010009,2023-11-16,2023-11-26,30,20948.89,USD,SO03,P001
SO00014995,000010,C001049,MAT010035,2023-11-16,2023-12-02,100,121824.42,USD,SO02,P001
SO00014996,000010,C001017,MAT010055,2023-11-16,2023-12-07,91,57540.71,USD,SO01,P003
SO00014997,000010,C001040,MAT010156,2023-11-16,2023-11-23,89,103187.9,USD,SO02,P003
SO00014998,000010,C001008,MAT010043,2023-11-16,2023-11-27,24,5360.99,USD,SO01,P001
SO00014999,000010,C001036,MAT010184,2023-11-16,2023-11-30,48,50196.49,USD,SO03,P003
SO00015000,000010,C001037,MAT010116,2023-11-16,2023-12-12,85,125771.08,USD,SO03,P002
SO00015001,000010,C001036,MAT010075,2023-11-16,2023-12-14,11,15088.79,USD,SO02,P003
SO00015002,000010,C001022,MAT010083,2023-11-16,2023-12-04,24,13294.38,USD,SO01,P002
SO00015003,000010,C001021,MAT010022,2023-11-16,2023-12-09,5,3592.82,USD,SO03,P002
SO00015004,000010,C001012,MAT010166,2023-11-16,2023-12-04,23,29418.14,USD,SO03,P001
SO00015005,000010,C001009,MAT010111,2023-11-16,2023-12-12,73,10829.44,USD,SO03,P003
SO00015006,000010,C001007,MAT010099,2023-11-16,2023-12-04,41,8505.65,USD,SO01,P001
SO00015007,000010,C001007,MAT010095,2023-11-16,2023-12-07,77,23552.99,USD,SO02,P001
SO00015008,000010,C001009,MAT010137,2023-11-16,2023-12-11,24,6968.07,USD,SO03,P002
SO00015009,000010,C001004,MAT010098,2023-11-16,2023-12-03,46,42441.45,USD,SO02,P002
SO00015010,000010,C001023,MAT010059,2023-11-16,2023-11-24,18,3960.87,USD,SO02,P002
SO00015011,000010,C001042,MAT010027,2023-11-16,2023-12-16,94,111935.67,USD,SO02,P001
SO00015012,000010,C001013,MAT010122,2023-11-16,2023-12-12,74,27744.64,USD,SO03,P003
SO00015013,000010,C001031,MAT010102,2023-11-16,2023-12-11,89,66211.77,USD,SO02,P002
SO00015014,000010,C001032,MAT010044,2023-11-16,2023-12-04,31,14612.05,USD,SO03,P003
SO00015015,000010,C001043,MAT010112,2023-11-16,2023-12-13,31,7233.05,USD,SO02,P003
SO00015016,000010,C001021,MAT010038,2023-11-16,2023-11-24,28,36183.91,USD,SO01,P003
SO00015017,000010,C001016,MAT010115,2023-11-16,2023-12-12,10,14479.37,USD,SO03,P002
SO00015018,000010,C001038,MAT010138,2023-11-16,2023-12-08,46,105489.86,USD,SO02,P001
SO00015019,000010,C001000,MAT010062,2023-11-16,2023-12-04,17,3750.85,USD,SO03,P001
SO00015020,000010,C001036,MAT010192,2023-11-16,2023-11-27,51,36936.69,USD,SO01,P002
SO00015021,000010,C001020,MAT010098,2023-11-16,2023-12-08,89,74522.65,USD,SO02,P003
SO00015022,000010,C001024,MAT010099,2023-11-16,2023-12-08,95,15078.04,USD,SO02,P002
SO00015023,000010,C001020,MAT010029,2023-11-16,2023-11-23,7,9001.25,USD,SO01,P002
SO00015024,000010,C001028,MAT010032,2023-11-16,2023-12-09,51,45095.51,USD,SO02,P003
SO00015025,000010,C001025,MAT010140,2023-11-16,2023-12-05,91,77016.89,USD,SO03,P003
SO00015026,000010,C001046,MAT010056,2023-11-16,2023-12-14,59,2628.11,USD,SO02,P002
SO00015027,000010,C001021,MAT010056,2023-11-16,2023-11-23,65,1952.85,USD,SO02,P001
SO00015028,000010,C001045,MAT010155,2023-11-16,2023-12-13,98,76901.97,USD,SO03,P002
SO00015029,000010,C001035,MAT010084,2023-11-16,2023-11-28,43,43096.46,USD,SO01,P003
SO00015030,000010,C001037,MAT010047,2023-11-16,2023-12-05,66,19155.46,USD,SO03,P001
SO00015031,000010,C001000,MAT010058,2023-11-16,2023-12-01,58,68095.32,USD,SO02,P001
SO00015032,000010,C001014,MAT010096,2023-11-16,2023-12-02,2,2000.38,USD,SO01,P001
SO00015033,000010,C001040,MAT010074,2023-11-16,2023-12-10,98,47303.83,USD,SO03,P001
SO00015034,000010,C001034,MAT010069,2023-11-16,2023-11-30,68,106094.15,USD,SO02,P001
SO00015035,000010,C001046,MAT010054,2023-11-16,2023-12-11,62,79737.66,USD,SO02,P003
SO00015036,000010,C001025,MAT010145,2023-11-16,2023-12-07,96,152127.2,USD,SO02,P002
SO00015037,000010,C001039,MAT010044,2023-11-16,2023-11-23,2,1422.69,USD,SO03,P002
SO00015038,000010,C001009,MAT010170,2023-11-16,2023-12-14,7,6469.94,USD,SO02,P001
SO00015039,000010,C001006,MAT010142,2023-11-16,2023-11-25,89,9654.25,USD,SO03,P001
SO00015040,000010,C001031,MAT010045,2023-11-16,2023-12-02,88,95474.21,USD,SO02,P001
SO00015041,000010,C001011,MAT010188,2023-11-16,2023-12-03,13,14073.84,USD,SO03,P002
SO00015042,000010,C001023,MAT010155,2023-11-16,2023-12-01,24,33440.74,USD,SO03,P001
SO00015043,000010,C001021,MAT010144,2023-11-16,2023-12-10,18,33426.91,USD,SO03,P003
SO00015044,000010,C001015,MAT010084,2023-11-16,2023-12-04,24,15993.23,USD,SO03,P001
SO00015045,000010,C001044,MAT010171,2023-11-16,2023-11-23,15,18201.37,USD,SO03,P003
SO00015046,000010,C001027,MAT010010,2023-11-16,2023-11-29,30,51081.08,USD,SO01,P001
SO00015047,000010,C001036,MAT010144,2023-11-16,2023-12-12,99,133332.36,USD,SO02,P003
SO00015048,000010,C001032,MAT010016,2023-11-16,2023-11-26,88,4961.21,USD,SO02,P001
SO00015049,000010,C001034,MAT010033,2023-11-16,2023-11-29,19,4071.05,USD,SO02,P002
SO00015050,000010,C001014,MAT010150,2023-11-16,2023-12-10,99,5124.59,USD,SO03,P002
SO00015051,000010,C001010,MAT010055,2023-11-16,2023-12-08,4,3746.73,USD,SO01,P003
SO00015052,000010,C001046,MAT010069,2023-11-16,2023-12-05,28,44870.75,USD,SO02,P002
SO00015053,000010,C001026,MAT010089,2023-11-16,2023-12-10,2,2753.88,USD,SO01,P002
SO00015054,000010,C001046,MAT010065,2023-11-16,2023-11-24,98,20312.43,USD,SO02,P003
SO00015055,000010,C001005,MAT010123,2023-11-16,2023-12-02,8,1526.09,USD,SO01,P002
SO00015056,000010,C001019,MAT010082,2023-11-16,2023-11-30,13,6687.63,USD,SO01,P003
SO00015057,000010,C001049,MAT010105,2023-11-16,2023-12-15,94,61559.47,USD,SO03,P001
SO00015058,000010,C001043,MAT010040,2023-11-16,2023-12-01,85,11098.46,USD,SO01,P002
SO00015059,000010,C001017,MAT010107,2023-11-16,2023-11-29,80,39798.95,USD,SO03,P003
SO00015060,000010,C001043,MAT010135,2023-11-16,2023-12-03,97,8499.88,USD,SO01,P001
SO00015061,000010,C001043,MAT010171,2023-11-16,2023-11-27,59,69171.68,USD,SO02,P002
SO00015062,000010,C001024,MAT010104,2023-11-16,2023-12-14,14,14263.47,USD,SO02,P001
SO00015063,000010,C001021,MAT010124,2023-11-16,2023-12-15,20,12278.46,USD,SO01,P001
SO00015064,000010,C001042,MAT010031,2023-11-16,2023-11-25,32,9928.74,USD,SO02,P003
SO00015065,000010,C001011,MAT010069,2023-11-16,2023-12-16,14,16872.97,USD,SO03,P003
SO00015066,000010,C001023,MAT010078,2023-11-16,2023-12-05,18,40471.28,USD,SO02,P003
SO00015067,000010,C001036,MAT010132,2023-11-16,2023-12-13,90,100235.28,USD,SO01,P002
SO00015068,000010,C001005,MAT010037,2023-11-16,2023-12-16,31,38185.38,USD,SO03,P003
SO00015069,000010,C001027,MAT010004,2023-11-16,2023-12-10,53,56341.22,USD,SO02,P002
SO00015070,000010,C001048,MAT010113,2023-11-16,2023-12-06,4,4005.58,USD,SO03,P002
SO00015071,000010,C001018,MAT010048,2023-11-16,2023-12-09,42,68274.84,USD,SO03,P002
SO00015072,000010,C001044,MAT010079,2023-11-17,2023-11-30,7,2011.27,USD,SO01,P003
SO00015073,000010,C001018,MAT010134,2023-11-17,2023-12-15,48,20059.57,USD,SO03,P002
SO00015074,000010,C001016,MAT010060,2023-11-17,2023-11-29,43,26221.22,USD,SO03,P001
SO00015075,000010,C001041,MAT010025,2023-11-17,2023-12-02,77,123468.15,USD,SO03,P003
SO00015076,000010,C001012,MAT010014,2023-11-17,2023-11-24,33,53504.9,USD,SO02,P003
SO00015077,000010,C001018,MAT010068,2023-11-17,2023-12-04,89,28624.71,USD,SO02,P003
SO00015078,000010,C001038,MAT010107,2023-11-17,2023-12-14,34,21041.49,USD,SO03,P001
SO00015079,000010,C001031,MAT010147,2023-11-17,2023-12-01,95,160450.29,USD,SO01,P002
SO00015080,000010,C001041,MAT010003,2023-11-17,2023-12-03,61,44747.87,USD,SO03,P002
SO00015081,000010,C001034,MAT010054,2023-11-17,2023-11-25,43,101003.8,USD,SO03,P003
SO00015082,000010,C001021,MAT010102,2023-11-17,2023-11-24,20,12204.17,USD,SO01,P001
SO00015083,000010,C001014,MAT010029,2023-11-17,2023-12-07,65,84531.59,USD,SO03,P001
SO00015084,000010,C001030,MAT010064,2023-11-17,2023-12-11,5,1519.16,USD,SO03,P003
SO00015085,000010,C001026,MAT010013,2023-11-17,2023-12-14,70,23892.3,USD,SO01,P002
SO00015086,000010,C001046,MAT010028,2023-11-17,2023-11-27,68,5733.44,USD,SO01,P002
SO00015087,000010,C001007,MAT010186,2023-11-17,2023-12-14,59,56485.28,USD,SO03,P002
SO00015088,000010,C001032,MAT010127,2023-11-17,2023-12-02,36,5434.99,USD,SO02,P002
SO00015089,000010,C001009,MAT010153,2023-11-17,2023-12-15,30,8160.7,USD,SO01,P002
SO00015090,000010,C001041,MAT010131,2023-11-17,2023-11-26,52,71184.26,USD,SO03,P001
SO00015091,000010,C001041,MAT010140,2023-11-17,2023-12-04,73,101394.62,USD,SO01,P001
SO00015092,000010,C001004,MAT010105,2023-11-17,2023-12-05,1,814.85,USD,SO03,P003
SO00015093,000010,C001044,MAT010095,2023-11-17,2023-12-06,87,42158.95,USD,SO02,P003
SO00015094,000010,C001044,MAT010019,2023-11-17,2023-11-26,82,80658.1,USD,SO02,P002
SO00015095,000010,C001045,MAT010149,2023-11-17,2023-12-07,46,57934.54,USD,SO01,P003
SO00015096,000010,C001000,MAT010026,2023-11-17,2023-11-24,2,1477.37,USD,SO03,P003
SO00015097,000010,C001048,MAT010115,2023-11-17,2023-12-14,70,124268.7,USD,SO02,P003
SO00015098,000010,C001012,MAT010062,2023-11-17,2023-11-27,54,9583.83,USD,SO02,P001
SO00015099,000010,C001024,MAT010163,2023-11-17,2023-11-29,59,137334.17,USD,SO01,P001
SO00015100,000010,C001023,MAT010005,2023-11-17,2023-12-07,65,45080.3,USD,SO03,P003
SO00015101,000010,C001027,MAT010062,2023-11-17,2023-12-02,88,14231.15,USD,SO03,P001
SO00015102,000010,C001003,MAT010109,2023-11-17,2023-12-11,46,31189.1,USD,SO01,P003
SO00015103,000010,C001014,MAT010167,2023-11-17,2023-12-09,6,5632.43,USD,SO01,P001
SO00015104,000010,C001040,MAT010037,2023-11-17,2023-12-16,60,67801.59,USD,SO01,P003
SO00015105,000010,C001000,MAT010126,2023-11-17,2023-12-17,87,72692.95,USD,SO01,P001
SO00015106,000010,C001041,MAT010064,2023-11-17,2023-12-08,58,23113.21,USD,SO01,P001
SO00015107,000010,C001038,MAT010002,2023-11-17,2023-11-29,13,4501.92,USD,SO02,P003
SO00015108,000010,C001029,MAT010139,2023-11-17,2023-12-15,25,50325.26,USD,SO02,P003
SO00015109,000010,C001009,MAT010158,2023-11-17,2023-12-11,29,29031.43,USD,SO02,P001
SO00015110,000010,C001007,MAT010160,2023-11-17,2023-12-15,89,132139.01,USD,SO01,P003
SO00015111,000010,C001004,MAT010136,2023-11-17,2023-11-25,38,50483.91,USD,SO03,P001
SO00015112,000010,C001049,MAT010074,2023-11-17,2023-12-07,64,28298.48,USD,SO02,P001
SO00015113,000010,C001020,MAT010169,2023-11-17,2023-12-13,30,9512.91,USD,SO03,P003
SO00015114,000010,C001008,MAT010199,2023-11-17,2023-12-10,11,2756.32,USD,SO01,P001
SO00015115,000010,C001031,MAT010002,2023-11-17,2023-11-25,97,66825.51,USD,SO02,P002
SO00015116,000010,C001040,MAT010186,2023-11-17,2023-11-25,99,172546.11,USD,SO02,P003
SO00015117,000010,C001026,MAT010137,2023-11-17,2023-12-05,99,33495.17,USD,SO02,P003
SO00015118,000010,C001007,MAT010173,2023-11-17,2023-12-15,85,126206.44,USD,SO02,P001
SO00015119,000010,C001043,MAT010022,2023-11-17,2023-12-01,33,19630.31,USD,SO03,P002
SO00015120,000010,C001030,MAT010068,2023-11-17,2023-12-16,60,17379.57,USD,SO02,P002
SO00015121,000010,C001030,MAT010189,2023-11-17,2023-12-05,92,78250.64,USD,SO02,P003
SO00015122,000010,C001043,MAT010055,2023-11-17,2023-12-09,51,38716.53,USD,SO01,P001
SO00015123,000010,C001037,MAT010048,2023-11-17,2023-11-30,71,107084.7,USD,SO02,P001
SO00015124,000010,C001013,MAT010129,2023-11-17,2023-12-05,27,1516.86,USD,SO02,P001
SO00015125,000010,C001019,MAT010002,2023-11-17,2023-12-17,20,7717.22,USD,SO02,P001
SO00015126,000010,C001041,MAT010004,2023-11-17,2023-12-06,78,63366.38,USD,SO03,P003
SO00015127,000010,C001022,MAT010127,2023-11-17,2023-12-09,99,14856.85,USD,SO01,P002
SO00015128,000010,C001029,MAT010166,2023-11-17,2023-11-25,22,35212.13,USD,SO03,P002
SO00015129,000010,C001022,MAT010057,2023-11-17,2023-12-04,22,34163.85,USD,SO03,P003
SO00015130,000010,C001017,MAT010139,2023-11-17,2023-11-24,38,54431.15,USD,SO03,P003
SO00015131,000010,C001045,MAT010088,2023-11-17,2023-12-15,81,155488.98,USD,SO02,P003
SO00015132,000010,C001045,MAT010139,2023-11-17,2023-12-10,68,120176.63,USD,SO03,P003
SO00015133,000010,C001004,MAT010071,2023-11-17,2023-11-26,31,23989.7,USD,SO03,P001
SO00015134,000010,C001049,MAT010193,2023-11-17,2023-12-17,86,141734.04,USD,SO01,P001
SO00015135,000010,C001020,MAT010061,2023-11-17,2023-12-02,94,25428.88,USD,SO02,P001
SO00015136,000010,C001004,MAT010083,2023-11-17,2023-12-04,13,6209.58,USD,SO01,P002
SO00015137,000010,C001029,MAT010000,2023-11-17,2023-12-05,89,12917.61,USD,SO02,P002
SO00015138,000010,C001011,MAT010131,2023-11-17,2023-12-03,45,73902.35,USD,SO02,P002
SO00015139,000010,C001037,MAT010098,2023-11-17,2023-12-03,22,16164.31,USD,SO03,P003
SO00015140,000010,C001046,MAT010086,2023-11-17,2023-11-27,38,41447.07,USD,SO02,P001
SO00015141,000010,C001045,MAT010013,2023-11-17,2023-12-15,12,5410.4,USD,SO03,P003
SO00015142,000010,C001006,MAT010066,2023-11-17,2023-12-03,97,5704.24,USD,SO01,P002
SO00015143,000010,C001031,MAT010034,2023-11-17,2023-12-01,8,5356.04,USD,SO01,P002
SO00015144,000010,C001021,MAT010078,2023-11-17,2023-12-08,76,89327.14,USD,SO02,P001
SO00015145,000010,C001042,MAT010180,2023-11-17,2023-11-25,15,5905.68,USD,SO02,P003
SO00015146,000010,C001036,MAT010019,2023-11-17,2023-12-15,51,25489.85,USD,SO03,P001
SO00015147,000010,C001022,MAT010166,2023-11-17,2023-12-04,89,172791.96,USD,SO02,P003
SO00015148,000010,C001009,MAT010135,2023-11-17,2023-12-17,1,84.37,USD,SO03,P003
SO00015149,000010,C001014,MAT010029,2023-11-17,2023-12-09,75,84803.38,USD,SO01,P003
SO00015150,000010,C001028,MAT010188,2023-11-17,2023-12-08,65,80361.85,USD,SO01,P002
