company_code,asset_number,sub_number,fiscal_year,acquisition_value,accumulated_depreciation,net_book_value,currency
IN01,A0001062,0,2024,62938.15,20419.36,42518.79,USD
IN01,A0001062,0,2025,60799.82,25801.43,34998.39,USD
DE01,A0001063,0,2023,35633.71,3502.4,32131.31,USD
IN01,A0001064,0,2023,50561.61,8471.92,42089.69,USD
IN01,A0001064,0,2024,24246.17,6485.56,17760.61,USD
IN01,A0001064,0,2025,28474.25,10462.0,18012.25,USD
DE01,A0001065,0,2023,66338.26,12713.7,53624.56,USD
DE01,A0001065,0,2024,54121.34,15780.76,38340.58,USD
DE01,A0001065,0,2025,41412.76,16213.62,25199.14,USD
IN01,A0001066,0,2023,66337.91,13076.88,53261.03,USD
IN01,A0001066,0,2024,68388.77,20315.35,48073.42,USD
IN01,A0001066,0,2025,42890.16,17026.89,25863.27,USD
IN01,A0001067,0,2023,61326.05,6581.74,54744.31,USD
IN01,A0001067,0,2024,52502.32,10881.38,41620.94,USD
IN01,A0001067,0,2025,36835.72,11315.45,25520.27,USD
US01,A0001068,0,2023,62518.64,12101.49,50417.15,USD
US01,A0001068,0,2024,44645.24,13103.27,31541.97,USD
US01,A0001068,0,2025,30144.97,11859.91,18285.06,USD
IN01,A0001069,0,2023,60703.45,13628.15,47075.3,USD
IN01,A0001069,0,2024,49876.0,16181.54,33694.46,USD
IN01,A0001069,0,2025,54908.75,23301.45,31607.3,USD
IN01,A0001070,0,2023,57498.47,12908.62,44589.85,USD
IN01,A0001070,0,2024,29052.81,9425.76,19627.05,USD
IN01,A0001070,0,2025,48860.5,20734.78,28125.72,USD
US01,A0001071,0,2023,55717.4,8801.9,46915.5,USD
US01,A0001071,0,2024,36179.06,9330.78,26848.28,USD
US01,A0001071,0,2025,65215.42,23336.5,41878.92,USD
US01,A0001072,0,2023,58513.28,13136.45,45376.83,USD
US01,A0001072,0,2024,51934.24,16849.3,35084.94,USD
US01,A0001072,0,2025,88662.39,37625.38,51037.01,USD
DE01,A0001073,0,2023,52415.95,11767.58,40648.37,USD
DE01,A0001073,0,2024,43562.62,14133.25,29429.37,USD
DE01,A0001073,0,2025,60718.32,25766.84,34951.48,USD
US01,A0001074,0,2023,53752.52,6946.25,46806.27,USD
US01,A0001074,0,2024,32252.79,7390.99,24861.8,USD
US01,A0001074,0,2025,64710.85,21295.67,43415.18,USD
IN01,A0001075,0,2023,30255.95,4241.22,26014.73,USD
IN01,A0001075,0,2024,68735.56,16504.06,52231.5,USD
IN01,A0001075,0,2025,46623.34,15853.85,30769.49,USD
IN01,A0001076,0,2023,54031.7,7071.09,46960.61,USD
IN01,A0001076,0,2024,36338.27,8386.9,27951.37,USD
IN01,A0001076,0,2025,44919.14,14856.21,30062.93,USD
DE01,A0001077,0,2023,68257.51,9792.45,58465.06,USD
DE01,A0001077,0,2024,41765.82,10165.59,31600.23,USD
DE01,A0001077,0,2025,65935.84,22637.52,43298.32,USD
US01,A0001078,0,2023,45488.69,6326.7,39161.99,USD
US01,A0001078,0,2024,40358.79,9646.33,30712.46,USD
US01,A0001078,0,2025,49725.37,16854.21,32871.16,USD
DE01,A0001079,0,2023,32953.96,6568.24,26385.72,USD
DE01,A0001079,0,2024,56451.37,16892.91,39558.46,USD
DE01,A0001079,0,2025,63142.52,25205.15,37937.37,USD
US01,A0001080,0,2023,75280.86,12139.75,63141.11,USD
US01,A0001080,0,2024,42726.57,11159.79,31566.78,USD
US01,A0001080,0,2025,44471.99,16059.84,28412.15,USD
DE01,A0001081,0,2023,31562.22,7085.84,24476.38,USD
DE01,A0001081,0,2024,47260.72,15333.05,31927.67,USD
DE01,A0001081,0,2025,51430.53,21825.41,29605.12,USD
US01,A0001082,0,2023,26414.49,5930.15,20484.34,USD
US01,A0001082,0,2024,58595.56,19010.47,39585.09,USD
US01,A0001082,0,2025,49246.23,20898.47,28347.76,USD
US01,A0001083,0,2023,38960.37,4490.71,34469.66,USD
US01,A0001083,0,2024,72977.86,15704.48,57273.38,USD
US01,A0001083,0,2025,52575.54,16567.95,36007.59,USD
DE01,A0001084,0,2023,38462.25,8634.92,29827.33,USD
DE01,A0001084,0,2024,39293.65,12748.25,26545.4,USD
DE01,A0001084,0,2025,58842.29,24970.72,33871.57,USD
IN01,A0001085,0,2023,26674.49,5988.52,20685.97,USD
IN01,A0001085,0,2024,43854.91,14228.08,29626.83,USD
IN01,A0001085,0,2025,75133.66,31884.24,43249.42,USD
US01,A0001086,0,2023,38553.99,7251.63,31302.36,USD
US01,A0001086,0,2024,39330.86,11328.15,28002.71,USD
US01,A0001086,0,2025,68887.01,26724.95,42162.06,USD
DE01,A0001087,0,2023,57611.28,12933.95,44677.33,USD
DE01,A0001087,0,2024,16682.75,5412.47,11270.28,USD
DE01,A0001087,0,2025,26399.28,11202.98,15196.3,USD
US01,A0001088,0,2023,43235.73,7812.62,35423.11,USD
US01,A0001088,0,2024,33850.3,9499.4,24350.9,USD
US01,A0001088,0,2025,55547.63,21139.28,34408.35,USD
DE01,A0001089,0,2023,37105.95,8127.24,28978.71,USD
DE01,A0001089,0,2024,48238.76,15386.22,32852.54,USD
DE01,A0001089,0,2025,39385.66,16498.31,22887.35,USD
IN01,A0001090,0,2023,48172.08,5789.88,42382.2,USD
IN01,A0001090,0,2024,62652.34,13791.23,48861.11,USD
IN01,A0001090,0,2025,43036.91,13774.17,29262.74,USD
US01,A0001091,0,2023,33287.57,7382.05,25905.52,USD
US01,A0001091,0,2024,38312.07,12324.9,25987.17,USD
US01,A0001091,0,2025,45953.66,19375.4,26578.26,USD
IN01,A0001092,0,2023,46053.35,7691.32,38362.03,USD
IN01,A0001092,0,2024,44599.47,11905.4,32694.07,USD
IN01,A0001092,0,2025,41561.29,15247.67,26313.62,USD
US01,A0001093,0,2023,39646.13,8900.71,30745.42,USD
US01,A0001093,0,2024,40701.44,13204.98,27496.46,USD
US01,A0001093,0,2025,42588.43,18073.12,24515.31,USD
DE01,A0001094,0,2023,56062.74,8687.61,47375.13,USD
DE01,A0001094,0,2024,21837.02,5566.12,16270.9,USD
DE01,A0001094,0,2025,17275.71,6129.86,11145.85,USD
DE01,A0001095,0,2023,44141.37,9909.9,34231.47,USD
DE01,A0001095,0,2024,46415.75,15058.91,31356.84,USD
DE01,A0001095,0,2025,55977.44,23754.97,32222.47,USD
IN01,A0001096,0,2023,40312.93,6324.25,33988.68,USD
IN01,A0001096,0,2024,54948.77,14111.42,40837.35,USD
IN01,A0001096,0,2025,53682.61,19150.84,34531.77,USD
DE01,A0001097,0,2023,97067.95,12650.06,84417.89,USD
DE01,A0001097,0,2024,42883.59,9874.09,33009.5,USD
DE01,A0001097,0,2025,60754.59,20060.24,40694.35,USD
DE01,A0001098,0,2023,26153.4,5227.1,20926.3,USD
DE01,A0001098,0,2024,26294.96,7883.09,18411.87,USD
DE01,A0001098,0,2025,49483.99,19780.05,29703.94,USD
IN01,A0001099,0,2023,81913.19,18389.82,63523.37,USD
IN01,A0001099,0,2024,57839.95,18765.32,39074.63,USD
IN01,A0001099,0,2025,43961.92,18655.98,25305.94,USD
IN01,A0001100,0,2023,59508.4,13359.86,46148.54,USD
IN01,A0001100,0,2024,42054.57,13643.99,28410.58,USD
IN01,A0001100,0,2025,41595.35,17651.69,23943.66,USD
IN01,A0001101,0,2023,49712.32,11160.6,38551.72,USD
IN01,A0001101,0,2024,71666.3,23251.08,48415.22,USD
IN01,A0001101,0,2025,51840.83,21999.53,29841.3,USD
IN01,A0001102,0,2023,23839.03,5351.95,18487.08,USD
IN01,A0001102,0,2024,51119.33,16584.92,34534.41,USD
IN01,A0001102,0,2025,31826.49,13506.11,18320.38,USD
IN01,A0001103,0,2023,42820.07,8534.71,34285.36,USD
IN01,A0001103,0,2024,41009.25,12271.9,28737.35,USD
IN01,A0001103,0,2025,57248.7,22852.46,34396.24,USD
US01,A0001104,0,2023,32501.24,7296.65,25204.59,USD
US01,A0001104,0,2024,45956.2,14909.81,31046.39,USD
US01,A0001104,0,2025,40944.8,17375.62,23569.18,USD
DE01,A0001105,0,2023,56734.87,8776.24,47958.63,USD
DE01,A0001105,0,2024,81368.05,20717.94,60650.11,USD
DE01,A0001105,0,2025,29486.1,10454.35,19031.75,USD
IN01,A0001106,0,2023,64405.82,9733.61,54672.21,USD
IN01,A0001106,0,2024,40366.83,10134.53,30232.3,USD
IN01,A0001106,0,2025,29169.86,10238.4,18931.46,USD
DE01,A0001107,0,2023,82710.22,10416.62,72293.6,USD
DE01,A0001107,0,2024,19848.28,4483.18,15365.1,USD
DE01,A0001107,0,2025,38288.18,12474.45,25813.73,USD
DE01,A0001108,0,2023,25547.09,5735.42,19811.67,USD
DE01,A0001108,0,2024,45060.82,14619.32,30441.5,USD
DE01,A0001108,0,2025,26086.66,11070.31,15016.35,USD
US01,A0001109,0,2023,58975.8,13240.29,45735.51,USD
US01,A0001109,0,2024,40201.08,13042.65,27158.43,USD
US01,A0001109,0,2025,31651.55,13431.87,18219.68,USD
DE01,A0001110,0,2023,41877.08,9126.39,32750.69,USD
DE01,A0001110,0,2024,36802.85,11698.32,25104.53,USD
DE01,A0001110,0,2025,39258.82,16402.18,22856.64,USD
US01,A0001111,0,2023,39196.41,4539.38,34657.03,USD
US01,A0001111,0,2024,43137.62,9306.62,33831.0,USD
US01,A0001111,0,2025,43558.64,13750.34,29808.3,USD
US01,A0001112,0,2023,48796.67,5544.32,43252.35,USD
US01,A0001113,0,2023,60290.67,13535.48,46755.19,USD
US01,A0001113,0,2024,51382.72,16670.37,34712.35,USD
US01,A0001113,0,2025,39319.51,16685.9,22633.61,USD
IN01,A0001114,0,2023,32532.8,3972.52,28560.28,USD
IN01,A0001114,0,2024,35265.73,7830.39,27435.34,USD
IN01,A0001114,0,2025,46889.62,15097.11,31792.51,USD
IN01,A0001115,0,2023,56056.32,5601.8,50454.52,USD
IN01,A0001115,0,2024,47681.52,9529.78,38151.74,USD
IN01,A0001115,0,2025,29788.39,8930.4,20857.99,USD
DE01,A0001116,0,2023,42380.97,9514.69,32866.28,USD
DE01,A0001116,0,2024,64844.03,21037.69,43806.34,USD
DE01,A0001116,0,2025,55100.63,23382.88,31717.75,USD
IN01,A0001117,0,2023,21568.54,4842.22,16726.32,USD
IN01,A0001117,0,2024,49272.76,15985.82,33286.94,USD
IN01,A0001117,0,2025,47799.15,20284.38,27514.77,USD
IN01,A0001118,0,2023,49675.31,11152.29,38523.02,USD
IN01,A0001118,0,2024,65092.4,21118.27,43974.13,USD
IN01,A0001118,0,2025,59361.62,25191.1,34170.52,USD
DE01,A0001119,0,2023,55976.14,9011.35,46964.79,USD
DE01,A0001119,0,2024,57465.51,14993.74,42471.77,USD
DE01,A0001119,0,2025,57426.0,20722.1,36703.9,USD
IN01,A0001120,0,2023,56936.43,12782.44,44153.99,USD
IN01,A0001120,0,2024,45311.74,14700.73,30611.01,USD
IN01,A0001120,0,2025,18352.24,7788.08,10564.16,USD
IN01,A0001121,0,2023,15230.09,3419.21,11810.88,USD
IN01,A0001121,0,2024,39180.91,12711.67,26469.24,USD
IN01,A0001121,0,2025,58291.68,24737.06,33554.62,USD
DE01,A0001122,0,2023,40651.83,7813.16,32838.67,USD
DE01,A0001122,0,2024,50830.37,14849.01,35981.36,USD
DE01,A0001122,0,2025,51604.0,20231.88,31372.12,USD
DE01,A0001123,0,2023,51567.53,11577.1,39990.43,USD
DE01,A0001123,0,2024,44907.71,14569.65,30338.06,USD
DE01,A0001123,0,2025,48963.38,20778.44,28184.94,USD
DE01,A0001124,0,2023,80359.16,18040.93,62318.23,USD
DE01,A0001124,0,2024,65432.39,21228.58,44203.81,USD
DE01,A0001124,0,2025,35881.64,15226.98,20654.66,USD
IN01,A0001125,0,2023,42428.92,8224.41,34204.51,USD
IN01,A0001125,0,2024,68273.3,20056.74,48216.56,USD
IN01,A0001125,0,2025,45725.97,18002.45,27723.52,USD
DE01,A0001126,0,2023,45595.36,10236.33,35359.03,USD
DE01,A0001126,0,2024,70274.77,22799.62,47475.15,USD
DE01,A0001126,0,2025,38499.64,16337.97,22161.67,USD
DE01,A0001127,0,2023,35925.48,6521.18,29404.3,USD
DE01,A0001127,0,2024,14347.71,4038.18,10309.53,USD
DE01,A0001127,0,2025,51771.93,19744.91,32027.02,USD
DE01,A0001128,0,2023,66525.31,14206.64,52318.67,USD
DE01,A0001128,0,2024,51682.53,16201.64,35480.89,USD
DE01,A0001128,0,2025,28677.62,11855.77,16821.85,USD
US01,A0001129,0,2023,52202.57,11719.67,40482.9,USD
US01,A0001129,0,2024,66234.24,21488.73,44745.51,USD
US01,A0001129,0,2025,24160.66,10252.98,13907.68,USD
IN01,A0001130,0,2023,45026.72,10108.67,34918.05,USD
IN01,A0001130,0,2024,52772.15,17121.15,35651.0,USD
IN01,A0001130,0,2025,44097.39,18713.47,25383.92,USD
DE01,A0001131,0,2023,54106.32,8147.43,45958.89,USD
DE01,A0001131,0,2024,23484.07,5883.07,17601.0,USD
DE01,A0001131,0,2025,50103.21,17558.41,32544.8,USD
IN01,A0001132,0,2023,51408.48,5306.23,46102.25,USD
IN01,A0001132,0,2024,31928.07,6486.14,25441.93,USD
IN01,A0001132,0,2025,44867.02,13598.3,31268.72,USD
DE01,A0001133,0,2023,30039.75,3437.81,26601.94,USD
DE01,A0001133,0,2024,39128.06,8388.03,30740.03,USD
DE01,A0001133,0,2025,10249.52,3221.48,7028.04,USD
US01,A0001134,0,2023,33977.38,5990.81,27986.57,USD
US01,A0001134,0,2024,51372.95,14191.73,37181.22,USD
US01,A0001134,0,2025,56572.51,21281.49,35291.02,USD
IN01,A0001135,0,2023,46305.22,5007.68,41297.54,USD
IN01,A0001135,0,2024,47723.43,9930.13,37793.3,USD
IN01,A0001135,0,2025,43701.66,13460.47,30241.19,USD
IN01,A0001136,0,2023,52277.37,10634.38,41642.99,USD
IN01,A0001136,0,2024,48756.28,14790.41,33965.87,USD
IN01,A0001136,0,2025,69819.86,28157.33,41662.53,USD
DE01,A0001137,0,2023,46452.25,10428.7,36023.55,USD
DE01,A0001137,0,2024,32149.77,10430.52,21719.25,USD
DE01,A0001137,0,2025,52742.47,22382.16,30360.31,USD
US01,A0001138,0,2023,58037.71,8485.18,49552.53,USD
US01,A0001138,0,2024,51270.1,12619.25,38650.85,USD
US01,A0001138,0,2025,43937.72,15205.28,28732.44,USD
US01,A0001139,0,2023,48658.66,6834.19,41824.47,USD
US01,A0001139,0,2024,48752.74,11719.34,37033.4,USD
US01,A0001139,0,2025,40107.58,13649.21,26458.37,USD
DE01,A0001140,0,2023,33066.24,5431.83,27634.41,USD
DE01,A0001140,0,2024,78029.52,20615.6,57413.92,USD
DE01,A0001140,0,2025,29037.1,10573.4,18463.7,USD
DE01,A0001141,0,2023,32653.67,4085.62,28568.05,USD
DE01,A0001141,0,2024,47649.2,10723.52,36925.68,USD
DE01,A0001141,0,2025,49851.69,16200.95,33650.74,USD
DE01,A0001142,0,2023,41491.66,4305.36,37186.3,USD
DE01,A0001142,0,2024,40774.38,8305.58,32468.8,USD
DE01,A0001142,0,2025,56777.51,17239.22,39538.29,USD
IN01,A0001143,0,2023,38298.33,8598.12,29700.21,USD
IN01,A0001143,0,2024,67373.29,21858.27,45515.02,USD
IN01,A0001143,0,2025,42354.43,17973.82,24380.61,USD
US01,A0001144,0,2023,47300.47,10619.13,36681.34,USD
US01,A0001144,0,2024,31132.63,10100.52,21032.11,USD
US01,A0001144,0,2025,33093.59,14043.82,19049.77,USD
DE01,A0001145,0,2023,79773.39,11335.36,68438.03,USD
DE01,A0001145,0,2024,53064.79,12843.06,40221.73,USD
DE01,A0001145,0,2025,56034.18,19161.31,36872.87,USD
IN01,A0001146,0,2023,65777.18,6969.41,58807.77,USD
IN01,A0001146,0,2024,50641.42,10426.38,40215.04,USD
IN01,A0001146,0,2025,48891.45,14951.88,33939.57,USD
US01,A0001147,0,2023,21519.26,4224.31,17294.95,USD
US01,A0001147,0,2024,13909.6,4120.52,9789.08,USD
US01,A0001147,0,2025,57496.34,22778.15,34718.19,USD
US01,A0001148,0,2023,51147.32,10502.53,40644.79,USD
US01,A0001148,0,2024,39045.54,11919.45,27126.09,USD
US01,A0001148,0,2025,23968.24,9711.98,14256.26,USD
DE01,A0001149,0,2023,57153.58,12831.19,44322.39,USD
DE01,A0001149,0,2024,40117.02,13015.38,27101.64,USD
DE01,A0001149,0,2025,48271.39,20484.78,27786.61,USD
IN01,A0001150,0,2023,73170.88,11699.33,61471.55,USD
IN01,A0001150,0,2024,70391.56,18289.28,52102.28,USD
IN01,A0001150,0,2025,71371.73,25676.24,45695.49,USD
DE01,A0001151,0,2023,55332.77,7498.9,47833.87,USD
DE01,A0001151,0,2024,58945.62,13879.05,45066.57,USD
DE01,A0001151,0,2025,52190.98,17504.16,34686.82,USD
IN01,A0001152,0,2023,36939.53,6482.75,30456.78,USD
IN01,A0001153,0,2023,37476.71,7705.68,29771.03,USD
IN01,A0001153,0,2024,66349.18,20272.6,46076.58,USD
IN01,A0001153,0,2025,51057.12,20702.42,30354.7,USD
IN01,A0001154,0,2023,57216.91,12845.41,44371.5,USD
IN01,A0001154,0,2024,66120.0,21451.66,44668.34,USD
IN01,A0001154,0,2025,30878.9,13103.98,17774.92,USD
DE01,A0001155,0,2023,58081.07,13039.42,45041.65,USD
DE01,A0001155,0,2024,55192.22,17906.31,37285.91,USD
DE01,A0001155,0,2025,54208.06,23004.1,31203.96,USD
IN01,A0001156,0,2023,59849.2,6865.66,52983.54,USD
IN01,A0001156,0,2024,28043.36,6019.44,22023.92,USD
IN01,A0001156,0,2025,45296.23,14249.25,31046.98,USD
IN01,A0001157,0,2023,62976.34,14138.43,48837.91,USD
IN01,A0001157,0,2024,78302.4,25404.06,52898.34,USD
IN01,A0001157,0,2025,58383.22,24775.9,33607.32,USD
IN01,A0001158,0,2023,64000.5,12143.01,51857.49,USD
IN01,A0001158,0,2024,69914.31,20251.7,49662.61,USD
IN01,A0001158,0,2025,89671.18,34935.55,54735.63,USD
DE01,A0001159,0,2023,42428.57,9513.76,32914.81,USD
DE01,A0001159,0,2024,44601.15,14457.98,30143.17,USD
DE01,A0001159,0,2025,41441.0,17574.84,23866.16,USD
US01,A0001160,0,2023,58260.05,7943.46,50316.59,USD
US01,A0001160,0,2024,19625.35,4637.01,14988.34,USD
US01,A0001160,0,2025,19904.31,6691.99,13212.32,USD
DE01,A0001161,0,2023,32949.73,7397.34,25552.39,USD
DE01,A0001161,0,2024,94300.67,30594.47,63706.2,USD
DE01,A0001161,0,2025,57286.17,24310.35,32975.82,USD
IN01,A0001162,0,2023,62069.81,13798.96,48270.85,USD
IN01,A0001162,0,2024,52405.61,16887.45,35518.16,USD
IN01,A0001162,0,2025,56229.69,23738.86,32490.83,USD
DE01,A0001163,0,2023,51011.77,9650.69,41361.08,USD
DE01,A0001163,0,2024,40433.55,11690.03,28743.52,USD
DE01,A0001163,0,2025,69533.18,27051.79,42481.39,USD
IN01,A0001164,0,2023,57013.74,12799.8,44213.94,USD
IN01,A0001164,0,2024,35510.4,11520.83,23989.57,USD
IN01,A0001164,0,2025,50125.13,21271.44,28853.69,USD
DE01,A0001165,0,2023,56251.66,9240.52,47011.14,USD
DE01,A0001165,0,2024,48404.12,12788.49,35615.63,USD
DE01,A0001165,0,2025,59994.63,21846.09,38148.54,USD
DE01,A0001166,0,2023,30986.1,6956.5,24029.6,USD
DE01,A0001166,0,2024,46380.24,15047.39,31332.85,USD
DE01,A0001166,0,2025,55935.73,23737.27,32198.46,USD
US01,A0001167,0,2023,52168.97,11712.13,40456.84,USD
US01,A0001167,0,2024,60511.03,19631.92,40879.11,USD
US01,A0001167,0,2025,59375.67,25197.07,34178.6,USD
IN01,A0001168,0,2023,49345.84,6971.24,42374.6,USD
IN01,A0001168,0,2024,55205.09,13315.72,41889.37,USD
IN01,A0001168,0,2025,43613.55,14878.16,28735.39,USD
DE01,A0001169,0,2023,34082.8,7651.72,26431.08,USD
DE01,A0001169,0,2024,50910.27,16517.09,34393.18,USD
DE01,A0001169,0,2025,66550.89,28241.99,38308.9,USD
IN01,A0001170,0,2023,56732.13,7191.51,49540.62,USD
IN01,A0001170,0,2024,23671.92,5366.28,18305.64,USD
IN01,A0001170,0,2025,75894.88,24789.21,51105.67,USD
DE01,A0001171,0,2023,74720.51,12785.85,61934.66,USD
DE01,A0001171,0,2024,43647.26,11830.47,31816.79,USD
DE01,A0001171,0,2025,40162.66,14899.49,25263.17,USD
US01,A0001172,0,2023,69216.74,15274.11,53942.63,USD
US01,A0001172,0,2024,39993.71,12822.08,27171.63,USD
US01,A0001172,0,2025,64933.5,27306.74,37626.76,USD
US01,A0001173,0,2023,60717.04,13631.2,47085.84,USD
US01,A0001173,0,2024,45761.66,14846.7,30914.96,USD
US01,A0001173,0,2025,82644.42,35071.55,47572.87,USD
US01,A0001174,0,2023,59277.47,13308.02,45969.45,USD
US01,A0001174,0,2024,81909.19,26574.23,55334.96,USD
US01,A0001174,0,2025,57978.71,24604.24,33374.47,USD
DE01,A0001175,0,2023,41708.72,7833.59,33875.13,USD
DE01,A0001175,0,2024,56777.07,16337.5,40439.57,USD
DE01,A0001175,0,2025,37180.83,14414.25,22766.58,USD
DE01,A0001176,0,2023,26748.73,3852.11,22896.62,USD
DE01,A0001176,0,2024,43919.69,10713.88,33205.81,USD
DE01,A0001176,0,2025,58216.72,20019.22,38197.5,USD
IN01,A0001177,0,2023,35953.95,8071.8,27882.15,USD
IN01,A0001177,0,2024,45618.31,14800.19,30818.12,USD
IN01,A0001177,0,2025,47000.31,19945.37,27054.94,USD
IN01,A0001178,0,2023,73742.89,14435.64,59307.25,USD
IN01,A0001178,0,2024,53595.78,15847.62,37748.16,USD
IN01,A0001178,0,2025,19773.54,7822.8,11950.74,USD
US01,A0001179,0,2023,61934.89,12836.33,49098.56,USD
US01,A0001179,0,2024,43654.21,13410.0,30244.21,USD
US01,A0001179,0,2025,42156.46,17162.67,24993.79,USD
US01,A0001180,0,2023,28621.2,5367.7,23253.5,USD
US01,A0001180,0,2024,36882.62,10602.81,26279.81,USD
US01,A0001180,0,2025,56174.97,21762.51,34412.46,USD
IN01,A0001181,0,2023,34633.44,4162.65,30470.79,USD
IN01,A0001181,0,2024,68056.15,14980.74,53075.41,USD
IN01,A0001181,0,2025,47522.63,15209.84,32312.79,USD
DE01,A0001182,0,2023,27258.41,6119.62,21138.79,USD
DE01,A0001182,0,2024,49590.74,16088.99,33501.75,USD
DE01,A0001182,0,2025,69170.09,29353.49,39816.6,USD
US01,A0001183,0,2023,58473.49,9813.62,48659.87,USD
US01,A0001183,0,2024,48265.55,12923.67,35341.88,USD
US01,A0001183,0,2025,58295.66,21434.93,36860.73,USD
IN01,A0001184,0,2023,9788.24,1088.03,8700.21,USD
IN01,A0001184,0,2024,44507.41,9394.99,35112.42,USD
IN01,A0001184,0,2025,44793.33,13931.61,30861.72,USD
DE01,A0001185,0,2023,47093.91,10572.76,36521.15,USD
DE01,A0001185,0,2024,50757.79,16467.62,34290.17,USD
DE01,A0001185,0,2025,44384.55,18835.33,25549.22,USD
DE01,A0001186,0,2023,45635.43,10245.33,35390.1,USD
DE01,A0001186,0,2024,66949.14,21720.67,45228.47,USD
DE01,A0001186,0,2025,78544.79,33331.81,45212.98,USD
DE01,A0001187,0,2023,60984.38,8582.06,52402.32,USD
DE01,A0001187,0,2024,52037.36,12523.16,39514.2,USD
DE01,A0001187,0,2025,38514.33,13117.54,25396.79,USD
US01,A0001188,0,2023,57490.78,8027.46,49463.32,USD
US01,A0001189,0,2023,49688.03,6815.52,42872.51,USD
US01,A0001189,0,2024,55073.39,13057.78,42015.61,USD
US01,A0001189,0,2025,48888.31,16476.8,32411.51,USD
IN01,A0001190,0,2023,70937.63,12196.81,58740.82,USD
IN01,A0001190,0,2024,40993.78,11144.92,29848.86,USD
IN01,A0001190,0,2025,59783.59,22227.55,37556.04,USD
IN01,A0001191,0,2023,42025.69,6984.15,35041.54,USD
IN01,A0001191,0,2024,35460.73,9436.78,26023.95,USD
IN01,A0001191,0,2025,62615.88,22920.58,39695.3,USD
US01,A0001192,0,2023,42215.32,9477.5,32737.82,USD
US01,A0001192,0,2024,56382.09,18292.34,38089.75,USD
US01,A0001192,0,2025,60065.62,25489.86,34575.76,USD
US01,A0001193,0,2023,67031.87,7983.26,59048.61,USD
US01,A0001193,0,2024,49558.31,10854.66,38703.65,USD
US01,A0001193,0,2025,37935.48,12099.89,25835.59,USD
US01,A0001194,0,2023,21083.15,4352.28,16730.87,USD
US01,A0001194,0,2024,79452.29,24341.44,55110.85,USD
US01,A0001194,0,2025,51297.45,20842.0,30455.45,USD
US01,A0001195,0,2023,53033.89,11906.31,41127.58,USD
US01,A0001195,0,2024,51185.04,16606.23,34578.81,USD
US01,A0001195,0,2025,41220.49,17492.61,23727.88,USD
DE01,A0001196,0,2023,54041.57,12132.54,41909.03,USD
DE01,A0001196,0,2024,38598.07,12522.58,26075.49,USD
DE01,A0001196,0,2025,45369.25,19253.21,26116.04,USD
IN01,A0001197,0,2023,39326.59,7332.35,31994.24,USD
IN01,A0001197,0,2024,70892.28,20302.07,50590.21,USD
IN01,A0001197,0,2025,53825.57,20793.4,33032.17,USD
US01,A0001198,0,2023,43654.54,9800.61,33853.93,USD
US01,A0001198,0,2024,56643.98,18377.31,38266.67,USD
US01,A0001198,0,2025,72835.51,30908.98,41926.53,USD
IN01,A0001199,0,2023,52777.98,9811.43,42966.55,USD
IN01,A0001200,0,2023,59957.96,10801.46,49156.5,USD
IN01,A0001200,0,2024,67336.86,18859.85,48477.01,USD
IN01,A0001200,0,2025,56085.87,21313.4,34772.47,USD
DE01,A0001201,0,2023,35101.84,7880.5,27221.34,USD
DE01,A0001201,0,2024,50960.49,16533.38,34427.11,USD
DE01,A0001201,0,2025,40488.42,17181.94,23306.48,USD
IN01,A0001202,0,2023,38427.51,8627.12,29800.39,USD
IN01,A0001202,0,2024,41282.73,13393.58,27889.15,USD
IN01,A0001202,0,2025,50199.89,21303.17,28896.72,USD
DE01,A0001203,0,2023,81464.95,16750.22,64714.73,USD
DE01,A0001203,0,2024,55679.07,17012.41,38666.66,USD
DE01,A0001203,0,2025,40286.99,16335.4,23951.59,USD
IN01,A0001204,0,2023,41055.37,9217.09,31838.28,USD
IN01,A0001204,0,2024,57650.55,18703.87,38946.68,USD
IN01,A0001204,0,2025,19290.92,8186.43,11104.49,USD
DE01,A0001205,0,2023,52673.91,7513.51,45160.4,USD
DE01,A0001205,0,2024,41417.56,10046.81,31370.75,USD
DE01,A0001205,0,2025,70069.78,23999.26,46070.52,USD
DE01,A0001206,0,2023,42070.22,5390.52,36679.7,USD
DE01,A0001207,0,2023,31086.72,2800.15,28286.57,USD
US01,A0001208,0,2023,58765.7,7883.69,50882.01,USD
US01,A0001208,0,2024,55067.99,12890.66,42177.33,USD
US01,A0001208,0,2025,55440.27,18518.04,36922.23,USD
IN01,A0001209,0,2023,54348.72,10490.31,43858.41,USD
IN01,A0001209,0,2024,75670.97,22167.81,53503.16,USD
IN01,A0001209,0,2025,48944.7,19229.47,29715.23,USD
DE01,A0001210,0,2023,37498.64,8418.59,29080.05,USD
DE01,A0001210,0,2024,59256.6,19224.93,40031.67,USD
DE01,A0001210,0,2025,29394.13,12473.9,16920.23,USD
IN01,A0001211,0,2023,46737.18,7831.12,38906.06,USD
US01,A0001212,0,2023,71502.51,16052.58,55449.93,USD
US01,A0001212,0,2024,41957.75,13612.58,28345.17,USD
US01,A0001212,0,2025,63510.1,26951.58,36558.52,USD
IN01,A0001213,0,2023,82707.07,9646.33,73060.74,USD
IN01,A0001213,0,2024,55720.87,12067.13,43653.74,USD
IN01,A0001213,0,2025,60721.85,19218.2,41503.65,USD
