vendor_id,company_code,document_number,line_item,posting_date,document_date,clearing_date,amount_in_doc_currency,currency,debit_credit_indicator,clearing_document,open_item_status,due_date
VEND133,DE01,POINV00013556,1,2023-11-06,2023-11-06,2023-12-15,-992.53,EUR,H,VPAY00013557,Cleared,2023-12-25
VEND133,DE01,VPAY00013557,1,2023-12-15,2023-12-15,2023-12-15,992.53,EUR,S,POINV00013556,Cleared,
VEND277,US01,POINV00013558,1,2023-11-06,2023-11-06,,-826.04,USD,H,,Open,2023-12-24
VEND170,IN01,POINV00013559,1,2023-11-07,2023-11-07,2023-12-18,-657.07,INR,H,VPAY00013560,Cleared,2023-12-31
VEND170,IN01,VPAY00013560,1,2023-12-18,2023-12-18,2023-12-18,657.07,INR,S,POINV00013559,Cleared,
VEND318,IN01,POINV00013561,1,2023-11-07,2023-11-07,2023-12-19,-651.65,INR,H,VPAY00013562,Cleared,2023-12-22
VEND318,IN01,VPAY00013562,1,2023-12-19,2023-12-19,2023-12-19,651.65,INR,S,POINV00013561,Cleared,
VEND230,IN01,POINV00013563,1,2023-11-07,2023-11-07,2024-01-01,-439.64,INR,H,VPAY00013564,Cleared,2023-12-28
VEND230,IN01,VPAY00013564,1,2024-01-01,2024-01-01,2024-01-01,439.64,INR,S,POINV00013563,Cleared,
VEND017,DE01,POINV00013565,1,2023-11-07,2023-11-07,2023-12-23,-1126.95,EUR,H,VPAY00013566,Cleared,2024-01-05
VEND017,DE01,VPAY00013566,1,2023-12-23,2023-12-23,2023-12-23,1126.95,EUR,S,POINV00013565,Cleared,
VEND407,IN01,POINV00013567,1,2023-11-07,2023-11-07,2023-11-21,-656.26,INR,H,VPAY00013568,Cleared,2024-01-06
VEND407,IN01,VPAY00013568,1,2023-11-21,2023-11-21,2023-11-21,656.26,INR,S,POINV00013567,Cleared,
VEND328,IN01,POINV00013569,1,2023-11-07,2023-11-07,2023-12-12,-1384.71,INR,H,VPAY00013570,Cleared,2023-12-31
VEND328,IN01,VPAY00013570,1,2023-12-12,2023-12-12,2023-12-12,1384.71,INR,S,POINV00013569,Cleared,
VEND158,US01,POINV00013571,1,2023-11-07,2023-11-07,2023-12-05,-557.88,USD,H,VPAY00013572,Cleared,2023-12-31
VEND158,US01,VPAY00013572,1,2023-12-05,2023-12-05,2023-12-05,557.88,USD,S,POINV00013571,Cleared,
VEND364,US01,POINV00013573,1,2023-11-07,2023-11-07,,-606.07,USD,H,,Open,2024-01-01
VEND279,IN01,POINV00013574,1,2023-11-07,2023-11-07,2023-11-25,-671.06,INR,H,VPAY00013575,Cleared,2024-01-05
VEND279,IN01,VPAY00013575,1,2023-11-25,2023-11-25,2023-11-25,671.06,INR,S,POINV00013574,Cleared,
VEND433,IN01,POINV00013576,1,2023-11-07,2023-11-07,2024-01-06,-766.06,INR,H,VPAY00013577,Cleared,2023-12-25
VEND433,IN01,VPAY00013577,1,2024-01-06,2024-01-06,2024-01-06,766.06,INR,S,POINV00013576,Cleared,
VEND032,DE01,POINV00013578,1,2023-11-07,2023-11-07,2023-12-10,-1036.95,EUR,H,VPAY00013579,Cleared,2024-01-03
VEND032,DE01,VPAY00013579,1,2023-12-10,2023-12-10,2023-12-10,1036.95,EUR,S,POINV00013578,Cleared,
VEND480,IN01,POINV00013580,1,2023-11-07,2023-11-07,2023-12-25,-548.16,INR,H,VPAY00013581,Cleared,2023-12-22
VEND480,IN01,VPAY00013581,1,2023-12-25,2023-12-25,2023-12-25,548.16,INR,S,POINV00013580,Cleared,
VEND222,US01,POINV00013582,1,2023-11-07,2023-11-07,2023-12-15,-1103.07,USD,H,VPAY00013583,Cleared,2023-12-28
VEND222,US01,VPAY00013583,1,2023-12-15,2023-12-15,2023-12-15,1103.07,USD,S,POINV00013582,Cleared,
VEND337,US01,POINV00013584,1,2023-11-07,2023-11-07,2023-11-26,-936.23,USD,H,VPAY00013585,Cleared,2023-12-31
VEND337,US01,VPAY00013585,1,2023-11-26,2023-11-26,2023-11-26,936.23,USD,S,POINV00013584,Cleared,
VEND272,US01,POINV00013586,1,2023-11-07,2023-11-07,2023-12-10,-205.42,USD,H,VPAY00013587,Cleared,2023-12-26
VEND272,US01,VPAY00013587,1,2023-12-10,2023-12-10,2023-12-10,205.42,USD,S,POINV00013586,Cleared,
VEND062,US01,POINV00013588,1,2023-11-07,2023-11-07,2024-01-03,-1164.41,USD,H,VPAY00013589,Cleared,2023-12-23
VEND062,US01,VPAY00013589,1,2024-01-03,2024-01-03,2024-01-03,1164.41,USD,S,POINV00013588,Cleared,
VEND175,DE01,POINV00013590,1,2023-11-07,2023-11-07,2023-11-18,-1551.72,EUR,H,VPAY00013591,Cleared,2024-01-01
VEND175,DE01,VPAY00013591,1,2023-11-18,2023-11-18,2023-11-18,1551.72,EUR,S,POINV00013590,Cleared,
VEND034,IN01,POINV00013592,1,2023-11-07,2023-11-07,,-965.16,INR,H,,Open,2024-01-02
VEND241,IN01,POINV00013593,1,2023-11-07,2023-11-07,2023-11-23,-711.38,INR,H,VPAY00013594,Cleared,2023-12-30
VEND241,IN01,VPAY00013594,1,2023-11-23,2023-11-23,2023-11-23,711.38,INR,S,POINV00013593,Cleared,
VEND458,US01,POINV00013595,1,2023-11-07,2023-11-07,,-1171.58,USD,H,,Open,2023-12-28
VEND135,US01,POINV00013596,1,2023-11-07,2023-11-07,2023-11-29,-1035.65,USD,H,VPAY00013597,Cleared,2023-12-24
VEND135,US01,VPAY00013597,1,2023-11-29,2023-11-29,2023-11-29,1035.65,USD,S,POINV00013596,Cleared,
VEND184,IN01,POINV00013598,1,2023-11-07,2023-11-07,2023-11-22,-916.24,INR,H,VPAY00013599,Cleared,2023-12-25
VEND184,IN01,VPAY00013599,1,2023-11-22,2023-11-22,2023-11-22,916.24,INR,S,POINV00013598,Cleared,
VEND024,DE01,POINV00013600,1,2023-11-07,2023-11-07,,-931.67,EUR,H,,Open,2024-01-03
VEND463,DE01,POINV00013601,1,2023-11-07,2023-11-07,,-665.63,EUR,H,,Open,2023-12-22
VEND092,DE01,POINV00013602,1,2023-11-07,2023-11-07,2023-11-20,-1210.11,EUR,H,VPAY00013603,Cleared,2024-01-04
VEND092,DE01,VPAY00013603,1,2023-11-20,2023-11-20,2023-11-20,1210.11,EUR,S,POINV00013602,Cleared,
VEND283,US01,POINV00013604,1,2023-11-07,2023-11-07,2023-12-09,-633.88,USD,H,VPAY00013605,Cleared,2023-12-27
VEND283,US01,VPAY00013605,1,2023-12-09,2023-12-09,2023-12-09,633.88,USD,S,POINV00013604,Cleared,
VEND221,IN01,POINV00013606,1,2023-11-07,2023-11-07,2023-12-18,-516.51,INR,H,VPAY00013607,Cleared,2024-01-04
VEND221,IN01,VPAY00013607,1,2023-12-18,2023-12-18,2023-12-18,516.51,INR,S,POINV00013606,Cleared,
VEND113,US01,POINV00013608,1,2023-11-07,2023-11-07,2023-12-09,-569.47,USD,H,VPAY00013609,Cleared,2024-01-05
VEND113,US01,VPAY00013609,1,2023-12-09,2023-12-09,2023-12-09,569.47,USD,S,POINV00013608,Cleared,
VEND011,US01,POINV00013610,1,2023-11-07,2023-11-07,2023-11-21,-741.82,USD,H,VPAY00013611,Cleared,2023-12-28
VEND011,US01,VPAY00013611,1,2023-11-21,2023-11-21,2023-11-21,741.82,USD,S,POINV00013610,Cleared,
VEND368,US01,POINV00013612,1,2023-11-07,2023-11-07,2023-11-21,-543.43,USD,H,VPAY00013613,Cleared,2024-01-03
VEND368,US01,VPAY00013613,1,2023-11-21,2023-11-21,2023-11-21,543.43,USD,S,POINV00013612,Cleared,
VEND352,DE01,POINV00013614,1,2023-11-07,2023-11-07,2023-12-11,-920.24,EUR,H,VPAY00013615,Cleared,2024-01-01
VEND352,DE01,VPAY00013615,1,2023-12-11,2023-12-11,2023-12-11,920.24,EUR,S,POINV00013614,Cleared,
VEND028,IN01,POINV00013616,1,2023-11-07,2023-11-07,2023-11-16,-634.38,INR,H,VPAY00013617,Cleared,2023-12-27
VEND028,IN01,VPAY00013617,1,2023-11-16,2023-11-16,2023-11-16,634.38,INR,S,POINV00013616,Cleared,
VEND182,DE01,POINV00013618,1,2023-11-07,2023-11-07,2023-11-19,-1480.73,EUR,H,VPAY00013619,Cleared,2023-12-24
VEND182,DE01,VPAY00013619,1,2023-11-19,2023-11-19,2023-11-19,1480.73,EUR,S,POINV00013618,Cleared,
VEND432,DE01,POINV00013620,1,2023-11-07,2023-11-07,2023-12-16,-1197.73,EUR,H,VPAY00013621,Cleared,2023-12-22
VEND432,DE01,VPAY00013621,1,2023-12-16,2023-12-16,2023-12-16,1197.73,EUR,S,POINV00013620,Cleared,
VEND078,DE01,POINV00013622,1,2023-11-07,2023-11-07,2023-11-29,-286.12,EUR,H,VPAY00013623,Cleared,2023-12-23
VEND078,DE01,VPAY00013623,1,2023-11-29,2023-11-29,2023-11-29,286.12,EUR,S,POINV00013622,Cleared,
VEND049,DE01,POINV00013624,1,2023-11-07,2023-11-07,,-260.97,EUR,H,,Open,2023-12-22
VEND041,US01,POINV00013625,1,2023-11-07,2023-11-07,,-955.29,USD,H,,Open,2023-12-23
VEND165,DE01,POINV00013626,1,2023-11-07,2023-11-07,,-1057.3,EUR,H,,Open,2023-12-28
VEND066,IN01,POINV00013627,1,2023-11-07,2023-11-07,2023-11-29,-571.79,INR,H,VPAY00013628,Cleared,2023-12-27
VEND066,IN01,VPAY00013628,1,2023-11-29,2023-11-29,2023-11-29,571.79,INR,S,POINV00013627,Cleared,
VEND496,US01,POINV00013629,1,2023-11-07,2023-11-07,,-708.37,USD,H,,Open,2023-12-30
VEND286,US01,POINV00013630,1,2023-11-07,2023-11-07,2023-12-29,-625.4,USD,H,VPAY00013631,Cleared,2024-01-02
VEND286,US01,VPAY00013631,1,2023-12-29,2023-12-29,2023-12-29,625.4,USD,S,POINV00013630,Cleared,
VEND269,US01,POINV00013632,1,2023-11-07,2023-11-07,2024-01-04,-383.4,USD,H,VPAY00013633,Cleared,2023-12-31
VEND269,US01,VPAY00013633,1,2024-01-04,2024-01-04,2024-01-04,383.4,USD,S,POINV00013632,Cleared,
VEND476,DE01,POINV00013634,1,2023-11-07,2023-11-07,2023-12-19,-918.76,EUR,H,VPAY00013635,Cleared,2023-12-22
VEND476,DE01,VPAY00013635,1,2023-12-19,2023-12-19,2023-12-19,918.76,EUR,S,POINV00013634,Cleared,
VEND310,DE01,POINV00013636,1,2023-11-07,2023-11-07,2023-11-16,-839.96,EUR,H,VPAY00013637,Cleared,2023-12-30
VEND310,DE01,VPAY00013637,1,2023-11-16,2023-11-16,2023-11-16,839.96,EUR,S,POINV00013636,Cleared,
VEND393,US01,POINV00013638,1,2023-11-07,2023-11-07,2023-12-28,-964.4,USD,H,VPAY00013639,Cleared,2024-01-01
VEND393,US01,VPAY00013639,1,2023-12-28,2023-12-28,2023-12-28,964.4,USD,S,POINV00013638,Cleared,
VEND369,US01,POINV00013640,1,2023-11-07,2023-11-07,,-704.16,USD,H,,Open,2023-12-29
VEND467,DE01,POINV00013641,1,2023-11-07,2023-11-07,,-842.79,EUR,H,,Open,2023-12-26
VEND284,DE01,POINV00013642,1,2023-11-08,2023-11-08,2023-12-21,-1167.26,EUR,H,VPAY00013643,Cleared,2023-12-28
VEND284,DE01,VPAY00013643,1,2023-12-21,2023-12-21,2023-12-21,1167.26,EUR,S,POINV00013642,Cleared,
VEND464,DE01,POINV00013644,1,2023-11-08,2023-11-08,2023-12-11,-1072.5,EUR,H,VPAY00013645,Cleared,2024-01-07
VEND464,DE01,VPAY00013645,1,2023-12-11,2023-12-11,2023-12-11,1072.5,EUR,S,POINV00013644,Cleared,
VEND462,IN01,POINV00013646,1,2023-11-08,2023-11-08,,-724.95,INR,H,,Open,2023-12-26
VEND399,DE01,POINV00013647,1,2023-11-08,2023-11-08,2023-11-23,-1031.17,EUR,H,VPAY00013648,Cleared,2023-12-29
VEND399,DE01,VPAY00013648,1,2023-11-23,2023-11-23,2023-11-23,1031.17,EUR,S,POINV00013647,Cleared,
VEND397,DE01,POINV00013649,1,2023-11-08,2023-11-08,2023-12-04,-226.72,EUR,H,VPAY00013650,Cleared,2023-12-24
VEND397,DE01,VPAY00013650,1,2023-12-04,2023-12-04,2023-12-04,226.72,EUR,S,POINV00013649,Cleared,
VEND410,US01,POINV00013651,1,2023-11-08,2023-11-08,2023-12-22,-967.59,USD,H,VPAY00013652,Cleared,2023-12-26
VEND410,US01,VPAY00013652,1,2023-12-22,2023-12-22,2023-12-22,967.59,USD,S,POINV00013651,Cleared,
VEND317,US01,POINV00013653,1,2023-11-08,2023-11-08,2023-12-13,-516.25,USD,H,VPAY00013654,Cleared,2024-01-06
VEND317,US01,VPAY00013654,1,2023-12-13,2023-12-13,2023-12-13,516.25,USD,S,POINV00013653,Cleared,
VEND231,DE01,POINV00013655,1,2023-11-08,2023-11-08,2023-11-16,-1246.49,EUR,H,VPAY00013656,Cleared,2023-12-28
VEND231,DE01,VPAY00013656,1,2023-11-16,2023-11-16,2023-11-16,1246.49,EUR,S,POINV00013655,Cleared,
VEND470,IN01,POINV00013657,1,2023-11-08,2023-11-08,2023-12-13,-1031.01,INR,H,VPAY00013658,Cleared,2024-01-01
VEND470,IN01,VPAY00013658,1,2023-12-13,2023-12-13,2023-12-13,1031.01,INR,S,POINV00013657,Cleared,
VEND485,US01,POINV00013659,1,2023-11-08,2023-11-08,2023-12-06,-1199.46,USD,H,VPAY00013660,Cleared,2024-01-03
VEND485,US01,VPAY00013660,1,2023-12-06,2023-12-06,2023-12-06,1199.46,USD,S,POINV00013659,Cleared,
VEND253,IN01,POINV00013661,1,2023-11-08,2023-11-08,2024-01-02,-949.22,INR,H,VPAY00013662,Cleared,2023-12-24
VEND253,IN01,VPAY00013662,1,2024-01-02,2024-01-02,2024-01-02,949.22,INR,S,POINV00013661,Cleared,
VEND275,US01,POINV00013663,1,2023-11-08,2023-11-08,2023-11-24,-892.94,USD,H,VPAY00013664,Cleared,2023-12-26
VEND275,US01,VPAY00013664,1,2023-11-24,2023-11-24,2023-11-24,892.94,USD,S,POINV00013663,Cleared,
VEND492,US01,POINV00013665,1,2023-11-08,2023-11-08,,-1562.56,USD,H,,Open,2024-01-02
VEND264,US01,POINV00013666,1,2023-11-08,2023-11-08,2023-12-18,-927.1,USD,H,VPAY00013667,Cleared,2024-01-07
VEND264,US01,VPAY00013667,1,2023-12-18,2023-12-18,2023-12-18,927.1,USD,S,POINV00013666,Cleared,
VEND393,DE01,POINV00013668,1,2023-11-08,2023-11-08,2024-01-04,-683.68,EUR,H,VPAY00013669,Cleared,2024-01-01
VEND393,DE01,VPAY00013669,1,2024-01-04,2024-01-04,2024-01-04,683.68,EUR,S,POINV00013668,Cleared,
VEND475,IN01,POINV00013670,1,2023-11-08,2023-11-08,2023-11-22,-960.58,INR,H,VPAY00013671,Cleared,2023-12-30
VEND475,IN01,VPAY00013671,1,2023-11-22,2023-11-22,2023-11-22,960.58,INR,S,POINV00013670,Cleared,
VEND080,IN01,POINV00013672,1,2023-11-08,2023-11-08,2023-12-31,-1053.6,INR,H,VPAY00013673,Cleared,2024-01-07
VEND080,IN01,VPAY00013673,1,2023-12-31,2023-12-31,2023-12-31,1053.6,INR,S,POINV00013672,Cleared,
VEND016,IN01,POINV00013674,1,2023-11-08,2023-11-08,,-1334.82,INR,H,,Open,2024-01-07
VEND071,IN01,POINV00013675,1,2023-11-08,2023-11-08,,-840.66,INR,H,,Open,2023-12-26
VEND168,IN01,POINV00013676,1,2023-11-08,2023-11-08,2023-12-24,-752.44,INR,H,VPAY00013677,Cleared,2023-12-29
VEND168,IN01,VPAY00013677,1,2023-12-24,2023-12-24,2023-12-24,752.44,INR,S,POINV00013676,Cleared,
VEND336,IN01,POINV00013678,1,2023-11-08,2023-11-08,2024-01-05,-905.42,INR,H,VPAY00013679,Cleared,2024-01-07
VEND336,IN01,VPAY00013679,1,2024-01-05,2024-01-05,2024-01-05,905.42,INR,S,POINV00013678,Cleared,
VEND123,DE01,POINV00013680,1,2023-11-08,2023-11-08,2023-11-20,-678.19,EUR,H,VPAY00013681,Cleared,2024-01-05
VEND123,DE01,VPAY00013681,1,2023-11-20,2023-11-20,2023-11-20,678.19,EUR,S,POINV00013680,Cleared,
VEND478,US01,POINV00013682,1,2023-11-08,2023-11-08,2023-11-20,-178.42,USD,H,VPAY00013683,Cleared,2024-01-04
VEND478,US01,VPAY00013683,1,2023-11-20,2023-11-20,2023-11-20,178.42,USD,S,POINV00013682,Cleared,
VEND463,IN01,POINV00013684,1,2023-11-08,2023-11-08,2024-01-05,-920.94,INR,H,VPAY00013685,Cleared,2024-01-02
VEND463,IN01,VPAY00013685,1,2024-01-05,2024-01-05,2024-01-05,920.94,INR,S,POINV00013684,Cleared,
VEND241,DE01,POINV00013686,1,2023-11-08,2023-11-08,2024-01-02,-540.93,EUR,H,VPAY00013687,Cleared,2024-01-05
VEND241,DE01,VPAY00013687,1,2024-01-02,2024-01-02,2024-01-02,540.93,EUR,S,POINV00013686,Cleared,
VEND025,IN01,POINV00013688,1,2023-11-08,2023-11-08,,-1101.45,INR,H,,Open,2024-01-01
VEND203,US01,POINV00013689,1,2023-11-08,2023-11-08,2023-11-24,-912.43,USD,H,VPAY00013690,Cleared,2024-01-06
VEND203,US01,VPAY00013690,1,2023-11-24,2023-11-24,2023-11-24,912.43,USD,S,POINV00013689,Cleared,
VEND325,IN01,POINV00013691,1,2023-11-08,2023-11-08,2023-12-16,-792.17,INR,H,VPAY00013692,Cleared,2024-01-04
VEND325,IN01,VPAY00013692,1,2023-12-16,2023-12-16,2023-12-16,792.17,INR,S,POINV00013691,Cleared,
VEND183,IN01,POINV00013693,1,2023-11-08,2023-11-08,2023-11-23,-769.92,INR,H,VPAY00013694,Cleared,2023-12-29
VEND183,IN01,VPAY00013694,1,2023-11-23,2023-11-23,2023-11-23,769.92,INR,S,POINV00013693,Cleared,
VEND152,IN01,POINV00013695,1,2023-11-08,2023-11-08,2023-12-18,-996.3,INR,H,VPAY00013696,Cleared,2023-12-26
VEND152,IN01,VPAY00013696,1,2023-12-18,2023-12-18,2023-12-18,996.3,INR,S,POINV00013695,Cleared,
VEND061,IN01,POINV00013697,1,2023-11-08,2023-11-08,,-876.1,INR,H,,Open,2024-01-04
VEND245,IN01,POINV00013698,1,2023-11-08,2023-11-08,,-612.25,INR,H,,Open,2024-01-01
VEND189,IN01,POINV00013699,1,2023-11-08,2023-11-08,,-772.12,INR,H,,Open,2024-01-04
VEND296,US01,POINV00013700,1,2023-11-08,2023-11-08,,-652.73,USD,H,,Open,2023-12-28
VEND384,DE01,POINV00013701,1,2023-11-08,2023-11-08,,-974.16,EUR,H,,Open,2024-01-07
VEND461,US01,POINV00013702,1,2023-11-08,2023-11-08,2023-11-30,-692.22,USD,H,VPAY00013703,Cleared,2023-12-30
VEND461,US01,VPAY00013703,1,2023-11-30,2023-11-30,2023-11-30,692.22,USD,S,POINV00013702,Cleared,
VEND202,US01,POINV00013704,1,2023-11-08,2023-11-08,2024-01-02,-430.48,USD,H,VPAY00013705,Cleared,2024-01-01
VEND202,US01,VPAY00013705,1,2024-01-02,2024-01-02,2024-01-02,430.48,USD,S,POINV00013704,Cleared,
VEND174,IN01,POINV00013706,1,2023-11-08,2023-11-08,,-891.24,INR,H,,Open,2024-01-05
VEND464,US01,POINV00013707,1,2023-11-08,2023-11-08,2023-11-24,-952.38,USD,H,VPAY00013708,Cleared,2023-12-25
VEND464,US01,VPAY00013708,1,2023-11-24,2023-11-24,2023-11-24,952.38,USD,S,POINV00013707,Cleared,
VEND314,IN01,POINV00013709,1,2023-11-08,2023-11-08,2023-11-21,-888.97,INR,H,VPAY00013710,Cleared,2023-12-29
VEND314,IN01,VPAY00013710,1,2023-11-21,2023-11-21,2023-11-21,888.97,INR,S,POINV00013709,Cleared,
VEND135,US01,POINV00013711,1,2023-11-08,2023-11-08,2023-11-15,-832.78,USD,H,VPAY00013712,Cleared,2024-01-05
VEND135,US01,VPAY00013712,1,2023-11-15,2023-11-15,2023-11-15,832.78,USD,S,POINV00013711,Cleared,
VEND204,DE01,POINV00013713,1,2023-11-08,2023-11-08,2023-12-25,-502.67,EUR,H,VPAY00013714,Cleared,2023-12-31
VEND204,DE01,VPAY00013714,1,2023-12-25,2023-12-25,2023-12-25,502.67,EUR,S,POINV00013713,Cleared,
VEND135,US01,POINV00013715,1,2023-11-08,2023-11-08,2023-11-21,-893.46,USD,H,VPAY00013716,Cleared,2023-12-30
VEND135,US01,VPAY00013716,1,2023-11-21,2023-11-21,2023-11-21,893.46,USD,S,POINV00013715,Cleared,
VEND107,US01,POINV00013717,1,2023-11-08,2023-11-08,2023-11-16,-1070.05,USD,H,VPAY00013718,Cleared,2024-01-05
VEND107,US01,VPAY00013718,1,2023-11-16,2023-11-16,2023-11-16,1070.05,USD,S,POINV00013717,Cleared,
VEND309,IN01,POINV00013719,1,2023-11-08,2023-11-08,2023-11-17,-594.76,INR,H,VPAY00013720,Cleared,2023-12-24
VEND309,IN01,VPAY00013720,1,2023-11-17,2023-11-17,2023-11-17,594.76,INR,S,POINV00013719,Cleared,
VEND071,IN01,POINV00013721,1,2023-11-08,2023-11-08,,-671.68,INR,H,,Open,2023-12-24
VEND334,DE01,POINV00013722,1,2023-11-08,2023-11-08,2023-11-13,-1154.57,EUR,H,VPAY00013723,Cleared,2024-01-06
VEND334,DE01,VPAY00013723,1,2023-11-13,2023-11-13,2023-11-13,1154.57,EUR,S,POINV00013722,Cleared,
VEND098,US01,POINV00013724,1,2023-11-09,2023-11-09,,-517.87,USD,H,,Open,2024-01-04
VEND460,US01,POINV00013725,1,2023-11-09,2023-11-09,2023-12-02,-974.86,USD,H,VPAY00013726,Cleared,2023-12-26
VEND460,US01,VPAY00013726,1,2023-12-02,2023-12-02,2023-12-02,974.86,USD,S,POINV00013725,Cleared,
VEND193,DE01,POINV00013727,1,2023-11-09,2023-11-09,2023-11-21,-777.86,EUR,H,VPAY00013728,Cleared,2024-01-05
VEND193,DE01,VPAY00013728,1,2023-11-21,2023-11-21,2023-11-21,777.86,EUR,S,POINV00013727,Cleared,
VEND369,DE01,POINV00013729,1,2023-11-09,2023-11-09,2023-12-29,-926.44,EUR,H,VPAY00013730,Cleared,2023-12-26
VEND369,DE01,VPAY00013730,1,2023-12-29,2023-12-29,2023-12-29,926.44,EUR,S,POINV00013729,Cleared,
VEND338,DE01,POINV00013731,1,2023-11-09,2023-11-09,2023-12-17,-91.56,EUR,H,VPAY00013732,Cleared,2024-01-02
VEND338,DE01,VPAY00013732,1,2023-12-17,2023-12-17,2023-12-17,91.56,EUR,S,POINV00013731,Cleared,
VEND308,DE01,POINV00013733,1,2023-11-09,2023-11-09,2023-12-13,-654.88,EUR,H,VPAY00013734,Cleared,2023-12-29
VEND308,DE01,VPAY00013734,1,2023-12-13,2023-12-13,2023-12-13,654.88,EUR,S,POINV00013733,Cleared,
VEND147,DE01,POINV00013735,1,2023-11-09,2023-11-09,,-762.9,EUR,H,,Open,2024-01-03
VEND393,IN01,POINV00013736,1,2023-11-09,2023-11-09,2023-12-12,-1456.62,INR,H,VPAY00013737,Cleared,2023-12-30
VEND393,IN01,VPAY00013737,1,2023-12-12,2023-12-12,2023-12-12,1456.62,INR,S,POINV00013736,Cleared,
VEND146,DE01,POINV00013738,1,2023-11-09,2023-11-09,2023-12-07,-1226.5,EUR,H,VPAY00013739,Cleared,2024-01-08
VEND146,DE01,VPAY00013739,1,2023-12-07,2023-12-07,2023-12-07,1226.5,EUR,S,POINV00013738,Cleared,
VEND432,US01,POINV00013740,1,2023-11-09,2023-11-09,2023-11-16,-772.07,USD,H,VPAY00013741,Cleared,2023-12-30
VEND432,US01,VPAY00013741,1,2023-11-16,2023-11-16,2023-11-16,772.07,USD,S,POINV00013740,Cleared,
VEND153,US01,POINV00013742,1,2023-11-09,2023-11-09,2023-11-17,-976.72,USD,H,VPAY00013743,Cleared,2024-01-04
VEND153,US01,VPAY00013743,1,2023-11-17,2023-11-17,2023-11-17,976.72,USD,S,POINV00013742,Cleared,
VEND440,IN01,POINV00013744,1,2023-11-09,2023-11-09,2023-11-22,-465.96,INR,H,VPAY00013745,Cleared,2023-12-30
VEND440,IN01,VPAY00013745,1,2023-11-22,2023-11-22,2023-11-22,465.96,INR,S,POINV00013744,Cleared,
VEND363,DE01,POINV00013746,1,2023-11-09,2023-11-09,2023-12-03,-1053.75,EUR,H,VPAY00013747,Cleared,2023-12-25
VEND363,DE01,VPAY00013747,1,2023-12-03,2023-12-03,2023-12-03,1053.75,EUR,S,POINV00013746,Cleared,
VEND094,IN01,POINV00013748,1,2023-11-09,2023-11-09,2023-12-27,-1412.6,INR,H,VPAY00013749,Cleared,2024-01-05
VEND094,IN01,VPAY00013749,1,2023-12-27,2023-12-27,2023-12-27,1412.6,INR,S,POINV00013748,Cleared,
VEND223,US01,POINV00013750,1,2023-11-09,2023-11-09,2023-11-15,-751.26,USD,H,VPAY00013751,Cleared,2023-12-30
VEND223,US01,VPAY00013751,1,2023-11-15,2023-11-15,2023-11-15,751.26,USD,S,POINV00013750,Cleared,
VEND012,US01,POINV00013752,1,2023-11-09,2023-11-09,2024-01-08,-452.57,USD,H,VPAY00013753,Cleared,2023-12-31
VEND012,US01,VPAY00013753,1,2024-01-08,2024-01-08,2024-01-08,452.57,USD,S,POINV00013752,Cleared,
VEND072,DE01,POINV00013754,1,2023-11-09,2023-11-09,2023-11-30,-836.97,EUR,H,VPAY00013755,Cleared,2024-01-04
VEND072,DE01,VPAY00013755,1,2023-11-30,2023-11-30,2023-11-30,836.97,EUR,S,POINV00013754,Cleared,
VEND417,DE01,POINV00013756,1,2023-11-09,2023-11-09,2023-11-15,-451.28,EUR,H,VPAY00013757,Cleared,2024-01-03
VEND417,DE01,VPAY00013757,1,2023-11-15,2023-11-15,2023-11-15,451.28,EUR,S,POINV00013756,Cleared,
VEND039,US01,POINV00013758,1,2023-11-09,2023-11-09,2023-12-25,-589.14,USD,H,VPAY00013759,Cleared,2023-12-27
VEND039,US01,VPAY00013759,1,2023-12-25,2023-12-25,2023-12-25,589.14,USD,S,POINV00013758,Cleared,
VEND157,US01,POINV00013760,1,2023-11-09,2023-11-09,2023-12-23,-707.58,USD,H,VPAY00013761,Cleared,2024-01-05
VEND157,US01,VPAY00013761,1,2023-12-23,2023-12-23,2023-12-23,707.58,USD,S,POINV00013760,Cleared,
VEND415,US01,POINV00013762,1,2023-11-09,2023-11-09,,-774.31,USD,H,,Open,2023-12-25
VEND460,IN01,POINV00013763,1,2023-11-09,2023-11-09,,-1068.72,INR,H,,Open,2023-12-24
VEND237,IN01,POINV00013764,1,2023-11-09,2023-11-09,2023-11-16,-1036.39,INR,H,VPAY00013765,Cleared,2024-01-05
VEND237,IN01,VPAY00013765,1,2023-11-16,2023-11-16,2023-11-16,1036.39,INR,S,POINV00013764,Cleared,
VEND402,DE01,POINV00013766,1,2023-11-09,2023-11-09,2024-01-04,-1375.82,EUR,H,VPAY00013767,Cleared,2024-01-03
VEND402,DE01,VPAY00013767,1,2024-01-04,2024-01-04,2024-01-04,1375.82,EUR,S,POINV00013766,Cleared,
VEND001,DE01,POINV00013768,1,2023-11-09,2023-11-09,2023-12-09,-733.53,EUR,H,VPAY00013769,Cleared,2023-12-27
VEND001,DE01,VPAY00013769,1,2023-12-09,2023-12-09,2023-12-09,733.53,EUR,S,POINV00013768,Cleared,
VEND008,DE01,POINV00013770,1,2023-11-09,2023-11-09,2023-12-19,-995.1,EUR,H,VPAY00013771,Cleared,2023-12-29
VEND008,DE01,VPAY00013771,1,2023-12-19,2023-12-19,2023-12-19,995.1,EUR,S,POINV00013770,Cleared,
