ar_item_id,document_number,company_code,fiscal_year,line_item,customer_number,posting_date,clearing_date,due_date,amount_local,currency,debit_credit_indicator,is_open
12990,AR00012990,CO03,2024,1,CUST05583,12-07-2024,08-08-2024,27-08-2024,34564.04,USD,S,FALSE
12991,AR00012991,CO03,2024,1,CUST04336,12-07-2024,11-08-2024,29-08-2024,39141.77,USD,S,FALSE
12992,AR00012992,CO01,2024,1,CUST06491,12-07-2024,19-07-2024,18-08-2024,1507.21,USD,S,FALSE
12993,AR00012993,CO03,2024,1,CUST02325,12-07-2024,07-08-2024,26-08-2024,33118.38,USD,S,FALSE
12994,AR00012994,CO03,2024,1,CUST03361,12-07-2024,10-08-2024,21-08-2024,37104.44,USD,S,FALSE
12995,AR00012995,CO01,2024,1,CUST00117,12-07-2024,09-08-2024,26-08-2024,11640.81,USD,S,FALSE
12996,AR00012996,CO01,2024,1,CUST05260,12-07-2024,29-07-2024,23-08-2024,29056.12,USD,S,FALSE
12997,AR00012997,CO02,2024,1,CUST05605,12-07-2024,25-07-2024,30-08-2024,34907.37,USD,S,FALSE
12998,AR00012998,CO03,2024,1,CUST04748,12-07-2024,02-08-2024,29-08-2024,3527.85,USD,S,FALSE
12999,AR00012999,CO01,2024,1,CUST00190,12-07-2024,11-08-2024,27-08-2024,31155.54,USD,S,FALSE
13000,AR00013000,CO01,2024,1,CUST03556,12-07-2024,03-08-2024,25-08-2024,33412.29,USD,S,FALSE
13001,AR00013001,CO02,2024,1,CUST00436,12-07-2024,09-08-2024,20-08-2024,49282.74,USD,S,FALSE
13002,AR00013002,CO01,2024,1,CUST03189,12-07-2024,07-08-2024,23-08-2024,18180.87,USD,S,FALSE
13003,AR00013003,CO01,2024,1,CUST00335,12-07-2024,23-07-2024,21-08-2024,8253.8,USD,S,FALSE
13004,AR00013004,CO01,2024,1,CUST03011,12-07-2024,29-07-2024,24-08-2024,16999.29,USD,S,FALSE
13005,AR00013005,CO02,2024,1,CUST03071,12-07-2024,05-08-2024,26-08-2024,30288.66,USD,S,FALSE
13006,AR00013006,CO03,2024,1,CUST02068,12-07-2024,25-08-2024,24-08-2024,34131.14,USD,S,FALSE
13007,AR00013007,CO02,2024,1,CUST01137,12-07-2024,22-07-2024,26-08-2024,3752.41,USD,S,FALSE
13008,AR00013008,CO02,2024,1,CUST06389,12-07-2024,02-08-2024,25-08-2024,41297.88,USD,S,FALSE
13009,AR00013009,CO01,2024,1,CUST01007,12-07-2024,21-07-2024,27-08-2024,2070.39,USD,S,FALSE
13010,AR00013010,CO03,2024,1,CUST05423,12-07-2024,03-08-2024,21-08-2024,49539.08,USD,S,FALSE
13011,AR00013011,CO01,2024,1,CUST02918,12-07-2024,19-07-2024,24-08-2024,39574.22,USD,S,FALSE
13012,AR00013012,CO03,2024,1,CUST05577,12-07-2024,29-07-2024,22-08-2024,2164.22,USD,S,FALSE
13013,AR00013013,CO03,2024,1,CUST06121,12-07-2024,03-08-2024,22-08-2024,22691.87,USD,S,FALSE
13014,AR00013014,CO01,2024,1,CUST05566,13-07-2024,18-07-2024,27-08-2024,46192.21,USD,S,FALSE
13015,AR00013015,CO02,2024,1,CUST06150,13-07-2024,24-07-2024,23-08-2024,27280.61,USD,S,FALSE
13016,AR00013016,CO03,2024,1,CUST05442,13-07-2024,,27-08-2024,36437.13,USD,S,TRUE
13017,AR00013017,CO03,2024,1,CUST01463,13-07-2024,03-08-2024,21-08-2024,23491.76,USD,S,FALSE
13018,AR00013018,CO01,2024,1,CUST02168,13-07-2024,,24-08-2024,3803.58,USD,S,TRUE
13019,AR00013019,CO03,2024,1,CUST04660,13-07-2024,18-07-2024,26-08-2024,29064.85,USD,S,FALSE
13020,AR00013020,CO02,2024,1,CUST06785,14-07-2024,29-07-2024,19-08-2024,35749.27,USD,S,FALSE
13021,AR00013021,CO03,2024,1,CUST05888,14-07-2024,30-08-2024,19-08-2024,4528.11,USD,S,FALSE
13022,AR00013022,CO03,2024,1,CUST03928,14-07-2024,28-07-2024,22-08-2024,45309.97,USD,S,FALSE
13023,AR00013023,CO03,2024,1,CUST00778,14-07-2024,22-07-2024,05-09-2024,26486.97,USD,S,FALSE
13024,AR00013024,CO01,2024,1,CUST06157,14-07-2024,26-07-2024,27-08-2024,24265.94,USD,S,FALSE
13025,AR00013025,CO03,2024,1,CUST06621,14-07-2024,08-08-2024,02-09-2024,34186.39,USD,S,FALSE
13026,AR00013026,CO02,2024,1,CUST04325,15-07-2024,24-07-2024,03-09-2024,44975.03,USD,S,FALSE
13027,AR00013027,CO02,2024,1,CUST03306,15-07-2024,31-07-2024,29-08-2024,6380.91,USD,S,FALSE
13028,AR00013028,CO03,2024,1,CUST04292,15-07-2024,22-07-2024,27-08-2024,41917.06,USD,S,FALSE
13029,AR00013029,CO01,2024,1,CUST03547,15-07-2024,14-08-2024,30-08-2024,7947.03,USD,S,FALSE
13030,AR00013030,CO01,2024,1,CUST01788,15-07-2024,04-08-2024,29-08-2024,44877.24,USD,S,FALSE
13031,AR00013031,CO01,2024,1,CUST01984,15-07-2024,09-08-2024,28-08-2024,11007.3,USD,S,FALSE
13032,AR00013032,CO03,2024,1,CUST01832,15-07-2024,07-08-2024,28-08-2024,44713,USD,S,FALSE
13033,AR00013033,CO01,2024,1,CUST02405,15-07-2024,29-07-2024,25-08-2024,8853.38,USD,S,FALSE
13034,AR00013034,CO01,2024,1,CUST05415,15-07-2024,07-08-2024,02-09-2024,771.07,USD,S,FALSE
13035,AR00013035,CO02,2024,1,CUST06449,15-07-2024,01-08-2024,05-09-2024,19185.27,USD,S,FALSE
13036,AR00013036,CO02,2024,1,CUST05943,15-07-2024,28-07-2024,02-09-2024,18684.57,USD,S,FALSE
13037,AR00013037,CO03,2024,1,CUST04185,15-07-2024,29-07-2024,28-08-2024,4079.21,USD,S,FALSE
13038,AR00013038,CO01,2024,1,CUST00107,15-07-2024,27-07-2024,22-08-2024,7226.99,USD,S,FALSE
13039,AR00013039,CO02,2024,1,CUST04024,15-07-2024,20-07-2024,27-08-2024,30866.54,USD,S,FALSE
13040,AR00013040,CO02,2024,1,CUST00228,15-07-2024,27-07-2024,19-08-2024,692.74,USD,S,FALSE
13041,AR00013041,CO03,2024,1,CUST06292,15-07-2024,23-07-2024,30-08-2024,13370.04,USD,S,FALSE
13042,AR00013042,CO02,2024,1,CUST06487,15-07-2024,01-08-2024,20-08-2024,27188.22,USD,S,FALSE
13043,AR00013043,CO03,2024,1,CUST02164,15-07-2024,27-07-2024,03-09-2024,2972.07,USD,S,FALSE
13044,AR00013044,CO01,2024,1,CUST06902,15-07-2024,09-08-2024,24-08-2024,20211.94,USD,S,FALSE
13045,AR00013045,CO02,2024,1,CUST00070,15-07-2024,29-07-2024,30-08-2024,7775.16,USD,S,FALSE
13046,AR00013046,CO02,2024,1,CUST03328,15-07-2024,24-07-2024,27-08-2024,16454.1,USD,S,FALSE
13047,AR00013047,CO01,2024,1,CUST02459,15-07-2024,01-08-2024,29-08-2024,49878.7,USD,S,FALSE
13048,AR00013048,CO02,2024,1,CUST03310,15-07-2024,27-07-2024,25-08-2024,17010.32,USD,S,FALSE
13049,AR00013049,CO02,2024,1,CUST01802,15-07-2024,25-07-2024,23-08-2024,48965.59,USD,S,FALSE
13050,AR00013050,CO03,2024,1,CUST03832,15-07-2024,13-08-2024,26-08-2024,11836.41,USD,S,FALSE
13051,AR00013051,CO02,2024,1,CUST02996,15-07-2024,26-07-2024,27-08-2024,13535.05,USD,S,FALSE
13052,AR00013052,CO01,2024,1,CUST02328,15-07-2024,12-08-2024,25-08-2024,9130.65,USD,S,FALSE
13053,AR00013053,CO01,2024,1,CUST04678,15-07-2024,22-07-2024,19-08-2024,24535.15,USD,S,FALSE
13054,AR00013054,CO03,2024,1,CUST06700,15-07-2024,26-07-2024,24-08-2024,896.34,USD,S,FALSE
13055,AR00013055,CO03,2024,1,CUST04242,15-07-2024,12-08-2024,03-09-2024,30544.19,USD,S,FALSE
13056,AR00013056,CO02,2024,1,CUST05646,15-07-2024,14-08-2024,28-08-2024,48570.43,USD,S,FALSE
13057,AR00013057,CO03,2024,1,CUST01564,15-07-2024,01-08-2024,31-08-2024,7122.78,USD,S,FALSE
13058,AR00013058,CO02,2024,1,CUST05566,15-07-2024,,03-09-2024,22614.26,USD,S,TRUE
13059,AR00013059,CO02,2024,1,CUST00122,15-07-2024,31-07-2024,28-08-2024,23377.51,USD,S,FALSE
13060,AR00013060,CO03,2024,1,CUST01328,15-07-2024,24-07-2024,27-08-2024,21629.6,USD,S,FALSE
13061,AR00013061,CO02,2024,1,CUST01472,15-07-2024,14-08-2024,27-08-2024,46908.09,USD,S,FALSE
13062,AR00013062,CO01,2024,1,CUST00885,15-07-2024,04-08-2024,08-09-2024,36328.19,USD,S,FALSE
13063,AR00013063,CO02,2024,1,CUST02379,15-07-2024,22-07-2024,26-08-2024,501.71,USD,S,FALSE
13064,AR00013064,CO01,2024,1,CUST06517,16-07-2024,25-07-2024,25-08-2024,18954.4,USD,S,FALSE
13065,AR00013065,CO02,2024,1,CUST03114,16-07-2024,09-08-2024,04-09-2024,18881.75,USD,S,FALSE
13066,AR00013066,CO01,2024,1,CUST00986,16-07-2024,03-09-2024,02-09-2024,44779.92,USD,S,FALSE
13067,AR00013067,CO02,2024,1,CUST03569,16-07-2024,14-08-2024,27-08-2024,2159.71,USD,S,FALSE
13068,AR00013068,CO02,2024,1,CUST02255,16-07-2024,14-08-2024,01-09-2024,36759.73,USD,S,FALSE
13069,AR00013069,CO01,2024,1,CUST01689,16-07-2024,30-07-2024,02-09-2024,37547.39,USD,S,FALSE
13070,AR00013070,CO02,2024,1,CUST06714,16-07-2024,29-07-2024,02-09-2024,43759.25,USD,S,FALSE
13071,AR00013071,CO01,2024,1,CUST04928,16-07-2024,12-08-2024,27-08-2024,38950.02,USD,S,FALSE
13072,AR00013072,CO01,2024,1,CUST04432,16-07-2024,30-08-2024,26-08-2024,11879.85,USD,S,FALSE
13073,AR00013073,CO02,2024,1,CUST01016,16-07-2024,29-07-2024,04-09-2024,24439.7,USD,S,FALSE
13074,AR00013074,CO01,2024,1,CUST02576,16-07-2024,05-08-2024,01-09-2024,7738.31,USD,S,FALSE
13075,AR00013075,CO01,2024,1,CUST01659,16-07-2024,15-08-2024,01-09-2024,19551.16,USD,S,FALSE
13076,AR00013076,CO01,2024,1,CUST00119,16-07-2024,06-08-2024,27-08-2024,37032.02,USD,S,FALSE
13077,AR00013077,CO03,2024,1,CUST06247,16-07-2024,15-08-2024,29-08-2024,5358.26,USD,S,FALSE
13078,AR00013078,CO01,2024,1,CUST03534,16-07-2024,15-08-2024,25-08-2024,7073.94,USD,S,FALSE
13079,AR00013079,CO03,2024,1,CUST04860,16-07-2024,15-08-2024,29-08-2024,44056.62,USD,S,FALSE
13080,AR00013080,CO01,2024,1,CUST01424,16-07-2024,11-08-2024,23-08-2024,4117.32,USD,S,FALSE
13081,AR00013081,CO02,2024,1,CUST06587,16-07-2024,08-09-2024,01-09-2024,35263.69,USD,S,FALSE
13082,AR00013082,CO02,2024,1,CUST06890,16-07-2024,10-08-2024,25-08-2024,24611.19,USD,S,FALSE
13083,AR00013083,CO02,2024,1,CUST04438,16-07-2024,29-07-2024,20-08-2024,4123.52,USD,S,FALSE
13084,AR00013084,CO01,2024,1,CUST03432,16-07-2024,26-07-2024,05-09-2024,47114.76,USD,S,FALSE
13085,AR00013085,CO03,2024,1,CUST04062,16-07-2024,07-08-2024,26-08-2024,43161.47,USD,S,FALSE
13086,AR00013086,CO01,2024,1,CUST05372,16-07-2024,24-07-2024,23-08-2024,7512.88,USD,S,FALSE
13087,AR00013087,CO03,2024,1,CUST01865,16-07-2024,22-07-2024,28-08-2024,15431.89,USD,S,FALSE
13088,AR00013088,CO02,2024,1,CUST06181,16-07-2024,05-08-2024,29-08-2024,12031.27,USD,S,FALSE
13089,AR00013089,CO01,2024,1,CUST06222,16-07-2024,11-08-2024,02-09-2024,25254.08,USD,S,FALSE
13090,AR00013090,CO03,2024,1,CUST04710,16-07-2024,07-08-2024,05-09-2024,36982.87,USD,S,FALSE
13091,AR00013091,CO01,2024,1,CUST01611,16-07-2024,12-08-2024,21-08-2024,16518.19,USD,S,FALSE
13092,AR00013092,CO03,2024,1,CUST05347,16-07-2024,09-08-2024,23-08-2024,14339.88,USD,S,FALSE
13093,AR00013093,CO01,2024,1,CUST00635,16-07-2024,15-08-2024,23-08-2024,3068.51,USD,S,FALSE
13094,AR00013094,CO03,2024,1,CUST01804,16-07-2024,29-07-2024,30-08-2024,28081.17,USD,S,FALSE
13095,AR00013095,CO03,2024,1,CUST01786,16-07-2024,08-09-2024,04-09-2024,24392.76,USD,S,FALSE
13096,AR00013096,CO02,2024,1,CUST00573,16-07-2024,14-08-2024,02-09-2024,17382.43,USD,S,FALSE
13097,AR00013097,CO03,2024,1,CUST00445,16-07-2024,13-08-2024,28-08-2024,45385.19,USD,S,FALSE
13098,AR00013098,CO03,2024,1,CUST04773,16-07-2024,21-07-2024,02-09-2024,31328.29,USD,S,FALSE
13099,AR00013099,CO03,2024,1,CUST01285,16-07-2024,28-07-2024,30-08-2024,17373.26,USD,S,FALSE
13100,AR00013100,CO03,2024,1,CUST00929,17-07-2024,25-07-2024,31-08-2024,29037.61,USD,S,FALSE
13101,AR00013101,CO03,2024,1,CUST00096,17-07-2024,05-08-2024,02-09-2024,1497.37,USD,S,FALSE
13102,AR00013102,CO01,2024,1,CUST05697,17-07-2024,12-08-2024,19-08-2024,37062.44,USD,S,FALSE
13103,AR00013103,CO03,2024,1,CUST01835,17-07-2024,05-08-2024,24-08-2024,30635.51,USD,S,FALSE
13104,AR00013104,CO02,2024,1,CUST00249,17-07-2024,23-07-2024,24-08-2024,3368.87,USD,S,FALSE
13105,AR00013105,CO01,2024,1,CUST04715,17-07-2024,27-07-2024,26-08-2024,45638.93,USD,S,FALSE
13106,AR00013106,CO01,2024,1,CUST00221,17-07-2024,07-09-2024,24-08-2024,9757.61,USD,S,FALSE
13107,AR00013107,CO01,2024,1,CUST04749,17-07-2024,06-08-2024,29-08-2024,35296.35,USD,S,FALSE
13108,AR00013108,CO01,2024,1,CUST00690,17-07-2024,02-08-2024,06-09-2024,12476.18,USD,S,FALSE
13109,AR00013109,CO03,2024,1,CUST05865,17-07-2024,,29-08-2024,40197.26,USD,S,TRUE
13110,AR00013110,CO03,2024,1,CUST05508,17-07-2024,07-09-2024,29-08-2024,4798.32,USD,S,FALSE
13111,AR00013111,CO02,2024,1,CUST02002,17-07-2024,07-09-2024,03-09-2024,39573.33,USD,S,FALSE
13112,AR00013112,CO03,2024,1,CUST00066,17-07-2024,31-08-2024,19-08-2024,22954.58,USD,S,FALSE
13113,AR00013113,CO02,2024,1,CUST00813,17-07-2024,26-07-2024,31-08-2024,11815.36,USD,S,FALSE
13114,AR00013114,CO02,2024,1,CUST03678,17-07-2024,11-08-2024,29-08-2024,26007.24,USD,S,FALSE
13115,AR00013115,CO02,2024,1,CUST00561,17-07-2024,01-08-2024,27-08-2024,11386.52,USD,S,FALSE
13116,AR00013116,CO01,2024,1,CUST04241,17-07-2024,27-07-2024,31-08-2024,38433.96,USD,S,FALSE
13117,AR00013117,CO03,2024,1,CUST02859,17-07-2024,30-07-2024,25-08-2024,37572.51,USD,S,FALSE
13118,AR00013118,CO02,2024,1,CUST03980,17-07-2024,12-08-2024,05-09-2024,11506.17,USD,S,FALSE
13119,AR00013119,CO01,2024,1,CUST02826,17-07-2024,,29-08-2024,49500.62,USD,S,TRUE
13120,AR00013120,CO01,2024,1,CUST02093,17-07-2024,12-09-2024,29-08-2024,11465.56,USD,S,FALSE
13121,AR00013121,CO03,2024,1,CUST01529,17-07-2024,29-07-2024,27-08-2024,11985.24,USD,S,FALSE
13122,AR00013122,CO01,2024,1,CUST04147,17-07-2024,03-08-2024,23-08-2024,32900.08,USD,S,FALSE
13123,AR00013123,CO02,2024,1,CUST02571,17-07-2024,25-07-2024,24-08-2024,18488.9,USD,S,FALSE
13124,AR00013124,CO01,2024,1,CUST04517,17-07-2024,14-08-2024,04-09-2024,12893.58,USD,S,FALSE
13125,AR00013125,CO01,2024,1,CUST01336,17-07-2024,22-07-2024,03-09-2024,7361.08,USD,S,FALSE
13126,AR00013126,CO01,2024,1,CUST02747,17-07-2024,23-07-2024,28-08-2024,16673.57,USD,S,FALSE
13127,AR00013127,CO01,2024,1,CUST04877,17-07-2024,24-07-2024,26-08-2024,19435.34,USD,S,FALSE
13128,AR00013128,CO03,2024,1,CUST00363,17-07-2024,26-07-2024,01-09-2024,11801.56,USD,S,FALSE
13129,AR00013129,CO02,2024,1,CUST05119,17-07-2024,10-08-2024,17-08-2024,12845.43,USD,S,FALSE
13130,AR00013130,CO03,2024,1,CUST06644,17-07-2024,04-08-2024,24-08-2024,41805.75,USD,S,FALSE
13131,AR00013131,CO01,2024,1,CUST02449,17-07-2024,24-07-2024,01-09-2024,894.3,USD,S,FALSE
13132,AR00013132,CO03,2024,1,CUST01575,18-07-2024,29-07-2024,11-09-2024,44318.74,USD,S,FALSE
13133,AR00013133,CO02,2024,1,CUST04475,18-07-2024,13-08-2024,03-09-2024,14394.48,USD,S,FALSE
13134,AR00013134,CO03,2024,1,CUST06042,18-07-2024,09-08-2024,01-09-2024,43769.53,USD,S,FALSE
13135,AR00013135,CO02,2024,1,CUST05941,18-07-2024,03-09-2024,29-08-2024,9975.87,USD,S,FALSE
13136,AR00013136,CO01,2024,1,CUST05974,18-07-2024,06-08-2024,02-09-2024,40281.49,USD,S,FALSE
13137,AR00013137,CO01,2024,1,CUST05796,18-07-2024,10-09-2024,04-09-2024,919.84,USD,S,FALSE
13138,AR00013138,CO03,2024,1,CUST01134,18-07-2024,12-09-2024,05-09-2024,13002.56,USD,S,FALSE
13139,AR00013139,CO02,2024,1,CUST04219,18-07-2024,08-09-2024,03-09-2024,29148.76,USD,S,FALSE
13140,AR00013140,CO03,2024,1,CUST04431,18-07-2024,,04-09-2024,24911.53,USD,S,TRUE
13141,AR00013141,CO02,2024,1,CUST06830,18-07-2024,01-08-2024,03-09-2024,1187.39,USD,S,FALSE
13142,AR00013142,CO01,2024,1,CUST06862,18-07-2024,28-07-2024,08-09-2024,34831.95,USD,S,FALSE
13143,AR00013143,CO01,2024,1,CUST06585,18-07-2024,16-08-2024,31-08-2024,22081.06,USD,S,FALSE
13144,AR00013144,CO01,2024,1,CUST04994,18-07-2024,24-07-2024,03-09-2024,13212.3,USD,S,FALSE
13145,AR00013145,CO01,2024,1,CUST00754,18-07-2024,07-09-2024,30-08-2024,22290.38,USD,S,FALSE
13146,AR00013146,CO02,2024,1,CUST03532,18-07-2024,14-08-2024,01-09-2024,4411.72,USD,S,FALSE
13147,AR00013147,CO01,2024,1,CUST03538,18-07-2024,13-08-2024,05-09-2024,14834.25,USD,S,FALSE
13148,AR00013148,CO03,2024,1,CUST05122,18-07-2024,15-08-2024,25-08-2024,13663.17,USD,S,FALSE
13149,AR00013149,CO02,2024,1,CUST04212,18-07-2024,26-07-2024,31-08-2024,38516.54,USD,S,FALSE
13150,AR00013150,CO01,2024,1,CUST03409,18-07-2024,10-08-2024,05-09-2024,36140.18,USD,S,FALSE
13151,AR00013151,CO02,2024,1,CUST02879,18-07-2024,25-07-2024,27-08-2024,29722.32,USD,S,FALSE
13152,AR00013152,CO02,2024,1,CUST00549,18-07-2024,23-07-2024,11-09-2024,7621,USD,S,FALSE
13153,AR00013153,CO01,2024,1,CUST02292,18-07-2024,06-08-2024,24-08-2024,37154.92,USD,S,FALSE
13154,AR00013154,CO03,2024,1,CUST01133,18-07-2024,13-08-2024,25-08-2024,43169.21,USD,S,FALSE
13155,AR00013155,CO02,2024,1,CUST06555,18-07-2024,26-07-2024,29-08-2024,35767.35,USD,S,FALSE
13156,AR00013156,CO03,2024,1,CUST00382,18-07-2024,12-08-2024,03-09-2024,49920.49,USD,S,FALSE
13157,AR00013157,CO02,2024,1,CUST06118,18-07-2024,14-08-2024,24-08-2024,41829.97,USD,S,FALSE
13158,AR00013158,CO01,2024,1,CUST02504,18-07-2024,07-08-2024,28-08-2024,25135.59,USD,S,FALSE
13159,AR00013159,CO02,2024,1,CUST03476,18-07-2024,24-07-2024,27-08-2024,12220.65,USD,S,FALSE
13160,AR00013160,CO01,2024,1,CUST05854,18-07-2024,06-08-2024,25-08-2024,7038.7,USD,S,FALSE
13161,AR00013161,CO02,2024,1,CUST06005,18-07-2024,31-07-2024,31-08-2024,12584.3,USD,S,FALSE
13162,AR00013162,CO01,2024,1,CUST04876,18-07-2024,11-08-2024,02-09-2024,34865.66,USD,S,FALSE
13163,AR00013163,CO03,2024,1,CUST06478,18-07-2024,07-08-2024,02-09-2024,44211.13,USD,S,FALSE
13164,AR00013164,CO02,2024,1,CUST05226,18-07-2024,23-07-2024,24-08-2024,26690.5,USD,S,FALSE
13165,AR00013165,CO01,2024,1,CUST00667,18-07-2024,31-07-2024,30-08-2024,13147.65,USD,S,FALSE
13166,AR00013166,CO03,2024,1,CUST05019,18-07-2024,29-07-2024,28-08-2024,37647.11,USD,S,FALSE
13167,AR00013167,CO02,2024,1,CUST01190,19-07-2024,14-08-2024,30-08-2024,30288.57,USD,S,FALSE
13168,AR00013168,CO03,2024,1,CUST03145,19-07-2024,26-07-2024,09-09-2024,24420.73,USD,S,FALSE
13169,AR00013169,CO01,2024,1,CUST00558,19-07-2024,30-07-2024,02-09-2024,43697.91,USD,S,FALSE
13170,AR00013170,CO02,2024,1,CUST00721,19-07-2024,01-08-2024,02-09-2024,9038.97,USD,S,FALSE
13171,AR00013171,CO02,2024,1,CUST03235,19-07-2024,28-07-2024,09-09-2024,48088.31,USD,S,FALSE
13172,AR00013172,CO01,2024,1,CUST03542,19-07-2024,08-08-2024,18-08-2024,20694.86,USD,S,FALSE
13173,AR00013173,CO03,2024,1,CUST06538,19-07-2024,12-08-2024,04-09-2024,5134.6,USD,S,FALSE
13174,AR00013174,CO02,2024,1,CUST01303,19-07-2024,09-09-2024,30-08-2024,34264.51,USD,S,FALSE
13175,AR00013175,CO01,2024,1,CUST02137,19-07-2024,11-08-2024,31-08-2024,26096.44,USD,S,FALSE
13176,AR00013176,CO01,2024,1,CUST00056,19-07-2024,11-08-2024,26-08-2024,21263.47,USD,S,FALSE
13177,AR00013177,CO02,2024,1,CUST02634,19-07-2024,,01-09-2024,44922.24,USD,S,TRUE
13178,AR00013178,CO02,2024,1,CUST02497,19-07-2024,27-07-2024,29-08-2024,12958.83,USD,S,FALSE
13179,AR00013179,CO02,2024,1,CUST02389,19-07-2024,09-08-2024,06-09-2024,49729.32,USD,S,FALSE
13180,AR00013180,CO02,2024,1,CUST05226,19-07-2024,07-09-2024,01-09-2024,23861.78,USD,S,FALSE
13181,AR00013181,CO01,2024,1,CUST00627,19-07-2024,09-08-2024,07-09-2024,20597.44,USD,S,FALSE
13182,AR00013182,CO03,2024,1,CUST06035,19-07-2024,24-07-2024,30-08-2024,18304.03,USD,S,FALSE
13183,AR00013183,CO03,2024,1,CUST03197,19-07-2024,07-08-2024,28-08-2024,39351.4,USD,S,FALSE
13184,AR00013184,CO02,2024,1,CUST00406,19-07-2024,01-08-2024,30-08-2024,6218.37,USD,S,FALSE
13185,AR00013185,CO02,2024,1,CUST04732,19-07-2024,02-08-2024,22-08-2024,40731.73,USD,S,FALSE
13186,AR00013186,CO02,2024,1,CUST04383,19-07-2024,08-08-2024,01-09-2024,24524.59,USD,S,FALSE
13187,AR00013187,CO02,2024,1,CUST03029,19-07-2024,03-08-2024,21-08-2024,3030.94,USD,S,FALSE
13188,AR00013188,CO02,2024,1,CUST00880,19-07-2024,11-08-2024,08-09-2024,17471.21,USD,S,FALSE
13189,AR00013189,CO02,2024,1,CUST05084,19-07-2024,02-08-2024,03-09-2024,14285.57,USD,S,FALSE
13190,AR00013190,CO03,2024,1,CUST01643,19-07-2024,11-08-2024,02-09-2024,5378.12,USD,S,FALSE
13191,AR00013191,CO01,2024,1,CUST02400,19-07-2024,24-07-2024,09-09-2024,25181.3,USD,S,FALSE
13192,AR00013192,CO03,2024,1,CUST00981,19-07-2024,31-07-2024,06-09-2024,43588.94,USD,S,FALSE
13193,AR00013193,CO03,2024,1,CUST03120,19-07-2024,16-08-2024,24-08-2024,36710.1,USD,S,FALSE
13194,AR00013194,CO01,2024,1,CUST06413,19-07-2024,15-08-2024,01-09-2024,13409.25,USD,S,FALSE
13195,AR00013195,CO01,2024,1,CUST06660,19-07-2024,06-09-2024,26-08-2024,26184.2,USD,S,FALSE
13196,AR00013196,CO02,2024,1,CUST00297,19-07-2024,27-07-2024,02-09-2024,6578.05,USD,S,FALSE
13197,AR00013197,CO03,2024,1,CUST03344,19-07-2024,29-07-2024,26-08-2024,1283.06,USD,S,FALSE
13198,AR00013198,CO03,2024,1,CUST05780,19-07-2024,07-08-2024,04-09-2024,45972.09,USD,S,FALSE
13199,AR00013199,CO03,2024,1,CUST00982,19-07-2024,03-08-2024,26-08-2024,48717.12,USD,S,FALSE
13200,AR00013200,CO01,2024,1,CUST04124,19-07-2024,27-07-2024,07-09-2024,24250.74,USD,S,FALSE
13201,AR00013201,CO02,2024,1,CUST03522,19-07-2024,05-08-2024,05-09-2024,43496.06,USD,S,FALSE
13202,AR00013202,CO02,2024,1,CUST05320,19-07-2024,28-07-2024,01-09-2024,39040.53,USD,S,FALSE
13203,AR00013203,CO03,2024,1,CUST04018,20-07-2024,10-09-2024,29-08-2024,5703.5,USD,S,FALSE
13204,AR00013204,CO03,2024,1,CUST01766,20-07-2024,29-07-2024,06-09-2024,2892.57,USD,S,FALSE
13205,AR00013205,CO03,2024,1,CUST04864,20-07-2024,29-07-2024,02-09-2024,41251.04,USD,S,FALSE
13206,AR00013206,CO02,2024,1,CUST02511,20-07-2024,27-07-2024,27-08-2024,21325.28,USD,S,FALSE
13207,AR00013207,CO01,2024,1,CUST03773,20-07-2024,04-08-2024,27-08-2024,35928.91,USD,S,FALSE
13208,AR00013208,CO03,2024,1,CUST04700,20-07-2024,05-08-2024,28-08-2024,16916.77,USD,S,FALSE
13209,AR00013209,CO01,2024,1,CUST06437,21-07-2024,30-07-2024,30-08-2024,32000.89,USD,S,FALSE
13210,AR00013210,CO02,2024,1,CUST00061,21-07-2024,04-08-2024,06-09-2024,42316.11,USD,S,FALSE
13211,AR00013211,CO01,2024,1,CUST02581,21-07-2024,27-07-2024,01-09-2024,755.16,USD,S,FALSE
13212,AR00013212,CO01,2024,1,CUST05180,21-07-2024,,04-09-2024,31918.63,USD,S,TRUE
13213,AR00013213,CO01,2024,1,CUST01300,21-07-2024,12-08-2024,02-09-2024,48580.35,USD,S,FALSE
13214,AR00013214,CO03,2024,1,CUST06070,21-07-2024,15-08-2024,30-08-2024,6069.89,USD,S,FALSE
13215,AR00013215,CO03,2024,1,CUST01833,22-07-2024,14-08-2024,05-09-2024,46878.84,USD,S,FALSE
13216,AR00013216,CO03,2024,1,CUST01906,22-07-2024,10-08-2024,15-09-2024,16324.57,USD,S,FALSE
13217,AR00013217,CO01,2024,1,CUST01772,22-07-2024,08-08-2024,05-09-2024,30872.98,USD,S,FALSE
13218,AR00013218,CO02,2024,1,CUST01669,22-07-2024,13-08-2024,25-08-2024,23517.02,USD,S,FALSE
13219,AR00013219,CO02,2024,1,CUST02344,22-07-2024,03-08-2024,09-09-2024,6008.97,USD,S,FALSE
13220,AR00013220,CO03,2024,1,CUST02131,22-07-2024,08-08-2024,29-08-2024,42906.83,USD,S,FALSE
13221,AR00013221,CO01,2024,1,CUST02791,22-07-2024,09-08-2024,08-09-2024,17507.87,USD,S,FALSE
13222,AR00013222,CO03,2024,1,CUST01733,22-07-2024,30-07-2024,02-09-2024,21836.69,USD,S,FALSE
