ap_item_id,document_number,company_code,fiscal_year,line_item,vendor_number,posting_date,clearing_date,due_date,amount_local,currency,debit_credit_indicator,is_open
8916,AP00008916,CO03,2024,1,VEND01440,15-07-2024,12-09-2024,10-09-2024,17670.46,USD,H,FALSE
8917,AP00008917,CO02,2024,1,VEND00872,15-07-2024,04-08-2024,04-09-2024,12747.35,USD,H,FALSE
8918,AP00008918,CO02,2024,1,VEND01392,15-07-2024,03-08-2024,04-09-2024,10908.65,USD,H,FALSE
8919,AP00008919,CO02,2024,1,VEND00818,15-07-2024,01-08-2024,02-09-2024,12404.21,USD,H,FALSE
8920,AP00008920,CO03,2024,1,VEND00042,15-07-2024,05-08-2024,13-09-2024,1562.01,USD,H,FALSE
8921,AP00008921,CO03,2024,1,VEND00864,15-07-2024,12-08-2024,15-09-2024,10788.7,USD,H,FALSE
8922,AP00008922,CO03,2024,1,VEND01358,15-07-2024,23-07-2024,09-09-2024,5382.68,USD,H,FALSE
8923,AP00008923,CO03,2024,1,VEND00037,15-07-2024,04-08-2024,10-09-2024,5093.64,USD,H,FALSE
8924,AP00008924,CO02,2024,1,VEND01285,15-07-2024,12-08-2024,14-09-2024,14794.8,USD,H,FALSE
8925,AP00008925,CO03,2024,1,VEND00075,15-07-2024,04-08-2024,09-09-2024,7227.18,USD,H,FALSE
8926,AP00008926,CO03,2024,1,VEND01309,15-07-2024,15-09-2024,05-09-2024,3459.48,USD,H,FALSE
8927,AP00008927,CO01,2024,1,VEND00751,15-07-2024,09-08-2024,01-09-2024,4824.72,USD,H,FALSE
8928,AP00008928,CO03,2024,1,VEND00770,15-07-2024,02-08-2024,01-09-2024,9945.37,USD,H,FALSE
8929,AP00008929,CO02,2024,1,VEND00275,15-07-2024,05-08-2024,10-09-2024,15783.76,USD,H,FALSE
8930,AP00008930,CO01,2024,1,VEND01215,15-07-2024,,14-09-2024,5686.66,USD,H,TRUE
8931,AP00008931,CO03,2024,1,VEND00370,15-07-2024,10-08-2024,14-09-2024,18070.68,USD,H,FALSE
8932,AP00008932,CO03,2024,1,VEND00396,15-07-2024,28-07-2024,01-09-2024,7375.75,USD,H,FALSE
8933,AP00008933,CO02,2024,1,VEND01246,15-07-2024,05-08-2024,15-09-2024,19954.52,USD,H,FALSE
8934,AP00008934,CO01,2024,1,VEND01142,15-07-2024,21-07-2024,02-09-2024,1855.89,USD,H,FALSE
8935,AP00008935,CO03,2024,1,VEND01469,15-07-2024,13-09-2024,05-09-2024,2972.48,USD,H,FALSE
8936,AP00008936,CO03,2024,1,VEND00926,16-07-2024,31-07-2024,04-09-2024,3197.12,USD,H,FALSE
8937,AP00008937,CO03,2024,1,VEND00336,16-07-2024,02-08-2024,07-09-2024,17787.57,USD,H,FALSE
8938,AP00008938,CO01,2024,1,VEND00109,16-07-2024,,16-09-2024,13805.39,USD,H,TRUE
8939,AP00008939,CO01,2024,1,VEND00502,16-07-2024,04-08-2024,13-09-2024,7731.59,USD,H,FALSE
8940,AP00008940,CO01,2024,1,VEND00462,16-07-2024,09-08-2024,11-09-2024,10668.8,USD,H,FALSE
8941,AP00008941,CO02,2024,1,VEND00338,16-07-2024,03-08-2024,10-09-2024,19378.4,USD,H,FALSE
8942,AP00008942,CO02,2024,1,VEND00259,16-07-2024,05-08-2024,06-09-2024,3949.21,USD,H,FALSE
8943,AP00008943,CO03,2024,1,VEND00798,16-07-2024,10-09-2024,08-09-2024,8119.68,USD,H,FALSE
8944,AP00008944,CO01,2024,1,VEND01334,16-07-2024,04-08-2024,07-09-2024,15052.81,USD,H,FALSE
8945,AP00008945,CO01,2024,1,VEND01309,16-07-2024,24-09-2024,15-09-2024,9993.1,USD,H,FALSE
8946,AP00008946,CO03,2024,1,VEND01449,16-07-2024,08-08-2024,12-09-2024,7191.14,USD,H,FALSE
8947,AP00008947,CO02,2024,1,VEND00524,16-07-2024,25-07-2024,04-09-2024,19942.86,USD,H,FALSE
8948,AP00008948,CO02,2024,1,VEND01015,16-07-2024,04-08-2024,14-09-2024,3339.24,USD,H,FALSE
8949,AP00008949,CO03,2024,1,VEND00452,16-07-2024,,11-09-2024,15957.45,USD,H,TRUE
8950,AP00008950,CO02,2024,1,VEND01233,16-07-2024,04-08-2024,11-09-2024,19643.41,USD,H,FALSE
8951,AP00008951,CO02,2024,1,VEND00480,16-07-2024,13-09-2024,04-09-2024,1846.99,USD,H,FALSE
8952,AP00008952,CO01,2024,1,VEND01425,16-07-2024,,03-09-2024,16392.67,USD,H,TRUE
8953,AP00008953,CO01,2024,1,VEND00787,16-07-2024,31-07-2024,11-09-2024,6094.65,USD,H,FALSE
8954,AP00008954,CO03,2024,1,VEND00287,16-07-2024,27-07-2024,16-09-2024,1654.73,USD,H,FALSE
8955,AP00008955,CO03,2024,1,VEND01346,16-07-2024,10-08-2024,02-09-2024,12272.43,USD,H,FALSE
8956,AP00008956,CO03,2024,1,VEND00570,16-07-2024,23-07-2024,15-09-2024,18300.48,USD,H,FALSE
8957,AP00008957,CO03,2024,1,VEND00347,16-07-2024,23-07-2024,02-09-2024,4697.87,USD,H,FALSE
8958,AP00008958,CO02,2024,1,VEND00296,16-07-2024,,17-09-2024,11349.36,USD,H,TRUE
8959,AP00008959,CO02,2024,1,VEND00373,16-07-2024,23-07-2024,08-09-2024,7175.54,USD,H,FALSE
8960,AP00008960,CO03,2024,1,VEND00843,16-07-2024,04-08-2024,06-09-2024,7650.89,USD,H,FALSE
8961,AP00008961,CO01,2024,1,VEND01049,16-07-2024,30-07-2024,03-09-2024,8637.97,USD,H,FALSE
8962,AP00008962,CO02,2024,1,VEND00923,16-07-2024,25-07-2024,09-09-2024,18875.88,USD,H,FALSE
8963,AP00008963,CO03,2024,1,VEND01427,16-07-2024,24-07-2024,08-09-2024,15242.78,USD,H,FALSE
8964,AP00008964,CO03,2024,1,VEND00316,17-07-2024,31-07-2024,07-09-2024,4723.52,USD,H,FALSE
8965,AP00008965,CO03,2024,1,VEND00684,17-07-2024,01-08-2024,14-09-2024,2764.2,USD,H,FALSE
8966,AP00008966,CO03,2024,1,VEND01293,17-07-2024,31-07-2024,29-08-2024,10752.42,USD,H,FALSE
8967,AP00008967,CO03,2024,1,VEND01175,17-07-2024,15-08-2024,01-09-2024,9709.12,USD,H,FALSE
8968,AP00008968,CO02,2024,1,VEND00288,17-07-2024,12-08-2024,09-09-2024,8062.57,USD,H,FALSE
8969,AP00008969,CO02,2024,1,VEND00100,17-07-2024,02-08-2024,13-09-2024,6975.86,USD,H,FALSE
8970,AP00008970,CO03,2024,1,VEND00594,17-07-2024,10-09-2024,09-09-2024,14880.41,USD,H,FALSE
8971,AP00008971,CO02,2024,1,VEND00827,17-07-2024,08-08-2024,15-09-2024,3071.05,USD,H,FALSE
8972,AP00008972,CO01,2024,1,VEND00447,17-07-2024,21-09-2024,11-09-2024,16343.69,USD,H,FALSE
8973,AP00008973,CO03,2024,1,VEND00346,17-07-2024,04-09-2024,01-09-2024,12962.91,USD,H,FALSE
8974,AP00008974,CO02,2024,1,VEND00473,17-07-2024,19-09-2024,13-09-2024,1326.49,USD,H,FALSE
8975,AP00008975,CO01,2024,1,VEND00643,17-07-2024,11-09-2024,08-09-2024,2870.92,USD,H,FALSE
8976,AP00008976,CO03,2024,1,VEND01018,17-07-2024,13-08-2024,06-09-2024,12196.91,USD,H,FALSE
8977,AP00008977,CO02,2024,1,VEND00958,17-07-2024,07-08-2024,31-08-2024,3107.04,USD,H,FALSE
8978,AP00008978,CO02,2024,1,VEND00896,17-07-2024,02-08-2024,20-09-2024,16726.68,USD,H,FALSE
8979,AP00008979,CO01,2024,1,VEND01063,17-07-2024,16-08-2024,12-09-2024,13222.53,USD,H,FALSE
8980,AP00008980,CO02,2024,1,VEND00371,17-07-2024,27-07-2024,08-09-2024,10671.73,USD,H,FALSE
8981,AP00008981,CO01,2024,1,VEND00368,17-07-2024,28-07-2024,17-09-2024,1041.45,USD,H,FALSE
8982,AP00008982,CO02,2024,1,VEND00614,17-07-2024,06-08-2024,09-09-2024,10726.93,USD,H,FALSE
8983,AP00008983,CO03,2024,1,VEND00660,17-07-2024,25-07-2024,11-09-2024,13607.95,USD,H,FALSE
8984,AP00008984,CO01,2024,1,VEND00921,17-07-2024,24-07-2024,25-09-2024,9312.89,USD,H,FALSE
8985,AP00008985,CO03,2024,1,VEND00212,17-07-2024,28-07-2024,10-09-2024,18031.6,USD,H,FALSE
8986,AP00008986,CO02,2024,1,VEND00597,17-07-2024,,15-09-2024,5166.31,USD,H,TRUE
8987,AP00008987,CO03,2024,1,VEND00241,17-07-2024,13-08-2024,14-09-2024,17657.61,USD,H,FALSE
8988,AP00008988,CO02,2024,1,VEND00519,17-07-2024,10-08-2024,17-09-2024,7466.12,USD,H,FALSE
8989,AP00008989,CO03,2024,1,VEND01106,17-07-2024,14-08-2024,07-09-2024,3490.61,USD,H,FALSE
8990,AP00008990,CO01,2024,1,VEND01444,17-07-2024,12-09-2024,10-09-2024,15297.36,USD,H,FALSE
8991,AP00008991,CO01,2024,1,VEND01343,17-07-2024,15-08-2024,04-09-2024,4832.28,USD,H,FALSE
8992,AP00008992,CO03,2024,1,VEND01050,17-07-2024,24-07-2024,04-09-2024,18729.71,USD,H,FALSE
8993,AP00008993,CO03,2024,1,VEND01487,17-07-2024,13-08-2024,16-09-2024,11894.93,USD,H,FALSE
8994,AP00008994,CO02,2024,1,VEND01404,18-07-2024,17-09-2024,08-09-2024,19052.72,USD,H,FALSE
8995,AP00008995,CO02,2024,1,VEND00210,18-07-2024,07-08-2024,11-09-2024,4448.93,USD,H,FALSE
8996,AP00008996,CO02,2024,1,VEND00372,18-07-2024,,07-09-2024,11254.47,USD,H,TRUE
8997,AP00008997,CO01,2024,1,VEND01226,18-07-2024,12-08-2024,15-09-2024,16066.7,USD,H,FALSE
8998,AP00008998,CO03,2024,1,VEND00472,18-07-2024,15-08-2024,13-09-2024,9305.34,USD,H,FALSE
8999,AP00008999,CO01,2024,1,VEND00320,18-07-2024,29-07-2024,06-09-2024,2638.17,USD,H,FALSE
9000,AP00009000,CO03,2024,1,VEND00338,18-07-2024,12-08-2024,16-09-2024,19910.72,USD,H,FALSE
9001,AP00009001,CO01,2024,1,VEND00524,18-07-2024,23-07-2024,09-09-2024,19063.22,USD,H,FALSE
9002,AP00009002,CO01,2024,1,VEND00384,18-07-2024,06-08-2024,05-09-2024,18634.67,USD,H,FALSE
9003,AP00009003,CO02,2024,1,VEND00436,18-07-2024,27-07-2024,17-09-2024,7383.76,USD,H,FALSE
9004,AP00009004,CO02,2024,1,VEND00162,18-07-2024,27-07-2024,13-09-2024,14669.21,USD,H,FALSE
9005,AP00009005,CO02,2024,1,VEND00921,18-07-2024,25-07-2024,12-09-2024,17574.42,USD,H,FALSE
9006,AP00009006,CO03,2024,1,VEND01273,18-07-2024,30-07-2024,05-09-2024,1425.64,USD,H,FALSE
9007,AP00009007,CO01,2024,1,VEND01366,18-07-2024,22-09-2024,17-09-2024,7464.36,USD,H,FALSE
9008,AP00009008,CO02,2024,1,VEND01173,18-07-2024,13-08-2024,07-09-2024,603.48,USD,H,FALSE
9009,AP00009009,CO03,2024,1,VEND01380,18-07-2024,,11-09-2024,3461.44,USD,H,TRUE
9010,AP00009010,CO01,2024,1,VEND01017,18-07-2024,24-07-2024,18-09-2024,18613.94,USD,H,FALSE
9011,AP00009011,CO03,2024,1,VEND00684,18-07-2024,04-08-2024,11-09-2024,19431.14,USD,H,FALSE
9012,AP00009012,CO02,2024,1,VEND00063,18-07-2024,12-08-2024,02-09-2024,15952.5,USD,H,FALSE
9013,AP00009013,CO01,2024,1,VEND00734,18-07-2024,13-08-2024,08-09-2024,7650.26,USD,H,FALSE
9014,AP00009014,CO01,2024,1,VEND00388,18-07-2024,16-08-2024,04-09-2024,14853.3,USD,H,FALSE
9015,AP00009015,CO03,2024,1,VEND00201,18-07-2024,16-08-2024,15-09-2024,4108.4,USD,H,FALSE
9016,AP00009016,CO01,2024,1,VEND01307,18-07-2024,07-09-2024,06-09-2024,11788.53,USD,H,FALSE
9017,AP00009017,CO03,2024,1,VEND00995,18-07-2024,26-07-2024,04-09-2024,4645.72,USD,H,FALSE
9018,AP00009018,CO02,2024,1,VEND01481,18-07-2024,16-08-2024,12-09-2024,9229.18,USD,H,FALSE
9019,AP00009019,CO02,2024,1,VEND01227,18-07-2024,14-08-2024,14-09-2024,926.27,USD,H,FALSE
9020,AP00009020,CO01,2024,1,VEND01202,19-07-2024,10-08-2024,06-09-2024,16008.86,USD,H,FALSE
9021,AP00009021,CO03,2024,1,VEND00368,19-07-2024,05-08-2024,09-09-2024,10622.36,USD,H,FALSE
9022,AP00009022,CO01,2024,1,VEND00690,19-07-2024,10-08-2024,20-09-2024,13707.87,USD,H,FALSE
9023,AP00009023,CO01,2024,1,VEND01100,19-07-2024,,13-09-2024,13228.2,USD,H,TRUE
9024,AP00009024,CO01,2024,1,VEND01298,19-07-2024,12-08-2024,14-09-2024,17793.48,USD,H,FALSE
9025,AP00009025,CO02,2024,1,VEND00126,19-07-2024,09-08-2024,06-09-2024,9995.81,USD,H,FALSE
9026,AP00009026,CO03,2024,1,VEND01059,19-07-2024,11-08-2024,11-09-2024,4609.84,USD,H,FALSE
9027,AP00009027,CO01,2024,1,VEND00806,19-07-2024,,17-09-2024,19043.2,USD,H,TRUE
9028,AP00009028,CO01,2024,1,VEND00112,19-07-2024,06-08-2024,13-09-2024,18118.82,USD,H,FALSE
9029,AP00009029,CO03,2024,1,VEND00444,19-07-2024,31-07-2024,15-09-2024,13575.93,USD,H,FALSE
9030,AP00009030,CO03,2024,1,VEND00089,19-07-2024,06-08-2024,09-09-2024,4743.77,USD,H,FALSE
9031,AP00009031,CO01,2024,1,VEND00342,19-07-2024,28-07-2024,12-09-2024,17902.85,USD,H,FALSE
9032,AP00009032,CO03,2024,1,VEND00068,19-07-2024,30-07-2024,09-09-2024,16553.03,USD,H,FALSE
9033,AP00009033,CO03,2024,1,VEND00537,19-07-2024,09-08-2024,23-09-2024,4430.27,USD,H,FALSE
9034,AP00009034,CO01,2024,1,VEND00144,19-07-2024,,13-09-2024,9383.39,USD,H,TRUE
9035,AP00009035,CO03,2024,1,VEND00948,19-07-2024,13-08-2024,12-09-2024,2375.57,USD,H,FALSE
9036,AP00009036,CO03,2024,1,VEND01185,19-07-2024,29-07-2024,10-09-2024,10236.36,USD,H,FALSE
9037,AP00009037,CO03,2024,1,VEND00446,19-07-2024,11-08-2024,15-09-2024,3075.22,USD,H,FALSE
9038,AP00009038,CO02,2024,1,VEND00911,19-07-2024,02-08-2024,07-09-2024,1264.72,USD,H,FALSE
9039,AP00009039,CO02,2024,1,VEND00912,19-07-2024,11-08-2024,09-09-2024,9146.13,USD,H,FALSE
9040,AP00009040,CO03,2024,1,VEND01364,19-07-2024,09-08-2024,14-09-2024,15046.51,USD,H,FALSE
9041,AP00009041,CO03,2024,1,VEND00334,19-07-2024,16-08-2024,08-09-2024,8600.54,USD,H,FALSE
9042,AP00009042,CO02,2024,1,VEND00592,19-07-2024,29-07-2024,11-09-2024,118.61,USD,H,FALSE
9043,AP00009043,CO01,2024,1,VEND01249,19-07-2024,26-07-2024,14-09-2024,14439.92,USD,H,FALSE
9044,AP00009044,CO03,2024,1,VEND00182,19-07-2024,31-07-2024,06-09-2024,15899.73,USD,H,FALSE
9045,AP00009045,CO03,2024,1,VEND00488,19-07-2024,17-09-2024,14-09-2024,2074.94,USD,H,FALSE
9046,AP00009046,CO01,2024,1,VEND00473,20-07-2024,31-07-2024,07-09-2024,12388.64,USD,H,FALSE
9047,AP00009047,CO02,2024,1,VEND00343,20-07-2024,02-08-2024,14-09-2024,14573.73,USD,H,FALSE
9048,AP00009048,CO02,2024,1,VEND01445,20-07-2024,21-09-2024,15-09-2024,16802.26,USD,H,FALSE
9049,AP00009049,CO01,2024,1,VEND00781,20-07-2024,07-08-2024,14-09-2024,8787.31,USD,H,FALSE
9050,AP00009050,CO02,2024,1,VEND00506,20-07-2024,27-07-2024,04-09-2024,9034.08,USD,H,FALSE
9051,AP00009051,CO02,2024,1,VEND01115,21-07-2024,28-07-2024,15-09-2024,7341.95,USD,H,FALSE
9052,AP00009052,CO01,2024,1,VEND01435,21-07-2024,16-08-2024,16-09-2024,2800.19,USD,H,FALSE
9053,AP00009053,CO01,2024,1,VEND00924,21-07-2024,30-07-2024,12-09-2024,2633.09,USD,H,FALSE
9054,AP00009054,CO02,2024,1,VEND00712,21-07-2024,01-08-2024,12-09-2024,4586.23,USD,H,FALSE
9055,AP00009055,CO01,2024,1,VEND00235,21-07-2024,,13-09-2024,1932.04,USD,H,TRUE
9056,AP00009056,CO01,2024,1,VEND00989,21-07-2024,14-08-2024,17-09-2024,18710.52,USD,H,FALSE
9057,AP00009057,CO02,2024,1,VEND00030,22-07-2024,31-07-2024,13-09-2024,4295.99,USD,H,FALSE
9058,AP00009058,CO02,2024,1,VEND01161,22-07-2024,15-08-2024,19-09-2024,8903.4,USD,H,FALSE
9059,AP00009059,CO01,2024,1,VEND00916,22-07-2024,29-07-2024,16-09-2024,12535.17,USD,H,FALSE
9060,AP00009060,CO03,2024,1,VEND01122,22-07-2024,28-07-2024,08-09-2024,3901.21,USD,H,FALSE
9061,AP00009061,CO02,2024,1,VEND00772,22-07-2024,27-07-2024,15-09-2024,18710.49,USD,H,FALSE
9062,AP00009062,CO01,2024,1,VEND00145,22-07-2024,04-09-2024,31-08-2024,15234.96,USD,H,FALSE
9063,AP00009063,CO02,2024,1,VEND00202,22-07-2024,15-08-2024,21-09-2024,10758.12,USD,H,FALSE
9064,AP00009064,CO02,2024,1,VEND00609,22-07-2024,09-08-2024,14-09-2024,10269.48,USD,H,FALSE
9065,AP00009065,CO01,2024,1,VEND01353,22-07-2024,15-08-2024,10-09-2024,6077.78,USD,H,FALSE
9066,AP00009066,CO01,2024,1,VEND01039,22-07-2024,09-08-2024,26-09-2024,5601.52,USD,H,FALSE
9067,AP00009067,CO01,2024,1,VEND01495,22-07-2024,16-08-2024,14-09-2024,6270.65,USD,H,FALSE
9068,AP00009068,CO02,2024,1,VEND00670,22-07-2024,24-09-2024,15-09-2024,8058.65,USD,H,FALSE
9069,AP00009069,CO01,2024,1,VEND01149,22-07-2024,27-07-2024,15-09-2024,9812.92,USD,H,FALSE
9070,AP00009070,CO02,2024,1,VEND00470,22-07-2024,12-08-2024,21-09-2024,15878.68,USD,H,FALSE
9071,AP00009071,CO03,2024,1,VEND00437,22-07-2024,18-08-2024,16-09-2024,6784.56,USD,H,FALSE
9072,AP00009072,CO01,2024,1,VEND00657,22-07-2024,22-09-2024,17-09-2024,17096.73,USD,H,FALSE
9073,AP00009073,CO02,2024,1,VEND00666,22-07-2024,15-08-2024,18-09-2024,1288.54,USD,H,FALSE
9074,AP00009074,CO02,2024,1,VEND00546,22-07-2024,07-08-2024,17-09-2024,6561.68,USD,H,FALSE
9075,AP00009075,CO02,2024,1,VEND01226,22-07-2024,29-07-2024,19-09-2024,5547.66,USD,H,FALSE
9076,AP00009076,CO01,2024,1,VEND00966,22-07-2024,09-08-2024,13-09-2024,16473.29,USD,H,FALSE
9077,AP00009077,CO03,2024,1,VEND00824,22-07-2024,11-08-2024,15-09-2024,6882.52,USD,H,FALSE
9078,AP00009078,CO02,2024,1,VEND01396,22-07-2024,26-09-2024,17-09-2024,16138.34,USD,H,FALSE
9079,AP00009079,CO02,2024,1,VEND01140,22-07-2024,20-09-2024,17-09-2024,3363.32,USD,H,FALSE
9080,AP00009080,CO03,2024,1,VEND00445,22-07-2024,21-09-2024,16-09-2024,11992.45,USD,H,FALSE
9081,AP00009081,CO02,2024,1,VEND01316,22-07-2024,02-08-2024,20-09-2024,5011.09,USD,H,FALSE
9082,AP00009082,CO01,2024,1,VEND00328,22-07-2024,10-08-2024,15-09-2024,1740.07,USD,H,FALSE
9083,AP00009083,CO02,2024,1,VEND00741,22-07-2024,30-07-2024,21-09-2024,18046.05,USD,H,FALSE
9084,AP00009084,CO03,2024,1,VEND01482,22-07-2024,05-08-2024,15-09-2024,790.94,USD,H,FALSE
9085,AP00009085,CO02,2024,1,VEND00771,22-07-2024,16-08-2024,20-09-2024,2372.88,USD,H,FALSE
9086,AP00009086,CO02,2024,1,VEND00472,23-07-2024,25-09-2024,15-09-2024,15153.88,USD,H,FALSE
9087,AP00009087,CO03,2024,1,VEND00797,23-07-2024,22-08-2024,11-09-2024,16640.68,USD,H,FALSE
9088,AP00009088,CO02,2024,1,VEND00890,23-07-2024,21-09-2024,20-09-2024,18389.61,USD,H,FALSE
9089,AP00009089,CO02,2024,1,VEND00010,23-07-2024,14-08-2024,22-09-2024,17572.56,USD,H,FALSE
9090,AP00009090,CO01,2024,1,VEND00691,23-07-2024,12-08-2024,14-09-2024,2845.78,USD,H,FALSE
9091,AP00009091,CO02,2024,1,VEND01148,23-07-2024,11-08-2024,22-09-2024,7828.75,USD,H,FALSE
9092,AP00009092,CO02,2024,1,VEND00222,23-07-2024,05-08-2024,10-09-2024,4854.88,USD,H,FALSE
9093,AP00009093,CO01,2024,1,VEND01342,23-07-2024,04-08-2024,22-09-2024,1968.46,USD,H,FALSE
9094,AP00009094,CO02,2024,1,VEND00829,23-07-2024,05-08-2024,12-09-2024,2934.13,USD,H,FALSE
9095,AP00009095,CO02,2024,1,VEND00864,23-07-2024,,11-09-2024,12043.71,USD,H,TRUE
9096,AP00009096,CO03,2024,1,VEND00891,23-07-2024,18-08-2024,13-09-2024,14728.65,USD,H,FALSE
9097,AP00009097,CO02,2024,1,VEND00355,23-07-2024,03-08-2024,12-09-2024,4088.49,USD,H,FALSE
9098,AP00009098,CO01,2024,1,VEND01140,23-07-2024,16-08-2024,13-09-2024,7960.12,USD,H,FALSE
9099,AP00009099,CO02,2024,1,VEND01393,23-07-2024,13-08-2024,18-09-2024,14569.03,USD,H,FALSE
9100,AP00009100,CO01,2024,1,VEND00447,23-07-2024,29-07-2024,12-09-2024,15533.51,USD,H,FALSE
9101,AP00009101,CO03,2024,1,VEND01225,23-07-2024,08-08-2024,20-09-2024,6585.37,USD,H,FALSE
9102,AP00009102,CO03,2024,1,VEND00571,23-07-2024,01-08-2024,21-09-2024,6618.71,USD,H,FALSE
9103,AP00009103,CO03,2024,1,VEND01226,23-07-2024,,13-09-2024,10179.47,USD,H,TRUE
9104,AP00009104,CO03,2024,1,VEND01360,23-07-2024,29-09-2024,19-09-2024,3264.35,USD,H,FALSE
9105,AP00009105,CO03,2024,1,VEND00331,23-07-2024,24-09-2024,18-09-2024,17217.11,USD,H,FALSE
9106,AP00009106,CO03,2024,1,VEND00443,23-07-2024,11-08-2024,09-09-2024,13163.69,USD,H,FALSE
9107,AP00009107,CO01,2024,1,VEND01140,23-07-2024,14-08-2024,13-09-2024,3756.86,USD,H,FALSE
9108,AP00009108,CO01,2024,1,VEND00846,23-07-2024,16-08-2024,12-09-2024,445.61,USD,H,FALSE
9109,AP00009109,CO02,2024,1,VEND00673,24-07-2024,10-08-2024,12-09-2024,19061.64,USD,H,FALSE
9110,AP00009110,CO03,2024,1,VEND00128,24-07-2024,13-08-2024,17-09-2024,19987.64,USD,H,FALSE
9111,AP00009111,CO01,2024,1,VEND01154,24-07-2024,11-08-2024,20-09-2024,17634.84,USD,H,FALSE
9112,AP00009112,CO02,2024,1,VEND00804,24-07-2024,06-08-2024,17-09-2024,15680.53,USD,H,FALSE
9113,AP00009113,CO03,2024,1,VEND00647,24-07-2024,09-08-2024,17-09-2024,210.54,USD,H,FALSE
9114,AP00009114,CO01,2024,1,VEND01403,24-07-2024,22-08-2024,16-09-2024,18399.74,USD,H,FALSE
9115,AP00009115,CO03,2024,1,VEND01143,24-07-2024,04-08-2024,17-09-2024,14797.87,USD,H,FALSE
9116,AP00009116,CO02,2024,1,VEND01423,24-07-2024,06-08-2024,21-09-2024,334.52,USD,H,FALSE
9117,AP00009117,CO03,2024,1,VEND00525,24-07-2024,30-07-2024,16-09-2024,3234.09,USD,H,FALSE
9118,AP00009118,CO03,2024,1,VEND01033,24-07-2024,06-08-2024,13-09-2024,8178.83,USD,H,FALSE
9119,AP00009119,CO03,2024,1,VEND00842,24-07-2024,11-08-2024,13-09-2024,16344.78,USD,H,FALSE
9120,AP00009120,CO01,2024,1,VEND00785,24-07-2024,,20-09-2024,5567.3,USD,H,TRUE
9121,AP00009121,CO01,2024,1,VEND00024,24-07-2024,,13-09-2024,14188.98,USD,H,TRUE
9122,AP00009122,CO03,2024,1,VEND01157,24-07-2024,12-08-2024,16-09-2024,18123.74,USD,H,FALSE
9123,AP00009123,CO03,2024,1,VEND01343,24-07-2024,08-08-2024,17-09-2024,12853.8,USD,H,FALSE
9124,AP00009124,CO01,2024,1,VEND01293,24-07-2024,10-08-2024,11-09-2024,17828.25,USD,H,FALSE
9125,AP00009125,CO03,2024,1,VEND00653,24-07-2024,,16-09-2024,6460.93,USD,H,TRUE
9126,AP00009126,CO03,2024,1,VEND01238,24-07-2024,18-08-2024,21-09-2024,13361.46,USD,H,FALSE
9127,AP00009127,CO03,2024,1,VEND01318,24-07-2024,10-08-2024,12-09-2024,15669.03,USD,H,FALSE
9128,AP00009128,CO02,2024,1,VEND00677,24-07-2024,03-08-2024,28-09-2024,19274,USD,H,FALSE
9129,AP00009129,CO03,2024,1,VEND00043,24-07-2024,31-07-2024,21-09-2024,17996.89,USD,H,FALSE
9130,AP00009130,CO01,2024,1,VEND00234,24-07-2024,29-07-2024,13-09-2024,14654.75,USD,H,FALSE
9131,AP00009131,CO03,2024,1,VEND00944,24-07-2024,19-08-2024,12-09-2024,3637.72,USD,H,FALSE
9132,AP00009132,CO03,2024,1,VEND00120,24-07-2024,23-08-2024,19-09-2024,6210.79,USD,H,FALSE
9133,AP00009133,CO03,2024,1,VEND01356,24-07-2024,22-08-2024,08-09-2024,11568.74,USD,H,FALSE
9134,AP00009134,CO03,2024,1,VEND00322,24-07-2024,16-08-2024,09-09-2024,6652.51,USD,H,FALSE
9135,AP00009135,CO03,2024,1,VEND00394,24-07-2024,,20-09-2024,6180.38,USD,H,TRUE
9136,AP00009136,CO03,2024,1,VEND01290,24-07-2024,19-08-2024,17-09-2024,19935.95,USD,H,FALSE
9137,AP00009137,CO03,2024,1,VEND00512,24-07-2024,21-08-2024,12-09-2024,17750.04,USD,H,FALSE
9138,AP00009138,CO01,2024,1,VEND01271,24-07-2024,05-08-2024,18-09-2024,18211.28,USD,H,FALSE
9139,AP00009139,CO02,2024,1,VEND01493,24-07-2024,17-08-2024,20-09-2024,131.62,USD,H,FALSE
9140,AP00009140,CO01,2024,1,VEND00560,25-07-2024,20-08-2024,21-09-2024,16615.32,USD,H,FALSE
9141,AP00009141,CO02,2024,1,VEND00373,25-07-2024,12-09-2024,08-09-2024,7787.93,USD,H,FALSE
9142,AP00009142,CO02,2024,1,VEND01040,25-07-2024,05-08-2024,17-09-2024,651.86,USD,H,FALSE
9143,AP00009143,CO02,2024,1,VEND00470,25-07-2024,,03-10-2024,8848.97,USD,H,TRUE
9144,AP00009144,CO02,2024,1,VEND00060,25-07-2024,19-08-2024,16-09-2024,2228.61,USD,H,FALSE
9145,AP00009145,CO01,2024,1,VEND01381,25-07-2024,10-08-2024,23-09-2024,6372.98,USD,H,FALSE
9146,AP00009146,CO02,2024,1,VEND01003,25-07-2024,23-09-2024,16-09-2024,2626.36,USD,H,FALSE
9147,AP00009147,CO01,2024,1,VEND00857,25-07-2024,11-08-2024,18-09-2024,19578.02,USD,H,FALSE
9148,AP00009148,CO02,2024,1,VEND00555,25-07-2024,17-08-2024,25-09-2024,14729.92,USD,H,FALSE
9149,AP00009149,CO02,2024,1,VEND00955,25-07-2024,08-08-2024,23-09-2024,17058.85,USD,H,FALSE
