asset_number,sub_number,company_code,asset_class,asset_description,capitalization_date,deactivation_date
A01502,0,CO02,BUILDING,Although why theory.,17-02-2023,
A01503,0,CO01,MACHINERY,Article eight.,09-02-2024,
A01504,0,CO02,VEHICLE,Maintain possible agree center control.,08-06-2021,
A01505,0,CO01,MACHINERY,Family through develop story.,02-09-2022,
A01506,0,CO02,FURNITURE,Suggest say similar he.,26-04-2021,
A01507,0,CO02,MACHINERY,None work.,20-09-2022,
A01508,0,CO01,VEHICLE,Republican investment hour stop.,21-07-2024,
A01509,0,CO03,BUILDING,Stop civil.,06-09-2022,
A01510,0,CO01,COMPUTER,Beyond remain high.,13-01-2023,
A01511,0,CO03,VEHICLE,Necessary administration realize.,16-10-2022,
A01512,0,CO03,COMPUTER,Full half party even medical.,08-12-2021,
A01513,0,CO03,BUILDING,Wide cover power science.,04-05-2021,
A01514,0,CO01,BUILDING,Letter lead.,16-07-2024,
A01515,0,CO03,COMPUTER,Save film movement.,12-08-2023,
A01516,0,CO02,COMPUTER,Region employee bring.,24-09-2023,
A01517,0,CO01,BUILDING,Best before lot thing.,11-02-2022,
A01518,0,CO02,COMPUTER,Use activity manage radio.,14-04-2024,
A01519,0,CO01,COMPUTER,From test step.,22-04-2023,
A01520,0,CO03,FURNITURE,Same team table during.,01-02-2025,
A01521,0,CO03,COMPUTER,Media role discover ask health.,09-02-2023,
A01522,0,CO01,MACHINERY,Name cause hot produce.,12-09-2024,
A01523,0,CO01,BUILDING,Trouble international base good.,27-02-2022,
A01524,0,CO01,COMPUTER,Cold dog authority sport.,14-05-2022,
A01525,0,CO03,COMPUTER,Worker far culture property magazine.,21-01-2023,
A01526,0,CO01,MACHINERY,Push feeling notice father remain.,13-09-2024,
A01527,0,CO02,BUILDING,Protect fill.,27-12-2023,
A01528,0,CO03,FURNITURE,Play matter peace.,07-11-2023,
A01529,0,CO02,FURNITURE,Pm nothing.,31-10-2023,
A01530,0,CO02,MACHINERY,Safe statement ask rate.,04-09-2023,
A01531,0,CO03,COMPUTER,Cause yet interest.,08-07-2024,
A01532,0,CO02,VEHICLE,Such scene off run.,17-08-2021,
A01533,0,CO01,COMPUTER,His recently exactly whose affect.,30-03-2024,
A01534,0,CO02,COMPUTER,Answer military maintain plan system.,08-04-2021,
A01535,0,CO01,COMPUTER,Exist him recognize someone.,26-08-2024,
A01536,0,CO02,COMPUTER,General magazine other win national.,21-10-2022,
A01537,0,CO01,VEHICLE,Huge movie few.,16-10-2021,
A01538,0,CO01,FURNITURE,Number ten say should.,25-02-2023,
A01539,0,CO02,VEHICLE,Eight huge find.,21-12-2022,
A01540,0,CO01,MACHINERY,Low moment car sign.,31-03-2023,
A01541,0,CO02,MACHINERY,Kind first.,31-12-2023,
A01542,0,CO01,COMPUTER,Industry at.,19-02-2022,
A01543,0,CO02,MACHINERY,School charge able person.,07-10-2023,
A01544,0,CO01,BUILDING,Way million.,21-09-2023,
A01545,0,CO01,BUILDING,Score go even television moment.,05-12-2024,
A01546,0,CO03,FURNITURE,Care response.,25-04-2022,
A01547,0,CO02,BUILDING,Her my nice during cup.,23-04-2023,
A01548,0,CO03,BUILDING,By similar environmental.,20-12-2022,
A01549,0,CO01,BUILDING,Structure light each.,26-07-2021,
A01550,0,CO02,COMPUTER,From pretty fact number.,07-07-2021,
A01551,0,CO02,VEHICLE,Now career worry exactly position.,24-05-2023,
A01552,0,CO02,BUILDING,Activity break.,27-02-2025,
A01553,0,CO02,FURNITURE,Weight democratic teach section.,03-07-2022,
A01554,0,CO02,BUILDING,Especially player.,04-02-2023,
A01555,0,CO02,FURNITURE,Idea hope.,28-03-2023,
A01556,0,CO02,COMPUTER,Challenge quickly.,11-12-2022,
A01557,0,CO01,MACHINERY,Know expert tend.,18-11-2023,
A01558,0,CO03,BUILDING,Week kind policy rich glass.,03-11-2023,
A01559,0,CO02,VEHICLE,Realize get media.,01-08-2024,
A01560,0,CO01,VEHICLE,Special arrive respond add report.,06-06-2024,
A01561,0,CO02,VEHICLE,White area land.,01-09-2022,
A01562,0,CO02,FURNITURE,Police skin human Republican head.,18-01-2022,
A01563,0,CO01,FURNITURE,Social front expert camera base.,13-06-2021,
A01564,0,CO01,VEHICLE,Lot sense good leader.,13-05-2021,
A01565,0,CO01,BUILDING,Similar ability property church just.,12-07-2023,
A01566,0,CO02,FURNITURE,Thought necessary choose throw.,18-09-2021,
A01567,0,CO03,FURNITURE,Both respond note.,11-06-2021,
A01568,0,CO03,MACHINERY,Especially suddenly budget really police.,03-05-2023,
A01569,0,CO02,VEHICLE,Without institution.,01-02-2025,
A01570,0,CO02,FURNITURE,Authority good however on drive.,30-10-2024,
A01571,0,CO02,MACHINERY,Agency challenge their oil likely.,30-04-2021,
A01572,0,CO01,BUILDING,Increase behavior about relationship.,05-02-2023,
A01573,0,CO01,COMPUTER,Still try campaign treatment.,28-05-2021,
A01574,0,CO03,BUILDING,Example watch that huge.,10-02-2024,
A01575,0,CO03,COMPUTER,Interview candidate.,16-10-2024,
A01576,0,CO01,FURNITURE,Note size prepare dream.,12-07-2022,
A01577,0,CO02,MACHINERY,Base generation for.,02-12-2021,
A01578,0,CO02,VEHICLE,None improve either.,11-11-2022,
A01579,0,CO02,MACHINERY,Property maybe husband.,27-05-2021,
A01580,0,CO02,VEHICLE,Return agree.,12-11-2023,
A01581,0,CO01,VEHICLE,Fight speech mention traditional debate.,31-05-2021,
A01582,0,CO01,BUILDING,Production tough.,18-09-2023,
A01583,0,CO03,COMPUTER,Expert push town product from.,25-10-2024,
A01584,0,CO02,COMPUTER,Ten participant.,07-03-2023,
A01585,0,CO01,BUILDING,Same consider five force.,29-07-2022,
A01586,0,CO02,BUILDING,Oil language market.,12-05-2023,
A01587,0,CO03,FURNITURE,Both attention decide hard seem.,15-10-2021,
A01588,0,CO01,FURNITURE,For each onto.,18-11-2024,
A01589,0,CO03,MACHINERY,School create buy candidate.,18-08-2024,
A01590,0,CO03,COMPUTER,Produce financial contain.,15-09-2024,
A01591,0,CO01,COMPUTER,Affect plant child gas prepare.,24-04-2021,
A01592,0,CO03,VEHICLE,Soon American price big.,24-04-2021,
A01593,0,CO02,BUILDING,Sign parent improve name.,17-03-2023,
A01594,0,CO03,MACHINERY,Task save minute.,29-03-2023,
A01595,0,CO02,FURNITURE,Program remain admit capital responsibility.,18-06-2024,
A01596,0,CO01,COMPUTER,Huge more foreign man.,01-10-2023,
A01597,0,CO02,COMPUTER,Discussion everybody boy.,07-08-2022,
A01598,0,CO03,FURNITURE,Both defense old including.,10-09-2022,
A01599,0,CO03,VEHICLE,Industry soldier.,16-12-2023,
A01600,0,CO02,COMPUTER,Difference class send.,03-09-2022,
A01601,0,CO01,FURNITURE,Between join.,18-10-2024,
A01602,0,CO03,FURNITURE,Several risk there company stop.,23-07-2024,
A01603,0,CO02,VEHICLE,Other by mind forward.,31-07-2022,
A01604,0,CO01,MACHINERY,Protect effect color loss.,02-10-2024,
A01605,0,CO01,COMPUTER,Actually seem wife piece.,20-02-2025,
A01606,0,CO01,VEHICLE,Attack since hold sign.,26-03-2022,
A01607,0,CO03,MACHINERY,Most practice team never note.,05-08-2024,
A01608,0,CO01,MACHINERY,Number resource always.,23-12-2022,
A01609,0,CO03,COMPUTER,Nice which individual measure.,28-12-2021,
A01610,0,CO01,MACHINERY,Door research view.,27-04-2021,
A01611,0,CO03,COMPUTER,Recognize plan operation.,17-10-2023,
A01612,0,CO03,VEHICLE,Course whole listen many.,06-09-2022,
A01613,0,CO03,MACHINERY,Send hundred picture center account.,04-08-2021,
A01614,0,CO02,VEHICLE,Away standard.,28-01-2024,
A01615,0,CO03,VEHICLE,Prepare subject think forget write.,29-10-2021,
A01616,0,CO01,VEHICLE,Address yard.,05-11-2021,
A01617,0,CO03,BUILDING,Indeed think.,30-03-2022,
A01618,0,CO03,COMPUTER,Western area course.,18-06-2021,
A01619,0,CO03,FURNITURE,Science case light.,01-08-2024,
A01620,0,CO03,BUILDING,House father forward.,15-07-2024,
A01621,0,CO01,BUILDING,Attention foreign fight accept.,25-02-2023,
A01622,0,CO02,MACHINERY,Deal least whether performance so.,11-05-2022,
A01623,0,CO03,COMPUTER,Area perform.,19-10-2024,
A01624,0,CO02,BUILDING,Gas design identify machine public.,06-01-2022,
A01625,0,CO02,FURNITURE,Property store another knowledge.,13-01-2025,
A01626,0,CO01,COMPUTER,Attorney hospital catch.,17-11-2024,
A01627,0,CO03,BUILDING,Officer place dinner economic just.,25-11-2021,
A01628,0,CO03,FURNITURE,Trade fear entire.,05-01-2024,
A01629,0,CO02,VEHICLE,Sell character western fire.,17-09-2024,
A01630,0,CO03,MACHINERY,Item society sell.,15-11-2023,
A01631,0,CO01,FURNITURE,Safe owner push.,30-04-2023,
A01632,0,CO03,BUILDING,Force fast.,11-03-2022,
A01633,0,CO02,VEHICLE,Serious child.,18-02-2022,
A01634,0,CO01,COMPUTER,Sense per happen.,05-09-2024,
A01635,0,CO01,BUILDING,Sell per along.,25-04-2021,
A01636,0,CO02,FURNITURE,Debate although doctor.,09-07-2024,
A01637,0,CO03,COMPUTER,Create now pretty.,28-07-2024,
A01638,0,CO01,FURNITURE,Dog class best main I.,20-08-2024,
A01639,0,CO02,MACHINERY,Air individual gun cultural.,30-03-2023,
A01640,0,CO02,COMPUTER,Stock top.,11-05-2021,
A01641,0,CO02,VEHICLE,More see.,07-06-2023,
A01642,0,CO03,MACHINERY,Security draw.,18-07-2022,
A01643,0,CO01,COMPUTER,Yet nearly money among anything.,19-07-2023,
A01644,0,CO02,MACHINERY,Consumer per.,13-11-2023,
A01645,0,CO02,BUILDING,Likely worker kitchen myself.,12-02-2023,
A01646,0,CO03,COMPUTER,Tough hot past season.,15-07-2021,
A01647,0,CO02,FURNITURE,Cultural mean.,18-06-2021,
A01648,0,CO02,VEHICLE,Different society nothing while.,05-02-2024,
A01649,0,CO03,COMPUTER,Training card head.,06-09-2022,
A01650,0,CO03,BUILDING,Challenge different.,05-04-2021,
A01651,0,CO02,VEHICLE,Action first why stop ability.,20-01-2023,
A01652,0,CO02,BUILDING,Standard war perform inside.,12-11-2024,
A01653,0,CO03,FURNITURE,Fall discuss democratic.,26-08-2022,
A01654,0,CO02,MACHINERY,Lose seem leader fall.,25-08-2021,
A01655,0,CO03,BUILDING,Movement here resource.,11-09-2022,
A01656,0,CO02,BUILDING,Let back.,31-01-2023,
A01657,0,CO02,COMPUTER,Cell product the.,06-06-2022,
A01658,0,CO01,MACHINERY,Operation space same buy likely.,23-12-2021,
A01659,0,CO02,COMPUTER,Detail make eat trouble.,18-03-2023,
A01660,0,CO02,COMPUTER,Model last window three past.,28-04-2023,
A01661,0,CO01,BUILDING,Early blood live.,24-11-2022,
A01662,0,CO02,MACHINERY,Necessary laugh.,16-07-2024,
A01663,0,CO02,COMPUTER,Yes grow member worry.,23-04-2021,
A01664,0,CO03,BUILDING,Partner end store.,22-02-2024,
A01665,0,CO03,VEHICLE,Good how system.,19-04-2022,
A01666,0,CO02,MACHINERY,Story office eight.,04-03-2022,
A01667,0,CO02,MACHINERY,Attorney return education level.,14-09-2022,
A01668,0,CO03,BUILDING,Charge heavy break.,29-10-2022,
A01669,0,CO01,BUILDING,Tonight part last total official.,24-05-2021,
A01670,0,CO01,BUILDING,Sure benefit say bank world.,15-10-2021,
A01671,0,CO03,BUILDING,Avoid sound bank.,20-01-2025,
A01672,0,CO02,MACHINERY,Score card better send.,01-08-2023,
A01673,0,CO03,VEHICLE,Seven save explain could.,30-08-2023,
A01674,0,CO01,MACHINERY,Result add style.,22-05-2024,
A01675,0,CO02,BUILDING,Approach training cell rest particular.,27-11-2024,
A01676,0,CO01,FURNITURE,Science support.,19-10-2024,
A01677,0,CO01,COMPUTER,Yet heart entire.,12-07-2021,
A01678,0,CO02,VEHICLE,Himself hit phone.,14-04-2024,
A01679,0,CO03,COMPUTER,Edge still paper either.,27-06-2023,
A01680,0,CO01,BUILDING,Soldier community per.,19-09-2024,
A01681,0,CO01,FURNITURE,Fund collection support.,20-08-2022,
A01682,0,CO01,MACHINERY,Check chance radio catch.,20-10-2022,
A01683,0,CO01,VEHICLE,Hope discussion right our.,15-03-2022,
A01684,0,CO03,COMPUTER,Store hit risk compare.,29-01-2022,
A01685,0,CO01,COMPUTER,Speech sea.,17-10-2024,
A01686,0,CO02,VEHICLE,All plant event threat become.,24-05-2021,
A01687,0,CO02,COMPUTER,Discuss organization.,31-05-2023,
A01688,0,CO03,FURNITURE,Style himself trade pick act.,08-04-2021,
A01689,0,CO02,BUILDING,Base oil weight or then.,20-09-2023,
A01690,0,CO02,COMPUTER,Nation religious.,11-12-2022,
A01691,0,CO02,COMPUTER,Maybe purpose blood.,21-01-2025,
A01692,0,CO02,MACHINERY,Sport hold.,30-08-2021,
A01693,0,CO02,MACHINERY,Respond buy floor consider.,25-05-2023,
A01694,0,CO03,MACHINERY,Seat writer despite between.,03-07-2023,
A01695,0,CO02,COMPUTER,Boy movement.,06-02-2023,
A01696,0,CO01,FURNITURE,Address service white.,01-01-2025,
A01697,0,CO03,COMPUTER,Else present before.,05-12-2024,
A01698,0,CO02,MACHINERY,Own subject sister.,27-05-2021,
A01699,0,CO03,MACHINERY,Town law before major threat.,28-03-2023,
A01700,0,CO03,COMPUTER,Drop little paper.,22-11-2023,
A01701,0,CO01,BUILDING,Action her hit medical.,22-05-2023,
A01702,0,CO03,COMPUTER,Film article some daughter.,09-07-2024,
A01703,0,CO03,COMPUTER,South final.,28-03-2024,
A01704,0,CO03,FURNITURE,New deep.,04-06-2021,
A01705,0,CO03,FURNITURE,Would prepare kid help fire.,03-02-2023,
A01706,0,CO02,FURNITURE,Woman foreign build she.,18-10-2022,
A01707,0,CO03,BUILDING,Energy guy mouth attorney.,02-09-2021,
A01708,0,CO01,FURNITURE,Class its artist home.,12-08-2024,
A01709,0,CO03,MACHINERY,Resource turn series.,08-09-2023,
A01710,0,CO03,MACHINERY,Property central personal.,30-08-2023,
A01711,0,CO02,COMPUTER,Company thank central.,18-07-2021,
A01712,0,CO02,VEHICLE,Others paper doctor rich.,06-07-2023,
A01713,0,CO02,MACHINERY,Become leave political.,31-12-2024,
A01714,0,CO03,FURNITURE,Teacher imagine.,18-04-2023,
A01715,0,CO02,MACHINERY,Business always full.,04-09-2021,
A01716,0,CO01,VEHICLE,Fast quite eight factor.,12-02-2025,
A01717,0,CO02,FURNITURE,Painting field must.,09-04-2022,
A01718,0,CO02,MACHINERY,Edge action little more.,26-10-2024,
A01719,0,CO02,BUILDING,Front read scene dog hit.,06-07-2022,
A01720,0,CO01,COMPUTER,Unit option yourself wall.,06-08-2023,
A01721,0,CO02,BUILDING,Production language clearly shake idea.,11-06-2022,
A01722,0,CO02,VEHICLE,Company minute notice wrong.,13-05-2023,
A01723,0,CO03,FURNITURE,Low pick religious.,24-02-2024,
A01724,0,CO02,COMPUTER,New once of.,03-10-2024,
A01725,0,CO02,MACHINERY,Dog material own year guy.,29-05-2023,
A01726,0,CO03,MACHINERY,Pick risk probably around.,18-08-2023,
A01727,0,CO01,COMPUTER,Commercial turn leg event somebody.,20-05-2021,
A01728,0,CO03,VEHICLE,College first.,08-11-2021,
A01729,0,CO02,COMPUTER,Analysis often national yet.,07-10-2024,
A01730,0,CO02,FURNITURE,Tonight recognize.,20-11-2023,
A01731,0,CO01,COMPUTER,Your detail threat coach.,27-06-2023,
A01732,0,CO01,BUILDING,Future statement send remember.,24-10-2021,
A01733,0,CO02,COMPUTER,Nation suddenly language.,27-06-2022,
A01734,0,CO03,VEHICLE,Late suffer stuff.,26-04-2021,
A01735,0,CO01,BUILDING,Hotel TV down.,28-12-2021,
A01736,0,CO01,BUILDING,Game person.,28-10-2023,
A01737,0,CO03,VEHICLE,Structure century around.,07-01-2023,
A01738,0,CO02,VEHICLE,Easy thought fine third wait.,04-07-2023,
A01739,0,CO01,BUILDING,Place information learn size.,28-04-2021,
A01740,0,CO03,MACHINERY,So born far machine.,10-04-2023,
A01741,0,CO01,BUILDING,Tough laugh important leader.,22-09-2022,
A01742,0,CO02,COMPUTER,Individual get huge start.,02-04-2024,
A01743,0,CO02,FURNITURE,Sign hotel major.,12-06-2022,
A01744,0,CO02,VEHICLE,Coach anything health.,30-09-2024,
A01745,0,CO02,VEHICLE,Field wonder firm.,11-05-2023,
A01746,0,CO01,MACHINERY,Be process.,17-06-2023,
A01747,0,CO02,COMPUTER,Every road.,29-04-2023,
A01748,0,CO03,BUILDING,Simple improve fill.,13-02-2023,
A01749,0,CO03,FURNITURE,Plan expert attention us who.,13-06-2021,
A01750,0,CO03,VEHICLE,Method consider.,17-12-2023,
A01751,0,CO02,BUILDING,Answer whose success population leave.,08-01-2023,
A01752,0,CO03,BUILDING,Clear worry task wear.,21-07-2024,
A01753,0,CO02,MACHINERY,Them season want.,01-12-2021,
A01754,0,CO03,BUILDING,Girl store in lot.,25-04-2022,
A01755,0,CO03,MACHINERY,Act seem enter fine.,03-08-2022,
A01756,0,CO02,FURNITURE,Value management.,05-11-2023,
A01757,0,CO03,VEHICLE,Become others rise student.,07-06-2022,
A01758,0,CO02,COMPUTER,Toward within letter guess hope.,06-04-2021,
A01759,0,CO03,COMPUTER,Around later interesting old.,13-06-2024,
A01760,0,CO03,COMPUTER,Live above season team.,24-08-2023,
A01761,0,CO03,FURNITURE,Grow address.,28-12-2022,
A01762,0,CO02,VEHICLE,Easy right beautiful purpose.,15-01-2023,
A01763,0,CO02,BUILDING,Away bit teacher policy.,20-07-2024,
A01764,0,CO02,BUILDING,Also heavy prove bad choose.,22-09-2021,
A01765,0,CO03,BUILDING,The wall.,13-05-2022,
A01766,0,CO02,COMPUTER,Including sport this.,09-08-2023,
A01767,0,CO01,BUILDING,Maybe difference husband yeah.,18-01-2024,
A01768,0,CO02,BUILDING,Their enough.,21-09-2021,
A01769,0,CO01,BUILDING,Kid factor theory weight.,13-10-2021,
A01770,0,CO02,COMPUTER,Common ok short.,28-08-2022,
A01771,0,CO03,BUILDING,Program national record foot option.,22-09-2022,
A01772,0,CO01,VEHICLE,Receive sort.,01-08-2022,
A01773,0,CO03,FURNITURE,Bill hand interest.,28-04-2023,
A01774,0,CO03,VEHICLE,Serve yet decision heart.,18-04-2023,
A01775,0,CO02,MACHINERY,View company course.,22-01-2025,
A01776,0,CO01,FURNITURE,In since that we note.,02-12-2023,
A01777,0,CO03,COMPUTER,Place water.,12-05-2021,
A01778,0,CO02,COMPUTER,Tough management want item.,15-12-2024,
A01779,0,CO03,COMPUTER,Try soon fact for discussion.,02-04-2024,
A01780,0,CO01,BUILDING,Ago oil water.,23-10-2024,
A01781,0,CO01,COMPUTER,Take into.,08-09-2022,
A01782,0,CO01,VEHICLE,Particularly late enjoy floor oil.,13-03-2024,
A01783,0,CO01,VEHICLE,Go education out term enough.,29-04-2022,
A01784,0,CO03,MACHINERY,Sea go to each respond.,29-08-2022,
A01785,0,CO02,MACHINERY,Treatment keep car boy environment.,02-10-2024,
A01786,0,CO01,COMPUTER,House side son dark.,13-03-2023,
A01787,0,CO02,FURNITURE,Many measure station wide today.,26-11-2021,
A01788,0,CO03,FURNITURE,Expect decide.,20-11-2023,
A01789,0,CO02,BUILDING,Mind work she but region.,24-01-2025,
A01790,0,CO01,FURNITURE,Young opportunity property sure black.,02-02-2024,
A01791,0,CO03,MACHINERY,Hear official authority customer.,22-11-2022,
A01792,0,CO03,BUILDING,Other trip way establish.,20-05-2022,
A01793,0,CO02,VEHICLE,Visit tax.,12-01-2022,
A01794,0,CO02,COMPUTER,Free determine create.,02-10-2021,
A01795,0,CO03,VEHICLE,Material ever task really increase.,08-08-2022,
A01796,0,CO03,BUILDING,Life spring.,18-01-2022,
A01797,0,CO02,VEHICLE,Spring officer Mr conference well.,09-12-2021,
A01798,0,CO02,COMPUTER,Five behind him.,15-08-2023,
A01799,0,CO03,MACHINERY,Class point city we.,09-03-2024,
A01800,0,CO03,VEHICLE,Under worry court.,30-08-2024,
A01801,0,CO03,FURNITURE,Character change.,23-08-2021,
A01802,0,CO02,VEHICLE,Right where thousand.,21-05-2024,
A01803,0,CO01,FURNITURE,Away site level.,23-07-2024,
A01804,0,CO03,MACHINERY,Phone for.,27-10-2023,
A01805,0,CO02,MACHINERY,Position happy mind.,28-09-2023,
A01806,0,CO02,VEHICLE,Near western civil.,08-05-2021,
A01807,0,CO01,MACHINERY,Education stuff couple hundred.,24-12-2021,
A01808,0,CO03,MACHINERY,Help ability citizen.,22-02-2024,
A01809,0,CO02,MACHINERY,Agency large century.,01-04-2022,
A01810,0,CO02,BUILDING,Machine early same.,12-11-2021,
A01811,0,CO01,COMPUTER,How this attention contain.,31-07-2024,
A01812,0,CO02,VEHICLE,Defense what agency election.,18-04-2023,
A01813,0,CO03,COMPUTER,Within truth real single.,21-09-2023,
A01814,0,CO01,BUILDING,Bring natural west middle.,04-11-2024,
A01815,0,CO03,COMPUTER,Eye doctor discussion.,13-02-2023,
A01816,0,CO03,VEHICLE,Purpose back her.,28-07-2023,
A01817,0,CO02,VEHICLE,Energy sure car buy account.,28-12-2022,
A01818,0,CO01,BUILDING,Environmental hour pattern but house.,22-01-2023,
A01819,0,CO01,COMPUTER,Former ball mission catch sport.,05-07-2023,
A01820,0,CO03,VEHICLE,Concern this law air.,01-03-2022,
A01821,0,CO03,VEHICLE,Mr economic lay operation.,25-04-2022,
A01822,0,CO01,FURNITURE,Skin common each.,20-12-2023,
A01823,0,CO02,VEHICLE,Owner item east.,01-03-2022,
A01824,0,CO03,VEHICLE,Voice director new sport.,13-03-2024,
A01825,0,CO02,MACHINERY,Size station.,24-05-2022,
A01826,0,CO01,BUILDING,Responsibility church.,09-10-2024,
A01827,0,CO03,MACHINERY,Husband as mind.,01-05-2023,
A01828,0,CO01,FURNITURE,Right industry play teacher full.,20-06-2024,
A01829,0,CO02,MACHINERY,Amount fund experience art.,22-07-2023,
A01830,0,CO01,MACHINERY,What strategy worry.,12-05-2022,
A01831,0,CO03,FURNITURE,Animal discover though.,11-07-2023,
A01832,0,CO02,VEHICLE,Whether open director.,15-05-2023,
A01833,0,CO03,FURNITURE,Design stand country could.,09-09-2024,
A01834,0,CO02,FURNITURE,History activity family meet politics.,12-08-2021,
A01835,0,CO03,MACHINERY,Approach lead try energy country.,01-12-2024,
A01836,0,CO01,COMPUTER,Property piece government.,31-03-2022,
A01837,0,CO01,VEHICLE,Statement figure toward each.,07-07-2021,
A01838,0,CO01,VEHICLE,Other election.,25-08-2022,
A01839,0,CO02,COMPUTER,Ground author sea.,13-08-2022,
A01840,0,CO02,VEHICLE,Young difficult again.,24-03-2023,
A01841,0,CO02,MACHINERY,Summer break.,27-09-2023,
A01842,0,CO02,VEHICLE,Stage much third admit.,30-05-2022,
A01843,0,CO03,MACHINERY,Past ground old.,04-02-2025,
A01844,0,CO01,COMPUTER,Fill maybe explain.,17-12-2021,
A01845,0,CO03,MACHINERY,Including try stage task of.,06-10-2021,
A01846,0,CO02,FURNITURE,Wind condition tell.,03-10-2024,
A01847,0,CO02,VEHICLE,Sport American parent town.,17-09-2022,
A01848,0,CO03,BUILDING,Forward picture mean can end.,08-07-2024,
A01849,0,CO02,BUILDING,War subject behavior create.,23-01-2024,
A01850,0,CO02,VEHICLE,Physical my treat.,02-09-2022,
A01851,0,CO02,BUILDING,They baby billion.,18-08-2022,
A01852,0,CO03,COMPUTER,Finally black short animal.,23-06-2022,
A01853,0,CO01,BUILDING,Push position local friend amount.,18-02-2025,
A01854,0,CO01,MACHINERY,Congress house party physical model.,22-03-2024,
A01855,0,CO03,BUILDING,Group suggest two a.,08-01-2023,
A01856,0,CO02,COMPUTER,Marriage two.,08-05-2022,
A01857,0,CO01,VEHICLE,Thousand attention.,18-04-2023,
A01858,0,CO02,MACHINERY,College good trade may.,28-05-2024,
A01859,0,CO03,VEHICLE,Lead simply yes role.,08-09-2023,
A01860,0,CO01,COMPUTER,Floor year.,22-08-2024,
A01861,0,CO02,COMPUTER,Course sometimes more.,10-10-2024,
A01862,0,CO03,VEHICLE,Road guy just.,12-06-2022,
A01863,0,CO02,MACHINERY,Environment himself trouble understand stay.,10-06-2021,
A01864,0,CO01,VEHICLE,Him many all return.,13-05-2024,
A01865,0,CO01,BUILDING,Water public spend indeed money.,18-10-2023,
A01866,0,CO01,BUILDING,Health social than.,22-06-2024,
A01867,0,CO01,MACHINERY,Movement south huge.,22-09-2023,
A01868,0,CO01,MACHINERY,Apply anything.,20-06-2022,
A01869,0,CO02,MACHINERY,Any agreement reason end.,05-03-2022,
A01870,0,CO02,FURNITURE,Card gas anyone result.,29-06-2021,
A01871,0,CO02,BUILDING,Choose audience can vote sing.,05-04-2021,
A01872,0,CO03,MACHINERY,Second professional difficult data.,28-11-2022,
A01873,0,CO02,FURNITURE,Size perform stay.,08-05-2024,
A01874,0,CO02,FURNITURE,Trip society provide have color.,23-03-2024,
A01875,0,CO01,VEHICLE,Vote dream level garden.,15-04-2023,
A01876,0,CO02,MACHINERY,Myself good.,20-09-2022,
A01877,0,CO01,MACHINERY,Election understand after big.,21-01-2024,
A01878,0,CO01,COMPUTER,Tell never news.,26-12-2021,
A01879,0,CO01,BUILDING,Base say who choice.,30-01-2022,
A01880,0,CO01,BUILDING,Part water.,11-08-2024,
A01881,0,CO02,FURNITURE,Score not team.,04-05-2022,
A01882,0,CO01,FURNITURE,Remember book oil along.,19-11-2024,
A01883,0,CO03,MACHINERY,Commercial particularly center.,24-11-2024,
A01884,0,CO02,MACHINERY,Like benefit degree opportunity technology.,14-05-2024,
A01885,0,CO03,COMPUTER,Shoulder project live various.,05-11-2024,
A01886,0,CO02,VEHICLE,Term none capital.,04-08-2022,
A01887,0,CO03,BUILDING,Fill add director commercial relate.,22-05-2021,
A01888,0,CO01,BUILDING,Week would wrong.,28-11-2022,
A01889,0,CO01,BUILDING,Clear sort return.,30-09-2021,
A01890,0,CO01,FURNITURE,Process majority area still.,13-07-2022,
A01891,0,CO02,COMPUTER,Media can nature.,30-09-2021,
A01892,0,CO02,FURNITURE,Bring energy occur town later.,11-01-2024,
A01893,0,CO03,BUILDING,Environmental expect try.,23-02-2024,
A01894,0,CO03,BUILDING,Wish official despite.,19-03-2022,
A01895,0,CO03,FURNITURE,Direction economy knowledge short account.,07-03-2023,
A01896,0,CO03,FURNITURE,Trial issue capital.,11-10-2023,
A01897,0,CO03,BUILDING,Spend person.,19-05-2022,
A01898,0,CO01,BUILDING,Data recently picture.,17-10-2023,
A01899,0,CO01,MACHINERY,Lay would.,12-09-2021,
A01900,0,CO01,BUILDING,Soldier recognize avoid.,15-09-2021,
A01901,0,CO02,FURNITURE,Partner guess development you.,16-01-2022,
A01902,0,CO01,BUILDING,Live daughter personal so minute.,12-01-2025,
A01903,0,CO03,MACHINERY,Score place.,23-01-2024,
A01904,0,CO02,VEHICLE,Interview dinner story.,24-09-2023,
A01905,0,CO02,COMPUTER,Through expert sell adult.,12-04-2022,
A01906,0,CO02,MACHINERY,Put stop in debate.,01-06-2021,
A01907,0,CO01,BUILDING,Hair central activity.,08-07-2021,
A01908,0,CO02,VEHICLE,Difficult down drop.,27-10-2021,
A01909,0,CO02,FURNITURE,Speech generation have not.,12-08-2024,
A01910,0,CO03,FURNITURE,Opportunity personal common.,11-12-2023,
A01911,0,CO02,BUILDING,After yeah score.,04-04-2023,
A01912,0,CO01,VEHICLE,Beautiful call heavy note.,20-09-2021,
A01913,0,CO01,BUILDING,Nation his test movement.,19-06-2023,
A01914,0,CO02,FURNITURE,Beat ready.,05-03-2022,
A01915,0,CO02,COMPUTER,Relate lot why.,19-01-2023,
A01916,0,CO01,VEHICLE,Wall face reach push wrong.,13-03-2022,
A01917,0,CO03,MACHINERY,Improve fact large.,29-08-2024,
