customer_id,customer_name,customer_tier,payment_terms
CUST-02482,Woods Ltd,C,NET30
CUST-02483,Roberts Group,C,NET30
CUST-02484,Powell and Sons,B,NET30
CUST-02485,"Valenzuela, Camacho and Boone",C,NET45
CUST-02486,"Lynn, Morrow and Rogers",C,NET45
CUST-02487,Pratt-Scott,C,NET30
CUST-02488,Holmes-Herrera,C,NET45
CUST-02489,"Tate, Adams and Medina",C,NET30
CUST-02490,Peterson-Perkins,B,NET30
CUST-02491,"Wood, Williams and Hall",B,NET30
CUST-02492,"Grant, Davis and Miller",C,NET30
CUST-02493,Patel-Martin,C,NET30
CUST-02494,"Johnson, Frank and Williams",C,NET60
CUST-02495,"Padilla, White and Russell",C,NET30
CUST-02496,"Richardson, Flores and Matthews",A,NET45
CUST-02497,"Gonzalez, Blankenship and Garcia",C,NET30
CUST-02498,Burns PLC,C,NET45
CUST-02499,Montgomery LLC,B,NET30
CUST-02500,"Proctor, Campbell and Wyatt",C,NET30
CUST-02501,"Garcia, Benson and Harvey",C,NET30
CUST-02502,Farley Ltd,B,NET30
CUST-02503,Hicks-Jenkins,C,NET30
CUST-02504,Miller-Jackson,B,NET30
CUST-02505,"Blevins, Meyer and Clark",C,NET60
CUST-02506,Perkins-Spence,C,NET30
CUST-02507,Suarez and Sons,A,NET30
CUST-02508,Rogers-Thompson,C,NET30
CUST-02509,"Mooney, Rivera and Murphy",C,NET30
CUST-02510,Santos LLC,A,NET45
CUST-02511,"Clarke, Mcgee and Cummings",B,NET45
CUST-02512,Wright-Patterson,C,NET30
CUST-02513,Dixon and Sons,C,NET45
CUST-02514,"Scott, Mclean and Wise",A,NET60
CUST-02515,Ford LLC,A,NET45
CUST-02516,Bailey-Grant,B,NET30
CUST-02517,Berger-Pearson,A,NET30
CUST-02518,Williams-Parker,C,NET30
CUST-02519,Gonzalez-Campbell,C,NET30
CUST-02520,Combs PLC,C,NET30
CUST-02521,Quinn-James,B,NET30
CUST-02522,Pearson-Garcia,A,NET30
CUST-02523,"Young, Brown and Crane",C,NET45
CUST-02524,"Willis, Norman and James",C,NET30
CUST-02525,Evans-Nichols,A,NET45
CUST-02526,Whitney-Woods,A,NET60
CUST-02527,Nguyen LLC,C,NET30
CUST-02528,"Townsend, Tran and Diaz",C,NET30
CUST-02529,"Baxter, Smith and Huang",B,NET45
CUST-02530,"Gardner, Bishop and Jones",A,NET60
CUST-02531,Petersen-Kennedy,C,NET30
CUST-02532,"Wong, Villanueva and Simmons",B,NET30
CUST-02533,"Hernandez, Stewart and Morton",C,NET60
CUST-02534,Little and Sons,C,NET30
CUST-02535,Mejia-Underwood,B,NET30
CUST-02536,"Bailey, Simmons and Garcia",C,NET30
CUST-02537,Greene and Sons,A,NET30
CUST-02538,Keller Ltd,A,NET30
CUST-02539,Jordan-Brown,C,NET30
CUST-02540,Morrow and Sons,A,NET45
CUST-02541,"Hughes, Nichols and Booth",A,NET30
CUST-02542,"Anderson, Nash and Page",C,NET30
CUST-02543,Johnson Ltd,C,NET30
CUST-02544,"Munoz, Acosta and Thomas",B,NET45
CUST-02545,Moore PLC,C,NET30
CUST-02546,Davis Ltd,C,NET30
CUST-02547,"Cruz, Lucero and Boyd",A,NET45
CUST-02548,Reyes Group,C,NET30
CUST-02549,"Banks, Henry and Hamilton",C,NET30
CUST-02550,Garcia PLC,A,NET30
CUST-02551,Brown-Downs,A,NET45
CUST-02552,Johnson Inc,C,NET45
CUST-02553,Sullivan PLC,B,NET30
CUST-02554,Boyd Inc,C,NET30
CUST-02555,Davis-Mckenzie,A,NET45
CUST-02556,"Montgomery, Smith and Miller",C,NET30
CUST-02557,"English, Peterson and Nolan",A,NET30
CUST-02558,"Baker, Lin and Moore",A,NET45
CUST-02559,"Maxwell, Saunders and Williams",A,NET45
CUST-02560,Boone-Guerrero,B,NET30
CUST-02561,"Davis, Vasquez and Cook",C,NET30
CUST-02562,"Cunningham, Lee and Chase",B,NET30
CUST-02563,"Thomas, Hill and Acevedo",A,NET30
CUST-02564,"Charles, Tyler and Evans",C,NET30
CUST-02565,"Farmer, Keller and Romero",C,NET30
CUST-02566,Paul Ltd,A,NET30
CUST-02567,Richardson Ltd,B,NET30
CUST-02568,Hall-Hill,C,NET30
CUST-02569,Gomez-Evans,B,NET30
CUST-02570,Hernandez-Lee,C,NET30
CUST-02571,Roberts and Sons,B,NET30
CUST-02572,Fry-Tran,C,NET30
CUST-02573,Washington and Sons,C,NET60
CUST-02574,"Johnston, Morgan and Morales",C,NET30
CUST-02575,Houston Inc,B,NET30
CUST-02576,Greer-Holder,C,NET60
CUST-02577,"Hanson, Reed and Rhodes",C,NET30
CUST-02578,Garcia Ltd,A,NET30
CUST-02579,Pruitt Group,C,NET30
CUST-02580,"Adams, Acevedo and Diaz",C,NET30
CUST-02581,Gonzalez-Greene,C,NET30
CUST-02582,Thomas-Waters,C,NET30
CUST-02583,"Hicks, Smith and Andrews",B,NET30
CUST-02584,Anderson-Simpson,A,NET30
CUST-02585,Diaz-Greene,A,NET30
CUST-02586,"Frey, Perry and Vance",B,NET60
CUST-02587,Williams Inc,C,NET30
CUST-02588,Wilson and Sons,C,NET30
CUST-02589,"Jordan, Myers and Gilmore",B,NET30
CUST-02590,Ruiz Inc,C,NET30
CUST-02591,Bass-Rivera,A,NET30
CUST-02592,Reese-Fry,A,NET30
CUST-02593,Burke Ltd,C,NET45
CUST-02594,"Garcia, Martin and Ward",C,NET60
CUST-02595,"Gutierrez, Dillon and Roberts",C,NET30
CUST-02596,Ray-Holland,A,NET30
CUST-02597,"Williams, Hebert and Rangel",B,NET45
CUST-02598,Walker Inc,A,NET30
CUST-02599,"Ayala, Rogers and Bell",A,NET30
CUST-02600,"Johnson, Bentley and Price",A,NET30
CUST-02601,Moody-Smith,C,NET30
CUST-02602,Young PLC,C,NET30
CUST-02603,"Mccarthy, Rogers and Taylor",B,NET45
CUST-02604,"White, Hendricks and Bowen",C,NET30
CUST-02605,"Molina, Cox and Watts",C,NET30
CUST-02606,Nichols-Petty,C,NET45
CUST-02607,Ortega-Swanson,B,NET30
CUST-02608,"Schultz, Hawkins and Hernandez",C,NET30
CUST-02609,Carroll LLC,C,NET30
CUST-02610,"Smith, Le and Murray",B,NET30
CUST-02611,Phillips Ltd,C,NET30
CUST-02612,Thompson Inc,C,NET30
CUST-02613,Hoover-Rhodes,A,NET30
CUST-02614,"Evans, Dickerson and Cameron",A,NET30
CUST-02615,Keller-Rubio,B,NET30
CUST-02616,Diaz-Burns,C,NET45
CUST-02617,Olsen-Martin,C,NET45
CUST-02618,"Wong, Morris and Baker",C,NET30
CUST-02619,Mason and Sons,B,NET30
CUST-02620,Rose-Pacheco,A,NET30
CUST-02621,"Martinez, Green and Thompson",B,NET30
CUST-02622,"Campos, Watkins and Miller",A,NET45
CUST-02623,Terry LLC,C,NET30
CUST-02624,Lynch Inc,A,NET45
CUST-02625,"Miller, Suarez and Villegas",B,NET60
CUST-02626,Clark Group,C,NET30
CUST-02627,Carlson PLC,C,NET30
CUST-02628,Bell-Reese,B,NET30
CUST-02629,Sampson-Jensen,C,NET30
CUST-02630,Parker-Brown,C,NET45
CUST-02631,Mahoney Ltd,B,NET30
CUST-02632,Espinoza-Pena,A,NET45
CUST-02633,Hayden PLC,C,NET30
CUST-02634,Acosta PLC,C,NET30
CUST-02635,Lee PLC,C,NET60
CUST-02636,Miller-Graham,B,NET30
CUST-02637,"Bailey, Murray and Patterson",A,NET30
CUST-02638,"Goodwin, Waters and Lawson",C,NET30
CUST-02639,"Wright, Miller and Wright",A,NET45
CUST-02640,Butler and Sons,C,NET30
CUST-02641,"Williams, Pratt and James",B,NET45
CUST-02642,Rogers Group,B,NET30
CUST-02643,Clark LLC,B,NET30
CUST-02644,Green PLC,C,NET30
CUST-02645,"Sparks, Lin and Mitchell",C,NET30
CUST-02646,Simon LLC,A,NET30
CUST-02647,"Cook, David and Malone",C,NET60
CUST-02648,"Ryan, Rodriguez and Li",C,NET30
CUST-02649,"Hoffman, Lee and Murphy",A,NET30
CUST-02650,"Martinez, Torres and Anderson",C,NET30
CUST-02651,"Brown, Moore and Ellis",B,NET30
CUST-02652,Davis-Alvarez,A,NET30
CUST-02653,Sullivan PLC,C,NET30
CUST-02654,Hernandez and Sons,C,NET30
CUST-02655,Allen-Hernandez,C,NET30
CUST-02656,Davis-Smith,B,NET30
CUST-02657,"Edwards, Compton and Hunter",A,NET45
CUST-02658,"Pierce, Johnson and Ramirez",C,NET30
CUST-02659,Leon LLC,B,NET30
CUST-02660,Good-Hunt,C,NET30
CUST-02661,White Inc,B,NET60
CUST-02662,Suarez Ltd,A,NET60
CUST-02663,Hicks Group,C,NET45
CUST-02664,"Burke, Brown and Reeves",C,NET45
CUST-02665,Webster-Odonnell,B,NET30
CUST-02666,"Jones, White and Brooks",B,NET30
CUST-02667,"Hawkins, Holland and Buchanan",B,NET45
CUST-02668,"Brown, Delgado and Leon",B,NET30
CUST-02669,Williams-Gonzales,C,NET30
CUST-02670,Hernandez-Potter,A,NET30
CUST-02671,Serrano and Sons,C,NET30
CUST-02672,Wong-Lee,B,NET60
CUST-02673,Parrish PLC,B,NET30
CUST-02674,Berry PLC,A,NET30
CUST-02675,Garcia-Brown,C,NET30
CUST-02676,"Schwartz, Flores and Andersen",C,NET30
CUST-02677,"Beard, Martinez and Brown",C,NET30
CUST-02678,Mccann-Carter,B,NET30
CUST-02679,Roberts Ltd,A,NET30
CUST-02680,Christensen PLC,C,NET30
CUST-02681,Moss Group,A,NET30
CUST-02682,"Porter, Ramsey and Cooper",A,NET30
CUST-02683,Thomas Inc,C,NET30
CUST-02684,"Lee, Green and Bradley",B,NET30
CUST-02685,"Smith, Beard and Torres",A,NET60
CUST-02686,"Martinez, Moon and Love",B,NET30
CUST-02687,"Schaefer, Adams and Shelton",C,NET45
CUST-02688,"Martinez, Davis and Jones",C,NET45
CUST-02689,Bates-Castro,C,NET30
CUST-02690,Mullen-Combs,C,NET30
CUST-02691,Cruz-Meyer,C,NET30
CUST-02692,"Taylor, Davis and Bates",A,NET30
CUST-02693,Perry PLC,C,NET30
CUST-02694,"Lane, Robinson and Bryant",C,NET30
CUST-02695,"Perez, Garcia and Black",A,NET30
CUST-02696,Carroll and Sons,C,NET30
CUST-02697,Myers Ltd,B,NET30
CUST-02698,Cochran-Singh,C,NET45
CUST-02699,Thompson Ltd,C,NET30
CUST-02700,"Hoover, Nguyen and Mccarthy",C,NET30
CUST-02701,Mcdowell Inc,B,NET30
CUST-02702,Reyes-Cooley,C,NET45
CUST-02703,"Carpenter, Clarke and Chandler",C,NET30
CUST-02704,"Salazar, White and Suarez",B,NET45
CUST-02705,Rivera-Myers,B,NET30
CUST-02706,"Martinez, Simmons and Jones",C,NET45
CUST-02707,"Williams, Jimenez and Bush",C,NET30
CUST-02708,Henry and Sons,C,NET30
CUST-02709,"Perez, Berry and Guzman",A,NET45
CUST-02710,Stark-Herrera,C,NET45
CUST-02711,"Rodriguez, Cooke and Schmitt",A,NET30
CUST-02712,Adkins-Watson,C,NET30
CUST-02713,Brown LLC,A,NET30
CUST-02714,Newman LLC,B,NET45
CUST-02715,"Woods, Green and Johnson",C,NET60
CUST-02716,"Lowe, Bruce and Munoz",A,NET30
CUST-02717,Moreno and Sons,C,NET45
CUST-02718,Washington PLC,B,NET30
CUST-02719,Morrison-Wade,C,NET30
CUST-02720,"Scott, Gibson and May",C,NET45
CUST-02721,"Ramirez, Allen and Conner",B,NET30
CUST-02722,"Bennett, Osborn and Arnold",B,NET45
CUST-02723,Cruz Ltd,C,NET30
CUST-02724,Gonzalez-Barnes,A,NET30
CUST-02725,"Curry, Marshall and Park",C,NET30
CUST-02726,Thomas-Holder,C,NET30
CUST-02727,"Gordon, Bond and Floyd",A,NET30
CUST-02728,"Cox, Frazier and Matthews",B,NET30
CUST-02729,Perez-Black,C,NET30
CUST-02730,Russell-Adams,A,NET30
CUST-02731,Martin-Horne,B,NET30
CUST-02732,Sheppard-Riley,B,NET30
CUST-02733,"Mcclure, Jacobs and Peterson",C,NET30
CUST-02734,Vaughn Inc,C,NET30
CUST-02735,Hughes LLC,C,NET30
CUST-02736,Williams PLC,A,NET30
CUST-02737,Walters-Barker,B,NET45
CUST-02738,"Williamson, Cordova and Wright",C,NET45
CUST-02739,Garrison-Mclean,C,NET60
CUST-02740,Castaneda PLC,B,NET60
CUST-02741,"Campos, Cantu and Reese",C,NET45
CUST-02742,Edwards-Adams,B,NET45
CUST-02743,Lopez-Webster,B,NET45
CUST-02744,"Russo, Garcia and Park",C,NET30
CUST-02745,Moore Inc,C,NET30
CUST-02746,Kelly-Hudson,A,NET45
CUST-02747,Ramsey-Hale,C,NET30
CUST-02748,Brooks-Beltran,B,NET30
CUST-02749,Morrison-Sweeney,A,NET30
CUST-02750,"Crosby, Harrison and Medina",B,NET30
CUST-02751,Brooks-Kline,B,NET30
CUST-02752,Oliver Group,C,NET30
CUST-02753,"Bryan, Johnston and Rodriguez",C,NET30
CUST-02754,Bennett-Davis,C,NET30
CUST-02755,Fuller-Moses,C,NET45
CUST-02756,Acosta Ltd,A,NET30
CUST-02757,Smith PLC,C,NET30
CUST-02758,Brown PLC,C,NET60
CUST-02759,Figueroa-Smith,A,NET60
CUST-02760,Fisher LLC,C,NET30
CUST-02761,White LLC,C,NET30
CUST-02762,Richardson Group,C,NET45
CUST-02763,Patterson PLC,A,NET30
CUST-02764,Garcia-Galloway,B,NET30
CUST-02765,Spencer-Powell,C,NET30
CUST-02766,Cooper-Sparks,B,NET30
CUST-02767,Kirk and Sons,A,NET30
CUST-02768,Barrett Inc,C,NET30
CUST-02769,Parker LLC,A,NET30
CUST-02770,Vasquez Group,C,NET30
CUST-02771,Hogan Inc,B,NET60
CUST-02772,Patrick and Sons,C,NET30
CUST-02773,"Cabrera, Reed and Peterson",B,NET30
CUST-02774,Hamilton-Guerrero,A,NET30
CUST-02775,"Rodriguez, Lopez and Dixon",B,NET30
CUST-02776,"Mcknight, Weber and Powell",C,NET30
CUST-02777,"Barnes, Meyers and Beck",C,NET30
CUST-02778,Mason Ltd,C,NET30
CUST-02779,Miller LLC,B,NET30
CUST-02780,"Golden, Knight and Vega",C,NET60
CUST-02781,Patton Inc,B,NET45
CUST-02782,Melendez LLC,B,NET45
CUST-02783,"Jenkins, Mcdonald and Evans",B,NET60
CUST-02784,Page-Hansen,C,NET60
CUST-02785,"Hernandez, Evans and Francis",B,NET30
CUST-02786,Nguyen-Fisher,A,NET30
CUST-02787,"Mann, Elliott and Hancock",B,NET30
CUST-02788,Miller Group,B,NET45
CUST-02789,Smith-Rivera,C,NET45
CUST-02790,Mejia LLC,A,NET45
CUST-02791,Sawyer-Carr,C,NET30
CUST-02792,Powell Group,C,NET30
CUST-02793,Adams-Ruiz,C,NET45
CUST-02794,Johnson and Sons,B,NET30
CUST-02795,Andrews-Rodriguez,C,NET45
CUST-02796,Sanchez-Flores,C,NET45
CUST-02797,"Melendez, Grant and Coleman",C,NET30
CUST-02798,Martin Inc,C,NET30
CUST-02799,Brown-Adams,C,NET45
CUST-02800,Robinson-Brown,A,NET30
CUST-02801,"Thompson, Holloway and Noble",C,NET30
CUST-02802,"Hendricks, Craig and Rogers",B,NET30
CUST-02803,"Campbell, Livingston and Johnston",A,NET30
CUST-02804,Deleon and Sons,C,NET30
CUST-02805,"Baker, Smith and Harris",B,NET60
CUST-02806,"Williams, Lang and Estrada",C,NET30
CUST-02807,Mann LLC,A,NET30
CUST-02808,"Graham, Rogers and Jarvis",B,NET30
CUST-02809,Lam-Michael,C,NET45
CUST-02810,Pacheco Group,B,NET45
CUST-02811,"Nunez, Graham and Lucas",C,NET30
CUST-02812,"Mendez, Martinez and George",C,NET45
CUST-02813,Murray PLC,C,NET60
CUST-02814,Smith and Sons,B,NET30
CUST-02815,Richardson-Johnson,C,NET60
CUST-02816,Wilcox Inc,C,NET30
CUST-02817,Oliver-Willis,A,NET60
CUST-02818,Hernandez-Hernandez,B,NET30
CUST-02819,Cain-Hill,B,NET45
CUST-02820,Wells-Collins,C,NET30
CUST-02821,Peterson-Miller,B,NET30
CUST-02822,Baker Ltd,A,NET45
CUST-02823,Davis-Patterson,C,NET30
CUST-02824,Ramos-Snyder,B,NET45
CUST-02825,Jones-Mcmahon,C,NET30
CUST-02826,"Welch, Patterson and Campbell",C,NET30
CUST-02827,Jones Ltd,B,NET30
CUST-02828,Phillips Inc,B,NET30
CUST-02829,Wilkins-Johnson,C,NET30
CUST-02830,"Hamilton, Nelson and Moore",B,NET30
CUST-02831,Barber Inc,C,NET45
CUST-02832,Wallace PLC,C,NET45
CUST-02833,"Pollard, Parker and Armstrong",C,NET30
CUST-02834,Compton-Gray,B,NET30
CUST-02835,"Osborne, Jackson and Castaneda",B,NET30
CUST-02836,Carroll Group,A,NET30
CUST-02837,"Drake, Morris and Rubio",C,NET30
CUST-02838,Phillips-Williams,A,NET30
CUST-02839,"Moore, Scott and Conley",B,NET30
CUST-02840,Clayton and Sons,B,NET30
CUST-02841,Zimmerman-Foster,C,NET30
CUST-02842,"Johnson, Stanton and Meyer",C,NET30
CUST-02843,Carr Ltd,A,NET45
CUST-02844,Johnson Ltd,B,NET30
CUST-02845,Flores-Hill,B,NET30
CUST-02846,Palmer PLC,A,NET60
CUST-02847,"Young, Thompson and Jimenez",C,NET45
CUST-02848,"Rodriguez, Parker and Wallace",C,NET45
CUST-02849,Gomez LLC,B,NET30
CUST-02850,Smith-Hoffman,C,NET30
CUST-02851,"Johnson, Bowman and Townsend",C,NET30
CUST-02852,Rodriguez-Martin,C,NET45
CUST-02853,Tran-Davis,C,NET30
CUST-02854,Nelson Group,A,NET45
CUST-02855,Dougherty-Meyers,B,NET30
CUST-02856,Middleton-James,A,NET60
CUST-02857,Hill-Wilson,B,NET30
CUST-02858,Jenkins-Nguyen,A,NET45
CUST-02859,Kim and Sons,B,NET30
CUST-02860,"Rice, Parker and Kelley",A,NET30
CUST-02861,Ford-Rice,C,NET45
CUST-02862,Hendricks-Weber,A,NET30
CUST-02863,Harding-Bryant,B,NET30
CUST-02864,Dixon Group,B,NET30
CUST-02865,Walker LLC,B,NET30
CUST-02866,Hall-Ellis,C,NET30
CUST-02867,Moore-Parker,A,NET45
CUST-02868,Brown-Martin,B,NET30
CUST-02869,Anderson Inc,C,NET30
CUST-02870,"Williams, Harrison and Cooper",B,NET30
CUST-02871,Lawson PLC,B,NET30
CUST-02872,Davenport-Bishop,A,NET30
CUST-02873,"Tucker, Kim and Hicks",B,NET30
CUST-02874,Barnes-Green,B,NET30
CUST-02875,Schmidt-Davis,A,NET30
CUST-02876,Tucker-Macdonald,C,NET30
CUST-02877,Smith LLC,C,NET30
CUST-02878,"Blevins, Campbell and Burns",B,NET45
CUST-02879,Rosario-Lopez,C,NET30
CUST-02880,Clark-Mathews,B,NET45
CUST-02881,Woods and Sons,B,NET30
CUST-02882,"King, Atkins and Smith",C,NET30
CUST-02883,Bowen-Franklin,C,NET30
CUST-02884,"Lee, Watson and Clark",C,NET45
CUST-02885,Smith Ltd,A,NET30
CUST-02886,Foster-Johnson,C,NET45
CUST-02887,Oneal-Robinson,C,NET45
CUST-02888,"Stone, Flores and Gonzalez",B,NET30
CUST-02889,Perkins-Wheeler,C,NET30
CUST-02890,"Jackson, Weaver and Woods",C,NET30
CUST-02891,Jones-Howard,C,NET45
CUST-02892,Lindsey-Parsons,A,NET45
CUST-02893,"Grant, Sims and Gonzalez",C,NET30
CUST-02894,Benson LLC,B,NET45
CUST-02895,Chen-Richmond,B,NET30
CUST-02896,"Kirby, Walker and Henderson",C,NET30
CUST-02897,West-Brown,B,NET30
CUST-02898,Olsen-White,A,NET30
CUST-02899,Fox-Luna,A,NET30
CUST-02900,Lawson Ltd,C,NET30
CUST-02901,Mercer-Sawyer,C,NET30
CUST-02902,"Haynes, Boyer and Green",B,NET30
CUST-02903,"Davis, Knight and Lopez",C,NET30
CUST-02904,"Torres, Frank and Williams",B,NET30
CUST-02905,"Morgan, Buck and Fowler",A,NET30
CUST-02906,"Davis, Hampton and Newman",C,NET30
CUST-02907,Terry-Smith,B,NET45
CUST-02908,Hill-Cervantes,C,NET30
CUST-02909,Stanley Group,A,NET45
CUST-02910,Ruiz Group,C,NET30
CUST-02911,Duncan Ltd,A,NET30
CUST-02912,"Bennett, Mason and Wood",B,NET30
CUST-02913,Munoz-Potts,C,NET30
CUST-02914,Cunningham-Lawson,C,NET30
CUST-02915,"Ramirez, Brown and Martin",C,NET60
CUST-02916,Terry-Thomas,B,NET30
CUST-02917,"Hayes, Ho and Mullins",A,NET30
CUST-02918,Martin-Carey,C,NET30
CUST-02919,Anderson-Newton,B,NET30
CUST-02920,Morrow PLC,B,NET45
CUST-02921,Stanley Group,B,NET30
CUST-02922,Peck-Jackson,B,NET30
CUST-02923,Holland-Thompson,C,NET30
CUST-02924,Martin PLC,C,NET30
CUST-02925,"Warren, Brown and Steele",A,NET45
CUST-02926,Johnson-Rogers,C,NET30
CUST-02927,Gregory LLC,B,NET30
CUST-02928,Harrington Ltd,C,NET30
CUST-02929,Miller-Sexton,C,NET30
CUST-02930,Thomas-Rodriguez,B,NET30
CUST-02931,Miller PLC,C,NET60
CUST-02932,"Williamson, Conley and Scott",C,NET45
CUST-02933,Martin Inc,B,NET45
CUST-02934,Boyer and Sons,C,NET60
CUST-02935,"Brown, Juarez and Beltran",A,NET30
CUST-02936,Ross Group,C,NET30
CUST-02937,"Carter, Morse and Kelly",A,NET45
CUST-02938,"Bradley, Castro and Bailey",B,NET60
CUST-02939,Jones Group,B,NET30
CUST-02940,Solis Ltd,C,NET30
CUST-02941,"Acosta, Baker and Thornton",C,NET30
CUST-02942,Johnson Group,A,NET60
CUST-02943,Martinez-Pitts,C,NET45
CUST-02944,Hernandez-Wilson,C,NET60
CUST-02945,"Ellis, Wright and Leach",A,NET60
CUST-02946,Thompson LLC,B,NET30
CUST-02947,Fuller-Pineda,C,NET60
CUST-02948,Fritz Inc,B,NET45
CUST-02949,White-Fletcher,C,NET30
CUST-02950,Harris PLC,C,NET30
CUST-02951,Santiago Inc,C,NET60
CUST-02952,Alvarez Group,A,NET60
CUST-02953,Herrera-Davis,A,NET30
CUST-02954,"Farmer, Lopez and Matthews",B,NET45
CUST-02955,Rodriguez-Brown,C,NET45
CUST-02956,Sharp PLC,A,NET30
CUST-02957,Grant and Sons,C,NET30
CUST-02958,"Long, Roberts and Griffin",C,NET30
CUST-02959,Gonzales Inc,B,NET30
CUST-02960,"Reynolds, Ferguson and Clark",C,NET45
CUST-02961,Graves-Love,B,NET30
CUST-02962,"Mora, Roberts and Garner",A,NET30
CUST-02963,Joseph-Hernandez,A,NET30
CUST-02964,"Martinez, Hale and Allen",B,NET30
CUST-02965,"Mata, Roberts and Hale",C,NET30
CUST-02966,Rojas Group,C,NET30
CUST-02967,Valenzuela LLC,B,NET30
CUST-02968,"Thomas, Brady and Barrett",C,NET45
CUST-02969,Shelton and Sons,C,NET30
CUST-02970,Macias Ltd,B,NET30
CUST-02971,"Sexton, Collins and Armstrong",B,NET30
CUST-02972,Gilbert PLC,C,NET30
CUST-02973,Torres-Gomez,B,NET30
CUST-02974,Coleman Inc,A,NET30
CUST-02975,"Wright, Gentry and Palmer",B,NET60
CUST-02976,Patterson Group,C,NET30
CUST-02977,Hernandez-Rodriguez,A,NET45
CUST-02978,Jackson and Sons,C,NET45
CUST-02979,"Price, Campbell and Meyer",C,NET45
CUST-02980,"Merritt, Jones and Lowe",C,NET30
CUST-02981,"Roth, Torres and Johnson",C,NET30
CUST-02982,"Nichols, Hernandez and Thompson",C,NET45
CUST-02983,"Charles, Welch and Moore",B,NET30
CUST-02984,"Carter, Patel and Roberts",C,NET45
CUST-02985,"Lopez, Thompson and Clark",A,NET45
CUST-02986,Price-Miller,C,NET45
CUST-02987,Hicks-Yates,C,NET45
CUST-02988,"Little, Keller and Callahan",C,NET30
CUST-02989,Aguirre Inc,A,NET30
CUST-02990,Kent-Carpenter,A,NET30
CUST-02991,Flores-Hunt,B,NET30
CUST-02992,Fisher LLC,C,NET45
CUST-02993,Fitzgerald Ltd,A,NET30
CUST-02994,Richardson-Herrera,A,NET30
CUST-02995,"Nguyen, Norman and Smith",B,NET30
CUST-02996,"Blake, Fuller and Bird",B,NET45
CUST-02997,White-Morse,C,NET30
CUST-02998,Morrison-White,B,NET30
CUST-02999,"Byrd, Mitchell and Cohen",B,NET45
CUST-03000,Wilkinson-Peters,C,NET30
CUST-03001,"Powell, Henry and Wilson",C,NET45
CUST-03002,Miller-Herrera,C,NET60
CUST-03003,Olson-Mullins,C,NET30
CUST-03004,Ruiz LLC,A,NET30
CUST-03005,"Allen, Summers and Mcknight",A,NET30
CUST-03006,Clark-Vance,C,NET30
CUST-03007,Williams PLC,C,NET30
CUST-03008,Barnett PLC,C,NET30
CUST-03009,Curtis Inc,C,NET30
CUST-03010,"Kennedy, Christian and Glass",C,NET30
CUST-03011,Brennan Ltd,B,NET30
CUST-03012,Moore-Hicks,C,NET30
CUST-03013,Richardson PLC,C,NET45
CUST-03014,Lopez and Sons,A,NET30
CUST-03015,"Mcintosh, Murphy and Allen",C,NET60
CUST-03016,"Rodriguez, Hall and Perez",C,NET30
CUST-03017,"Brady, Knight and Garrison",A,NET30
CUST-03018,"Hamilton, Morse and Johnson",C,NET30
CUST-03019,Wiggins-Schmidt,B,NET45
CUST-03020,King-Avery,B,NET30
CUST-03021,"Huang, Graves and Crawford",B,NET30
CUST-03022,"Martinez, Sanders and Villa",C,NET30
CUST-03023,"Jackson, Moore and Blankenship",A,NET30
CUST-03024,White-Smith,A,NET45
CUST-03025,Rich Group,B,NET45
CUST-03026,Sheppard-Cisneros,A,NET30
CUST-03027,"Murphy, Humphrey and Mitchell",C,NET30
CUST-03028,Coleman-Pena,C,NET30
CUST-03029,"Herrera, Vaughn and Lynch",C,NET30
CUST-03030,Barton Inc,C,NET30
CUST-03031,Mathis-Moyer,C,NET30
CUST-03032,Maldonado Group,C,NET60
CUST-03033,Gonzalez-Butler,C,NET30
CUST-03034,"Marshall, Bush and Reed",A,NET45
CUST-03035,"Adams, Hines and Pacheco",B,NET30
CUST-03036,Day-Hansen,A,NET30
CUST-03037,Garcia PLC,C,NET30
CUST-03038,Campbell PLC,C,NET30
CUST-03039,Richards-Larsen,B,NET45
CUST-03040,Vaughn-Cain,B,NET30
CUST-03041,Contreras-Bennett,B,NET30
CUST-03042,"Mercer, Parker and Green",C,NET30
CUST-03043,"Moreno, Robbins and Lopez",C,NET30
CUST-03044,Mathis Inc,C,NET30
CUST-03045,Miranda LLC,C,NET30
CUST-03046,"Oconnell, Hall and Garcia",B,NET45
CUST-03047,Brown Inc,C,NET60
CUST-03048,"Huynh, Miller and Garrett",A,NET30
CUST-03049,Rogers PLC,C,NET30
CUST-03050,"James, Gomez and Brown",B,NET30
CUST-03051,Berg PLC,C,NET30
CUST-03052,Sanchez-Neal,A,NET30
CUST-03053,"Martin, Goodman and Hall",B,NET60
CUST-03054,Cook and Sons,A,NET30
CUST-03055,Anderson Group,A,NET30
CUST-03056,Jones LLC,A,NET45
CUST-03057,Kelly-George,C,NET45
CUST-03058,"Avila, Hunt and Burch",C,NET30
CUST-03059,Keith-Johnson,A,NET30
CUST-03060,"Moses, Cox and Hanna",C,NET30
CUST-03061,Clark PLC,C,NET30
CUST-03062,Cook-Garza,A,NET30
CUST-03063,Doyle LLC,A,NET30
CUST-03064,"Gonzalez, Smith and Cook",C,NET45
CUST-03065,Nash-Weber,C,NET30
CUST-03066,Shea Inc,A,NET30
CUST-03067,"Barker, Warren and Mack",A,NET30
CUST-03068,"Adams, Morrison and Powell",B,NET30
CUST-03069,Duncan Ltd,A,NET45
