delivery_id,delivery_item,material_id,plant_id,delivery_quantity,delivery_status,delivery_date,sales_order,sales_order_item,fiscal_period
DL202312040000006438,2,MAT-00330,4,0,C,07-12-2023,OR202312040000004202,2,12
DL202312040000007706,3,MAT-01403,3,16,A,05-12-2023,OR202312040000004202,3,12
DL202312040000002236,4,MAT-01408,5,50,A,07-12-2023,OR202312040000004202,4,12
DL202312040000005103,5,MAT-00441,4,26,B,06-12-2023,OR202312040000004202,5,12
DL202312040000009945,1,MAT-01010,5,1,B,05-12-2023,OR202312040000008621,1,12
DL202312040000008455,1,MAT-00035,3,5,A,06-12-2023,OR202312040000005610,1,12
DL202312040000009342,1,MAT-01346,3,0,C,06-12-2023,OR202312040000001160,1,12
DL202312040000001582,2,MAT-00888,3,39,A,07-12-2023,OR202312040000001160,2,12
DL202312040000006336,1,MAT-01473,5,37,A,05-12-2023,OR202312040000002424,1,12
DL202312040000004684,2,MAT-00359,4,0,C,06-12-2023,OR202312040000002424,2,12
DL202312040000007980,3,MAT-00103,5,32,A,06-12-2023,OR202312040000002424,3,12
DL202312040000007850,1,MAT-00799,1,46,A,05-12-2023,OR202312040000004646,1,12
DL202312040000004764,2,MAT-01254,4,23,A,05-12-2023,OR202312040000004646,2,12
DL202312040000007058,3,MAT-01434,5,29,A,05-12-2023,OR202312040000004646,3,12
DL202312040000009316,4,MAT-00492,2,26,B,07-12-2023,OR202312040000004646,4,12
DL202312040000003740,5,MAT-01030,4,7,B,07-12-2023,OR202312040000004646,5,12
DL202312040000007278,1,MAT-00536,2,17,A,05-12-2023,OR202312040000008145,1,12
DL202312040000004561,2,MAT-01169,4,24,A,07-12-2023,OR202312040000008145,2,12
DL202312040000007622,1,MAT-00101,2,14,A,05-12-2023,OR202312040000005250,1,12
DL202312040000002513,2,MAT-01219,4,37,A,07-12-2023,OR202312040000005250,2,12
DL202312040000009292,3,MAT-00837,3,27,A,07-12-2023,OR202312040000005250,3,12
DL202312040000007693,4,MAT-00566,4,41,A,07-12-2023,OR202312040000005250,4,12
DL202312040000003368,1,MAT-00839,2,32,B,06-12-2023,OR202312040000005084,1,12
DL202312040000004044,2,MAT-01073,4,25,A,07-12-2023,OR202312040000005084,2,12
DL202312040000004514,3,MAT-01420,4,36,A,05-12-2023,OR202312040000005084,3,12
DL202312040000002915,4,MAT-01430,5,0,C,06-12-2023,OR202312040000005084,4,12
DL202312040000006379,1,MAT-00847,5,24,A,05-12-2023,OR202312040000009884,1,12
DL202312040000007701,2,MAT-01077,2,43,A,07-12-2023,OR202312040000009884,2,12
DL202312040000003571,1,MAT-00886,3,48,A,05-12-2023,OR202312040000007198,1,12
DL202312040000008611,2,MAT-00148,3,1,B,07-12-2023,OR202312040000007198,2,12
DL202312040000008801,3,MAT-01169,1,37,A,05-12-2023,OR202312040000007198,3,12
DL202312040000009784,1,MAT-00242,3,49,A,06-12-2023,OR202312040000001836,1,12
DL202312040000002941,1,MAT-00632,4,22,A,07-12-2023,OR202312040000009242,1,12
DL202312040000006755,1,MAT-00895,1,1,A,06-12-2023,OR202312040000007806,1,12
DL202312040000008545,2,MAT-00307,2,1,B,07-12-2023,OR202312040000007806,2,12
DL202312040000001310,3,MAT-01100,5,29,A,06-12-2023,OR202312040000007806,3,12
DL202312040000008217,4,MAT-00072,4,32,A,06-12-2023,OR202312040000007806,4,12
DL202312040000003916,5,MAT-00619,5,46,A,07-12-2023,OR202312040000007806,5,12
DL202312040000001259,1,MAT-01383,2,5,A,05-12-2023,OR202312040000002071,1,12
DL202312040000003650,2,MAT-00485,1,12,A,05-12-2023,OR202312040000002071,2,12
DL202312040000004054,1,MAT-00096,2,33,A,06-12-2023,OR202312040000009551,1,12
DL202312040000002191,1,MAT-00681,1,49,A,06-12-2023,OR202312040000006867,1,12
DL202312050000002714,1,MAT-00128,1,37,A,07-12-2023,OR202312050000004630,1,12
DL202312050000001923,2,MAT-01022,5,3,B,07-12-2023,OR202312050000004630,2,12
DL202312050000003543,3,MAT-01247,3,29,A,06-12-2023,OR202312050000004630,3,12
DL202312050000005491,4,MAT-01426,1,9,A,06-12-2023,OR202312050000004630,4,12
DL202312050000001387,5,MAT-01295,1,48,A,08-12-2023,OR202312050000004630,5,12
DL202312050000007072,1,MAT-00351,5,38,A,06-12-2023,OR202312050000001174,1,12
DL202312050000005546,2,MAT-00817,1,0,C,08-12-2023,OR202312050000001174,2,12
DL202312050000005219,3,MAT-00326,5,7,A,07-12-2023,OR202312050000001174,3,12
DL202312050000004581,4,MAT-00993,4,36,A,08-12-2023,OR202312050000001174,4,12
DL202312050000005653,1,MAT-01187,1,15,A,08-12-2023,OR202312050000007907,1,12
DL202312050000007363,2,MAT-00057,3,0,C,07-12-2023,OR202312050000007907,2,12
DL202312050000003346,3,MAT-00432,1,22,A,08-12-2023,OR202312050000007907,3,12
DL202312050000002661,1,MAT-00703,2,46,A,08-12-2023,OR202312050000004252,1,12
DL202312050000006946,2,MAT-00753,2,19,B,06-12-2023,OR202312050000004252,2,12
DL202312050000006925,3,MAT-00568,1,11,A,06-12-2023,OR202312050000004252,3,12
DL202312050000001003,4,MAT-01366,1,4,A,07-12-2023,OR202312050000004252,4,12
DL202312050000008754,5,MAT-00090,3,0,C,07-12-2023,OR202312050000004252,5,12
DL202312050000005463,1,MAT-01150,5,41,A,08-12-2023,OR202312050000009818,1,12
DL202312050000007151,2,MAT-00595,2,16,A,07-12-2023,OR202312050000009818,2,12
DL202312050000003294,3,MAT-01097,4,40,A,07-12-2023,OR202312050000009818,3,12
DL202312050000001382,4,MAT-00837,5,46,A,07-12-2023,OR202312050000009818,4,12
DL202312050000004325,1,MAT-00861,4,3,A,07-12-2023,OR202312050000004954,1,12
DL202312050000001345,2,MAT-00322,5,5,A,08-12-2023,OR202312050000004954,2,12
DL202312050000007080,3,MAT-00404,1,2,A,06-12-2023,OR202312050000004954,3,12
DL202312050000002767,4,MAT-00732,4,30,A,08-12-2023,OR202312050000004954,4,12
DL202312050000003898,1,MAT-01065,3,32,A,07-12-2023,OR202312050000002324,1,12
DL202312050000005799,2,MAT-00539,4,34,A,07-12-2023,OR202312050000002324,2,12
DL202312050000004287,3,MAT-01205,2,5,B,06-12-2023,OR202312050000002324,3,12
DL202312050000007385,4,MAT-01188,5,34,A,07-12-2023,OR202312050000002324,4,12
DL202312050000007467,5,MAT-00411,3,22,A,07-12-2023,OR202312050000002324,5,12
DL202312050000009814,1,MAT-01200,2,11,A,07-12-2023,OR202312050000002227,1,12
DL202312050000002930,1,MAT-00593,5,18,A,06-12-2023,OR202312050000002631,1,12
DL202312050000002024,2,MAT-00855,3,10,A,06-12-2023,OR202312050000002631,2,12
DL202312050000006772,1,MAT-00506,4,50,A,08-12-2023,OR202312050000004196,1,12
DL202312050000005481,1,MAT-00464,1,12,A,07-12-2023,OR202312050000005137,1,12
DL202312050000008807,2,MAT-01108,3,18,A,06-12-2023,OR202312050000005137,2,12
DL202312050000004623,3,MAT-00659,4,6,B,07-12-2023,OR202312050000005137,3,12
DL202312050000005743,4,MAT-00671,1,16,A,06-12-2023,OR202312050000005137,4,12
DL202312050000005111,1,MAT-00833,1,24,A,06-12-2023,OR202312050000005525,1,12
DL202312050000005247,1,MAT-00517,5,3,A,07-12-2023,OR202312050000003786,1,12
DL202312050000001115,1,MAT-00800,2,12,A,06-12-2023,OR202312050000009233,1,12
DL202312050000003781,2,MAT-01277,2,5,A,08-12-2023,OR202312050000009233,2,12
DL202312050000006391,1,MAT-01337,3,43,A,06-12-2023,OR202312050000001416,1,12
DL202312050000005608,1,MAT-00200,5,15,A,07-12-2023,OR202312050000002636,1,12
DL202312050000001911,2,MAT-00958,3,31,A,07-12-2023,OR202312050000002636,2,12
DL202312050000006672,1,MAT-00567,1,17,A,08-12-2023,OR202312050000005041,1,12
DL202312050000008445,2,MAT-00917,3,0,A,06-12-2023,OR202312050000005041,2,12
DL202312050000006802,3,MAT-01442,5,37,A,07-12-2023,OR202312050000005041,3,12
DL202312050000002012,1,MAT-00664,5,7,A,06-12-2023,OR202312050000005093,1,12
DL202312050000003243,2,MAT-00050,3,44,A,06-12-2023,OR202312050000005093,2,12
DL202312050000002545,1,MAT-01132,3,50,A,08-12-2023,OR202312050000005733,1,12
DL202312050000001795,2,MAT-00866,3,33,A,06-12-2023,OR202312050000005733,2,12
DL202312050000001022,1,MAT-00070,4,23,A,08-12-2023,OR202312050000003530,1,12
DL202312050000006612,1,MAT-00648,4,14,A,06-12-2023,OR202312050000006885,1,12
DL202312050000005065,2,MAT-00988,1,50,A,08-12-2023,OR202312050000006885,2,12
DL202312050000004000,3,MAT-00609,3,4,A,06-12-2023,OR202312050000006885,3,12
DL202312050000008666,4,MAT-00635,2,26,B,08-12-2023,OR202312050000006885,4,12
DL202312050000004858,1,MAT-00433,5,27,A,06-12-2023,OR202312050000007726,1,12
DL202312050000007095,2,MAT-00185,2,6,A,07-12-2023,OR202312050000007726,2,12
DL202312050000001639,3,MAT-00621,1,0,C,07-12-2023,OR202312050000007726,3,12
DL202312050000008418,4,MAT-01401,3,0,C,07-12-2023,OR202312050000007726,4,12
DL202312050000009446,5,MAT-01324,1,33,A,06-12-2023,OR202312050000007726,5,12
DL202312050000002256,1,MAT-00885,1,36,A,07-12-2023,OR202312050000002665,1,12
DL202312050000003629,2,MAT-00950,4,41,A,08-12-2023,OR202312050000002665,2,12
DL202312050000004800,3,MAT-01084,2,0,C,06-12-2023,OR202312050000002665,3,12
DL202312050000005023,4,MAT-00784,2,17,A,06-12-2023,OR202312050000002665,4,12
DL202312050000006953,1,MAT-00831,1,2,A,06-12-2023,OR202312050000005177,1,12
DL202312050000004126,1,MAT-00270,3,15,A,06-12-2023,OR202312050000007255,1,12
DL202312050000006635,2,MAT-00830,4,50,A,06-12-2023,OR202312050000007255,2,12
DL202312050000004550,3,MAT-01338,4,5,A,06-12-2023,OR202312050000007255,3,12
DL202312050000003020,4,MAT-00129,2,12,B,07-12-2023,OR202312050000007255,4,12
DL202312050000003750,1,MAT-01082,4,19,A,07-12-2023,OR202312050000004741,1,12
DL202312050000004719,2,MAT-00539,2,14,A,08-12-2023,OR202312050000004741,2,12
DL202312050000004405,3,MAT-00158,5,14,A,07-12-2023,OR202312050000004741,3,12
DL202312050000005598,4,MAT-01455,1,1,A,07-12-2023,OR202312050000004741,4,12
DL202312050000001102,1,MAT-00324,3,46,A,06-12-2023,OR202312050000002718,1,12
DL202312050000006520,2,MAT-00544,2,46,A,08-12-2023,OR202312050000002718,2,12
DL202312050000008434,3,MAT-00897,3,11,A,07-12-2023,OR202312050000002718,3,12
DL202312050000005261,4,MAT-01396,3,30,A,08-12-2023,OR202312050000002718,4,12
DL202312050000009887,1,MAT-00672,2,0,C,07-12-2023,OR202312050000004280,1,12
DL202312050000006979,1,MAT-00249,4,24,A,08-12-2023,OR202312050000005092,1,12
DL202312050000008158,1,MAT-01051,1,31,A,06-12-2023,OR202312050000001720,1,12
DL202312050000007591,1,MAT-00680,4,9,A,07-12-2023,OR202312050000005237,1,12
DL202312050000005579,1,MAT-01263,3,16,A,06-12-2023,OR202312050000007801,1,12
DL202312050000006656,2,MAT-01075,3,9,A,08-12-2023,OR202312050000007801,2,12
DL202312050000003142,3,MAT-00820,1,18,A,06-12-2023,OR202312050000007801,3,12
DL202312050000001878,4,MAT-01073,2,9,A,08-12-2023,OR202312050000007801,4,12
DL202312050000008399,5,MAT-00173,2,37,A,07-12-2023,OR202312050000007801,5,12
DL202312050000006810,1,MAT-01424,3,16,A,07-12-2023,OR202312050000009201,1,12
DL202312050000001063,2,MAT-01499,4,16,A,08-12-2023,OR202312050000009201,2,12
DL202312050000006848,3,MAT-00734,2,12,A,08-12-2023,OR202312050000009201,3,12
DL202312050000008265,4,MAT-00152,5,11,B,06-12-2023,OR202312050000009201,4,12
DL202312050000009263,1,MAT-00809,3,27,A,08-12-2023,OR202312050000009769,1,12
DL202312050000001643,2,MAT-00270,1,34,A,06-12-2023,OR202312050000009769,2,12
DL202312050000007756,3,MAT-00570,2,27,A,07-12-2023,OR202312050000009769,3,12
DL202312050000001039,4,MAT-00515,2,6,B,06-12-2023,OR202312050000009769,4,12
DL202312060000009544,1,MAT-00776,1,9,B,07-12-2023,OR202312060000003606,1,12
DL202312060000004003,2,MAT-00325,3,17,A,07-12-2023,OR202312060000003606,2,12
DL202312060000005420,3,MAT-00189,3,42,A,08-12-2023,OR202312060000003606,3,12
DL202312060000007165,4,MAT-00597,3,0,B,08-12-2023,OR202312060000003606,4,12
DL202312060000003879,5,MAT-00051,3,41,A,09-12-2023,OR202312060000003606,5,12
DL202312060000001982,1,MAT-00555,4,36,A,07-12-2023,OR202312060000001381,1,12
DL202312060000002126,2,MAT-00031,2,2,A,08-12-2023,OR202312060000001381,2,12
DL202312060000008758,1,MAT-01395,4,28,A,07-12-2023,OR202312060000008395,1,12
DL202312060000005336,2,MAT-00534,4,14,A,08-12-2023,OR202312060000008395,2,12
DL202312060000009674,1,MAT-00807,4,3,A,08-12-2023,OR202312060000004885,1,12
DL202312060000008744,2,MAT-00336,2,44,A,09-12-2023,OR202312060000004885,2,12
DL202312060000005492,3,MAT-01170,5,11,A,08-12-2023,OR202312060000004885,3,12
DL202312060000004986,4,MAT-01153,2,44,A,08-12-2023,OR202312060000004885,4,12
DL202312060000009517,1,MAT-00331,5,15,A,07-12-2023,OR202312060000004904,1,12
DL202312060000007373,1,MAT-00790,4,11,A,07-12-2023,OR202312060000004380,1,12
DL202312060000008141,1,MAT-00899,2,36,A,07-12-2023,OR202312060000004149,1,12
DL202312060000007887,2,MAT-00959,5,38,A,09-12-2023,OR202312060000004149,2,12
DL202312060000006781,3,MAT-00829,3,11,A,07-12-2023,OR202312060000004149,3,12
DL202312060000003512,4,MAT-00480,3,7,B,07-12-2023,OR202312060000004149,4,12
DL202312060000003907,1,MAT-00957,2,27,A,07-12-2023,OR202312060000003618,1,12
DL202312060000004450,2,MAT-01400,3,44,A,09-12-2023,OR202312060000003618,2,12
DL202312060000005549,3,MAT-00470,2,8,B,09-12-2023,OR202312060000003618,3,12
DL202312060000006279,4,MAT-00580,5,10,A,09-12-2023,OR202312060000003618,4,12
DL202312060000006884,5,MAT-00709,1,13,A,08-12-2023,OR202312060000003618,5,12
DL202312060000001838,1,MAT-01212,3,1,B,07-12-2023,OR202312060000008711,1,12
DL202312060000008513,2,MAT-00487,3,31,B,08-12-2023,OR202312060000008711,2,12
DL202312060000007871,3,MAT-01452,1,10,A,08-12-2023,OR202312060000008711,3,12
DL202312060000008770,4,MAT-01404,4,27,B,09-12-2023,OR202312060000008711,4,12
DL202312060000009814,1,MAT-00235,4,34,A,07-12-2023,OR202312060000004620,1,12
DL202312060000003508,2,MAT-00936,2,50,A,07-12-2023,OR202312060000004620,2,12
DL202312060000005913,3,MAT-00762,1,23,A,09-12-2023,OR202312060000004620,3,12
DL202312060000008478,4,MAT-01179,2,27,A,08-12-2023,OR202312060000004620,4,12
DL202312060000004128,5,MAT-01364,3,23,A,07-12-2023,OR202312060000004620,5,12
DL202312060000008245,1,MAT-00030,3,13,A,09-12-2023,OR202312060000007686,1,12
DL202312060000002261,2,MAT-00541,5,30,A,09-12-2023,OR202312060000007686,2,12
DL202312060000004757,3,MAT-01212,4,0,A,09-12-2023,OR202312060000007686,3,12
DL202312060000004926,4,MAT-01093,3,39,A,07-12-2023,OR202312060000007686,4,12
DL202312060000002872,1,MAT-00009,5,46,A,07-12-2023,OR202312060000006841,1,12
DL202312060000001787,2,MAT-01131,4,5,A,08-12-2023,OR202312060000006841,2,12
DL202312060000006197,3,MAT-00275,4,0,C,07-12-2023,OR202312060000006841,3,12
DL202312060000009786,4,MAT-01148,3,47,A,08-12-2023,OR202312060000006841,4,12
DL202312060000007054,5,MAT-00933,3,24,A,08-12-2023,OR202312060000006841,5,12
DL202312060000007361,1,MAT-01342,1,13,A,07-12-2023,OR202312060000001206,1,12
DL202312060000002757,2,MAT-00107,2,31,A,07-12-2023,OR202312060000001206,2,12
DL202312060000006182,3,MAT-00953,1,13,A,08-12-2023,OR202312060000001206,3,12
DL202312060000001426,4,MAT-00637,4,33,A,08-12-2023,OR202312060000001206,4,12
DL202312060000004149,5,MAT-00415,2,32,A,07-12-2023,OR202312060000001206,5,12
DL202312060000002882,1,MAT-00780,4,3,B,09-12-2023,OR202312060000007506,1,12
DL202312060000003408,2,MAT-01128,2,28,A,09-12-2023,OR202312060000007506,2,12
DL202312060000003101,3,MAT-00716,4,16,A,07-12-2023,OR202312060000007506,3,12
DL202312060000002634,4,MAT-00599,5,50,A,08-12-2023,OR202312060000007506,4,12
DL202312060000006326,1,MAT-00362,1,47,A,08-12-2023,OR202312060000003019,1,12
DL202312060000001934,2,MAT-00963,4,48,A,07-12-2023,OR202312060000003019,2,12
DL202312060000005303,3,MAT-00575,4,0,B,07-12-2023,OR202312060000003019,3,12
DL202312060000005603,4,MAT-00687,2,11,A,07-12-2023,OR202312060000003019,4,12
DL202312060000006847,1,MAT-01253,4,42,A,08-12-2023,OR202312060000002487,1,12
DL202312060000001081,2,MAT-01139,4,0,C,08-12-2023,OR202312060000002487,2,12
DL202312060000005491,3,MAT-01312,1,38,A,09-12-2023,OR202312060000002487,3,12
DL202312060000008308,4,MAT-00667,5,43,A,09-12-2023,OR202312060000002487,4,12
DL202312060000006385,1,MAT-00608,3,32,A,07-12-2023,OR202312060000007236,1,12
DL202312060000005276,2,MAT-01195,3,0,C,09-12-2023,OR202312060000007236,2,12
DL202312060000003276,3,MAT-01027,4,0,C,08-12-2023,OR202312060000007236,3,12
DL202312060000008344,4,MAT-01326,2,17,A,09-12-2023,OR202312060000007236,4,12
DL202312060000002435,1,MAT-00553,5,23,A,09-12-2023,OR202312060000002730,1,12
DL202312060000008538,2,MAT-00289,2,30,A,09-12-2023,OR202312060000002730,2,12
DL202312060000004649,3,MAT-00238,3,49,A,07-12-2023,OR202312060000002730,3,12
DL202312060000008738,4,MAT-01448,1,4,A,07-12-2023,OR202312060000002730,4,12
DL202312060000006743,5,MAT-00672,3,33,A,09-12-2023,OR202312060000002730,5,12
DL202312060000001982,1,MAT-01374,5,21,A,08-12-2023,OR202312060000004528,1,12
DL202312060000008236,2,MAT-00110,2,12,B,08-12-2023,OR202312060000004528,2,12
DL202312060000009423,3,MAT-00279,5,18,A,07-12-2023,OR202312060000004528,3,12
DL202312060000004910,1,MAT-00355,3,13,A,09-12-2023,OR202312060000009437,1,12
DL202312060000009833,2,MAT-00353,1,10,A,09-12-2023,OR202312060000009437,2,12
DL202312060000003532,3,MAT-01286,1,11,B,07-12-2023,OR202312060000009437,3,12
DL202312060000002686,4,MAT-00941,2,1,B,08-12-2023,OR202312060000009437,4,12
DL202312060000005364,1,MAT-01376,2,0,C,09-12-2023,OR202312060000004090,1,12
DL202312060000004265,2,MAT-00889,4,36,A,07-12-2023,OR202312060000004090,2,12
DL202312060000005675,3,MAT-00387,5,14,B,07-12-2023,OR202312060000004090,3,12
DL202312060000001345,4,MAT-00942,1,12,A,09-12-2023,OR202312060000004090,4,12
DL202312060000001160,5,MAT-00283,4,44,A,09-12-2023,OR202312060000004090,5,12
DL202312070000002336,1,MAT-00175,2,46,A,09-12-2023,OR202312070000005385,1,12
DL202312070000009739,1,MAT-00143,3,33,A,09-12-2023,OR202312070000006645,1,12
DL202312070000003890,2,MAT-01256,2,1,B,10-12-2023,OR202312070000006645,2,12
DL202312070000006634,3,MAT-00059,1,20,B,10-12-2023,OR202312070000006645,3,12
DL202312070000008637,4,MAT-00382,2,11,A,08-12-2023,OR202312070000006645,4,12
DL202312070000005920,1,MAT-01307,1,0,C,09-12-2023,OR202312070000001025,1,12
DL202312070000005028,2,MAT-01289,2,40,A,09-12-2023,OR202312070000001025,2,12
DL202312070000002991,3,MAT-01459,4,16,A,09-12-2023,OR202312070000001025,3,12
DL202312070000002230,4,MAT-01270,5,44,A,10-12-2023,OR202312070000001025,4,12
DL202312070000003073,5,MAT-00221,1,44,A,09-12-2023,OR202312070000001025,5,12
DL202312070000008529,1,MAT-00699,5,2,A,09-12-2023,OR202312070000008661,1,12
DL202312070000006557,2,MAT-00731,5,16,A,09-12-2023,OR202312070000008661,2,12
DL202312070000009041,1,MAT-00016,3,28,A,08-12-2023,OR202312070000008670,1,12
DL202312070000008169,2,MAT-00007,1,38,A,09-12-2023,OR202312070000008670,2,12
DL202312070000002448,1,MAT-01070,5,26,A,10-12-2023,OR202312070000003647,1,12
DL202312070000006578,2,MAT-00705,2,13,A,09-12-2023,OR202312070000003647,2,12
DL202312070000002958,3,MAT-01496,5,26,A,10-12-2023,OR202312070000003647,3,12
DL202312070000004717,4,MAT-00484,2,16,A,09-12-2023,OR202312070000003647,4,12
DL202312070000007701,5,MAT-00710,1,25,B,10-12-2023,OR202312070000003647,5,12
DL202312070000002958,1,MAT-01455,1,16,A,08-12-2023,OR202312070000001146,1,12
DL202312070000002884,1,MAT-01091,2,28,A,10-12-2023,OR202312070000001423,1,12
DL202312070000004839,2,MAT-00489,2,50,A,10-12-2023,OR202312070000001423,2,12
DL202312070000006569,1,MAT-01464,1,15,A,09-12-2023,OR202312070000004409,1,12
DL202312070000008395,2,MAT-00725,5,28,A,10-12-2023,OR202312070000004409,2,12
DL202312070000009913,3,MAT-00481,2,20,A,10-12-2023,OR202312070000004409,3,12
DL202312070000008549,1,MAT-00710,4,2,A,08-12-2023,OR202312070000009518,1,12
DL202312070000001346,2,MAT-00993,3,7,A,10-12-2023,OR202312070000009518,2,12
DL202312070000009667,1,MAT-01260,4,27,A,08-12-2023,OR202312070000003107,1,12
DL202312070000004931,2,MAT-00340,1,9,A,08-12-2023,OR202312070000003107,2,12
DL202312070000004696,3,MAT-00035,2,41,A,10-12-2023,OR202312070000003107,3,12
DL202312070000009812,1,MAT-00493,4,16,B,08-12-2023,OR202312070000001608,1,12
DL202312070000001994,2,MAT-00634,1,16,A,10-12-2023,OR202312070000001608,2,12
DL202312070000002664,1,MAT-01063,5,47,A,08-12-2023,OR202312070000008148,1,12
DL202312070000002719,2,MAT-00596,1,4,B,10-12-2023,OR202312070000008148,2,12
DL202312070000007521,3,MAT-01465,5,12,A,08-12-2023,OR202312070000008148,3,12
DL202312070000001871,4,MAT-00666,4,32,A,10-12-2023,OR202312070000008148,4,12
DL202312070000003840,5,MAT-01476,2,20,A,10-12-2023,OR202312070000008148,5,12
DL202312070000002114,1,MAT-00138,4,16,A,09-12-2023,OR202312070000007647,1,12
DL202312070000006604,1,MAT-01307,4,28,A,10-12-2023,OR202312070000006022,1,12
DL202312070000005538,2,MAT-00002,3,0,C,09-12-2023,OR202312070000006022,2,12
DL202312070000006362,3,MAT-00860,5,47,A,09-12-2023,OR202312070000006022,3,12
DL202312070000008807,4,MAT-00240,1,16,B,08-12-2023,OR202312070000006022,4,12
DL202312070000009306,5,MAT-00892,3,44,A,09-12-2023,OR202312070000006022,5,12
DL202312070000005270,1,MAT-00941,3,0,C,09-12-2023,OR202312070000009328,1,12
DL202312070000006352,1,MAT-00329,3,48,A,09-12-2023,OR202312070000001519,1,12
DL202312070000005164,2,MAT-00299,5,38,A,09-12-2023,OR202312070000001519,2,12
DL202312070000007224,3,MAT-01400,5,31,A,09-12-2023,OR202312070000001519,3,12
DL202312070000002443,4,MAT-01397,3,32,A,10-12-2023,OR202312070000001519,4,12
DL202312070000002833,5,MAT-00210,1,26,B,10-12-2023,OR202312070000001519,5,12
DL202312070000003128,1,MAT-00221,1,4,A,08-12-2023,OR202312070000003092,1,12
DL202312070000006003,2,MAT-00593,2,32,A,08-12-2023,OR202312070000003092,2,12
DL202312070000004091,1,MAT-00188,1,42,A,09-12-2023,OR202312070000004956,1,12
DL202312070000005624,1,MAT-00050,2,38,A,08-12-2023,OR202312070000008295,1,12
DL202312070000006746,1,MAT-01073,1,10,B,10-12-2023,OR202312070000006305,1,12
DL202312070000009194,2,MAT-00689,2,35,A,08-12-2023,OR202312070000006305,2,12
DL202312070000007000,3,MAT-00098,4,1,B,10-12-2023,OR202312070000006305,3,12
DL202312070000007847,4,MAT-01265,3,39,A,10-12-2023,OR202312070000006305,4,12
DL202312070000004117,1,MAT-00840,1,35,A,08-12-2023,OR202312070000003066,1,12
DL202312070000005499,2,MAT-00378,3,13,A,09-12-2023,OR202312070000003066,2,12
DL202312070000002991,3,MAT-00311,2,0,C,08-12-2023,OR202312070000003066,3,12
DL202312070000004609,4,MAT-01151,4,10,A,08-12-2023,OR202312070000003066,4,12
DL202312070000001847,5,MAT-01124,2,12,A,10-12-2023,OR202312070000003066,5,12
DL202312070000008196,1,MAT-01334,2,41,A,09-12-2023,OR202312070000008678,1,12
DL202312070000008094,2,MAT-00414,2,28,A,09-12-2023,OR202312070000008678,2,12
DL202312070000009989,1,MAT-00440,5,39,A,09-12-2023,OR202312070000009949,1,12
DL202312070000002078,2,MAT-01341,4,47,A,09-12-2023,OR202312070000009949,2,12
DL202312070000003785,3,MAT-00869,1,6,A,08-12-2023,OR202312070000009949,3,12
DL202312070000001953,4,MAT-01086,5,22,A,09-12-2023,OR202312070000009949,4,12
DL202312070000007994,5,MAT-00560,4,37,A,09-12-2023,OR202312070000009949,5,12
DL202312070000007528,1,MAT-01175,3,28,A,08-12-2023,OR202312070000009328,1,12
DL202312070000008990,2,MAT-00527,5,48,A,10-12-2023,OR202312070000009328,2,12
DL202312070000005258,3,MAT-00712,2,33,B,09-12-2023,OR202312070000009328,3,12
DL202312070000004058,1,MAT-00214,4,36,A,09-12-2023,OR202312070000003530,1,12
DL202312070000006544,2,MAT-00447,3,41,A,09-12-2023,OR202312070000003530,2,12
DL202312070000004063,3,MAT-01350,3,36,A,10-12-2023,OR202312070000003530,3,12
DL202312070000006835,4,MAT-01266,1,4,A,09-12-2023,OR202312070000003530,4,12
DL202312070000007083,5,MAT-00755,5,0,C,08-12-2023,OR202312070000003530,5,12
DL202312070000006828,1,MAT-00242,3,33,A,10-12-2023,OR202312070000003580,1,12
DL202312070000009307,2,MAT-01079,5,20,A,09-12-2023,OR202312070000003580,2,12
DL202312070000002031,3,MAT-01173,5,16,A,08-12-2023,OR202312070000003580,3,12
DL202312070000008563,4,MAT-00624,2,47,A,09-12-2023,OR202312070000003580,4,12
DL202312070000006283,5,MAT-00411,1,50,A,09-12-2023,OR202312070000003580,5,12
DL202312070000007232,1,MAT-00744,5,8,A,10-12-2023,OR202312070000003159,1,12
DL202312070000007657,2,MAT-00580,1,14,A,08-12-2023,OR202312070000003159,2,12
DL202312070000008253,3,MAT-01481,3,44,B,08-12-2023,OR202312070000003159,3,12
DL202312070000006681,4,MAT-00846,2,38,A,08-12-2023,OR202312070000003159,4,12
DL202312070000007471,5,MAT-00658,4,33,A,08-12-2023,OR202312070000003159,5,12
DL202312070000004599,1,MAT-01455,3,17,A,08-12-2023,OR202312070000002949,1,12
DL202312070000003544,2,MAT-00026,4,31,A,10-12-2023,OR202312070000002949,2,12
DL202312080000005163,1,MAT-00059,2,4,A,11-12-2023,OR202312080000002697,1,12
DL202312080000003252,2,MAT-01300,3,43,A,09-12-2023,OR202312080000002697,2,12
DL202312080000008818,3,MAT-01250,5,15,A,10-12-2023,OR202312080000002697,3,12
DL202312080000002934,4,MAT-00313,4,47,A,10-12-2023,OR202312080000002697,4,12
DL202312080000008814,1,MAT-00762,1,0,C,09-12-2023,OR202312080000002163,1,12
DL202312080000003827,2,MAT-00090,5,28,A,11-12-2023,OR202312080000002163,2,12
DL202312080000002541,3,MAT-00979,4,26,A,10-12-2023,OR202312080000002163,3,12
DL202312080000005811,1,MAT-01430,2,13,A,10-12-2023,OR202312080000002204,1,12
DL202312080000009277,2,MAT-01434,5,31,A,10-12-2023,OR202312080000002204,2,12
