sales_order,order_type,sales_org,distribution_channel,division,order_date,customer_id,fiscal_period
OR202401190000001568,OR,1000,10,0,19-01-2024,CUST-03406,1
OR202401220000003021,OR,1000,10,0,22-01-2024,CUST-02144,1
OR202401220000009956,OR,1000,10,0,22-01-2024,CUST-03971,1
OR202401220000008115,OR,1000,10,0,22-01-2024,CUST-01067,1
OR202401220000009624,OR,1000,10,0,22-01-2024,CUST-03435,1
OR202401220000003376,OR,1000,10,0,22-01-2024,CUST-01036,1
OR202401220000005524,OR,1000,10,0,22-01-2024,CUST-02984,1
OR202401220000006183,OR,1000,10,0,22-01-2024,CUST-00635,1
OR202401220000005657,OR,1000,10,0,22-01-2024,CUST-02382,1
OR202401220000004320,OR,1000,10,0,22-01-2024,CUST-03485,1
OR202401220000005071,OR,1000,10,0,22-01-2024,CUST-03714,1
OR202401220000009069,OR,1000,10,0,22-01-2024,CUST-03488,1
OR202401220000004832,OR,1000,10,0,22-01-2024,CUST-03742,1
OR202401220000005412,OR,1000,10,0,22-01-2024,CUST-03819,1
OR202401220000007862,OR,1000,10,0,22-01-2024,CUST-00154,1
OR202401220000004406,OR,1000,10,0,22-01-2024,CUST-04392,1
OR202401220000008518,OR,1000,10,0,22-01-2024,CUST-00393,1
OR202401220000001591,OR,1000,10,0,22-01-2024,CUST-04261,1
OR202401220000006151,OR,1000,10,0,22-01-2024,CUST-02141,1
OR202401220000002209,OR,1000,10,0,22-01-2024,CUST-04254,1
OR202401220000005012,OR,1000,10,0,22-01-2024,CUST-01131,1
OR202401220000005986,OR,1000,10,0,22-01-2024,CUST-01796,1
OR202401230000001037,OR,1000,10,0,23-01-2024,CUST-01731,1
OR202401230000002815,OR,1000,10,0,23-01-2024,CUST-01212,1
OR202401230000008056,OR,1000,10,0,23-01-2024,CUST-02703,1
OR202401230000004457,OR,1000,10,0,23-01-2024,CUST-02849,1
OR202401230000008211,OR,1000,10,0,23-01-2024,CUST-02201,1
OR202401230000009616,OR,1000,10,0,23-01-2024,CUST-04058,1
OR202401230000003308,OR,1000,10,0,23-01-2024,CUST-02273,1
OR202401230000008600,OR,1000,10,0,23-01-2024,CUST-02577,1
OR202401230000003895,OR,1000,10,0,23-01-2024,CUST-04735,1
OR202401230000007757,OR,1000,10,0,23-01-2024,CUST-02069,1
OR202401230000004149,OR,1000,10,0,23-01-2024,CUST-04436,1
OR202401230000004398,OR,1000,10,0,23-01-2024,CUST-00052,1
OR202401230000002810,OR,1000,10,0,23-01-2024,CUST-01025,1
OR202401230000001140,OR,1000,10,0,23-01-2024,CUST-04753,1
OR202401230000006613,OR,1000,10,0,23-01-2024,CUST-02892,1
OR202401230000007987,OR,1000,10,0,23-01-2024,CUST-02503,1
OR202401230000001028,OR,1000,10,0,23-01-2024,CUST-03264,1
OR202401230000003493,OR,1000,10,0,23-01-2024,CUST-02398,1
OR202401230000008123,OR,1000,10,0,23-01-2024,CUST-04397,1
OR202401230000003995,OR,1000,10,0,23-01-2024,CUST-02003,1
OR202401230000009473,OR,1000,10,0,23-01-2024,CUST-02103,1
OR202401230000005373,OR,1000,10,0,23-01-2024,CUST-04523,1
OR202401230000006811,OR,1000,10,0,23-01-2024,CUST-02242,1
OR202401230000004115,OR,1000,10,0,23-01-2024,CUST-04544,1
OR202401230000007567,OR,1000,10,0,23-01-2024,CUST-02576,1
OR202401230000001679,OR,1000,10,0,23-01-2024,CUST-03723,1
OR202401230000002806,OR,1000,10,0,23-01-2024,CUST-02434,1
OR202401230000001795,OR,1000,10,0,23-01-2024,CUST-03494,1
OR202401230000008052,OR,1000,10,0,23-01-2024,CUST-04134,1
OR202401230000002924,OR,1000,10,0,23-01-2024,CUST-04003,1
OR202401240000009902,OR,1000,10,0,24-01-2024,CUST-00184,1
OR202401240000007076,OR,1000,10,0,24-01-2024,CUST-04012,1
OR202401240000008016,OR,1000,10,0,24-01-2024,CUST-01876,1
OR202401240000007838,OR,1000,10,0,24-01-2024,CUST-03086,1
OR202401240000002009,OR,1000,10,0,24-01-2024,CUST-02706,1
OR202401240000006729,OR,1000,10,0,24-01-2024,CUST-04059,1
OR202401240000006835,OR,1000,10,0,24-01-2024,CUST-03412,1
OR202401240000002946,OR,1000,10,0,24-01-2024,CUST-00424,1
OR202401240000003683,OR,1000,10,0,24-01-2024,CUST-02692,1
OR202401240000008834,OR,1000,10,0,24-01-2024,CUST-03372,1
OR202401240000004831,OR,1000,10,0,24-01-2024,CUST-04599,1
OR202401240000002779,OR,1000,10,0,24-01-2024,CUST-01997,1
OR202401240000002538,OR,1000,10,0,24-01-2024,CUST-01457,1
OR202401240000006034,OR,1000,10,0,24-01-2024,CUST-04399,1
OR202401240000001779,OR,1000,10,0,24-01-2024,CUST-04878,1
OR202401240000002843,OR,1000,10,0,24-01-2024,CUST-03833,1
OR202401240000009433,OR,1000,10,0,24-01-2024,CUST-03525,1
OR202401240000009883,OR,1000,10,0,24-01-2024,CUST-00751,1
OR202401240000006864,OR,1000,10,0,24-01-2024,CUST-01822,1
OR202401240000005961,OR,1000,10,0,24-01-2024,CUST-04341,1
OR202401240000006669,OR,1000,10,0,24-01-2024,CUST-03809,1
OR202401240000002887,OR,1000,10,0,24-01-2024,CUST-04082,1
OR202401240000006049,OR,1000,10,0,24-01-2024,CUST-04645,1
OR202401240000007314,OR,1000,10,0,24-01-2024,CUST-00798,1
OR202401250000006839,OR,1000,10,0,25-01-2024,CUST-01871,1
OR202401250000009661,OR,1000,10,0,25-01-2024,CUST-04248,1
OR202401250000006206,OR,1000,10,0,25-01-2024,CUST-02184,1
OR202401250000002326,OR,1000,10,0,25-01-2024,CUST-02017,1
OR202401250000001771,OR,1000,10,0,25-01-2024,CUST-01072,1
OR202401250000009134,OR,1000,10,0,25-01-2024,CUST-02648,1
OR202401250000005941,OR,1000,10,0,25-01-2024,CUST-02236,1
OR202401250000004860,OR,1000,10,0,25-01-2024,CUST-00955,1
OR202401250000009850,OR,1000,10,0,25-01-2024,CUST-03159,1
OR202401250000004647,OR,1000,10,0,25-01-2024,CUST-02954,1
OR202401250000005809,OR,1000,10,0,25-01-2024,CUST-02236,1
OR202401250000006563,OR,1000,10,0,25-01-2024,CUST-01545,1
OR202401250000004296,OR,1000,10,0,25-01-2024,CUST-04864,1
OR202401250000006760,OR,1000,10,0,25-01-2024,CUST-04238,1
OR202401250000004296,OR,1000,10,0,25-01-2024,CUST-01211,1
OR202401250000002470,OR,1000,10,0,25-01-2024,CUST-01311,1
OR202401250000009413,OR,1000,10,0,25-01-2024,CUST-01635,1
OR202401250000006786,OR,1000,10,0,25-01-2024,CUST-01660,1
OR202401250000002016,OR,1000,10,0,25-01-2024,CUST-00317,1
OR202401250000007854,OR,1000,10,0,25-01-2024,CUST-02248,1
OR202401250000002659,OR,1000,10,0,25-01-2024,CUST-01733,1
OR202401250000007645,OR,1000,10,0,25-01-2024,CUST-01979,1
OR202401250000009806,OR,1000,10,0,25-01-2024,CUST-00496,1
OR202401250000007054,OR,1000,10,0,25-01-2024,CUST-04984,1
OR202401250000004039,OR,1000,10,0,25-01-2024,CUST-00536,1
OR202401250000006117,OR,1000,10,0,25-01-2024,CUST-04508,1
OR202401260000008451,OR,1000,10,0,26-01-2024,CUST-01022,1
OR202401260000009850,OR,1000,10,0,26-01-2024,CUST-00844,1
OR202401260000007017,OR,1000,10,0,26-01-2024,CUST-00015,1
OR202401260000007431,OR,1000,10,0,26-01-2024,CUST-01702,1
OR202401260000004221,OR,1000,10,0,26-01-2024,CUST-04211,1
OR202401260000005435,OR,1000,10,0,26-01-2024,CUST-02451,1
OR202401260000005905,OR,1000,10,0,26-01-2024,CUST-04104,1
OR202401260000003152,OR,1000,10,0,26-01-2024,CUST-00526,1
OR202401260000001002,OR,1000,10,0,26-01-2024,CUST-03804,1
OR202401260000004138,OR,1000,10,0,26-01-2024,CUST-00827,1
OR202401260000003536,OR,1000,10,0,26-01-2024,CUST-03147,1
OR202401260000005258,OR,1000,10,0,26-01-2024,CUST-04716,1
OR202401260000006184,OR,1000,10,0,26-01-2024,CUST-04393,1
OR202401260000006590,OR,1000,10,0,26-01-2024,CUST-03936,1
OR202401260000002467,OR,1000,10,0,26-01-2024,CUST-02370,1
OR202401260000003060,OR,1000,10,0,26-01-2024,CUST-04565,1
OR202401260000009192,OR,1000,10,0,26-01-2024,CUST-00008,1
OR202401260000003844,OR,1000,10,0,26-01-2024,CUST-02582,1
OR202401260000003877,OR,1000,10,0,26-01-2024,CUST-03021,1
OR202401260000009218,OR,1000,10,0,26-01-2024,CUST-01854,1
OR202401260000003752,OR,1000,10,0,26-01-2024,CUST-00979,1
OR202401260000005229,OR,1000,10,0,26-01-2024,CUST-02457,1
OR202401290000005410,OR,1000,10,0,29-01-2024,CUST-01817,1
OR202401290000002986,OR,1000,10,0,29-01-2024,CUST-04962,1
OR202401290000006125,OR,1000,10,0,29-01-2024,CUST-02954,1
OR202401290000001895,OR,1000,10,0,29-01-2024,CUST-03265,1
OR202401290000001947,OR,1000,10,0,29-01-2024,CUST-02053,1
OR202401290000002457,OR,1000,10,0,29-01-2024,CUST-03564,1
OR202401290000006186,OR,1000,10,0,29-01-2024,CUST-03921,1
OR202401290000007946,OR,1000,10,0,29-01-2024,CUST-00061,1
OR202401290000001434,OR,1000,10,0,29-01-2024,CUST-03364,1
OR202401290000008501,OR,1000,10,0,29-01-2024,CUST-02097,1
OR202401290000003653,OR,1000,10,0,29-01-2024,CUST-03859,1
OR202401290000006011,OR,1000,10,0,29-01-2024,CUST-04711,1
OR202401290000006191,OR,1000,10,0,29-01-2024,CUST-00928,1
OR202401290000003633,OR,1000,10,0,29-01-2024,CUST-04724,1
OR202401290000003763,OR,1000,10,0,29-01-2024,CUST-04632,1
OR202401290000005497,OR,1000,10,0,29-01-2024,CUST-04961,1
OR202401290000008624,OR,1000,10,0,29-01-2024,CUST-00099,1
OR202401290000006116,OR,1000,10,0,29-01-2024,CUST-04595,1
OR202401290000002371,OR,1000,10,0,29-01-2024,CUST-00803,1
OR202401290000001309,OR,1000,10,0,29-01-2024,CUST-03612,1
OR202401290000006022,OR,1000,10,0,29-01-2024,CUST-02478,1
OR202401300000009249,OR,1000,10,0,30-01-2024,CUST-02420,1
OR202401300000009919,OR,1000,10,0,30-01-2024,CUST-01867,1
OR202401300000001489,OR,1000,10,0,30-01-2024,CUST-01004,1
OR202401300000002771,OR,1000,10,0,30-01-2024,CUST-00842,1
OR202401300000003611,OR,1000,10,0,30-01-2024,CUST-02975,1
OR202401300000006773,OR,1000,10,0,30-01-2024,CUST-00336,1
OR202401300000005727,OR,1000,10,0,30-01-2024,CUST-01273,1
OR202401300000009559,OR,1000,10,0,30-01-2024,CUST-00288,1
OR202401300000003909,OR,1000,10,0,30-01-2024,CUST-03094,1
OR202401300000005731,OR,1000,10,0,30-01-2024,CUST-04673,1
OR202401300000001392,OR,1000,10,0,30-01-2024,CUST-03078,1
OR202401300000007260,OR,1000,10,0,30-01-2024,CUST-03645,1
OR202401300000006695,OR,1000,10,0,30-01-2024,CUST-03594,1
OR202401300000007971,OR,1000,10,0,30-01-2024,CUST-02543,1
OR202401300000007934,OR,1000,10,0,30-01-2024,CUST-02132,1
OR202401300000005582,OR,1000,10,0,30-01-2024,CUST-02615,1
OR202401300000004036,OR,1000,10,0,30-01-2024,CUST-03049,1
OR202401300000001892,OR,1000,10,0,30-01-2024,CUST-01723,1
OR202401300000004127,OR,1000,10,0,30-01-2024,CUST-03741,1
OR202401310000009773,OR,1000,10,0,31-01-2024,CUST-04976,1
OR202401310000006432,OR,1000,10,0,31-01-2024,CUST-01879,1
OR202401310000002904,OR,1000,10,0,31-01-2024,CUST-00680,1
OR202401310000008318,OR,1000,10,0,31-01-2024,CUST-03511,1
OR202401310000003186,OR,1000,10,0,31-01-2024,CUST-02740,1
OR202401310000003727,OR,1000,10,0,31-01-2024,CUST-04111,1
OR202401310000008896,OR,1000,10,0,31-01-2024,CUST-04894,1
OR202401310000003479,OR,1000,10,0,31-01-2024,CUST-01961,1
OR202401310000001574,OR,1000,10,0,31-01-2024,CUST-00700,1
OR202401310000001194,OR,1000,10,0,31-01-2024,CUST-02775,1
OR202401310000001888,OR,1000,10,0,31-01-2024,CUST-02863,1
OR202401310000003827,OR,1000,10,0,31-01-2024,CUST-01626,1
OR202401310000008309,OR,1000,10,0,31-01-2024,CUST-01020,1
OR202401310000003987,OR,1000,10,0,31-01-2024,CUST-01083,1
OR202401310000004969,OR,1000,10,0,31-01-2024,CUST-04323,1
OR202401310000001248,OR,1000,10,0,31-01-2024,CUST-03498,1
OR202401310000006267,OR,1000,10,0,31-01-2024,CUST-02043,1
OR202401310000003447,OR,1000,10,0,31-01-2024,CUST-01164,1
OR202401310000002137,OR,1000,10,0,31-01-2024,CUST-04472,1
OR202401310000003253,OR,1000,10,0,31-01-2024,CUST-03762,1
OR202401310000004749,OR,1000,10,0,31-01-2024,CUST-04032,1
OR202401310000004072,OR,1000,10,0,31-01-2024,CUST-04447,1
OR202401310000005984,OR,1000,10,0,31-01-2024,CUST-02512,1
OR202401310000007281,OR,1000,10,0,31-01-2024,CUST-04990,1
OR202401310000007856,OR,1000,10,0,31-01-2024,CUST-00237,1
OR202401310000001295,OR,1000,10,0,31-01-2024,CUST-00641,1
OR202402010000002108,OR,1000,10,0,01-02-2024,CUST-04604,2
OR202402010000002034,OR,1000,10,0,01-02-2024,CUST-02833,2
OR202402010000007275,OR,1000,10,0,01-02-2024,CUST-00009,2
OR202402010000003365,OR,1000,10,0,01-02-2024,CUST-04823,2
OR202402010000003099,OR,1000,10,0,01-02-2024,CUST-02254,2
OR202402010000003051,OR,1000,10,0,01-02-2024,CUST-03723,2
OR202402010000006010,OR,1000,10,0,01-02-2024,CUST-03283,2
OR202402010000004207,OR,1000,10,0,01-02-2024,CUST-03322,2
OR202402010000002870,OR,1000,10,0,01-02-2024,CUST-04872,2
OR202402010000004894,OR,1000,10,0,01-02-2024,CUST-00753,2
OR202402010000001575,OR,1000,10,0,01-02-2024,CUST-01569,2
OR202402010000006847,OR,1000,10,0,01-02-2024,CUST-01506,2
OR202402010000008497,OR,1000,10,0,01-02-2024,CUST-02567,2
OR202402010000006999,OR,1000,10,0,01-02-2024,CUST-03278,2
OR202402010000008454,OR,1000,10,0,01-02-2024,CUST-01687,2
OR202402010000007803,OR,1000,10,0,01-02-2024,CUST-00672,2
OR202402010000006737,OR,1000,10,0,01-02-2024,CUST-00184,2
OR202402010000002164,OR,1000,10,0,01-02-2024,CUST-03776,2
OR202402010000007982,OR,1000,10,0,01-02-2024,CUST-00455,2
OR202402010000006924,OR,1000,10,0,01-02-2024,CUST-00158,2
OR202402010000008244,OR,1000,10,0,01-02-2024,CUST-03977,2
OR202402010000004196,OR,1000,10,0,01-02-2024,CUST-04479,2
OR202402010000002557,OR,1000,10,0,01-02-2024,CUST-04623,2
OR202402010000003182,OR,1000,10,0,01-02-2024,CUST-00275,2
OR202402010000006589,OR,1000,10,0,01-02-2024,CUST-04974,2
OR202402010000002213,OR,1000,10,0,01-02-2024,CUST-03237,2
OR202402020000002395,OR,1000,10,0,02-02-2024,CUST-03448,2
OR202402020000008719,OR,1000,10,0,02-02-2024,CUST-01572,2
OR202402020000009607,OR,1000,10,0,02-02-2024,CUST-01407,2
OR202402020000006034,OR,1000,10,0,02-02-2024,CUST-04388,2
OR202402020000009974,OR,1000,10,0,02-02-2024,CUST-02519,2
OR202402020000003439,OR,1000,10,0,02-02-2024,CUST-01527,2
OR202402020000008743,OR,1000,10,0,02-02-2024,CUST-02125,2
OR202402020000006901,OR,1000,10,0,02-02-2024,CUST-01931,2
OR202402020000005046,OR,1000,10,0,02-02-2024,CUST-04210,2
OR202402020000002173,OR,1000,10,0,02-02-2024,CUST-02462,2
OR202402020000002829,OR,1000,10,0,02-02-2024,CUST-03043,2
OR202402020000002511,OR,1000,10,0,02-02-2024,CUST-00453,2
OR202402020000003653,OR,1000,10,0,02-02-2024,CUST-00557,2
OR202402020000007854,OR,1000,10,0,02-02-2024,CUST-00401,2
OR202402020000008806,OR,1000,10,0,02-02-2024,CUST-02810,2
OR202402020000007038,OR,1000,10,0,02-02-2024,CUST-00723,2
OR202402020000005195,OR,1000,10,0,02-02-2024,CUST-04077,2
OR202402020000003478,OR,1000,10,0,02-02-2024,CUST-02164,2
OR202402020000001429,OR,1000,10,0,02-02-2024,CUST-02678,2
OR202402020000004677,OR,1000,10,0,02-02-2024,CUST-01228,2
OR202402020000009151,OR,1000,10,0,02-02-2024,CUST-01669,2
OR202402020000003973,OR,1000,10,0,02-02-2024,CUST-04237,2
OR202402020000003659,OR,1000,10,0,02-02-2024,CUST-04471,2
OR202402020000001180,OR,1000,10,0,02-02-2024,CUST-03125,2
OR202402050000002404,OR,1000,10,0,05-02-2024,CUST-02976,2
OR202402050000008622,OR,1000,10,0,05-02-2024,CUST-04534,2
OR202402050000003334,OR,1000,10,0,05-02-2024,CUST-00875,2
OR202402050000006060,OR,1000,10,0,05-02-2024,CUST-01419,2
OR202402050000007250,OR,1000,10,0,05-02-2024,CUST-01909,2
OR202402050000009317,OR,1000,10,0,05-02-2024,CUST-03144,2
OR202402050000009803,OR,1000,10,0,05-02-2024,CUST-02112,2
OR202402050000005553,OR,1000,10,0,05-02-2024,CUST-04557,2
OR202402050000006209,OR,1000,10,0,05-02-2024,CUST-04349,2
OR202402050000008948,OR,1000,10,0,05-02-2024,CUST-04087,2
OR202402050000007918,OR,1000,10,0,05-02-2024,CUST-03719,2
OR202402050000004784,OR,1000,10,0,05-02-2024,CUST-04149,2
OR202402050000005423,OR,1000,10,0,05-02-2024,CUST-03306,2
OR202402050000005190,OR,1000,10,0,05-02-2024,CUST-00977,2
OR202402050000009009,OR,1000,10,0,05-02-2024,CUST-04632,2
OR202402050000007111,OR,1000,10,0,05-02-2024,CUST-03737,2
OR202402050000006791,OR,1000,10,0,05-02-2024,CUST-01076,2
OR202402050000001920,OR,1000,10,0,05-02-2024,CUST-04390,2
OR202402050000005052,OR,1000,10,0,05-02-2024,CUST-03869,2
OR202402050000002052,OR,1000,10,0,05-02-2024,CUST-01565,2
OR202402050000009538,OR,1000,10,0,05-02-2024,CUST-01335,2
OR202402050000001981,OR,1000,10,0,05-02-2024,CUST-01854,2
OR202402050000004897,OR,1000,10,0,05-02-2024,CUST-02282,2
OR202402050000007114,OR,1000,10,0,05-02-2024,CUST-01926,2
OR202402050000007670,OR,1000,10,0,05-02-2024,CUST-03898,2
OR202402060000008402,OR,1000,10,0,06-02-2024,CUST-04765,2
OR202402060000006830,OR,1000,10,0,06-02-2024,CUST-00283,2
OR202402060000007546,OR,1000,10,0,06-02-2024,CUST-00526,2
OR202402060000002707,OR,1000,10,0,06-02-2024,CUST-03993,2
OR202402060000004454,OR,1000,10,0,06-02-2024,CUST-00273,2
OR202402060000002233,OR,1000,10,0,06-02-2024,CUST-03142,2
OR202402060000004328,OR,1000,10,0,06-02-2024,CUST-00520,2
OR202402060000007763,OR,1000,10,0,06-02-2024,CUST-03777,2
OR202402060000004450,OR,1000,10,0,06-02-2024,CUST-00719,2
OR202402060000007815,OR,1000,10,0,06-02-2024,CUST-04609,2
OR202402060000009383,OR,1000,10,0,06-02-2024,CUST-01657,2
OR202402060000005250,OR,1000,10,0,06-02-2024,CUST-02560,2
OR202402060000004778,OR,1000,10,0,06-02-2024,CUST-03077,2
OR202402060000003421,OR,1000,10,0,06-02-2024,CUST-03338,2
OR202402060000002565,OR,1000,10,0,06-02-2024,CUST-01885,2
OR202402060000008632,OR,1000,10,0,06-02-2024,CUST-00140,2
OR202402060000002392,OR,1000,10,0,06-02-2024,CUST-04524,2
OR202402060000002497,OR,1000,10,0,06-02-2024,CUST-00649,2
OR202402060000005649,OR,1000,10,0,06-02-2024,CUST-02923,2
OR202402060000008357,OR,1000,10,0,06-02-2024,CUST-00545,2
OR202402060000004480,OR,1000,10,0,06-02-2024,CUST-03632,2
OR202402060000002916,OR,1000,10,0,06-02-2024,CUST-00810,2
OR202402070000002837,OR,1000,10,0,07-02-2024,CUST-03238,2
OR202402070000006924,OR,1000,10,0,07-02-2024,CUST-04607,2
OR202402070000002275,OR,1000,10,0,07-02-2024,CUST-03940,2
OR202402070000001811,OR,1000,10,0,07-02-2024,CUST-04526,2
OR202402070000004170,OR,1000,10,0,07-02-2024,CUST-02058,2
OR202402070000003683,OR,1000,10,0,07-02-2024,CUST-04065,2
OR202402070000004071,OR,1000,10,0,07-02-2024,CUST-01397,2
OR202402070000008134,OR,1000,10,0,07-02-2024,CUST-01258,2
OR202402070000002259,OR,1000,10,0,07-02-2024,CUST-03124,2
OR202402070000001773,OR,1000,10,0,07-02-2024,CUST-02078,2
OR202402070000004654,OR,1000,10,0,07-02-2024,CUST-00244,2
OR202402070000005330,OR,1000,10,0,07-02-2024,CUST-00123,2
OR202402070000007464,OR,1000,10,0,07-02-2024,CUST-02689,2
OR202402070000006512,OR,1000,10,0,07-02-2024,CUST-04729,2
OR202402070000009618,OR,1000,10,0,07-02-2024,CUST-03353,2
OR202402070000009532,OR,1000,10,0,07-02-2024,CUST-02348,2
OR202402070000004586,OR,1000,10,0,07-02-2024,CUST-01857,2
OR202402070000005979,OR,1000,10,0,07-02-2024,CUST-00904,2
OR202402070000009593,OR,1000,10,0,07-02-2024,CUST-02191,2
OR202402070000007161,OR,1000,10,0,07-02-2024,CUST-03668,2
OR202402070000005035,OR,1000,10,0,07-02-2024,CUST-03794,2
OR202402070000002738,OR,1000,10,0,07-02-2024,CUST-03620,2
OR202402070000004670,OR,1000,10,0,07-02-2024,CUST-03028,2
OR202402070000007030,OR,1000,10,0,07-02-2024,CUST-00482,2
OR202402070000006107,OR,1000,10,0,07-02-2024,CUST-01909,2
OR202402070000005957,OR,1000,10,0,07-02-2024,CUST-00538,2
OR202402080000002022,OR,1000,10,0,08-02-2024,CUST-04982,2
OR202402080000009139,OR,1000,10,0,08-02-2024,CUST-00682,2
OR202402080000004525,OR,1000,10,0,08-02-2024,CUST-02347,2
OR202402080000005385,OR,1000,10,0,08-02-2024,CUST-04931,2
OR202402080000007244,OR,1000,10,0,08-02-2024,CUST-04579,2
OR202402080000004069,OR,1000,10,0,08-02-2024,CUST-04308,2
OR202402080000006765,OR,1000,10,0,08-02-2024,CUST-04014,2
OR202402080000001640,OR,1000,10,0,08-02-2024,CUST-00519,2
OR202402080000002254,OR,1000,10,0,08-02-2024,CUST-02781,2
OR202402080000009892,OR,1000,10,0,08-02-2024,CUST-03439,2
OR202402080000001443,OR,1000,10,0,08-02-2024,CUST-00616,2
OR202402080000001440,OR,1000,10,0,08-02-2024,CUST-01245,2
OR202402080000009572,OR,1000,10,0,08-02-2024,CUST-03755,2
OR202402080000007033,OR,1000,10,0,08-02-2024,CUST-02776,2
OR202402080000006441,OR,1000,10,0,08-02-2024,CUST-03223,2
OR202402080000008657,OR,1000,10,0,08-02-2024,CUST-04618,2
OR202402080000008757,OR,1000,10,0,08-02-2024,CUST-02273,2
OR202402080000005417,OR,1000,10,0,08-02-2024,CUST-00843,2
OR202402080000006940,OR,1000,10,0,08-02-2024,CUST-00703,2
OR202402080000002978,OR,1000,10,0,08-02-2024,CUST-03337,2
OR202402080000003424,OR,1000,10,0,08-02-2024,CUST-04976,2
OR202402080000003261,OR,1000,10,0,08-02-2024,CUST-02038,2
OR202402080000006675,OR,1000,10,0,08-02-2024,CUST-03134,2
OR202402080000006692,OR,1000,10,0,08-02-2024,CUST-03307,2
OR202402080000002154,OR,1000,10,0,08-02-2024,CUST-01440,2
OR202402080000009836,OR,1000,10,0,08-02-2024,CUST-02946,2
OR202402080000006489,OR,1000,10,0,08-02-2024,CUST-01273,2
OR202402090000008100,OR,1000,10,0,09-02-2024,CUST-00232,2
OR202402090000006992,OR,1000,10,0,09-02-2024,CUST-00021,2
OR202402090000006656,OR,1000,10,0,09-02-2024,CUST-04439,2
OR202402090000001496,OR,1000,10,0,09-02-2024,CUST-04406,2
OR202402090000005695,OR,1000,10,0,09-02-2024,CUST-00726,2
OR202402090000003070,OR,1000,10,0,09-02-2024,CUST-02200,2
OR202402090000007996,OR,1000,10,0,09-02-2024,CUST-04692,2
OR202402090000009676,OR,1000,10,0,09-02-2024,CUST-02731,2
OR202402090000005562,OR,1000,10,0,09-02-2024,CUST-02231,2
OR202402090000002910,OR,1000,10,0,09-02-2024,CUST-00233,2
OR202402090000007668,OR,1000,10,0,09-02-2024,CUST-02928,2
OR202402090000005981,OR,1000,10,0,09-02-2024,CUST-04008,2
OR202402090000004162,OR,1000,10,0,09-02-2024,CUST-01345,2
OR202402090000008527,OR,1000,10,0,09-02-2024,CUST-00232,2
OR202402090000001017,OR,1000,10,0,09-02-2024,CUST-04974,2
OR202402090000007303,OR,1000,10,0,09-02-2024,CUST-04032,2
OR202402090000008255,OR,1000,10,0,09-02-2024,CUST-00978,2
OR202402090000003149,OR,1000,10,0,09-02-2024,CUST-00083,2
OR202402090000003260,OR,1000,10,0,09-02-2024,CUST-02247,2
OR202402090000004474,OR,1000,10,0,09-02-2024,CUST-00478,2
OR202402090000007749,OR,1000,10,0,09-02-2024,CUST-04773,2
OR202402090000008540,OR,1000,10,0,09-02-2024,CUST-04599,2
OR202402090000006462,OR,1000,10,0,09-02-2024,CUST-00459,2
OR202402120000004367,OR,1000,10,0,12-02-2024,CUST-00675,2
OR202402120000009479,OR,1000,10,0,12-02-2024,CUST-03309,2
OR202402120000009746,OR,1000,10,0,12-02-2024,CUST-01505,2
OR202402120000008813,OR,1000,10,0,12-02-2024,CUST-01875,2
OR202402120000008605,OR,1000,10,0,12-02-2024,CUST-00940,2
OR202402120000009348,OR,1000,10,0,12-02-2024,CUST-04812,2
OR202402120000002162,OR,1000,10,0,12-02-2024,CUST-03660,2
OR202402120000001477,OR,1000,10,0,12-02-2024,CUST-00033,2
OR202402120000001058,OR,1000,10,0,12-02-2024,CUST-03755,2
OR202402120000001243,OR,1000,10,0,12-02-2024,CUST-01876,2
OR202402120000003238,OR,1000,10,0,12-02-2024,CUST-01155,2
OR202402120000004044,OR,1000,10,0,12-02-2024,CUST-02513,2
OR202402120000008171,OR,1000,10,0,12-02-2024,CUST-02033,2
OR202402120000008526,OR,1000,10,0,12-02-2024,CUST-04502,2
OR202402120000002906,OR,1000,10,0,12-02-2024,CUST-00300,2
OR202402120000007365,OR,1000,10,0,12-02-2024,CUST-02139,2
OR202402120000009617,OR,1000,10,0,12-02-2024,CUST-00900,2
OR202402120000004738,OR,1000,10,0,12-02-2024,CUST-04901,2
OR202402120000002914,OR,1000,10,0,12-02-2024,CUST-02964,2
OR202402120000005300,OR,1000,10,0,12-02-2024,CUST-00381,2
OR202402120000009435,OR,1000,10,0,12-02-2024,CUST-00394,2
OR202402120000004636,OR,1000,10,0,12-02-2024,CUST-00008,2
OR202402120000006206,OR,1000,10,0,12-02-2024,CUST-04866,2
OR202402120000007276,OR,1000,10,0,12-02-2024,CUST-00792,2
OR202402120000005785,OR,1000,10,0,12-02-2024,CUST-01194,2
OR202402120000009727,OR,1000,10,0,12-02-2024,CUST-03550,2
OR202402120000004839,OR,1000,10,0,12-02-2024,CUST-04895,2
OR202402120000005227,OR,1000,10,0,12-02-2024,CUST-04941,2
OR202402130000009158,OR,1000,10,0,13-02-2024,CUST-04189,2
OR202402130000007080,OR,1000,10,0,13-02-2024,CUST-04508,2
OR202402130000004176,OR,1000,10,0,13-02-2024,CUST-01079,2
OR202402130000001636,OR,1000,10,0,13-02-2024,CUST-04059,2
OR202402130000005502,OR,1000,10,0,13-02-2024,CUST-03412,2
OR202402130000009808,OR,1000,10,0,13-02-2024,CUST-03986,2
OR202402130000006011,OR,1000,10,0,13-02-2024,CUST-03855,2
