material_id,plant_id,storage_location,unrestricted_stock,quality_insp,blocked_stock,safety_stock,last_count_date
MAT-00878,4,C001,435,18,0,58,
MAT-00878,4,A001,859,8,0,117,
MAT-00878,5,B001,1385.5,29,0,197,
MAT-00878,5,WH02,633.5,2,0,50,
MAT-00879,1,WH01,212,38,0,34,
MAT-00879,1,C001,891,22,0,119,
MAT-00879,2,B001,214,43,0,30,
MAT-00879,2,WH01,171.5,27,0,31,
MAT-00879,3,B001,508,38,0,68,
MAT-00879,3,WH02,1077,35,0,144,
MAT-00879,4,WH02,849,13,0,113,
MAT-00879,4,WH01,465.5,23,0,66,
MAT-00879,5,B001,150,33,0,20,
MAT-00879,5,A001,670.5,33,0,90,
MAT-00880,1,B001,711,22,0,95,
MAT-00880,1,WH01,1192,34,0,160,
MAT-00880,2,B001,496.5,10,0,66,
MAT-00880,2,WH01,232.5,33,0,38,
MAT-00880,3,WH02,1334.5,49,0,184,
MAT-00880,3,C001,1297,23,0,177,
MAT-00880,4,A001,1005,33,0,134,
MAT-00880,4,WH02,672,48,0,91,
MAT-00880,5,WH02,1119,7,0,128,
MAT-00880,5,A001,641,38,0,40,
MAT-00881,1,WH02,427.5,35,0,57,
MAT-00881,1,C001,315,31,0,44,
MAT-00881,2,WH02,568,8,0,78,
MAT-00881,2,B001,1331,41,0,180,
MAT-00881,3,A001,980.5,12,0,72,
MAT-00881,3,WH01,436.5,42,0,61,
MAT-00881,4,WH02,670.5,12,0,89,
MAT-00881,4,C001,1370,19,0,186,
MAT-00881,5,B001,741,36,0,78,
MAT-00881,5,WH02,1146.5,29,0,159,
MAT-00882,1,A001,318,40,0,46,
MAT-00882,1,WH01,168,17,0,22,
MAT-00882,2,A001,329.5,18,0,58,
MAT-00882,2,B001,376.5,17,0,50,
MAT-00882,3,B001,1908,1,0,197,
MAT-00882,3,A001,1090.5,41,0,145,
MAT-00882,4,A001,495,7,0,66,
MAT-00882,4,WH01,721.5,12,0,97,
MAT-00882,5,B001,574,41,0,80,
MAT-00882,5,WH02,486,0,0,66,
MAT-00883,1,WH02,1324.5,10,0,177,
MAT-00883,1,WH01,709.5,16,0,83,
MAT-00883,2,WH01,1511.5,36,0,192,
MAT-00883,2,B001,1281,1,0,171,
MAT-00883,3,WH01,310,5,0,48,
MAT-00883,3,A001,362.5,23,0,54,
MAT-00883,4,WH01,1026,4,0,143,
MAT-00883,4,WH02,180.5,9,0,30,
MAT-00883,5,C001,1023,32,0,136,
MAT-00883,5,A001,1455,42,0,191,
MAT-00884,1,B001,1429.5,10,0,177,
MAT-00884,1,WH01,527.5,18,0,77,
MAT-00884,2,WH02,340,2,0,56,
MAT-00884,2,C001,826.5,24,0,110,
MAT-00884,3,WH02,678,9,0,93,
MAT-00884,3,A001,1501.5,34,0,187,
MAT-00884,4,B001,288,49,0,38,
MAT-00884,4,A001,971.5,29,0,136,
MAT-00884,5,WH01,283.5,27,0,42,
MAT-00884,5,C001,711.5,22,0,103,
MAT-00885,1,A001,1500,34,0,200,
MAT-00885,1,WH02,180.5,3,0,30,
MAT-00885,2,C001,532.5,1,0,81,
MAT-00885,2,WH02,1303.5,9,0,174,
MAT-00885,3,WH01,739.5,3,0,100,
MAT-00885,3,WH02,280.5,42,0,44,
MAT-00885,4,B001,583.5,24,0,40,
MAT-00885,4,WH02,296,21,0,48,
MAT-00885,5,WH01,268,1,0,39,
MAT-00885,5,C001,199,1,0,27,
MAT-00886,1,B001,1385,26,0,196,
MAT-00886,1,WH01,1293,34,0,174,
MAT-00886,2,C001,1695.5,19,0,196,
MAT-00886,2,WH01,437,37,0,69,
MAT-00886,3,WH01,943.5,17,0,132,
MAT-00886,3,B001,1467,28,0,196,
MAT-00886,4,A001,1277.5,23,0,184,
MAT-00886,4,C001,892,4,0,123,
MAT-00886,5,WH01,1667.5,3,0,196,
MAT-00886,5,B001,420,6,0,56,
MAT-00887,1,B001,972,10,0,130,
MAT-00887,1,A001,409,26,0,59,
MAT-00887,2,B001,307.5,21,0,47,
MAT-00887,2,WH01,1416.5,7,0,189,
MAT-00887,3,A001,1065,42,0,142,
MAT-00887,3,B001,882.5,2,0,127,
MAT-00887,4,B001,133.5,9,0,31,
MAT-00887,4,A001,692.5,9,0,98,
MAT-00887,5,B001,1017.5,23,0,25,
MAT-00887,5,WH01,200.5,24,0,27,
MAT-00888,1,WH01,942,46,0,134,
MAT-00888,1,C001,401,43,0,56,
MAT-00888,2,C001,1424,9,0,197,
MAT-00888,2,B001,1033.5,10,0,138,
MAT-00888,3,C001,1411.5,25,0,194,
MAT-00888,3,WH02,623,48,0,89,
MAT-00888,4,C001,1011.5,14,0,97,
MAT-00888,4,WH01,1690.5,4,0,186,
MAT-00888,5,WH01,597,23,0,81,
MAT-00888,5,A001,689,38,0,92,
MAT-00889,1,A001,741,21,0,99,
MAT-00889,1,B001,488,22,0,66,
MAT-00889,2,C001,1420.5,13,0,191,
MAT-00889,2,B001,1219.5,10,0,110,
MAT-00889,3,C001,774,28,0,107,
MAT-00889,3,WH01,1411.5,24,0,197,
MAT-00889,4,B001,710.5,44,0,104,
MAT-00889,4,WH02,889.5,24,0,119,
MAT-00889,5,A001,566.5,41,0,82,
MAT-00889,5,WH01,757,37,0,110,
MAT-00890,1,A001,1381,22,0,185,
MAT-00890,1,C001,1273.5,21,0,174,
MAT-00890,2,B001,592.5,46,0,80,
MAT-00890,2,WH02,1796,10,0,175,
MAT-00890,3,A001,1066.5,50,0,142,
MAT-00890,3,C001,760.5,16,0,107,
MAT-00890,4,B001,592.5,38,0,79,
MAT-00890,4,C001,813,34,0,112,
MAT-00890,5,A001,535,14,0,76,
MAT-00890,5,WH01,845.5,5,0,119,
MAT-00891,1,WH02,503,44,0,28,
MAT-00891,1,WH01,1143,12,0,152,
MAT-00891,2,C001,488.5,4,0,65,
MAT-00891,2,WH01,255.5,27,0,42,
MAT-00891,3,A001,684,24,0,91,
MAT-00891,3,WH02,1502,21,0,193,
MAT-00891,4,B001,422.5,5,0,58,
MAT-00891,4,C001,262,49,0,40,
MAT-00891,5,C001,1338.5,11,0,186,
MAT-00891,5,WH02,848.5,0,0,72,
MAT-00892,1,A001,162.5,43,0,25,
MAT-00892,1,C001,1282.5,16,0,172,
MAT-00892,2,B001,1443.5,50,0,145,
MAT-00892,2,WH01,214,45,0,32,
MAT-00892,3,WH02,1386.5,35,0,191,
MAT-00892,3,WH01,172.5,33,0,25,
MAT-00892,4,WH02,1051,33,0,89,
MAT-00892,4,B001,1252.5,47,0,167,
MAT-00892,5,C001,1035,41,0,123,
MAT-00892,5,WH02,856.5,27,0,66,
MAT-00893,1,C001,548.5,40,0,74,
MAT-00893,1,WH02,1029.5,28,0,135,
MAT-00893,2,C001,994,36,0,138,
MAT-00893,2,WH01,1293,48,0,178,
MAT-00893,3,WH01,352,22,0,47,
MAT-00893,3,C001,1501.5,18,0,170,
MAT-00893,4,B001,1175,49,0,170,
MAT-00893,4,A001,1452,19,0,194,
MAT-00893,5,B001,1210,10,0,128,
MAT-00893,5,WH01,1311,30,0,183,
MAT-00894,1,C001,1032.5,16,0,125,
MAT-00894,1,WH01,1047.5,31,0,140,
MAT-00894,2,WH02,195.5,44,0,33,
MAT-00894,2,C001,844.5,33,0,113,
MAT-00894,3,WH01,427.5,48,0,57,
MAT-00894,3,WH02,637.5,14,0,85,
MAT-00894,4,A001,661.5,33,0,88,
MAT-00894,4,WH02,426.5,34,0,21,
MAT-00894,5,WH01,1081,43,0,127,
MAT-00894,5,WH02,1314,38,0,179,
MAT-00895,1,C001,272,6,0,42,
MAT-00895,1,WH02,1449,38,0,193,
MAT-00895,2,B001,1940,18,0,184,
MAT-00895,2,WH02,762,30,0,104,
MAT-00895,3,A001,862.5,21,0,115,
MAT-00895,3,B001,346.5,13,0,55,
MAT-00895,4,WH01,155,0,0,24,
MAT-00895,4,A001,1261.5,9,0,168,
MAT-00895,5,WH02,1483.5,39,0,198,
MAT-00895,5,C001,1134,24,0,151,
MAT-00896,1,B001,649.5,49,0,35,
MAT-00896,1,C001,1008,31,0,134,
MAT-00896,2,C001,234,23,0,31,
MAT-00896,2,WH01,510,11,0,62,
MAT-00896,3,A001,727.5,4,0,97,
MAT-00896,3,B001,453,43,0,65,
MAT-00896,4,A001,520.5,19,0,79,
MAT-00896,4,WH02,1329,26,0,185,
MAT-00896,5,C001,1104,30,0,147,
MAT-00896,5,A001,391.5,45,0,52,
MAT-00897,1,WH02,211,42,0,34,
MAT-00897,1,C001,237,13,0,32,
MAT-00897,2,WH01,613.5,33,0,87,
MAT-00897,2,WH02,241,24,0,23,
MAT-00897,3,WH02,363.5,45,0,51,
MAT-00897,3,B001,1259.5,49,0,169,
MAT-00897,4,WH02,165,4,0,28,
MAT-00897,4,C001,289.5,29,0,39,
MAT-00897,5,A001,201,48,0,27,
MAT-00897,5,B001,948,45,0,71,
MAT-00898,1,WH01,1428.5,29,0,147,
MAT-00898,1,A001,295.5,33,0,41,
MAT-00898,2,C001,1332.5,29,0,191,
MAT-00898,2,WH01,1045.5,3,0,141,
MAT-00898,3,WH02,1327.5,44,0,117,
MAT-00898,3,WH01,622.5,30,0,68,
MAT-00898,4,B001,711,36,0,105,
MAT-00898,4,A001,1367.5,9,0,183,
MAT-00898,5,WH01,1061,10,0,145,
MAT-00898,5,C001,842,19,0,120,
MAT-00899,1,WH01,487,2,0,37,
MAT-00899,1,A001,126,25,0,23,
MAT-00899,2,WH02,871.5,18,0,116,
MAT-00899,2,WH01,785,0,0,30,
MAT-00899,3,WH02,180,4,0,31,
MAT-00899,3,WH01,918.5,13,0,125,
MAT-00899,4,B001,1116,43,0,149,
MAT-00899,4,C001,1161.5,50,0,161,
MAT-00899,5,WH01,1274.5,4,0,172,
MAT-00899,5,WH02,937.5,0,0,131,
MAT-00900,1,WH01,127.5,33,0,21,
MAT-00900,1,A001,966,50,0,89,
MAT-00900,2,B001,211.5,0,0,28,
MAT-00900,2,WH01,884.5,3,0,122,
MAT-00900,3,A001,149,9,0,21,
MAT-00900,3,WH02,1269,8,0,174,
MAT-00900,4,B001,367.5,44,0,55,
MAT-00900,4,A001,672.5,35,0,101,
MAT-00900,5,B001,559,6,0,85,
MAT-00900,5,A001,1447.5,47,0,193,
MAT-00901,1,A001,1428,4,0,190,
MAT-00901,1,WH02,1299.5,34,0,176,
MAT-00901,2,A001,1016.5,12,0,136,
MAT-00901,2,WH01,1352,17,0,182,
MAT-00901,3,WH02,407.5,50,0,21,
MAT-00901,3,A001,736.5,29,0,98,
MAT-00901,4,WH01,1444.5,4,0,193,
MAT-00901,4,WH02,160,7,0,28,
MAT-00901,5,C001,743.5,5,0,36,
MAT-00901,5,WH02,1590,49,0,182,
MAT-00902,1,WH01,1434,11,0,191,
MAT-00902,1,B001,930,9,0,134,
MAT-00902,2,B001,298,36,0,43,
MAT-00902,2,C001,733,16,0,98,
MAT-00902,3,B001,928.5,40,0,124,
MAT-00902,3,C001,732.5,7,0,99,
MAT-00902,4,WH01,373.5,6,0,50,
MAT-00902,4,WH02,246,31,0,33,
MAT-00902,5,A001,1398,20,0,186,
MAT-00902,5,B001,508.5,19,0,72,
MAT-00903,1,WH02,634.5,20,0,85,
MAT-00903,1,WH01,204,10,0,27,
MAT-00903,2,C001,1239.5,5,0,167,
MAT-00903,2,B001,1446,33,0,193,
MAT-00903,3,B001,1384.5,16,0,191,
MAT-00903,3,C001,1094.5,33,0,150,
MAT-00903,4,A001,1632,29,0,162,
MAT-00903,4,C001,679.5,39,0,91,
MAT-00903,5,C001,411,18,0,55,
MAT-00903,5,A001,252.5,16,0,49,
MAT-00904,1,B001,434,15,0,64,
MAT-00904,1,WH01,681.5,11,0,97,
MAT-00904,2,B001,1117.5,29,0,155,
MAT-00904,2,A001,1116,20,0,149,
MAT-00904,3,C001,1188.5,7,0,122,
MAT-00904,3,WH01,1581,43,0,193,
MAT-00904,4,B001,99,9,0,20,
MAT-00904,4,WH02,152.5,25,0,23,
MAT-00904,5,A001,1072,40,0,146,
MAT-00904,5,B001,333.5,0,0,47,
MAT-00905,1,B001,1344,33,0,179,
MAT-00905,1,A001,763.5,28,0,105,
MAT-00905,2,WH01,782,19,0,77,
MAT-00905,2,WH02,945,10,0,126,
MAT-00905,3,B001,1424.5,0,0,133,
MAT-00905,3,WH01,915,12,0,122,
MAT-00905,4,WH02,324,19,0,29,
MAT-00905,4,A001,1085,27,0,145,
MAT-00905,5,B001,1666,37,0,163,
MAT-00905,5,A001,690.5,26,0,99,
MAT-00906,1,WH01,1286.5,27,0,175,
MAT-00906,1,WH02,417,36,0,56,
MAT-00906,2,WH01,1105.5,10,0,149,
MAT-00906,2,A001,1366.5,45,0,182,
MAT-00906,3,WH02,1121,19,0,153,
MAT-00906,3,WH01,1392,39,0,193,
MAT-00906,4,WH02,1305,2,0,150,
MAT-00906,4,A001,544.5,50,0,73,
MAT-00906,5,WH01,1068,19,0,105,
MAT-00906,5,A001,1402.5,38,0,188,
MAT-00907,1,C001,1371,20,0,190,
MAT-00907,1,WH02,1121.5,32,0,151,
MAT-00907,2,C001,774,22,0,103,
MAT-00907,2,WH02,1435.5,29,0,116,
MAT-00907,3,A001,1397,40,0,161,
MAT-00907,3,B001,1050.5,7,0,112,
MAT-00907,4,C001,501,10,0,72,
MAT-00907,4,B001,1212,32,0,115,
MAT-00907,5,WH02,1277,11,0,150,
MAT-00907,5,B001,946.5,29,0,127,
MAT-00908,1,B001,1347.5,49,0,180,
MAT-00908,1,WH02,415.5,29,0,55,
MAT-00908,2,WH01,642,16,0,86,
MAT-00908,2,WH02,1262,46,0,175,
MAT-00908,3,WH02,346.5,31,0,46,
MAT-00908,3,C001,1852.5,19,0,196,
MAT-00908,4,WH02,792,44,0,108,
MAT-00908,4,C001,922,21,0,82,
MAT-00908,5,C001,439.5,46,0,59,
MAT-00908,5,A001,161,46,0,26,
MAT-00909,1,A001,1307,6,0,152,
MAT-00909,1,B001,1691,19,0,194,
MAT-00909,2,B001,770.5,20,0,105,
MAT-00909,2,WH01,1282,36,0,175,
MAT-00909,3,C001,459,35,0,61,
MAT-00909,3,WH02,994,11,0,133,
MAT-00909,4,B001,722,19,0,71,
MAT-00909,4,WH02,1362,21,0,182,
MAT-00909,5,B001,685.5,24,0,91,
MAT-00909,5,WH02,732.5,32,0,105,
MAT-00910,1,B001,1318,48,0,178,
MAT-00910,1,WH02,954,38,0,127,
MAT-00910,2,WH01,1325,30,0,178,
MAT-00910,2,C001,1155,23,0,157,
MAT-00910,3,C001,1168,0,0,156,
MAT-00910,3,B001,1441,14,0,181,
MAT-00910,4,WH02,454.5,12,0,43,
MAT-00910,4,A001,504,40,0,68,
MAT-00910,5,WH01,261,50,0,35,
MAT-00910,5,WH02,1078,4,0,145,
MAT-00911,1,C001,876.5,0,0,119,
MAT-00911,1,WH01,193.5,19,0,40,
MAT-00911,2,A001,234,22,0,36,
MAT-00911,2,WH02,1716,49,0,173,
MAT-00911,3,WH02,1369.5,24,0,150,
MAT-00911,3,A001,1498.5,9,0,191,
MAT-00911,4,B001,693,15,0,92,
MAT-00911,4,A001,1042,17,0,145,
MAT-00911,5,B001,322.5,22,0,43,
MAT-00911,5,A001,987,29,0,132,
MAT-00912,1,WH01,208.5,36,0,28,
MAT-00912,1,C001,1280,4,0,179,
MAT-00912,2,WH01,1071,28,0,143,
MAT-00912,2,B001,1079,23,0,150,
MAT-00912,3,A001,823.5,47,0,110,
MAT-00912,3,C001,1440,48,0,144,
MAT-00912,4,B001,1467,23,0,198,
MAT-00912,4,A001,206.5,2,0,33,
MAT-00912,5,WH02,244.5,1,0,33,
MAT-00912,5,A001,1138.5,37,0,152,
MAT-00913,1,C001,489,0,0,65,
MAT-00913,1,WH02,142,8,0,27,
MAT-00913,2,WH01,495,8,0,66,
MAT-00913,2,WH02,1417,0,0,174,
MAT-00913,3,WH01,1371,36,0,101,
MAT-00913,3,C001,594,9,0,79,
MAT-00913,4,WH01,1114.5,12,0,149,
MAT-00913,4,WH02,948,0,0,133,
MAT-00913,5,WH02,732.5,12,0,98,
MAT-00913,5,B001,607,25,0,54,
MAT-00914,1,WH01,1281,14,0,171,
MAT-00914,1,WH02,1323.5,41,0,162,
MAT-00914,2,A001,595,15,0,83,
MAT-00914,2,WH02,603.5,47,0,36,
MAT-00914,3,A001,647.5,14,0,89,
MAT-00914,3,WH01,1460,38,0,196,
MAT-00914,4,WH02,634,17,0,36,
MAT-00914,4,WH01,316.5,17,0,42,
MAT-00914,5,B001,1210,18,0,168,
MAT-00914,5,WH01,336.5,37,0,47,
MAT-00915,1,B001,1333.5,24,0,183,
MAT-00915,1,A001,1179,16,0,157,
MAT-00915,2,WH01,582,12,0,78,
MAT-00915,2,A001,907,46,0,124,
MAT-00915,3,B001,783,31,0,104,
MAT-00915,3,A001,607.5,45,0,81,
MAT-00915,4,B001,627,3,0,84,
MAT-00915,4,C001,688,34,0,93,
MAT-00915,5,C001,490.5,15,0,73,
MAT-00915,5,WH01,1006.5,50,0,134,
MAT-00916,1,WH02,900,21,0,120,
MAT-00916,1,C001,354,50,0,47,
MAT-00916,2,WH02,1365,10,0,184,
MAT-00916,2,WH01,1150.5,19,0,153,
MAT-00916,3,C001,1140.5,35,0,135,
MAT-00916,3,WH01,1054.5,34,0,141,
MAT-00916,4,B001,1364,18,0,183,
MAT-00916,4,WH02,672,22,0,90,
MAT-00916,5,C001,1237.5,41,0,169,
MAT-00916,5,A001,579,9,0,77,
MAT-00917,1,A001,163.5,7,0,22,
MAT-00917,1,WH02,600.5,40,0,81,
MAT-00917,2,WH02,331.5,7,0,44,
MAT-00917,2,WH01,1282.5,30,0,176,
MAT-00917,3,WH01,1520.5,17,0,184,
MAT-00917,3,C001,916,13,0,96,
MAT-00917,4,WH02,1191,22,0,168,
MAT-00917,4,A001,825,45,0,110,
MAT-00917,5,WH02,710.5,8,0,99,
MAT-00917,5,WH01,1248.5,27,0,172,
MAT-00918,1,WH02,1412.5,50,0,194,
MAT-00918,1,B001,373,15,0,64,
MAT-00918,2,WH02,1366,15,0,184,
MAT-00918,2,C001,1246,0,0,170,
MAT-00918,3,A001,1155,22,0,154,
MAT-00918,3,B001,1282.5,22,0,171,
MAT-00918,4,B001,1487.5,42,0,196,
MAT-00918,4,C001,403.5,40,0,57,
MAT-00918,5,C001,1213.5,13,0,162,
MAT-00918,5,WH01,1174.5,31,0,113,
MAT-00919,1,B001,313.5,22,0,56,
MAT-00919,1,A001,373.5,19,0,52,
MAT-00919,2,C001,1841,2,0,185,
MAT-00919,2,WH01,337.5,14,0,45,
MAT-00919,3,A001,356,28,0,33,
MAT-00919,3,WH02,688.5,7,0,92,
MAT-00919,4,WH01,1136.5,13,0,157,
MAT-00919,4,B001,684.5,35,0,95,
MAT-00919,5,B001,321.5,18,0,49,
MAT-00919,5,WH01,1408,36,0,190,
MAT-00920,1,B001,648,5,0,89,
MAT-00920,1,A001,670.5,27,0,89,
MAT-00920,2,WH02,627,14,0,84,
MAT-00920,2,C001,982,31,0,133,
MAT-00920,3,WH02,707.5,29,0,34,
MAT-00920,3,WH01,243,14,0,34,
MAT-00920,4,C001,832,44,0,91,
MAT-00920,4,B001,1177.5,32,0,157,
MAT-00920,5,WH02,200.5,22,0,31,
MAT-00920,5,A001,1277,17,0,180,
MAT-00921,1,WH02,629,27,0,88,
MAT-00921,1,B001,389,46,0,52,
MAT-00921,2,WH01,1050.5,27,0,145,
MAT-00921,2,B001,1356,17,0,181,
MAT-00921,3,B001,1372,7,0,195,
MAT-00921,3,WH02,1351,5,0,108,
MAT-00921,4,B001,1138.5,38,0,152,
MAT-00921,4,A001,1096.5,9,0,146,
MAT-00921,5,WH02,1164,34,0,155,
MAT-00921,5,WH01,1150.5,46,0,155,
MAT-00922,1,WH01,366,42,0,51,
MAT-00922,1,C001,1199.5,30,0,162,
MAT-00922,2,WH01,307.5,20,0,41,
MAT-00922,2,C001,599.5,25,0,65,
MAT-00922,3,WH01,456,44,0,30,
MAT-00922,3,B001,1056,28,0,141,
MAT-00922,4,C001,1419,24,0,189,
MAT-00922,4,A001,743,39,0,97,
MAT-00922,5,WH02,1200,41,0,160,
MAT-00922,5,A001,346.5,46,0,46,
MAT-00923,1,WH02,1628.5,47,0,195,
MAT-00923,1,C001,757.5,33,0,101,
MAT-00923,2,C001,580,5,0,80,
MAT-00923,2,WH02,795,18,0,106,
MAT-00923,3,WH02,735,6,0,62,
MAT-00923,3,B001,1303,5,0,177,
MAT-00923,4,A001,884,48,0,98,
MAT-00923,4,C001,1223,45,0,150,
MAT-00923,5,WH02,620.5,1,0,84,
MAT-00923,5,C001,411,24,0,55,
MAT-00924,1,B001,943,2,0,126,
MAT-00924,1,A001,933,45,0,100,
MAT-00924,2,A001,1262,26,0,174,
MAT-00924,2,B001,532.5,10,0,71,
MAT-00924,3,B001,1743.5,7,0,171,
MAT-00924,3,C001,988.5,20,0,133,
MAT-00924,4,B001,1053,42,0,142,
MAT-00924,4,WH02,375.5,27,0,38,
MAT-00924,5,C001,741.5,12,0,39,
MAT-00924,5,WH01,1202.5,3,0,162,
MAT-00925,1,WH01,1377,39,0,184,
MAT-00925,1,B001,906.5,28,0,125,
MAT-00925,2,A001,1342.5,18,0,125,
MAT-00925,2,C001,1195.5,20,0,159,
MAT-00925,3,C001,1573,12,0,198,
MAT-00925,3,WH02,118,0,0,26,
MAT-00925,4,WH01,1322.5,21,0,180,
MAT-00925,4,C001,1377,43,0,187,
MAT-00925,5,WH01,798,18,0,116,
MAT-00925,5,WH02,330,41,0,45,
MAT-00926,1,C001,1411.5,47,0,188,
MAT-00926,1,WH01,1387,50,0,189,
MAT-00926,2,C001,919.5,13,0,123,
MAT-00926,2,A001,293.5,25,0,40,
MAT-00926,3,B001,1300.5,11,0,175,
MAT-00926,3,WH02,626.5,14,0,95,
MAT-00926,4,B001,444.5,2,0,60,
MAT-00926,4,WH01,606,29,0,88,
MAT-00926,5,C001,1206,32,0,161,
MAT-00926,5,WH01,1392.5,24,0,187,
MAT-00927,1,WH01,778,3,0,113,
MAT-00927,1,A001,436.5,21,0,58,
MAT-00927,2,A001,1567,24,0,167,
MAT-00927,2,WH01,770.5,27,0,107,
MAT-00927,3,A001,924.5,41,0,138,
MAT-00927,3,WH01,1149.5,22,0,158,
MAT-00927,4,A001,1611,9,0,166,
MAT-00927,4,C001,1185,5,0,107,
MAT-00927,5,A001,1026.5,39,0,125,
MAT-00927,5,WH01,778.5,23,0,104,
MAT-00928,1,C001,272.5,24,0,48,
MAT-00928,1,B001,1293.5,16,0,176,
MAT-00928,2,WH01,1430,6,0,197,
MAT-00928,2,C001,1115,45,0,153,
MAT-00928,3,C001,391,43,0,57,
MAT-00928,3,A001,567,0,0,76,
MAT-00928,4,C001,1023,27,0,136,
MAT-00928,4,B001,929,18,0,126,
MAT-00928,5,WH02,637.5,37,0,85,
MAT-00928,5,B001,1359,49,0,181,
MAT-00929,1,WH01,160.5,0,0,21,
MAT-00929,1,A001,239,35,0,34,
MAT-00929,2,B001,937.5,31,0,125,
MAT-00929,2,A001,299,24,0,42,
MAT-00929,3,B001,1059,13,0,141,
MAT-00929,3,A001,1205.5,43,0,165,
MAT-00929,4,WH02,831,5,0,118,
MAT-00929,4,B001,972.5,6,0,136,
MAT-00929,5,WH02,971,6,0,134,
MAT-00929,5,B001,1483.5,34,0,145,
MAT-00930,1,WH01,237,26,0,40,
MAT-00930,1,B001,1001,0,0,88,
MAT-00930,2,A001,864,47,0,115,
MAT-00930,2,WH02,686,29,0,94,
MAT-00930,3,WH01,241.5,32,0,41,
MAT-00930,3,A001,154,33,0,26,
MAT-00930,4,WH01,1200,20,0,160,
MAT-00930,4,WH02,1300.5,8,0,173,
MAT-00930,5,B001,763,19,0,47,
MAT-00930,5,WH01,1062.5,50,0,142,
MAT-00931,1,A001,291.5,43,0,46,
MAT-00931,1,C001,945,39,0,126,
MAT-00931,2,B001,933,6,0,124,
MAT-00931,2,WH02,1661.5,25,0,183,
MAT-00931,3,WH01,1340,47,0,182,
MAT-00931,3,C001,229,31,0,36,
MAT-00931,4,WH01,351.5,13,0,36,
MAT-00931,4,B001,249.5,39,0,37,
MAT-00931,5,WH01,1345.5,15,0,137,
MAT-00931,5,C001,324,15,0,44,
MAT-00932,1,C001,1507,50,0,166,
MAT-00932,1,B001,1291.5,31,0,172,
MAT-00932,2,WH01,1322,22,0,180,
MAT-00932,2,B001,917,39,0,90,
MAT-00932,3,B001,1222.5,42,0,107,
MAT-00932,3,WH01,686,4,0,96,
MAT-00932,4,A001,642,27,0,86,
MAT-00932,4,B001,1306.5,27,0,174,
MAT-00932,5,C001,738,13,0,98,
MAT-00932,5,A001,1061,7,0,142,
MAT-00933,1,WH01,798,6,0,116,
MAT-00933,1,B001,1327.5,21,0,177,
MAT-00933,2,C001,741.5,11,0,105,
MAT-00933,2,B001,965.5,5,0,129,
MAT-00933,3,B001,336,14,0,45,
MAT-00933,3,C001,1706.5,21,0,181,
MAT-00933,4,A001,445,18,0,61,
MAT-00933,4,B001,702.5,0,0,102,
MAT-00933,5,WH01,1490,26,0,141,
MAT-00933,5,C001,1447.5,40,0,193,
MAT-00934,1,WH02,612.5,28,0,87,
MAT-00934,1,WH01,522,41,0,82,
MAT-00934,2,C001,1671,20,0,163,
MAT-00934,2,WH01,611.5,45,0,82,
MAT-00934,3,C001,325.5,32,0,43,
MAT-00934,3,B001,2209.5,31,0,193,
MAT-00934,4,B001,312,48,0,42,
MAT-00934,4,WH02,344,21,0,46,
MAT-00934,5,C001,869,17,0,116,
MAT-00934,5,WH01,1411.5,2,0,188,
MAT-00935,1,C001,474.5,49,0,65,
MAT-00935,1,A001,565,21,0,33,
MAT-00935,2,A001,625.5,48,0,83,
MAT-00935,2,B001,1285.5,24,0,156,
MAT-00935,3,C001,1329,45,0,132,
MAT-00935,3,A001,1322,26,0,156,
MAT-00935,4,C001,1078,36,0,147,
MAT-00935,4,WH01,740.5,44,0,108,
MAT-00935,5,B001,1316,17,0,182,
MAT-00935,5,WH01,600,30,0,80,
MAT-00936,1,WH01,474.5,19,0,67,
MAT-00936,1,A001,282,10,0,38,
MAT-00936,2,C001,1134,33,0,151,
MAT-00936,2,B001,1391.5,44,0,191,
MAT-00936,3,B001,1427,5,0,197,
MAT-00936,3,C001,189,27,0,25,
MAT-00936,4,C001,1419,8,0,189,
MAT-00936,4,WH01,1082.5,46,0,145,
MAT-00936,5,WH02,796.5,24,0,106,
MAT-00936,5,WH01,712.5,26,0,95,
MAT-00937,1,B001,1697.5,26,0,199,
MAT-00937,1,A001,1714.5,31,0,187,
MAT-00937,2,A001,1081.5,14,0,144,
MAT-00937,2,B001,432.5,24,0,64,
MAT-00937,3,WH01,774.5,16,0,113,
MAT-00937,3,WH02,627,6,0,84,
MAT-00937,4,A001,628.5,37,0,61,
MAT-00937,4,C001,855,7,0,116,
MAT-00937,5,A001,1224.5,3,0,164,
MAT-00937,5,B001,232,13,0,22,
MAT-00938,1,C001,982.5,47,0,147,
MAT-00938,1,A001,501.5,21,0,70,
MAT-00938,2,WH02,882,47,0,118,
MAT-00938,2,B001,1178,7,0,160,
MAT-00938,3,WH01,1187.5,46,0,161,
MAT-00938,3,B001,789,3,0,48,
MAT-00938,4,B001,1170,0,0,156,
MAT-00938,4,A001,1221.5,25,0,109,
MAT-00938,5,WH01,819,44,0,109,
MAT-00938,5,C001,681,6,0,94,
MAT-00939,1,WH02,879,32,0,117,
MAT-00939,1,C001,1344.5,32,0,182,
MAT-00939,2,WH01,957,35,0,128,
MAT-00939,2,WH02,930,19,0,125,
MAT-00939,3,C001,1251,46,0,147,
MAT-00939,3,WH01,1471,22,0,200,
MAT-00939,4,WH01,280.5,6,0,37,
MAT-00939,4,WH02,598.5,38,0,80,
