sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202404090000003991,2,MAT-01478,33,3,14913.36,USD
OR202404090000003991,3,MAT-00482,37,1,9913.632,USD
OR202404090000003991,4,MAT-00836,20,5,1300.32,USD
OR202404090000001410,1,MAT-00659,49,4,13322.904,USD
OR202404090000001410,2,MAT-00713,47,5,20539.188,USD
OR202404090000001410,3,MAT-01346,14,5,7240.968,USD
OR202404090000001410,4,MAT-00364,8,1,2077.056,USD
OR202404090000001410,5,MAT-00651,27,1,14489.28,USD
OR202404090000001634,1,MAT-00019,32,3,10160.256,USD
OR202404090000001634,2,MAT-00051,42,2,14517.72,USD
OR202404090000001634,3,MAT-00621,41,2,6359.592,USD
OR202404090000001634,4,MAT-01487,46,4,25468.728,USD
OR202404090000003546,1,MAT-01210,25,2,1288.2,USD
OR202404090000003546,2,MAT-00630,8,4,1439.136,USD
OR202404090000003546,3,MAT-01136,19,4,3547.452,USD
OR202404090000003546,4,MAT-01348,1,5,150.552,USD
OR202404090000007005,1,MAT-00042,34,4,2104.056,USD
OR202404090000007005,2,MAT-00063,21,3,1363.068,USD
OR202404090000002180,1,MAT-00573,11,3,5078.04,USD
OR202404090000002180,2,MAT-01427,6,4,999.792,USD
OR202404090000002180,3,MAT-01042,16,2,5566.656,USD
OR202404090000002180,4,MAT-01431,40,5,14249.28,USD
OR202404090000002180,5,MAT-01091,35,4,6675.06,USD
OR202404090000004245,1,MAT-00919,21,1,10735.704,USD
OR202404090000004411,1,MAT-00663,48,5,22207.104,USD
OR202404090000004411,2,MAT-01302,22,3,1555.488,USD
OR202404090000004411,3,MAT-01175,42,1,6655.32,USD
OR202404090000004411,4,MAT-00269,39,1,6040.944,USD
OR202404090000004411,5,MAT-00133,50,2,12687,USD
OR202404100000007286,1,MAT-01455,39,3,7949.448,USD
OR202404100000007286,2,MAT-00449,15,4,7429.68,USD
OR202404100000007286,3,MAT-00483,14,3,3516.072,USD
OR202404100000007286,4,MAT-00435,8,5,1114.176,USD
OR202404100000007286,5,MAT-01301,44,4,26349.312,USD
OR202404100000004106,1,MAT-01049,40,1,11466.72,USD
OR202404100000004106,2,MAT-00672,5,3,349.68,USD
OR202404100000001712,1,MAT-00732,42,3,16939.44,USD
OR202404100000001709,1,MAT-01459,12,1,7063.2,USD
OR202404100000001709,2,MAT-00600,50,3,15537,USD
OR202404100000001709,3,MAT-00927,8,2,1795.104,USD
OR202404100000001709,4,MAT-01416,2,1,1107.504,USD
OR202404100000002443,1,MAT-01315,39,2,12698.244,USD
OR202404100000002443,2,MAT-00482,16,1,4286.976,USD
OR202404100000002443,3,MAT-00094,16,2,6674.496,USD
OR202404100000002443,4,MAT-01093,47,3,6882.492,USD
OR202404100000006130,1,MAT-00719,3,4,376.02,USD
OR202404100000006130,2,MAT-00356,36,3,15050.448,USD
OR202404100000002500,1,MAT-00323,32,1,10851.072,USD
OR202404100000006352,1,MAT-00444,33,3,18019.98,USD
OR202404100000001967,1,MAT-00810,39,4,501.228,USD
OR202404100000001967,2,MAT-01476,12,2,4990.464,USD
OR202404100000001967,3,MAT-00275,32,5,4343.04,USD
OR202404100000003694,1,MAT-00439,44,4,2018.544,USD
OR202404100000003694,2,MAT-01090,32,3,6124.416,USD
OR202404100000009630,1,MAT-00343,19,5,6805.344,USD
OR202404100000009630,2,MAT-01137,13,3,703.404,USD
OR202404100000006799,1,MAT-00740,44,3,10119.648,USD
OR202404100000006799,2,MAT-00889,40,3,19591.2,USD
OR202404100000006799,3,MAT-01368,6,4,1831.248,USD
OR202404100000004350,1,MAT-01307,3,2,644.868,USD
OR202404100000004350,2,MAT-00611,21,2,5802.552,USD
OR202404100000004350,3,MAT-00653,47,5,12430.56,USD
OR202404100000004350,4,MAT-01313,15,5,1741.5,USD
OR202404100000004350,5,MAT-01272,19,5,11028.36,USD
OR202404100000001498,1,MAT-01028,10,1,5912.04,USD
OR202404100000001498,2,MAT-00861,15,3,6352.2,USD
OR202404100000001498,3,MAT-00302,29,1,11398.044,USD
OR202404100000001498,4,MAT-01392,50,4,1479.6,USD
OR202404100000006865,1,MAT-01258,7,4,2124.612,USD
OR202404100000006865,2,MAT-00849,33,5,469.26,USD
OR202404100000006865,3,MAT-01113,16,4,3666.432,USD
OR202404100000006865,4,MAT-00989,46,5,18421.344,USD
OR202404100000006865,5,MAT-00514,34,4,2126.496,USD
OR202404100000007589,1,MAT-00524,33,3,2992.572,USD
OR202404100000007589,2,MAT-01279,43,3,7335.456,USD
OR202404100000005779,1,MAT-01137,23,2,4290.696,USD
OR202404100000005779,2,MAT-00365,38,3,19120.08,USD
OR202404100000005779,3,MAT-00033,27,5,2012.04,USD
OR202404100000001625,1,MAT-01305,13,3,6062.472,USD
OR202404100000001625,2,MAT-00901,25,1,10315.8,USD
OR202404100000001625,3,MAT-00090,10,4,3930.12,USD
OR202404100000001625,4,MAT-00366,4,3,93.984,USD
OR202404100000006292,1,MAT-01037,25,3,1301.7,USD
OR202404100000006292,2,MAT-01291,47,5,15275.376,USD
OR202404100000006292,3,MAT-01328,11,4,5176.248,USD
OR202404100000006292,4,MAT-01081,10,2,3395.4,USD
OR202404100000009414,1,MAT-00907,26,2,3643.848,USD
OR202404100000006203,1,MAT-00643,9,4,1479.384,USD
OR202404100000006203,2,MAT-00875,5,4,2324.28,USD
OR202404100000006203,3,MAT-00653,21,4,4873.428,USD
OR202404100000006203,4,MAT-00496,14,4,7763.616,USD
OR202404100000006203,5,MAT-00598,47,2,27520.944,USD
OR202404100000002704,1,MAT-00785,12,1,2793.024,USD
OR202404100000002704,2,MAT-01432,2,1,327.312,USD
OR202404100000002704,3,MAT-00985,34,4,5211.384,USD
OR202404100000002704,4,MAT-00838,4,5,1681.2,USD
OR202404100000006847,1,MAT-00698,34,2,16005.024,USD
OR202404100000006847,2,MAT-00438,35,1,6823.32,USD
OR202404100000006847,3,MAT-01300,45,3,18578.7,USD
OR202404100000006847,4,MAT-00867,19,2,10487.544,USD
OR202404100000006847,5,MAT-01259,1,4,429.828,USD
OR202404100000007111,1,MAT-00674,44,5,19028.064,USD
OR202404100000007111,2,MAT-00346,20,3,1952.64,USD
OR202404100000006330,1,MAT-00815,40,5,14782.08,USD
OR202404100000006330,2,MAT-01207,32,5,2889.6,USD
OR202404100000002255,1,MAT-01446,47,2,25058.52,USD
OR202404100000002255,2,MAT-00776,39,2,12236.328,USD
OR202404100000002255,3,MAT-00434,38,3,4669.44,USD
OR202404100000007554,1,MAT-00820,12,4,2961.792,USD
OR202404100000007554,2,MAT-00507,35,2,3981.18,USD
OR202404100000007554,3,MAT-00497,28,3,6722.016,USD
OR202404100000001815,1,MAT-01169,20,4,7490.16,USD
OR202404100000001815,2,MAT-01311,14,3,3338.832,USD
OR202404100000001815,3,MAT-01294,48,1,14593.536,USD
OR202404100000001815,4,MAT-00021,45,2,20426.58,USD
OR202404100000007582,1,MAT-01283,28,2,10413.312,USD
OR202404100000008971,1,MAT-00936,10,4,1330.2,USD
OR202404100000008971,2,MAT-01149,3,5,1179.54,USD
OR202404110000002377,1,MAT-01175,45,1,7130.7,USD
OR202404110000002377,2,MAT-00142,50,2,18963.6,USD
OR202404110000002377,3,MAT-01121,42,2,15784.776,USD
OR202404110000009231,1,MAT-00794,33,4,15228.972,USD
OR202404110000009231,2,MAT-00993,49,1,1984.5,USD
OR202404110000009231,3,MAT-00142,43,1,9539.292,USD
OR202404110000001629,1,MAT-01067,21,1,11483.388,USD
OR202404110000001629,2,MAT-00738,26,4,2366.52,USD
OR202404110000001629,3,MAT-00313,31,5,12486.18,USD
OR202404110000006296,1,MAT-00029,3,2,921.672,USD
OR202404110000006296,2,MAT-01481,31,3,5415.576,USD
OR202404110000002690,1,MAT-00399,17,5,2034.288,USD
OR202404110000002690,2,MAT-00239,38,4,8127.288,USD
OR202404110000006748,1,MAT-00869,44,1,24506.064,USD
OR202404110000006748,2,MAT-00601,33,5,5341.644,USD
OR202404110000008517,1,MAT-01250,2,2,1115.976,USD
OR202404110000006669,1,MAT-00304,35,1,15586.62,USD
OR202404110000006669,2,MAT-01230,25,4,9613.2,USD
OR202404110000006669,3,MAT-01209,43,4,17719.44,USD
OR202404110000006669,4,MAT-01230,15,4,5767.92,USD
OR202404110000006669,5,MAT-00764,5,4,1709.46,USD
OR202404110000006312,1,MAT-00154,13,1,3558.204,USD
OR202404110000006312,2,MAT-00828,43,4,4135.74,USD
OR202404110000006312,3,MAT-00885,38,3,19432.896,USD
OR202404110000006312,4,MAT-00265,14,5,1969.632,USD
OR202404110000005678,1,MAT-01058,40,5,18007.68,USD
OR202404110000005678,2,MAT-00790,12,1,4411.728,USD
OR202404110000004684,1,MAT-00677,7,5,1591.8,USD
OR202404110000004684,2,MAT-00533,4,3,744.672,USD
OR202404110000004684,3,MAT-01306,4,4,246.672,USD
OR202404110000004684,4,MAT-01055,34,3,17495.04,USD
OR202404110000004684,5,MAT-01354,34,1,5639.784,USD
OR202404110000006627,1,MAT-00335,36,3,16996.176,USD
OR202404110000006627,2,MAT-00208,1,1,371.796,USD
OR202404110000006627,3,MAT-00441,50,1,21732,USD
OR202404110000006627,4,MAT-00616,39,3,11353.212,USD
OR202404110000006627,5,MAT-00435,26,4,4829.76,USD
OR202404110000003756,1,MAT-00722,4,5,922.224,USD
OR202404110000003756,2,MAT-00882,33,3,5582.808,USD
OR202404110000003756,3,MAT-00899,48,5,10575.936,USD
OR202404110000005440,1,MAT-01182,43,4,12663.156,USD
OR202404110000005440,2,MAT-00092,38,2,22535.976,USD
OR202404110000005440,3,MAT-00579,10,5,3039.84,USD
OR202404110000001474,1,MAT-00839,35,5,12265.26,USD
OR202404110000001474,2,MAT-01484,27,1,14923.764,USD
OR202404110000006747,1,MAT-00172,7,3,3467.52,USD
OR202404110000006747,2,MAT-00273,5,4,677.58,USD
OR202404110000006747,3,MAT-00353,41,1,6617.892,USD
OR202404120000001801,1,MAT-00760,2,3,165.408,USD
OR202404120000001801,2,MAT-00246,42,4,15117.48,USD
OR202404120000001801,3,MAT-01341,23,4,6840.936,USD
OR202404120000001801,4,MAT-01321,16,2,4047.168,USD
OR202404120000001801,5,MAT-00088,2,1,580.464,USD
OR202404120000001574,1,MAT-00157,48,3,15395.904,USD
OR202404120000001574,2,MAT-01324,2,4,261.216,USD
OR202404120000001574,3,MAT-00547,44,3,3391.344,USD
OR202404120000007478,1,MAT-00258,44,3,19092.48,USD
OR202404120000007478,2,MAT-01487,24,2,9978.912,USD
OR202404120000007478,3,MAT-00844,44,4,8863.008,USD
OR202404120000007478,4,MAT-00993,14,2,3952.2,USD
OR202404120000007905,1,MAT-01304,20,2,2288.88,USD
OR202404120000007905,2,MAT-00630,38,1,21061.272,USD
OR202404120000007905,3,MAT-00220,25,2,2822.7,USD
OR202404120000005423,1,MAT-00518,20,1,9041.52,USD
OR202404120000005423,2,MAT-01311,40,1,15405.6,USD
OR202404120000005423,3,MAT-00540,47,1,13030.656,USD
OR202404120000005423,4,MAT-00531,36,2,3259.44,USD
OR202404120000005423,5,MAT-01448,50,3,9886.2,USD
OR202404120000002819,1,MAT-00983,15,1,3470.04,USD
OR202404120000002819,2,MAT-00683,17,5,5235.864,USD
OR202404120000002819,3,MAT-01083,8,1,4155.456,USD
OR202404120000002819,4,MAT-00927,31,3,13841.376,USD
OR202404120000002819,5,MAT-00722,21,1,7843.5,USD
OR202404120000001684,1,MAT-00930,24,3,1498.464,USD
OR202404120000001684,2,MAT-00346,11,2,4350.456,USD
OR202404120000001684,3,MAT-00361,50,4,27355.2,USD
OR202404120000003279,1,MAT-00970,34,5,2631.192,USD
OR202404120000002061,1,MAT-00248,5,5,2389.32,USD
OR202404120000002061,2,MAT-00078,36,1,6463.152,USD
OR202404120000003495,1,MAT-00070,39,2,9526.608,USD
OR202404120000003495,2,MAT-01479,24,3,7520.832,USD
OR202404120000007229,1,MAT-01474,5,3,2894.94,USD
OR202404120000007229,2,MAT-00708,14,4,2010.96,USD
OR202404120000007229,3,MAT-00611,28,5,2191.728,USD
OR202404120000007229,4,MAT-00694,49,1,10162.992,USD
OR202404120000005713,1,MAT-01049,24,3,8251.488,USD
OR202404120000008619,1,MAT-01120,24,4,7539.264,USD
OR202404120000008619,2,MAT-00226,20,1,1095.6,USD
OR202404120000008619,3,MAT-00297,50,5,1543.2,USD
OR202404120000008619,4,MAT-01453,10,1,1311.96,USD
OR202404120000009018,1,MAT-00640,4,4,961.056,USD
OR202404120000009018,2,MAT-00574,29,4,5468.472,USD
OR202404120000009018,3,MAT-01491,16,4,2711.808,USD
OR202404120000009018,4,MAT-01250,4,3,808.224,USD
OR202404120000009018,5,MAT-00803,35,4,5061.42,USD
OR202404120000002350,1,MAT-00567,49,4,9988.356,USD
OR202404120000002350,2,MAT-01059,6,5,2604.312,USD
OR202404120000002350,3,MAT-01284,21,3,4124.988,USD
OR202404120000002477,1,MAT-01447,31,3,10721.412,USD
OR202404120000004589,1,MAT-01026,28,5,6486.48,USD
OR202404120000004589,2,MAT-00100,12,4,3579.552,USD
OR202404120000004589,3,MAT-00330,32,2,7182.336,USD
OR202404120000004589,4,MAT-00306,17,2,752.964,USD
OR202404120000004589,5,MAT-00512,4,4,198.72,USD
OR202404120000007732,1,MAT-00488,21,4,11710.944,USD
OR202404120000007732,2,MAT-00409,33,5,5346,USD
OR202404120000007732,3,MAT-01371,5,4,2244.18,USD
OR202404120000007732,4,MAT-00443,6,5,807.984,USD
OR202404120000009175,1,MAT-01308,14,3,5393.64,USD
OR202404120000009175,2,MAT-00991,24,2,8647.2,USD
OR202404120000008423,1,MAT-00726,2,5,1052.472,USD
OR202404120000007722,1,MAT-00752,21,4,11903.724,USD
OR202404120000007722,2,MAT-01033,37,1,14327.436,USD
OR202404120000007722,3,MAT-01381,11,1,3521.232,USD
OR202404120000007722,4,MAT-01486,17,1,924.12,USD
OR202404120000007722,5,MAT-00834,48,3,27939.456,USD
OR202404120000002252,1,MAT-00312,8,5,3819.072,USD
OR202404120000002252,2,MAT-00205,32,2,17766.528,USD
OR202404120000002252,3,MAT-00518,48,3,1181.952,USD
OR202404120000002252,4,MAT-00537,37,5,16717.488,USD
OR202404120000003809,1,MAT-00087,15,5,7368.84,USD
OR202404120000003809,2,MAT-00079,14,2,8137.584,USD
OR202404120000003809,3,MAT-01253,38,3,17405.976,USD
OR202404120000002952,1,MAT-00017,47,3,15465.444,USD
OR202404120000002952,2,MAT-01395,43,3,4711.596,USD
OR202404120000002952,3,MAT-00782,36,4,14443.488,USD
OR202404120000008324,1,MAT-00378,18,4,1713.96,USD
OR202404120000008324,2,MAT-01231,30,1,8401.32,USD
OR202404120000008324,3,MAT-00454,38,4,21181.656,USD
OR202404120000008324,4,MAT-00764,17,3,790.5,USD
OR202404120000005122,1,MAT-01017,7,4,2895.312,USD
OR202404120000005122,2,MAT-01487,30,4,16610.04,USD
OR202404150000004383,1,MAT-00543,2,5,739.92,USD
OR202404150000007597,1,MAT-00882,15,4,4789.98,USD
OR202404150000007597,2,MAT-00121,8,1,2034.144,USD
OR202404150000007597,3,MAT-01219,17,3,2785.008,USD
OR202404150000001215,1,MAT-01307,4,3,431.184,USD
OR202404150000001215,2,MAT-00505,33,5,18496.368,USD
OR202404150000001215,3,MAT-00423,15,5,4477.68,USD
OR202404150000001215,4,MAT-01054,26,1,14601.288,USD
OR202404150000001215,5,MAT-00617,13,1,1512.42,USD
OR202404150000004605,1,MAT-01325,10,1,425.04,USD
OR202404150000002033,1,MAT-00444,11,5,6063.552,USD
OR202404150000002124,1,MAT-00163,34,4,12836.088,USD
OR202404150000002124,2,MAT-01124,32,4,1678.848,USD
OR202404150000004654,1,MAT-01500,47,3,4700.376,USD
OR202404150000004654,2,MAT-00898,24,4,6696.576,USD
OR202404150000004654,3,MAT-00371,34,4,8979.672,USD
OR202404150000002674,1,MAT-00907,17,3,3395.784,USD
OR202404150000002674,2,MAT-00945,35,2,5548.62,USD
OR202404150000002674,3,MAT-01393,30,3,17535.24,USD
OR202404150000001116,1,MAT-00473,29,1,7650.78,USD
OR202404150000001116,2,MAT-01342,22,2,6218.52,USD
OR202404150000001116,3,MAT-01475,9,4,795.42,USD
OR202404150000001116,4,MAT-01484,12,1,6632.784,USD
OR202404150000001116,5,MAT-00164,31,2,11294.292,USD
OR202404150000009218,1,MAT-00930,41,4,2524.452,USD
OR202404150000009218,2,MAT-00089,46,2,17066.736,USD
OR202404150000009218,3,MAT-00030,1,5,103.02,USD
OR202404150000009218,4,MAT-00447,11,1,6167.436,USD
OR202404150000009218,5,MAT-00622,1,1,454.548,USD
OR202404150000004957,1,MAT-00918,21,4,3683.232,USD
OR202404150000004957,2,MAT-01162,3,5,1183.392,USD
OR202404150000004957,3,MAT-00330,28,5,1630.272,USD
OR202404150000004957,4,MAT-00510,49,5,20496.504,USD
OR202404150000004957,5,MAT-00262,2,5,407.16,USD
OR202404150000001700,1,MAT-00629,50,5,28679.4,USD
OR202404150000001700,2,MAT-01233,23,4,8819.856,USD
OR202404150000007969,1,MAT-01060,7,2,2544.864,USD
OR202404150000007969,2,MAT-00467,46,3,11506.992,USD
OR202404150000007969,3,MAT-00856,4,5,1566.672,USD
OR202404150000007969,4,MAT-00843,8,3,3940.992,USD
OR202404150000007969,5,MAT-00077,38,2,1007.304,USD
OR202404150000007599,1,MAT-00764,42,5,19392.408,USD
OR202404150000007599,2,MAT-00506,4,1,2061.072,USD
OR202404150000007599,3,MAT-00339,13,1,5994.612,USD
OR202404150000001330,1,MAT-00506,5,2,1466.46,USD
OR202404150000003850,1,MAT-01477,5,4,2724.72,USD
OR202404150000003850,2,MAT-00297,49,1,11929.344,USD
OR202404150000003850,3,MAT-00704,7,5,2465.484,USD
OR202404150000003850,4,MAT-00835,50,5,24113.4,USD
OR202404150000003850,5,MAT-01049,37,3,12721.044,USD
OR202404150000001996,1,MAT-01411,30,3,3637.8,USD
OR202404150000001996,2,MAT-01016,49,2,6557.376,USD
OR202404150000006219,1,MAT-00573,18,5,4855.68,USD
OR202404150000006219,2,MAT-00494,46,5,20494.656,USD
OR202404150000006219,3,MAT-01444,22,1,4583.832,USD
OR202404150000006219,4,MAT-00117,20,2,2581.68,USD
OR202404150000006219,5,MAT-00817,48,3,14776.704,USD
OR202404150000007916,1,MAT-00890,30,3,14646.96,USD
OR202404150000007916,2,MAT-01137,41,4,19275.576,USD
OR202404150000007916,3,MAT-00411,50,4,26913.6,USD
OR202404150000006434,1,MAT-00951,46,5,1342.464,USD
OR202404150000001809,1,MAT-00382,12,4,3541.248,USD
OR202404150000001809,2,MAT-00940,28,2,2414.496,USD
OR202404150000001809,3,MAT-00595,39,4,16914.456,USD
OR202404150000001618,1,MAT-00521,48,3,17901.504,USD
OR202404150000001618,2,MAT-00769,20,1,7194.48,USD
OR202404150000001618,3,MAT-00843,4,2,616.944,USD
OR202404150000003621,1,MAT-00237,45,2,21430.98,USD
OR202404150000003621,2,MAT-00800,2,1,330.96,USD
OR202404150000009848,1,MAT-01059,12,2,6561.648,USD
OR202404150000009848,2,MAT-00184,44,1,8580,USD
OR202404150000009848,3,MAT-00547,12,2,3394.368,USD
OR202404150000007755,1,MAT-00116,31,4,12348.168,USD
OR202404150000007755,2,MAT-00156,46,1,18123.816,USD
OR202404150000007755,3,MAT-00204,7,1,2678.508,USD
OR202404150000007755,4,MAT-01003,43,5,15341.712,USD
OR202404150000007755,5,MAT-00081,25,5,4203,USD
OR202404150000008029,1,MAT-00859,22,4,1968.912,USD
OR202404150000008029,2,MAT-01267,39,3,10372.752,USD
OR202404150000009252,1,MAT-01329,16,2,5086.848,USD
OR202404150000009252,2,MAT-00449,36,4,17831.232,USD
OR202404150000009252,3,MAT-00333,47,4,24474.216,USD
OR202404150000009252,4,MAT-00274,30,1,762.84,USD
OR202404150000009252,5,MAT-01041,33,3,8854.956,USD
OR202404150000001500,1,MAT-00380,41,1,5585.184,USD
OR202404150000001500,2,MAT-01098,38,4,16028.4,USD
OR202404150000001500,3,MAT-00262,28,1,3601.248,USD
OR202404150000002917,1,MAT-01135,23,3,11799.552,USD
OR202404150000002917,2,MAT-00136,27,3,3885.084,USD
OR202404150000002917,3,MAT-01119,30,3,3124.8,USD
OR202404150000002917,4,MAT-00926,20,4,2929.44,USD
OR202404150000002917,5,MAT-00116,41,4,16331.448,USD
OR202404150000003942,1,MAT-01160,16,4,4528.128,USD
OR202404150000003942,2,MAT-00507,6,5,174.456,USD
OR202404150000003942,3,MAT-00258,36,4,944.784,USD
OR202404150000003942,4,MAT-00701,22,5,5470.08,USD
OR202404150000003942,5,MAT-01389,23,5,5346.672,USD
OR202404160000003707,1,MAT-00737,30,1,15897.6,USD
OR202404160000003707,2,MAT-00351,35,2,13264.44,USD
OR202404160000003707,3,MAT-00399,10,4,1381.8,USD
OR202404160000003707,4,MAT-00302,36,3,17655.84,USD
OR202404160000005328,1,MAT-01485,2,3,620.688,USD
OR202404160000005328,2,MAT-00677,21,3,10108.98,USD
OR202404160000007756,1,MAT-01496,2,2,372.144,USD
OR202404160000007756,2,MAT-00759,25,3,6544.5,USD
OR202404160000007756,3,MAT-01068,17,1,8408.268,USD
OR202404160000008282,1,MAT-00431,42,5,9564.912,USD
OR202404160000008282,2,MAT-01362,50,1,27679.8,USD
OR202404160000008282,3,MAT-00410,20,2,6558,USD
OR202404160000008282,4,MAT-00657,12,2,1337.04,USD
OR202404160000005208,1,MAT-00329,45,4,16778.34,USD
OR202404160000009588,1,MAT-00385,4,3,786.336,USD
OR202404160000009588,2,MAT-00149,31,1,4641.444,USD
OR202404160000009588,3,MAT-00423,25,4,4003.8,USD
OR202404160000009588,4,MAT-00965,49,3,2740.08,USD
OR202404160000009588,5,MAT-01385,5,2,1155.36,USD
OR202404160000009104,1,MAT-01354,4,2,125.76,USD
OR202404160000009104,2,MAT-00071,29,2,13164.84,USD
OR202404160000009104,3,MAT-00025,9,5,2138.832,USD
OR202404160000009104,4,MAT-00366,10,5,4050.48,USD
OR202404160000009104,5,MAT-00242,46,1,18820.992,USD
OR202404160000003398,1,MAT-00062,7,5,2549.904,USD
OR202404160000003398,2,MAT-01440,23,2,8864.568,USD
OR202404160000006341,1,MAT-01431,44,3,2679.6,USD
OR202404160000002096,1,MAT-01316,32,3,3436.032,USD
OR202404160000006213,1,MAT-01364,35,5,7301.28,USD
OR202404160000006213,2,MAT-00689,41,2,2865.9,USD
OR202404160000007735,1,MAT-01487,13,1,5141.136,USD
OR202404160000007735,2,MAT-00805,50,4,18887.4,USD
OR202404160000007735,3,MAT-00454,14,5,5511.24,USD
OR202404160000007305,1,MAT-01482,47,5,26161.704,USD
OR202404160000007305,2,MAT-00148,42,2,14242.032,USD
OR202404160000001042,1,MAT-00027,21,5,3232.656,USD
OR202404160000001042,2,MAT-00364,46,1,11943.072,USD
OR202404160000001042,3,MAT-00456,19,5,6138.9,USD
OR202404160000001042,4,MAT-00352,45,3,13086.36,USD
OR202404160000001042,5,MAT-00618,27,3,3378.996,USD
OR202404160000004343,1,MAT-01103,2,2,347.136,USD
OR202404160000001404,1,MAT-01248,19,1,3967.428,USD
OR202404160000001404,2,MAT-00638,42,4,3500.28,USD
OR202404160000009554,1,MAT-00515,39,1,1430.208,USD
OR202404160000009554,2,MAT-00959,43,3,19767.96,USD
OR202404160000007063,1,MAT-01417,14,3,472.416,USD
OR202404160000007063,2,MAT-00623,11,4,6095.76,USD
OR202404160000007063,3,MAT-01358,24,1,12058.272,USD
OR202404160000004699,1,MAT-00164,42,4,9032.688,USD
OR202404160000004699,2,MAT-00659,23,4,6253.608,USD
OR202404160000009819,1,MAT-01473,9,4,4600.26,USD
OR202404160000009819,2,MAT-00619,28,4,914.592,USD
OR202404160000009819,3,MAT-00424,29,5,10620.96,USD
OR202404160000009819,4,MAT-00199,48,1,12708.864,USD
OR202404160000009819,5,MAT-00936,9,4,1197.18,USD
OR202404160000008274,1,MAT-00234,37,5,16275.708,USD
OR202404160000008274,2,MAT-00763,17,2,5017.788,USD
OR202404160000008274,3,MAT-01467,9,5,3834.216,USD
OR202404160000008274,4,MAT-01410,47,4,666.648,USD
OR202404160000004242,1,MAT-00679,17,2,4109.376,USD
OR202404160000004242,2,MAT-00782,3,3,1333.908,USD
OR202404160000009205,1,MAT-00224,1,2,506.316,USD
OR202404160000004622,1,MAT-00961,35,3,10578.96,USD
OR202404160000008411,1,MAT-01339,35,3,11421.06,USD
OR202404160000002386,1,MAT-01449,39,4,10925.928,USD
OR202404160000002386,2,MAT-00519,31,4,13861.464,USD
OR202404160000002386,3,MAT-00662,26,3,1640.184,USD
OR202404160000004817,1,MAT-01294,17,3,482.868,USD
OR202404160000004817,2,MAT-00308,15,1,4136.4,USD
OR202404170000008102,1,MAT-00957,23,4,6381.948,USD
OR202404170000008102,2,MAT-01053,39,5,18439.668,USD
OR202404170000008102,3,MAT-00518,44,3,1083.456,USD
OR202404170000008102,4,MAT-00299,1,3,356.316,USD
OR202404170000008102,5,MAT-01269,4,1,312.72,USD
OR202404170000004022,1,MAT-01414,18,5,4222.8,USD
OR202404170000004022,2,MAT-01400,39,3,6225.336,USD
OR202404170000003752,1,MAT-00057,7,1,2469.768,USD
OR202404170000003752,2,MAT-00058,30,2,9907.92,USD
OR202404170000003752,3,MAT-00903,33,2,18242.928,USD
OR202404170000003225,1,MAT-01425,16,4,8822.976,USD
OR202404170000003210,1,MAT-01416,18,2,5174.928,USD
OR202404170000003210,2,MAT-00942,43,2,22436.712,USD
OR202404170000003210,3,MAT-00290,50,4,16915.2,USD
OR202404170000009168,1,MAT-00614,23,3,9600.384,USD
OR202404170000009168,2,MAT-00612,22,1,2760.648,USD
OR202404170000009168,3,MAT-00306,24,5,1629.792,USD
OR202404170000009168,4,MAT-00813,9,5,4364.172,USD
OR202404170000002832,1,MAT-01339,44,4,8091.6,USD
OR202404170000002832,2,MAT-00772,22,1,10436.184,USD
OR202404170000003681,1,MAT-00069,11,4,565.884,USD
OR202404170000003681,2,MAT-00067,5,2,508.98,USD
OR202404170000003681,3,MAT-00743,11,1,3532.32,USD
OR202404170000003681,4,MAT-01070,7,1,2642.64,USD
OR202404170000003681,5,MAT-01216,6,2,3165.408,USD
OR202404170000006624,1,MAT-00915,33,2,9123.048,USD
OR202404170000006624,2,MAT-00811,44,3,19112.016,USD
OR202404170000009445,1,MAT-00319,48,5,25422.336,USD
OR202404170000009445,2,MAT-01276,41,5,6411.744,USD
OR202404170000009445,3,MAT-00441,46,4,7816.32,USD
OR202404170000009445,4,MAT-00452,34,4,17907.12,USD
OR202404170000006339,1,MAT-01094,48,4,4929.984,USD
OR202404170000006339,2,MAT-01049,33,3,11345.796,USD
OR202404170000001932,1,MAT-00584,44,1,8225.712,USD
OR202404170000001932,2,MAT-00654,21,4,9209.34,USD
OR202404170000001932,3,MAT-00978,18,5,644.976,USD
OR202404170000001932,4,MAT-00151,6,3,3045.744,USD
OR202404170000008212,1,MAT-01259,35,1,19460.28,USD
OR202404170000008212,2,MAT-01180,6,3,982.944,USD
OR202404170000008212,3,MAT-00908,47,3,25713.324,USD
OR202404170000006657,1,MAT-00236,9,2,2193.372,USD
OR202404170000006657,2,MAT-00848,34,1,18189.864,USD
OR202404170000006657,3,MAT-01432,18,5,712.152,USD
OR202404170000003682,1,MAT-00770,11,3,2839.188,USD
OR202404170000003682,2,MAT-01455,43,1,16017.156,USD
OR202404170000003696,1,MAT-01214,46,4,10163.424,USD
OR202404170000003696,2,MAT-00586,24,2,10605.6,USD
OR202404170000003926,1,MAT-01286,12,4,5960.736,USD
OR202404170000007979,1,MAT-00555,30,5,3374.64,USD
OR202404170000009902,1,MAT-01312,27,1,14067.432,USD
OR202404170000009902,2,MAT-00460,3,3,871.56,USD
