plant_id,material_id,movement_type,quantity,amount,document_date,batch_number,storage_location,fiscal_period
4,MAT-00797,261,-29,-2171.23,08-03-2024,,C001,3
2,MAT-00884,261,-32,-15546.56,10-03-2024,,WH02,3
2,MAT-00777,261,-6,-1677.78,10-03-2024,,B001,3
4,MAT-01446,261,-38,-3093.96,10-03-2024,,WH01,3
1,MAT-00938,261,-25,-1421.25,09-03-2024,,A001,3
3,MAT-00014,261,-4,-1442.52,10-03-2024,,WH02,3
4,MAT-00526,261,-9,-3277.17,10-03-2024,,B001,3
3,MAT-00127,261,-41,-3812.59,08-03-2024,,B001,3
3,MAT-00472,261,-24,-5274.72,08-03-2024,,C001,3
3,MAT-00778,261,-34,-5985.70,08-03-2024,,WH01,3
4,MAT-01310,261,-1,-55.68,08-03-2024,,C001,3
5,MAT-01146,261,-18,-8716.86,08-03-2024,,A001,3
1,MAT-01018,261,-43,-7611.43,09-03-2024,,C001,3
2,MAT-01171,261,-6,-1188.12,08-03-2024,,WH02,3
2,MAT-00140,261,-43,-500.95,09-03-2024,,A001,3
4,MAT-00789,261,-33,-14965.17,10-03-2024,,WH02,3
1,MAT-01206,261,-9,-2164.41,08-03-2024,,C001,3
5,MAT-00194,261,-4,-928.08,09-03-2024,,B001,3
4,MAT-00946,261,-20,-7057.20,10-03-2024,,A001,3
2,MAT-00309,261,-3,-1281.57,08-03-2024,,B001,3
2,MAT-00761,261,-15,-5854.35,09-03-2024,,WH02,3
4,MAT-01489,261,-1,-385.26,08-03-2024,,B001,3
3,MAT-01114,261,-47,-2935.62,08-03-2024,,B001,3
5,MAT-01187,261,-9,-2466.63,09-03-2024,,B001,3
1,MAT-00012,261,-26,-5769.92,08-03-2024,,B001,3
1,MAT-00898,261,-40,-5788.00,09-03-2024,,C001,3
1,MAT-01389,261,-46,-2888.34,10-03-2024,,C001,3
5,MAT-00232,261,-29,-2477.18,08-03-2024,,C001,3
2,MAT-00873,261,-16,-5884.64,08-03-2024,,C001,3
2,MAT-00007,261,-26,-1249.56,10-03-2024,,A001,3
5,MAT-00429,261,-9,-2771.82,10-03-2024,,B001,3
4,MAT-00090,261,-6,-1965.06,08-03-2024,,WH01,3
1,MAT-01310,261,-2,-895.38,08-03-2024,,A001,3
5,MAT-00885,261,-2,-198.16,09-03-2024,,C001,3
4,MAT-00475,261,-5,-1892.15,09-03-2024,,,3
2,MAT-01233,261,-42,-19467.00,09-03-2024,,WH02,3
5,MAT-00265,261,-29,-3399.96,09-03-2024,,B001,3
5,MAT-01431,261,-1,-296.86,10-03-2024,,WH02,3
1,MAT-00103,261,-18,-4862.34,09-03-2024,,WH01,3
1,MAT-00422,261,-27,-4384.53,08-03-2024,,WH01,3
2,MAT-00209,101,287,10509.939999999999,08-03-2024,BATCH-20240308,WH01,3
4,MAT-00005,101,402,65063.70,08-03-2024,BATCH-20240308,B001,3
5,MAT-00267,101,342,44726.76,08-03-2024,BATCH-20240308,WH01,3
5,MAT-00361,101,59,18843.42,08-03-2024,BATCH-20240308,WH02,3
4,MAT-00665,101,264,70973.76,08-03-2024,BATCH-20240308,WH01,3
1,MAT-01218,101,145,14083.849999999999,08-03-2024,,C001,3
4,MAT-00328,101,410,190998.50,08-03-2024,BATCH-20240308,C001,3
5,MAT-01187,101,194,53169.58,08-03-2024,BATCH-20240308,WH02,3
1,MAT-00279,101,48,15132.48,08-03-2024,BATCH-20240308,A001,3
5,MAT-00082,101,250,78057.50,08-03-2024,BATCH-20240308,WH01,3
4,MAT-00685,101,200,30498.00,08-03-2024,BATCH-20240308,,3
2,MAT-00255,101,297,67157.64,08-03-2024,BATCH-20240308,WH01,3
2,MAT-00622,101,70,16185.40,08-03-2024,BATCH-20240308,C001,3
3,MAT-00600,101,410,106169.50,08-03-2024,BATCH-20240308,C001,3
1,MAT-01382,101,305,46448.45,08-03-2024,BATCH-20240308,WH01,3
2,MAT-00340,101,127,33446.72,08-03-2024,BATCH-20240308,A001,3
3,MAT-00502,101,48,5851.68,08-03-2024,BATCH-20240308,C001,3
3,MAT-00751,101,314,29751.50,08-03-2024,BATCH-20240308,,3
1,MAT-01145,101,117,17500.86,08-03-2024,BATCH-20240308,,3
1,MAT-00940,261,-18,-3811.32,11-03-2024,,,3
1,MAT-00609,261,-37,-18230.27,11-03-2024,,A001,3
5,MAT-01239,261,-12,-5307.36,11-03-2024,,WH01,3
1,MAT-00833,261,-41,-18215.89,10-03-2024,,B001,3
5,MAT-01378,261,-8,-2653.28,11-03-2024,,B001,3
5,MAT-00820,261,-16,-1095.36,11-03-2024,,C001,3
4,MAT-00302,261,-6,-1696.26,11-03-2024,,A001,3
2,MAT-00610,261,-28,-1171.80,10-03-2024,,WH02,3
4,MAT-00007,261,-45,-1552.95,11-03-2024,,WH01,3
5,MAT-00722,261,-36,-6916.68,10-03-2024,,A001,3
3,MAT-01103,261,-47,-9707.38,09-03-2024,,B001,3
5,MAT-00233,261,-50,-16267.00,10-03-2024,,C001,3
5,MAT-00880,261,-29,-539.69,09-03-2024,,A001,3
4,MAT-00610,261,-26,-9781.98,09-03-2024,,WH01,3
3,MAT-01293,261,-48,-22852.80,11-03-2024,,WH02,3
5,MAT-00553,261,-16,-3782.40,09-03-2024,,B001,3
4,MAT-00633,261,-11,-4082.32,10-03-2024,,A001,3
4,MAT-01231,261,-44,-20121.64,09-03-2024,,WH01,3
3,MAT-00067,261,-45,-5866.65,11-03-2024,,C001,3
3,MAT-01052,261,-50,-7327.00,10-03-2024,,B001,3
5,MAT-00141,261,-24,-11537.28,10-03-2024,,WH02,3
4,MAT-01208,261,-5,-1768.40,11-03-2024,,C001,3
2,MAT-00014,261,-46,-16304.24,09-03-2024,,WH02,3
1,MAT-01417,261,-5,-809.35,10-03-2024,,WH02,3
2,MAT-00855,261,-2,-845.92,10-03-2024,,WH02,3
2,MAT-00864,261,-47,-1801.51,11-03-2024,,,3
4,MAT-00212,261,-48,-22412.16,10-03-2024,,WH02,3
2,MAT-00759,261,-8,-1052.08,10-03-2024,,B001,3
5,MAT-01435,261,-48,-7935.84,10-03-2024,,WH02,3
4,MAT-00720,261,-16,-4380.80,10-03-2024,,C001,3
2,MAT-00473,261,-14,-6542.76,09-03-2024,,C001,3
4,MAT-01268,261,-27,-6711.39,11-03-2024,,A001,3
5,MAT-00517,261,-9,-4082.40,11-03-2024,,B001,3
5,MAT-00428,261,-18,-806.58,11-03-2024,,C001,3
3,MAT-01213,261,-8,-3038.72,09-03-2024,,A001,3
3,MAT-00943,261,-44,-8711.56,09-03-2024,,,3
5,MAT-01249,261,-34,-10937.80,11-03-2024,,B001,3
5,MAT-00530,261,-3,-847.71,09-03-2024,,WH01,3
5,MAT-01074,261,-5,-1084.35,09-03-2024,,WH01,3
2,MAT-01215,261,-14,-5728.94,11-03-2024,,A001,3
1,MAT-00377,261,-16,-6519.52,10-03-2024,,C001,3
1,MAT-00044,261,-3,-781.83,09-03-2024,,A001,3
1,MAT-00799,261,-20,-745.00,09-03-2024,,WH01,3
4,MAT-00417,261,-21,-8393.28,09-03-2024,,C001,3
1,MAT-01129,261,-21,-7918.05,09-03-2024,,,3
4,MAT-00871,261,-24,-3297.84,10-03-2024,,A001,3
2,MAT-00859,261,-7,-2894.78,10-03-2024,,WH01,3
3,MAT-00835,261,-24,-5197.92,09-03-2024,,WH01,3
4,MAT-01387,261,-30,-6599.40,09-03-2024,,WH02,3
1,MAT-00532,261,-28,-9037.28,09-03-2024,,WH02,3
1,MAT-00408,261,-42,-12156.48,10-03-2024,,B001,3
2,MAT-00563,261,-4,-280.84,11-03-2024,,WH02,3
1,MAT-00847,261,-1,-312.26,11-03-2024,,C001,3
2,MAT-00767,261,-15,-1032.00,10-03-2024,,C001,3
4,MAT-00488,261,-20,-9294.40,09-03-2024,,,3
1,MAT-00291,261,-27,-782.46,10-03-2024,,WH02,3
4,MAT-00127,261,-3,-1299.81,10-03-2024,,WH01,3
2,MAT-00192,261,-36,-17737.92,11-03-2024,,C001,3
4,MAT-00994,261,-6,-471.66,09-03-2024,,WH01,3
2,MAT-01406,261,-44,-7809.12,09-03-2024,,,3
2,MAT-00462,261,-4,-276.76,11-03-2024,,A001,3
4,MAT-00233,101,461,158570.17,11-03-2024,BATCH-20240311,WH01,3
3,MAT-00953,101,160,12571.199999999999,11-03-2024,BATCH-20240311,,3
2,MAT-00814,101,267,103270.26,11-03-2024,BATCH-20240311,WH01,3
3,MAT-01293,101,149,70938.90000000001,11-03-2024,BATCH-20240311,C001,3
4,MAT-00139,101,141,60541.17,11-03-2024,BATCH-20240311,B001,3
2,MAT-00538,101,207,90614.25,11-03-2024,,C001,3
2,MAT-00706,101,303,42913.89,11-03-2024,BATCH-20240311,WH01,3
1,MAT-00674,101,408,115655.76000000001,11-03-2024,BATCH-20240311,C001,3
1,MAT-01360,101,316,4800.04,11-03-2024,BATCH-20240311,WH02,3
3,MAT-00208,101,315,149064.30000000002,11-03-2024,BATCH-20240311,B001,3
5,MAT-00180,101,355,74383.15,11-03-2024,BATCH-20240311,A001,3
2,MAT-00586,101,224,82488.00,11-03-2024,BATCH-20240311,WH01,3
2,MAT-00608,101,310,23724.30,11-03-2024,BATCH-20240311,WH02,3
5,MAT-00859,101,149,44600.17,11-03-2024,BATCH-20240311,A001,3
2,MAT-00424,101,83,31304.280000000002,11-03-2024,BATCH-20240311,WH01,3
3,MAT-00672,101,375,21855.00,11-03-2024,BATCH-20240311,C001,3
2,MAT-00492,261,-10,-3487.20,14-03-2024,,A001,3
5,MAT-01177,261,-29,-4933.19,12-03-2024,,C001,3
1,MAT-00531,261,-3,-484.68,14-03-2024,,A001,3
2,MAT-01199,261,-31,-5697.80,12-03-2024,,C001,3
3,MAT-00109,261,-6,-2074.14,14-03-2024,,A001,3
4,MAT-00525,261,-15,-2485.50,14-03-2024,,C001,3
4,MAT-00886,261,-9,-4030.47,14-03-2024,,WH02,3
3,MAT-00930,261,-1,-52.03,13-03-2024,,B001,3
5,MAT-00242,261,-6,-1593.36,13-03-2024,,B001,3
5,MAT-00486,261,-1,-289.26,14-03-2024,,B001,3
4,MAT-00423,261,-39,-5204.94,14-03-2024,,B001,3
4,MAT-00490,261,-19,-5826.54,12-03-2024,,B001,3
1,MAT-01184,261,-8,-788.32,12-03-2024,,B001,3
1,MAT-00054,261,-46,-5655.24,13-03-2024,,WH01,3
4,MAT-00355,261,-15,-5554.80,12-03-2024,,A001,3
2,MAT-00949,261,-39,-5867.16,14-03-2024,,WH01,3
2,MAT-00122,261,-10,-3054.20,14-03-2024,,C001,3
4,MAT-00057,261,-45,-16159.05,14-03-2024,,A001,3
1,MAT-01318,261,-36,-8290.44,13-03-2024,,C001,3
5,MAT-00593,261,-36,-4613.40,12-03-2024,,A001,3
2,MAT-00915,261,-34,-7832.92,12-03-2024,,B001,3
2,MAT-00894,261,-5,-419.80,13-03-2024,,WH02,3
1,MAT-01034,261,-21,-457.17,13-03-2024,,B001,3
2,MAT-01262,261,-8,-1098.48,12-03-2024,,A001,3
5,MAT-00688,261,-45,-3404.25,13-03-2024,,WH02,3
4,MAT-00655,261,-16,-357.28,14-03-2024,,WH01,3
2,MAT-01489,261,-33,-9835.98,14-03-2024,,A001,3
3,MAT-00480,261,-7,-2958.62,14-03-2024,,C001,3
1,MAT-00324,261,-20,-1420.80,13-03-2024,,C001,3
1,MAT-00725,261,-1,-166.07,13-03-2024,,C001,3
4,MAT-00356,261,-30,-14900.10,13-03-2024,,C001,3
1,MAT-01295,261,-44,-1726.56,12-03-2024,,WH02,3
3,MAT-00383,261,-44,-21455.28,14-03-2024,,B001,3
2,MAT-00126,261,-50,-14976.00,13-03-2024,,B001,3
4,MAT-00484,261,-5,-1605.70,14-03-2024,,A001,3
1,MAT-00261,261,-12,-3376.32,12-03-2024,,WH02,3
4,MAT-00951,261,-47,-5000.80,12-03-2024,,A001,3
5,MAT-01292,261,-35,-3884.30,12-03-2024,,A001,3
3,MAT-00235,261,-10,-4508.90,13-03-2024,,WH01,3
4,MAT-00190,261,-2,-199.74,13-03-2024,,A001,3
5,MAT-01279,261,-7,-680.89,13-03-2024,,A001,3
3,MAT-00027,261,-9,-3245.85,12-03-2024,,WH01,3
3,MAT-00063,261,-35,-1893.15,13-03-2024,,WH02,3
1,MAT-00239,261,-8,-1605.20,14-03-2024,,A001,3
4,MAT-00850,261,-29,-9177.05,13-03-2024,,C001,3
4,MAT-00686,261,-20,-8237.80,14-03-2024,,,3
5,MAT-00011,261,-50,-9747.00,14-03-2024,,WH02,3
3,MAT-00478,261,-23,-10778.26,13-03-2024,,A001,3
4,MAT-00251,261,-3,-1327.26,12-03-2024,,B001,3
1,MAT-01069,261,-28,-7506.80,13-03-2024,,WH01,3
5,MAT-00818,261,-1,-352.65,14-03-2024,,WH02,3
5,MAT-00730,101,146,36702.939999999995,12-03-2024,,WH01,3
1,MAT-01170,101,287,7823.620000000001,12-03-2024,BATCH-20240312,A001,3
3,MAT-01099,101,213,98367.66,12-03-2024,BATCH-20240312,B001,3
2,MAT-00437,101,302,75974.14,12-03-2024,BATCH-20240312,WH02,3
3,MAT-00658,101,146,29176.64,12-03-2024,BATCH-20240312,WH01,3
1,MAT-00287,101,358,117620.90000000001,12-03-2024,BATCH-20240312,WH01,3
5,MAT-00620,101,305,72519.85,12-03-2024,BATCH-20240312,WH01,3
3,MAT-01241,101,54,8690.76,12-03-2024,BATCH-20240312,B001,3
4,MAT-01210,101,60,9664.800000000001,12-03-2024,,C001,3
3,MAT-00630,101,366,76223.16,12-03-2024,BATCH-20240312,C001,3
3,MAT-00544,101,48,4874.40,12-03-2024,BATCH-20240312,C001,3
5,MAT-00593,101,366,46902.90,12-03-2024,,WH02,3
4,MAT-00370,101,373,98777.86,12-03-2024,,WH01,3
4,MAT-01457,101,242,30954.219999999998,12-03-2024,BATCH-20240312,A001,3
5,MAT-01115,261,-29,-7698.34,15-03-2024,,A001,3
3,MAT-00193,261,-23,-1629.09,15-03-2024,,A001,3
1,MAT-00026,261,-47,-2726.94,13-03-2024,,WH01,3
3,MAT-00122,261,-22,-4128.08,14-03-2024,,A001,3
1,MAT-01364,261,-12,-4467.36,15-03-2024,,,3
1,MAT-01232,261,-10,-731.20,13-03-2024,,WH01,3
1,MAT-00790,261,-34,-10416.58,14-03-2024,,WH02,3
5,MAT-00526,261,-45,-21484.80,14-03-2024,,WH02,3
4,MAT-00422,261,-34,-3047.42,13-03-2024,,C001,3
5,MAT-01368,261,-8,-3827.60,13-03-2024,,,3
1,MAT-01271,261,-12,-5662.44,14-03-2024,,WH02,3
1,MAT-00510,261,-22,-10097.56,13-03-2024,,WH01,3
5,MAT-01244,261,-35,-11729.55,13-03-2024,,C001,3
5,MAT-00846,261,-37,-18347.19,15-03-2024,,WH02,3
2,MAT-00132,261,-40,-14458.00,13-03-2024,,WH01,3
1,MAT-01000,261,-14,-706.44,15-03-2024,,WH01,3
5,MAT-00330,261,-11,-533.72,13-03-2024,,WH01,3
3,MAT-01061,261,-37,-8927.36,15-03-2024,,WH02,3
5,MAT-00035,261,-49,-6804.63,13-03-2024,,C001,3
4,MAT-00825,261,-5,-367.85,14-03-2024,,A001,3
4,MAT-00105,261,-46,-10586.44,15-03-2024,,C001,3
4,MAT-00262,261,-21,-10054.38,14-03-2024,,WH01,3
1,MAT-00529,261,-49,-2755.76,13-03-2024,,WH02,3
1,MAT-00086,261,-17,-1993.93,13-03-2024,,WH01,3
1,MAT-00786,261,-46,-12469.22,14-03-2024,,A001,3
3,MAT-00681,261,-41,-6876.11,13-03-2024,,WH01,3
1,MAT-01302,261,-22,-1550.12,13-03-2024,,B001,3
1,MAT-00291,261,-22,-637.56,14-03-2024,,WH01,3
4,MAT-00576,261,-30,-6578.70,15-03-2024,,C001,3
1,MAT-00538,261,-41,-4295.16,14-03-2024,,WH02,3
4,MAT-01381,261,-19,-6132.82,14-03-2024,,B001,3
4,MAT-01439,261,-27,-3288.06,14-03-2024,,WH01,3
1,MAT-00255,261,-3,-690.03,15-03-2024,,A001,3
5,MAT-00378,261,-38,-7216.58,14-03-2024,,A001,3
5,MAT-00497,261,-1,-191.78,15-03-2024,,B001,3
5,MAT-00350,261,-22,-2694.56,15-03-2024,,A001,3
4,MAT-01365,261,-40,-5833.60,13-03-2024,,WH02,3
2,MAT-01460,261,-27,-5370.30,13-03-2024,,B001,3
4,MAT-00941,261,-10,-2958.40,14-03-2024,,WH02,3
2,MAT-00724,261,-40,-1890.00,14-03-2024,,B001,3
3,MAT-00884,261,-36,-13357.80,14-03-2024,,WH01,3
5,MAT-00950,261,-17,-812.77,13-03-2024,,,3
2,MAT-00875,261,-46,-17290.94,15-03-2024,,B001,3
5,MAT-01314,261,-32,-5655.68,15-03-2024,,WH01,3
5,MAT-01095,261,-5,-1544.70,14-03-2024,,A001,3
3,MAT-00411,261,-4,-102.60,15-03-2024,,A001,3
5,MAT-00395,261,-39,-1982.37,13-03-2024,,A001,3
5,MAT-00035,261,-5,-694.35,15-03-2024,,B001,3
5,MAT-01257,261,-39,-7899.45,14-03-2024,,,3
3,MAT-01306,261,-23,-10208.32,13-03-2024,,C001,3
2,MAT-01361,261,-33,-5198.82,14-03-2024,,A001,3
1,MAT-01383,261,-3,-814.20,15-03-2024,,WH01,3
5,MAT-00553,261,-45,-10638.00,14-03-2024,,C001,3
3,MAT-00622,261,-4,-253.96,13-03-2024,,C001,3
5,MAT-00010,261,-34,-7924.38,13-03-2024,,WH02,3
4,MAT-00578,261,-36,-16705.08,15-03-2024,,WH01,3
5,MAT-00140,261,-33,-353.76,14-03-2024,,B001,3
4,MAT-00948,101,259,123268.46,13-03-2024,BATCH-20240313,B001,3
5,MAT-00451,101,212,53771.68,13-03-2024,BATCH-20240313,A001,3
4,MAT-00885,101,176,62110.399999999994,13-03-2024,BATCH-20240313,WH01,3
5,MAT-00523,101,68,5798.36,13-03-2024,BATCH-20240313,A001,3
5,MAT-00066,101,75,5312.25,13-03-2024,BATCH-20240313,C001,3
1,MAT-00616,101,384,106195.20000000001,13-03-2024,BATCH-20240313,A001,3
1,MAT-01000,101,435,21950.100000000002,13-03-2024,BATCH-20240313,WH02,3
1,MAT-00981,101,59,5254.54,13-03-2024,BATCH-20240313,WH01,3
5,MAT-00973,101,313,127165.63999999998,13-03-2024,BATCH-20240313,B001,3
4,MAT-01244,101,203,90649.65000000001,13-03-2024,BATCH-20240313,B001,3
3,MAT-00416,101,427,128936.92,13-03-2024,BATCH-20240313,WH01,3
4,MAT-01205,101,203,94451.84,13-03-2024,BATCH-20240313,C001,3
5,MAT-01384,101,429,202689.63,13-03-2024,BATCH-20240313,C001,3
2,MAT-01155,101,416,169008.32,13-03-2024,BATCH-20240313,B001,3
4,MAT-01249,101,430,208038.30,13-03-2024,BATCH-20240313,C001,3
1,MAT-00330,101,202,70063.70000000001,13-03-2024,BATCH-20240313,WH01,3
5,MAT-00426,101,175,5302.50,13-03-2024,BATCH-20240313,B001,3
3,MAT-00039,101,394,194561.14,13-03-2024,BATCH-20240313,WH01,3
3,MAT-00988,101,112,34610.24,13-03-2024,BATCH-20240313,A001,3
2,MAT-00177,261,-2,-367.96,15-03-2024,,B001,3
5,MAT-01165,261,-23,-8726.89,15-03-2024,,A001,3
5,MAT-00132,261,-6,-2189.46,16-03-2024,,B001,3
3,MAT-00024,261,-1,-157.11,15-03-2024,,B001,3
3,MAT-00740,261,-31,-5941.46,14-03-2024,,C001,3
5,MAT-01096,261,-10,-1844.60,15-03-2024,,WH02,3
2,MAT-00277,261,-46,-15340.54,14-03-2024,,,3
4,MAT-00784,261,-11,-4212.01,16-03-2024,,A001,3
4,MAT-01424,261,-10,-2001.30,16-03-2024,,A001,3
5,MAT-00382,261,-1,-182.20,14-03-2024,,B001,3
5,MAT-00078,261,-1,-391.86,16-03-2024,,WH02,3
4,MAT-00479,261,-25,-8483.50,14-03-2024,,A001,3
4,MAT-00549,261,-18,-3034.80,14-03-2024,,C001,3
1,MAT-00094,261,-10,-571.00,16-03-2024,,C001,3
5,MAT-00066,261,-44,-3116.52,14-03-2024,,WH01,3
2,MAT-00299,261,-13,-255.19,14-03-2024,,B001,3
1,MAT-00529,261,-36,-2024.64,15-03-2024,,A001,3
4,MAT-00871,261,-29,-3984.89,15-03-2024,,WH01,3
5,MAT-01221,261,-39,-2074.02,14-03-2024,,WH01,3
3,MAT-01486,261,-7,-3469.06,16-03-2024,,WH02,3
4,MAT-01360,261,-1,-321.72,16-03-2024,,B001,3
4,MAT-00550,261,-6,-86.58,14-03-2024,,B001,3
5,MAT-00993,261,-47,-7801.53,15-03-2024,,C001,3
1,MAT-00830,261,-6,-1213.74,15-03-2024,,WH01,3
4,MAT-01351,261,-13,-4989.66,14-03-2024,,A001,3
4,MAT-00142,261,-47,-8688.89,16-03-2024,,C001,3
1,MAT-01298,261,-4,-121.92,14-03-2024,,WH01,3
3,MAT-00009,261,-13,-1033.50,15-03-2024,,WH02,3
5,MAT-00172,261,-6,-1102.74,16-03-2024,,C001,3
3,MAT-00845,261,-41,-4163.55,14-03-2024,,B001,3
2,MAT-00134,261,-10,-3345.30,15-03-2024,,WH02,3
1,MAT-00182,261,-49,-3560.83,14-03-2024,,B001,3
2,MAT-00062,261,-8,-1517.04,14-03-2024,,A001,3
5,MAT-01259,261,-16,-2896.32,14-03-2024,,WH02,3
1,MAT-00538,261,-22,-2304.72,14-03-2024,,A001,3
5,MAT-01356,261,-40,-10625.20,15-03-2024,,A001,3
1,MAT-00241,261,-21,-5958.96,14-03-2024,,A001,3
3,MAT-00006,261,-21,-4230.87,15-03-2024,,WH02,3
5,MAT-01090,261,-32,-6717.44,14-03-2024,,B001,3
1,MAT-00770,261,-4,-77.80,15-03-2024,,A001,3
2,MAT-00997,261,-30,-10728.60,16-03-2024,,WH02,3
1,MAT-01063,261,-32,-2495.04,15-03-2024,,C001,3
1,MAT-00651,101,225,100620.00,14-03-2024,BATCH-20240314,A001,3
1,MAT-00900,101,297,119447.46,14-03-2024,BATCH-20240314,A001,3
3,MAT-00882,101,429,60480.42,14-03-2024,BATCH-20240314,B001,3
3,MAT-01477,101,237,17078.22,14-03-2024,BATCH-20240314,WH02,3
4,MAT-00743,101,255,36457.35,14-03-2024,BATCH-20240314,A001,3
4,MAT-00396,101,384,59335.68000000001,14-03-2024,BATCH-20240314,WH01,3
5,MAT-00195,101,395,172255.55,14-03-2024,BATCH-20240314,WH01,3
5,MAT-01459,101,460,54441.00,14-03-2024,BATCH-20240314,,3
2,MAT-01034,101,89,40890.159999999996,14-03-2024,BATCH-20240314,WH02,3
5,MAT-01102,101,153,9069.84,14-03-2024,BATCH-20240314,WH01,3
4,MAT-00090,261,-4,-1310.04,15-03-2024,,WH01,3
4,MAT-00336,261,-4,-1575.24,16-03-2024,,WH02,3
5,MAT-00963,261,-44,-1151.04,17-03-2024,,A001,3
2,MAT-01405,261,-17,-823.82,17-03-2024,,WH02,3
1,MAT-00973,261,-10,-1683.60,17-03-2024,,B001,3
2,MAT-01246,261,-11,-2858.68,16-03-2024,,WH01,3
5,MAT-00748,261,-14,-6191.92,17-03-2024,,WH01,3
5,MAT-00550,261,-25,-3898.75,16-03-2024,,B001,3
4,MAT-00147,261,-22,-2692.14,15-03-2024,,A001,3
5,MAT-01102,261,-48,-2845.44,15-03-2024,,C001,3
3,MAT-01043,261,-44,-7615.96,17-03-2024,,WH01,3
5,MAT-01461,261,-17,-2586.89,17-03-2024,,B001,3
2,MAT-00183,261,-36,-7689.60,15-03-2024,,WH01,3
2,MAT-01497,261,-20,-1435.40,17-03-2024,,B001,3
1,MAT-01469,261,-41,-11131.09,16-03-2024,,A001,3
3,MAT-00410,261,-34,-1358.64,15-03-2024,,WH01,3
1,MAT-00063,261,-39,-16555.11,16-03-2024,,C001,3
1,MAT-01498,261,-32,-5206.08,15-03-2024,,WH02,3
4,MAT-01392,261,-49,-1208.34,15-03-2024,,C001,3
3,MAT-01243,261,-39,-9819.42,17-03-2024,,WH02,3
4,MAT-00285,261,-41,-3663.76,15-03-2024,,B001,3
2,MAT-01230,261,-50,-3909.00,17-03-2024,,WH01,3
5,MAT-00990,261,-19,-5334.25,16-03-2024,,B001,3
4,MAT-00615,261,-39,-2277.99,16-03-2024,,WH01,3
5,MAT-01428,261,-5,-2191.15,16-03-2024,,C001,3
4,MAT-01119,261,-38,-4963.94,15-03-2024,,C001,3
4,MAT-00193,261,-6,-1149.48,17-03-2024,,C001,3
3,MAT-00395,261,-33,-11100.54,17-03-2024,,B001,3
5,MAT-01228,261,-12,-1122.48,16-03-2024,,WH02,3
4,MAT-00623,261,-12,-5541.60,15-03-2024,,C001,3
3,MAT-00268,261,-4,-1001.04,17-03-2024,,C001,3
3,MAT-01077,261,-16,-6293.44,17-03-2024,,WH01,3
5,MAT-00755,261,-1,-239.00,17-03-2024,,B001,3
5,MAT-00029,261,-2,-67.74,16-03-2024,,A001,3
5,MAT-00091,261,-5,-2237.55,17-03-2024,,B001,3
3,MAT-00348,261,-14,-2153.20,16-03-2024,,A001,3
5,MAT-00838,261,-44,-15411.00,16-03-2024,,WH02,3
4,MAT-00896,261,-4,-1834.20,16-03-2024,,A001,3
1,MAT-00401,261,-10,-3848.40,15-03-2024,,WH01,3
3,MAT-00156,261,-37,-3629.70,16-03-2024,,A001,3
4,MAT-00978,261,-34,-7353.52,15-03-2024,,WH01,3
1,MAT-00857,261,-41,-10911.33,15-03-2024,,A001,3
3,MAT-01310,261,-1,-352.34,16-03-2024,,WH02,3
2,MAT-01344,261,-45,-10371.60,17-03-2024,,C001,3
1,MAT-00240,261,-36,-15538.32,15-03-2024,,B001,3
4,MAT-01061,261,-28,-3739.40,15-03-2024,,B001,3
4,MAT-00595,261,-9,-3252.78,15-03-2024,,A001,3
2,MAT-01287,261,-44,-5555.88,15-03-2024,,C001,3
4,MAT-00271,261,-28,-2813.44,17-03-2024,,A001,3
4,MAT-00893,261,-26,-5496.40,17-03-2024,,C001,3
2,MAT-01487,261,-13,-4504.37,15-03-2024,,B001,3
5,MAT-00487,261,-20,-9248.80,17-03-2024,,A001,3
4,MAT-01099,261,-30,-14551.50,15-03-2024,,C001,3
4,MAT-01052,261,-48,-16359.36,17-03-2024,,WH02,3
2,MAT-00573,261,-13,-2087.28,17-03-2024,,A001,3
4,MAT-00128,261,-34,-1329.06,17-03-2024,,WH01,3
1,MAT-00647,261,-10,-4611.20,17-03-2024,,A001,3
2,MAT-01463,261,-30,-5572.50,16-03-2024,,C001,3
4,MAT-00540,261,-12,-5163.84,17-03-2024,,WH01,3
2,MAT-00078,261,-34,-8953.22,15-03-2024,,A001,3
5,MAT-00225,261,-8,-2633.12,15-03-2024,,WH01,3
5,MAT-01192,261,-20,-2956.40,17-03-2024,,A001,3
2,MAT-01316,261,-3,-1288.98,17-03-2024,,WH02,3
5,MAT-00651,261,-14,-724.78,15-03-2024,,B001,3
1,MAT-00554,261,-4,-938.32,16-03-2024,,A001,3
4,MAT-00768,261,-40,-8342.40,15-03-2024,,C001,3
2,MAT-00040,261,-2,-78.48,15-03-2024,,C001,3
4,MAT-00641,261,-22,-3001.46,16-03-2024,,B001,3
5,MAT-01233,261,-10,-178.10,15-03-2024,,WH02,3
5,MAT-00460,261,-3,-1179.33,15-03-2024,,WH01,3
5,MAT-00424,261,-3,-915.60,17-03-2024,,WH02,3
5,MAT-00609,261,-32,-5103.36,16-03-2024,,A001,3
1,MAT-00453,261,-45,-10437.75,15-03-2024,,WH02,3
2,MAT-01472,261,-50,-20038.50,16-03-2024,,WH02,3
2,MAT-00674,261,-37,-15547.03,16-03-2024,,WH02,3
2,MAT-00296,261,-43,-18806.48,16-03-2024,,B001,3
4,MAT-00297,261,-47,-16578.78,17-03-2024,,A001,3
